problema,D,M,geracao,count,regime,desal,N,aceito,slot,n_cand,flag_copia,frac_n1,fbest_rel_max
BBOB_F5,10,2,42,0,no-op,86,,0,1,1,True,0.91,
BBOB_F5,10,2,46,21,produtivo,9,,1,0,1,False,0.9,
BBOB_F5,10,2,50,51,produtivo,37,,1,0,1,False,0.6,
BBOB_F5,10,2,54,51,produtivo,25,,1,0,1,False,0.73,
BBOB_F5,10,2,58,51,produtivo,29,,1,0,1,False,0.69,
BBOB_F5,10,2,62,51,produtivo,14,,1,0,1,False,0.85,
BBOB_F5,10,2,66,3,produtivo,9,,1,0,1,False,0.9,
BBOB_F5,10,2,70,51,produtivo,27,,1,0,1,False,0.71,
BBOB_F5,10,2,74,51,produtivo,36,,1,0,1,False,0.57,
BBOB_F5,10,2,78,8,produtivo,3,,1,0,1,False,0.96,
BBOB_F5,10,2,82,51,produtivo,25,,1,0,1,False,0.68,
BBOB_F5,10,2,86,4,produtivo,8,,1,0,1,False,0.92,
BBOB_F5,10,2,90,51,produtivo,22,,1,0,1,False,0.59,
BBOB_F5,10,2,94,51,produtivo,31,,1,0,1,False,0.61,
BBOB_F5,10,2,98,51,produtivo,29,,1,0,1,False,0.56,
BBOB_F5,10,2,102,51,produtivo,30,,1,0,1,False,0.55,
BBOB_F5,10,2,106,51,produtivo,28,,1,0,1,False,0.55,
BBOB_F5,10,2,110,51,produtivo,25,,1,0,1,False,0.66,
BBOB_F5,10,2,114,51,produtivo,27,,1,0,1,False,0.6,
BBOB_F5,10,2,118,5,produtivo,7,,1,0,1,False,0.92,
BBOB_F5,10,2,122,51,produtivo,32,,1,0,1,False,0.64,
BBOB_F5,10,2,126,51,produtivo,30,,1,0,1,False,0.53,
BBOB_F5,10,2,130,51,produtivo,34,,1,0,1,False,0.48,
BBOB_F5,10,2,134,51,produtivo,38,,1,0,1,False,0.48,
BBOB_F5,10,2,138,51,produtivo,19,,1,0,1,False,0.76,
BBOB_F5,10,2,142,51,produtivo,24,,1,0,1,False,0.72,
BBOB_F5,10,2,146,51,produtivo,22,,1,0,1,False,0.71,
BBOB_F5,10,2,150,51,produtivo,24,,1,0,1,False,0.69,
BBOB_F5,10,2,154,51,produtivo,27,,1,0,1,False,0.63,
BBOB_F5,10,2,158,51,produtivo,27,,1,0,1,False,0.64,
BBOB_F5,10,2,162,51,produtivo,18,,1,0,1,False,0.78,
BBOB_F5,10,2,166,51,produtivo,16,,1,0,1,False,0.8,
BBOB_F5,10,2,170,51,produtivo,21,,1,0,1,False,0.72,
BBOB_F5,10,2,174,51,produtivo,18,,1,0,1,False,0.79,
BBOB_F5,10,2,178,51,produtivo,26,,1,0,1,False,0.52,
BBOB_F5,10,2,182,51,produtivo,26,,1,0,1,False,0.65,
BBOB_F5,10,2,186,51,produtivo,18,,1,0,1,False,0.7,
BBOB_F5,10,2,190,51,produtivo,35,,1,0,1,False,0.49,
BBOB_F5,10,2,194,51,produtivo,23,,1,0,1,False,0.73,
BBOB_F5,10,2,198,51,produtivo,23,,1,0,1,False,0.69,
BBOB_F5,10,2,202,51,produtivo,23,,1,0,1,False,0.77,
BBOB_F5,10,2,206,51,produtivo,14,,1,0,1,False,0.78,
BBOB_F5,10,2,210,51,produtivo,32,,1,0,1,False,0.6,
BBOB_F5,10,2,214,51,produtivo,25,,1,0,1,False,0.58,
BBOB_F5,10,2,218,51,produtivo,31,,1,0,1,False,0.59,
BBOB_F5,10,2,222,51,produtivo,28,,1,0,1,False,0.54,
BBOB_F5,10,2,226,51,produtivo,38,,1,0,1,False,0.39,
BBOB_F5,10,2,230,51,produtivo,33,,1,0,1,False,0.56,
BBOB_F5,10,2,234,51,produtivo,24,,1,0,1,False,0.66,
BBOB_F5,10,2,238,51,produtivo,29,,1,0,1,False,0.57,
BBOB_F5,10,2,242,51,produtivo,19,,1,0,1,False,0.72,
BBOB_F5,10,2,246,51,produtivo,26,,1,0,1,False,0.69,
BBOB_F5,10,2,250,51,produtivo,16,,1,0,1,False,0.84,
BBOB_F5,10,2,254,51,produtivo,28,,1,0,1,False,0.61,
BBOB_F5,10,2,258,20,produtivo,7,,1,0,1,False,0.92,
BBOB_F5,10,2,262,3,produtivo,9,,1,0,1,False,0.9,
BBOB_F5,10,2,266,15,produtivo,6,,1,0,1,False,0.93,
BBOB_F5,10,2,270,51,produtivo,18,,1,0,1,False,0.71,
BBOB_F5,10,2,274,51,produtivo,30,,1,0,1,False,0.65,
BBOB_F5,10,2,278,51,produtivo,29,,1,0,1,False,0.66,5.140256111295826e-08
BBOB_F55,10,2,2,0,no-op,90,,0,1,1,True,1.0,
BBOB_F55,10,2,6,0,no-op,90,,0,1,1,True,0.99,
BBOB_F55,10,2,10,0,no-op,86,,0,1,1,True,0.93,
BBOB_F55,10,2,14,0,no-op,88,,0,1,1,True,0.93,
BBOB_F55,10,2,18,0,no-op,90,,0,1,1,True,0.91,
BBOB_F55,10,2,22,0,no-op,89,,0,1,1,True,0.95,
BBOB_F55,10,2,26,0,no-op,83,,0,1,1,True,0.91,
BBOB_F55,10,2,30,26,produtivo,6,,1,0,1,False,0.93,
BBOB_F55,10,2,34,0,no-op,91,,0,1,1,True,0.94,
BBOB_F55,10,2,38,0,no-op,87,,0,1,1,True,0.91,
BBOB_F55,10,2,42,13,produtivo,6,,1,0,1,False,0.93,
BBOB_F55,10,2,46,31,produtivo,9,,1,0,1,False,0.9,
BBOB_F55,10,2,50,0,no-op,91,,0,1,1,True,0.96,
BBOB_F55,10,2,54,27,produtivo,4,,1,0,1,False,0.94,
BBOB_F55,10,2,58,51,produtivo,17,,1,0,1,False,0.8,
BBOB_F55,10,2,62,24,produtivo,7,,1,0,1,False,0.91,
BBOB_F55,10,2,66,14,produtivo,9,,1,0,1,False,0.91,
BBOB_F55,10,2,70,28,produtivo,7,,1,0,1,False,0.93,
BBOB_F55,10,2,74,47,produtivo,10,,1,0,1,False,0.9,
BBOB_F55,10,2,78,0,no-op,89,,0,1,1,True,0.91,
BBOB_F55,10,2,82,0,no-op,90,,0,1,1,True,0.93,
BBOB_F55,10,2,86,0,no-op,91,,0,1,1,True,0.96,
BBOB_F55,10,2,90,0,no-op,90,,0,1,1,True,0.96,
BBOB_F55,10,2,94,28,produtivo,7,,1,0,1,False,0.91,
BBOB_F55,10,2,98,0,no-op,89,,0,1,1,True,0.95,
BBOB_F55,10,2,102,51,produtivo,16,,1,0,1,False,0.79,
BBOB_F55,10,2,106,0,no-op,86,,0,1,1,True,0.93,
BBOB_F55,10,2,110,0,no-op,89,,0,1,1,True,0.9,
BBOB_F55,10,2,114,51,produtivo,14,,1,0,1,False,0.85,
BBOB_F55,10,2,118,51,produtivo,25,,1,0,1,False,0.68,
BBOB_F55,10,2,122,51,produtivo,24,,1,0,1,False,0.76,
BBOB_F55,10,2,126,51,produtivo,22,,1,0,1,False,0.75,
BBOB_F55,10,2,130,51,produtivo,20,,1,0,1,False,0.79,
BBOB_F55,10,2,134,51,produtivo,14,,1,0,1,False,0.85,
BBOB_F55,10,2,138,51,produtivo,21,,1,0,1,False,0.74,
BBOB_F55,10,2,142,51,produtivo,20,,1,0,1,False,0.74,
BBOB_F55,10,2,146,51,produtivo,25,,1,0,1,False,0.69,
BBOB_F55,10,2,150,51,produtivo,21,,1,0,1,False,0.75,
BBOB_F55,10,2,154,51,produtivo,25,,1,0,1,False,0.7,
BBOB_F55,10,2,158,51,produtivo,30,,1,0,1,False,0.67,
BBOB_F55,10,2,162,51,produtivo,18,,1,0,1,False,0.78,
BBOB_F55,10,2,166,51,produtivo,20,,1,0,1,False,0.72,
BBOB_F55,10,2,170,51,produtivo,28,,1,0,1,False,0.71,
BBOB_F55,10,2,174,51,produtivo,26,,1,0,1,False,0.71,
BBOB_F55,10,2,178,51,produtivo,24,,1,0,1,False,0.69,
BBOB_F55,10,2,182,51,produtivo,22,,1,0,1,False,0.78,
BBOB_F55,10,2,186,51,produtivo,15,,1,0,1,False,0.83,
BBOB_F55,10,2,190,27,produtivo,9,,1,0,1,False,0.9,
BBOB_F55,10,2,194,51,produtivo,11,,1,0,1,False,0.88,
BBOB_F55,10,2,198,51,produtivo,14,,1,0,1,False,0.8,
BBOB_F55,10,2,202,51,produtivo,29,,1,0,1,False,0.66,
BBOB_F55,10,2,206,51,produtivo,10,,1,0,1,False,0.86,
BBOB_F55,10,2,210,51,produtivo,24,,1,0,1,False,0.67,
BBOB_F55,10,2,214,51,produtivo,22,,1,0,1,False,0.73,
BBOB_F55,10,2,218,51,produtivo,18,,1,0,1,False,0.73,
BBOB_F55,10,2,222,51,produtivo,24,,1,0,1,False,0.65,
BBOB_F55,10,2,226,51,produtivo,22,,1,0,1,False,0.74,
BBOB_F55,10,2,230,51,produtivo,18,,1,0,1,False,0.77,
BBOB_F55,10,2,234,3,produtivo,5,,1,0,1,False,0.91,
BBOB_F55,10,2,238,51,produtivo,23,,1,0,1,False,0.75,
BBOB_F55,10,2,242,51,produtivo,28,,1,0,1,False,0.68,
BBOB_F55,10,2,246,51,produtivo,29,,1,0,1,False,0.65,
BBOB_F55,10,2,250,51,produtivo,25,,1,0,1,False,0.62,
BBOB_F55,10,2,254,51,produtivo,19,,1,0,1,False,0.79,
BBOB_F55,10,2,258,51,produtivo,22,,1,0,1,False,0.72,
BBOB_F55,10,2,262,51,produtivo,21,,1,0,1,False,0.7,
BBOB_F55,10,2,266,51,produtivo,28,,1,0,1,False,0.58,
BBOB_F55,10,2,270,51,produtivo,34,,1,0,1,False,0.54,
BBOB_F55,10,2,274,51,produtivo,17,,1,0,1,False,0.77,
BBOB_F55,10,2,278,51,produtivo,18,,1,0,1,False,0.77,
BBOB_F55,10,2,282,51,produtivo,35,,1,0,1,False,0.54,
BBOB_F55,10,2,286,51,produtivo,21,,1,0,1,False,0.76,3.315279903873516e-08
DTLZ1,7,3,2,20,produtivo,6,,1,0,1,False,0.9113924050632911,
DTLZ1,7,3,6,2,produtivo,0,,1,0,1,False,1.0,
DTLZ1,7,3,10,12,produtivo,4,,1,0,1,False,0.9529411764705882,
DTLZ1,7,3,14,36,produtivo,3,,1,0,1,False,0.9545454545454546,
DTLZ1,7,3,18,11,produtivo,6,,1,0,1,False,0.9120879120879121,
DTLZ1,7,3,22,41,produtivo,4,,1,0,1,False,0.9468085106382979,
DTLZ1,7,3,26,9,produtivo,7,,1,0,1,False,0.9072164948453608,
DTLZ1,7,3,30,25,produtivo,6,,1,0,1,False,0.91,
DTLZ1,7,3,34,23,produtivo,8,,1,0,1,False,0.9,
DTLZ1,7,3,38,2,produtivo,2,,1,0,1,False,0.95,
DTLZ1,7,3,42,10,produtivo,7,,1,0,1,False,0.92,
DTLZ1,7,3,46,16,produtivo,7,,1,0,1,False,0.9,
DTLZ1,7,3,50,8,produtivo,7,,1,0,1,False,0.93,
DTLZ1,7,3,54,37,produtivo,9,,1,0,1,False,0.9,
DTLZ1,7,3,58,9,produtivo,9,,1,0,1,False,0.91,
DTLZ1,7,3,62,51,produtivo,16,,1,0,1,False,0.81,
DTLZ1,7,3,66,26,produtivo,8,,1,0,1,False,0.9,
DTLZ1,7,3,70,8,produtivo,6,,1,0,1,False,0.94,
DTLZ1,7,3,74,38,produtivo,7,,1,0,1,False,0.92,
DTLZ1,7,3,78,51,produtivo,25,,1,0,1,False,0.69,
DTLZ1,7,3,82,51,produtivo,24,,1,0,1,False,0.71,
DTLZ1,7,3,86,13,produtivo,7,,1,0,1,False,0.92,
DTLZ1,7,3,90,20,produtivo,6,,1,0,1,False,0.94,
DTLZ1,7,3,94,10,produtivo,9,,1,0,1,False,0.9,
DTLZ1,7,3,98,51,produtivo,31,,1,0,1,False,0.61,
DTLZ1,7,3,102,11,produtivo,10,,1,0,1,False,0.9,
DTLZ1,7,3,106,30,produtivo,8,,1,0,1,False,0.9,
DTLZ1,7,3,110,16,produtivo,9,,1,0,1,False,0.91,
DTLZ1,7,3,114,45,produtivo,8,,1,0,1,False,0.9,
DTLZ1,7,3,118,25,produtivo,10,,1,0,1,False,0.9,
DTLZ1,7,3,122,21,produtivo,7,,1,0,1,False,0.93,
DTLZ1,7,3,126,51,produtivo,18,,1,0,1,False,0.78,
DTLZ1,7,3,130,11,produtivo,8,,1,0,1,False,0.91,
DTLZ1,7,3,134,12,produtivo,9,,1,0,1,False,0.9,
DTLZ1,7,3,138,11,produtivo,8,,1,0,1,False,0.91,
DTLZ1,7,3,142,20,produtivo,10,,1,0,1,False,0.9,
DTLZ1,7,3,146,49,produtivo,10,,1,0,1,False,0.9,
DTLZ1,7,3,150,2,produtivo,4,,1,0,1,False,0.9,
DTLZ1,7,3,154,4,produtivo,6,,1,0,1,False,0.93,
DTLZ1,7,3,158,38,produtivo,8,,1,0,1,False,0.9,
DTLZ1,7,3,162,21,produtivo,6,,1,0,1,False,0.94,
DTLZ1,7,3,166,18,produtivo,8,,1,0,1,False,0.9,
DTLZ1,7,3,170,17,produtivo,4,,1,0,1,False,0.96,
DTLZ1,7,3,174,31,produtivo,9,,1,0,1,False,0.9,
DTLZ1,7,3,178,51,produtivo,16,,1,0,1,False,0.74,
DTLZ1,7,3,182,12,produtivo,9,,1,0,1,False,0.91,2.680649681482599e-08
DTLZ2,12,3,2,2,produtivo,6,,1,0,1,False,0.92,
DTLZ2,12,3,6,3,produtivo,3,,1,0,1,False,0.96,
DTLZ2,12,3,10,2,produtivo,2,,1,0,1,False,0.91,
DTLZ2,12,3,14,33,produtivo,7,,1,0,1,False,0.92,
DTLZ2,12,3,18,2,produtivo,0,,1,0,1,False,0.93,
DTLZ2,12,3,22,2,produtivo,0,,1,0,1,False,0.94,
DTLZ2,12,3,26,14,produtivo,10,,1,0,1,False,0.9,
DTLZ2,12,3,30,3,produtivo,7,,1,0,1,False,0.93,
DTLZ2,12,3,34,51,produtivo,25,,1,0,1,False,0.72,
DTLZ2,12,3,38,2,produtivo,3,,1,0,1,False,0.91,
DTLZ2,12,3,42,2,produtivo,1,,1,0,1,False,0.99,
DTLZ2,12,3,46,41,produtivo,7,,1,0,1,False,0.92,
DTLZ2,12,3,50,2,produtivo,1,,1,0,1,False,0.9,
DTLZ2,12,3,54,21,produtivo,10,,1,0,1,False,0.9,
DTLZ2,12,3,58,17,produtivo,4,,1,0,1,False,0.96,
DTLZ2,12,3,62,3,produtivo,5,,1,0,1,False,0.93,
DTLZ2,12,3,66,3,produtivo,7,,1,0,1,False,0.91,
DTLZ2,12,3,70,27,produtivo,9,,1,0,1,False,0.9,
DTLZ2,12,3,74,20,produtivo,6,,1,0,1,False,0.93,
DTLZ2,12,3,78,45,produtivo,9,,1,0,1,False,0.9,
DTLZ2,12,3,82,2,produtivo,0,,1,0,1,False,1.0,
DTLZ2,12,3,86,51,produtivo,22,,1,0,1,False,0.72,
DTLZ2,12,3,90,3,produtivo,10,,1,0,1,False,0.9,
DTLZ2,12,3,94,18,produtivo,9,,1,0,1,False,0.91,
DTLZ2,12,3,98,2,produtivo,0,,1,0,1,False,0.94,
DTLZ2,12,3,102,41,produtivo,7,,1,0,1,False,0.91,
DTLZ2,12,3,106,2,produtivo,0,,1,0,1,False,0.94,
DTLZ2,12,3,110,5,produtivo,8,,1,0,1,False,0.91,
DTLZ2,12,3,114,15,produtivo,7,,1,0,1,False,0.93,
DTLZ2,12,3,118,8,produtivo,8,,1,0,1,False,0.9,
DTLZ2,12,3,122,4,produtivo,6,,1,0,1,False,0.94,
DTLZ2,12,3,126,4,produtivo,10,,1,0,1,False,0.9,
DTLZ2,12,3,130,3,produtivo,5,,1,0,1,False,0.95,
DTLZ2,12,3,134,5,produtivo,9,,1,0,1,False,0.9,
DTLZ2,12,3,138,2,produtivo,0,,1,0,1,False,1.0,
DTLZ2,12,3,142,27,produtivo,8,,1,0,1,False,0.9,
DTLZ2,12,3,146,19,produtivo,7,,1,0,1,False,0.93,
DTLZ2,12,3,150,3,produtivo,7,,1,0,1,False,0.91,
DTLZ2,12,3,154,25,produtivo,9,,1,0,1,False,0.9,
DTLZ2,12,3,158,51,produtivo,13,,1,0,1,False,0.8,
DTLZ2,12,3,162,32,produtivo,10,,1,0,1,False,0.9,
DTLZ2,12,3,166,3,produtivo,7,,1,0,1,False,0.93,
DTLZ2,12,3,170,5,produtivo,6,,1,0,1,False,0.92,
DTLZ2,12,3,174,51,produtivo,29,,1,0,1,False,0.68,
DTLZ2,12,3,178,21,produtivo,3,,1,0,1,False,0.96,
DTLZ2,12,3,182,27,produtivo,7,,1,0,1,False,0.92,
DTLZ2,12,3,186,19,produtivo,8,,1,0,1,False,0.9,
DTLZ2,12,3,190,17,produtivo,6,,1,0,1,False,0.93,
DTLZ2,12,3,194,2,produtivo,0,,1,0,1,False,1.0,
DTLZ2,12,3,198,51,produtivo,15,,1,0,1,False,0.84,
DTLZ2,12,3,202,10,produtivo,6,,1,0,1,False,0.92,
DTLZ2,12,3,206,51,produtivo,18,,1,0,1,False,0.81,
DTLZ2,12,3,210,40,produtivo,6,,1,0,1,False,0.93,
DTLZ2,12,3,214,4,produtivo,10,,1,0,1,False,0.9,
DTLZ2,12,3,218,11,produtivo,9,,1,0,1,False,0.91,
DTLZ2,12,3,222,3,produtivo,5,,1,0,1,False,0.93,
DTLZ2,12,3,226,11,produtivo,8,,1,0,1,False,0.9,
DTLZ2,12,3,230,11,produtivo,9,,1,0,1,False,0.91,
DTLZ2,12,3,234,30,produtivo,9,,1,0,1,False,0.9,
DTLZ2,12,3,238,12,produtivo,5,,1,0,1,False,0.94,
DTLZ2,12,3,242,12,produtivo,8,,1,0,1,False,0.9,
DTLZ2,12,3,246,6,produtivo,6,,1,0,1,False,0.94,
DTLZ2,12,3,250,51,produtivo,16,,1,0,1,False,0.81,
DTLZ2,12,3,254,51,produtivo,21,,1,0,1,False,0.72,
DTLZ2,12,3,258,22,produtivo,8,,1,0,1,False,0.91,
DTLZ2,12,3,262,50,produtivo,5,,1,0,1,False,0.93,
DTLZ2,12,3,266,2,produtivo,0,,1,0,1,False,0.94,
DTLZ2,12,3,270,23,produtivo,8,,1,0,1,False,0.9,
DTLZ2,12,3,274,33,produtivo,9,,1,0,1,False,0.9,
DTLZ2,12,3,278,19,produtivo,6,,1,0,1,False,0.92,
DTLZ2,12,3,282,5,produtivo,8,,1,0,1,False,0.91,
DTLZ2,12,3,286,2,produtivo,0,,1,0,1,False,0.99,
DTLZ2,12,3,290,3,produtivo,6,,1,0,1,False,0.9,
DTLZ2,12,3,294,7,produtivo,9,,1,0,1,False,0.91,
DTLZ2,12,3,298,41,produtivo,7,,1,0,1,False,0.9,
DTLZ2,12,3,302,51,produtivo,23,,1,0,1,False,0.74,
DTLZ2,12,3,306,2,produtivo,1,,1,0,1,False,0.98,
DTLZ2,12,3,310,51,produtivo,24,,1,0,1,False,0.68,
DTLZ2,12,3,314,51,produtivo,16,,1,0,1,False,0.81,3.3334532453907e-08
DTLZ3,12,3,2,2,produtivo,1,,1,0,1,False,0.98,
DTLZ3,12,3,6,2,produtivo,2,,1,0,1,False,0.96,
DTLZ3,12,3,10,2,produtivo,1,,1,0,1,False,0.97,
DTLZ3,12,3,14,51,produtivo,18,,1,0,1,False,0.8,
DTLZ3,12,3,18,0,no-op,88,,0,1,1,True,0.91,
DTLZ3,12,3,22,13,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,26,0,no-op,88,,0,1,1,True,0.91,
DTLZ3,12,3,30,38,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,34,0,no-op,89,,0,1,1,True,0.94,
DTLZ3,12,3,38,2,produtivo,1,,1,0,1,False,0.94,
DTLZ3,12,3,42,3,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,46,20,produtivo,6,,1,0,1,False,0.94,
DTLZ3,12,3,50,51,produtivo,16,,1,0,1,False,0.84,
DTLZ3,12,3,54,16,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,58,23,produtivo,4,,1,0,1,False,0.95,
DTLZ3,12,3,62,51,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,66,15,produtivo,8,,1,0,1,False,0.9,
DTLZ3,12,3,70,25,produtivo,6,,1,0,1,False,0.94,
DTLZ3,12,3,74,36,produtivo,6,,1,0,1,False,0.92,
DTLZ3,12,3,78,8,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,82,33,produtivo,3,,1,0,1,False,0.97,
DTLZ3,12,3,86,51,produtivo,14,,1,0,1,False,0.84,
DTLZ3,12,3,90,10,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,94,9,produtivo,8,,1,0,1,False,0.9,
DTLZ3,12,3,98,3,produtivo,8,,1,0,1,False,0.91,
DTLZ3,12,3,102,51,produtivo,22,,1,0,1,False,0.74,
DTLZ3,12,3,106,39,produtivo,8,,1,0,1,False,0.92,
DTLZ3,12,3,110,2,produtivo,2,,1,0,1,False,0.98,
DTLZ3,12,3,114,32,produtivo,7,,1,0,1,False,0.9,
DTLZ3,12,3,118,24,produtivo,7,,1,0,1,False,0.91,
DTLZ3,12,3,122,31,produtivo,5,,1,0,1,False,0.93,
DTLZ3,12,3,126,46,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,130,2,produtivo,0,,1,0,1,False,1.0,
DTLZ3,12,3,134,40,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,138,22,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,142,31,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,146,23,produtivo,5,,1,0,1,False,0.95,
DTLZ3,12,3,150,22,produtivo,6,,1,0,1,False,0.93,
DTLZ3,12,3,154,19,produtivo,6,,1,0,1,False,0.94,
DTLZ3,12,3,158,51,produtivo,13,,1,0,1,False,0.86,
DTLZ3,12,3,162,10,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,166,12,produtivo,6,,1,0,1,False,0.94,
DTLZ3,12,3,170,28,produtivo,7,,1,0,1,False,0.92,
DTLZ3,12,3,174,18,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,178,43,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,182,9,produtivo,7,,1,0,1,False,0.9,
DTLZ3,12,3,186,19,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,190,2,produtivo,2,,1,0,1,False,0.96,
DTLZ3,12,3,194,19,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,198,4,produtivo,8,,1,0,1,False,0.91,
DTLZ3,12,3,202,25,produtivo,5,,1,0,1,False,0.94,
DTLZ3,12,3,206,18,produtivo,7,,1,0,1,False,0.92,
DTLZ3,12,3,210,25,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,214,51,produtivo,15,,1,0,1,False,0.81,
DTLZ3,12,3,218,6,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,222,3,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,226,16,produtivo,8,,1,0,1,False,0.9,
DTLZ3,12,3,230,26,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,234,51,produtivo,11,,1,0,1,False,0.87,
DTLZ3,12,3,238,28,produtivo,8,,1,0,1,False,0.92,
DTLZ3,12,3,242,20,produtivo,6,,1,0,1,False,0.93,
DTLZ3,12,3,246,18,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,250,31,produtivo,9,,1,0,1,False,0.91,
DTLZ3,12,3,254,2,produtivo,0,,1,0,1,False,0.97,
DTLZ3,12,3,258,3,produtivo,6,,1,0,1,False,0.91,
DTLZ3,12,3,262,13,produtivo,6,,1,0,1,False,0.92,
DTLZ3,12,3,266,3,produtivo,7,,1,0,1,False,0.91,
DTLZ3,12,3,270,13,produtivo,6,,1,0,1,False,0.93,
DTLZ3,12,3,274,8,produtivo,9,,1,0,1,False,0.9,
DTLZ3,12,3,278,30,produtivo,8,,1,0,1,False,0.91,
DTLZ3,12,3,282,9,produtivo,6,,1,0,1,False,0.94,
DTLZ3,12,3,286,19,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,290,13,produtivo,10,,1,0,1,False,0.9,
DTLZ3,12,3,294,51,produtivo,13,,1,0,1,False,0.83,
DTLZ3,12,3,298,15,produtivo,5,,1,0,1,False,0.95,
DTLZ3,12,3,302,51,produtivo,12,,1,0,1,False,0.8,
DTLZ3,12,3,306,36,produtivo,8,,1,0,1,False,0.92,
DTLZ3,12,3,310,15,produtivo,6,,1,0,1,False,0.93,
DTLZ3,12,3,314,51,produtivo,15,,1,0,1,False,0.82,
DTLZ3,12,3,318,21,produtivo,9,,1,0,1,False,0.9,3.094250480708468e-08
DTLZ4,12,3,2,2,produtivo,2,,1,0,1,False,0.97,
DTLZ4,12,3,6,2,produtivo,3,,1,0,1,False,0.93,
DTLZ4,12,3,10,2,produtivo,1,,1,0,1,False,0.96,
DTLZ4,12,3,14,16,produtivo,8,,1,0,1,False,0.91,
DTLZ4,12,3,18,29,produtivo,10,,1,0,1,False,0.9,
DTLZ4,12,3,22,2,produtivo,1,,1,0,1,False,0.9,
DTLZ4,12,3,26,5,produtivo,5,,1,0,1,False,0.93,
DTLZ4,12,3,30,4,produtivo,9,,1,0,1,False,0.9,
DTLZ4,12,3,34,6,produtivo,9,,1,0,1,False,0.91,
DTLZ4,12,3,38,3,produtivo,8,,1,0,1,False,0.92,
DTLZ4,12,3,42,22,produtivo,8,,1,0,1,False,0.91,
DTLZ4,12,3,46,2,produtivo,4,,1,0,1,False,0.91,
DTLZ4,12,3,50,8,produtivo,9,,1,0,1,False,0.91,
DTLZ4,12,3,54,2,produtivo,0,,1,0,1,False,0.93,
DTLZ4,12,3,58,2,produtivo,0,,1,0,1,False,1.0,
DTLZ4,12,3,62,33,produtivo,4,,1,0,1,False,0.95,
DTLZ4,12,3,66,51,produtivo,21,,1,0,1,False,0.75,
DTLZ4,12,3,70,3,produtivo,8,,1,0,1,False,0.9,
DTLZ4,12,3,74,9,produtivo,8,,1,0,1,False,0.9,
DTLZ4,12,3,78,6,produtivo,9,,1,0,1,False,0.9,
DTLZ4,12,3,82,9,produtivo,7,,1,0,1,False,0.9,
DTLZ4,12,3,86,17,produtivo,7,,1,0,1,False,0.92,
DTLZ4,12,3,90,16,produtivo,8,,1,0,1,False,0.9,
DTLZ4,12,3,94,16,produtivo,9,,1,0,1,False,0.9,
DTLZ4,12,3,98,32,produtivo,8,,1,0,1,False,0.91,
DTLZ4,12,3,102,51,produtivo,11,,1,0,1,False,0.82,
DTLZ4,12,3,106,7,produtivo,10,,1,0,1,False,0.9,
DTLZ4,12,3,110,28,produtivo,7,,1,0,1,False,0.93,
DTLZ4,12,3,114,17,produtivo,10,,1,0,1,False,0.9,
DTLZ4,12,3,118,23,produtivo,6,,1,0,1,False,0.93,
DTLZ4,12,3,122,4,produtivo,9,,1,0,1,False,0.91,
DTLZ4,12,3,126,20,produtivo,8,,1,0,1,False,0.92,
DTLZ4,12,3,130,14,produtivo,8,,1,0,1,False,0.92,
DTLZ4,12,3,134,39,produtivo,9,,1,0,1,False,0.9,
DTLZ4,12,3,138,21,produtivo,6,,1,0,1,False,0.93,
DTLZ4,12,3,142,20,produtivo,9,,1,0,1,False,0.9,
DTLZ4,12,3,146,51,produtivo,27,,1,0,1,False,0.67,
DTLZ4,12,3,150,35,produtivo,6,,1,0,1,False,0.94,
DTLZ4,12,3,154,27,produtivo,6,,1,0,1,False,0.93,
DTLZ4,12,3,158,16,produtivo,10,,1,0,1,False,0.9,
DTLZ4,12,3,162,22,produtivo,8,,1,0,1,False,0.9,
DTLZ4,12,3,166,51,produtivo,7,,1,0,1,False,0.92,
DTLZ4,12,3,170,27,produtivo,9,,1,0,1,False,0.9,
DTLZ4,12,3,174,9,produtivo,6,,1,0,1,False,0.93,
DTLZ4,12,3,178,2,produtivo,1,,1,0,1,False,0.92,
