config,n,n_zero,n_none,n_ausente,aval_min,aval_med,aval_max,total_med,frac_aval_med
b5m,45,45,0,0,0.0,0.0,0.0,2981.9469,0.0
b5r,45,45,0,0,0.0,0.0,0.0,211.1592,0.0
c311,55,55,0,0,0.0,0.0,0.0,36.5796,0.0
e103,45,0,0,0,0.0012219999999999811,0.002429999999999986,0.00823000000000006,169.196544,0.0
moead_media,45,45,0,0,0.0,0.0,0.0,67.1608,0.0
treed_media,10,10,0,0,0.0,0.0,0.0,9.434000000000001,0.0
