problema,geracao,obj,wape,mae,mae_ref,sp,pe,mu_min,mu_max,f_min,f_max
BBOB_F1,1,0,0.04843042564696158,5.598178580171261,32.81045677681286,0.9901938870484717,0.9885332306794091,18.715044021606445,236.1804962158203,14.763695795609749,254.50564779564664
BBOB_F1,1,1,0.04548278897349358,5.238577309378577,32.419307585101045,0.9911319257829814,0.9900062661195965,25.705900192260742,240.0182647705078,22.24912876888032,270.9023837092827
BBOB_F1,2,0,0.048201938994901376,5.5717673094807525,32.81045677681286,0.9905180956295238,0.9889911660797587,20.192739486694336,236.49551391601562,14.763695795609749,254.50564779564664
BBOB_F1,2,1,0.046201855976001564,5.321397386341238,32.419307585101045,0.9909644342411086,0.9899699208947841,26.830068588256836,240.2187042236328,22.24912876888032,270.9023837092827
BBOB_F1,4,0,0.0473987510164956,5.478925058426856,32.81045677681286,0.9909769228658472,0.9894818631681989,20.10191535949707,236.7040252685547,14.763695795609749,254.50564779564664
BBOB_F1,4,1,0.04507745151825961,5.191891702722676,32.419307585101045,0.9915994038998508,0.9905924701203488,26.77912712097168,240.70045471191406,22.24912876888032,270.9023837092827
BBOB_F1,6,0,0.04693664003331887,5.42550864151283,32.81045677681286,0.991206355801589,0.9897385548201603,20.022287368774414,236.79873657226562,14.763695795609749,254.50564779564664
BBOB_F1,6,1,0.044531566739103995,5.129018258016233,32.419307585101045,0.991880755970189,0.9908568946706375,26.568632125854492,240.94883728027344,22.24912876888032,270.9023837092827
BBOB_F1,8,0,0.046580276814392106,5.384315839419795,32.81045677681286,0.9913770303442575,0.9899180784511752,19.93960189819336,236.88609313964844,14.763695795609749,254.50564779564664
BBOB_F1,8,1,0.04410502393244853,5.079890279744579,32.419307585101045,0.9921031883978357,0.9910586776468715,26.452302932739258,241.10072326660156,22.24912876888032,270.9023837092827
BBOB_F1,10,0,0.04617451631421444,5.337413097797563,32.81045677681286,0.9915875838968958,0.9901165715340204,19.591007232666016,236.97482299804688,14.763695795609749,254.50564779564664
BBOB_F1,10,1,0.04385102474151244,5.050635380731817,32.419307585101045,0.9922108505527124,0.9911841041232393,26.34876251220703,241.2021942138672,22.24912876888032,270.9023837092827
BBOB_F1,12,0,0.045755529331769636,5.288981478228672,32.81045677681286,0.9918100804525202,0.9903325673155199,19.47802734375,237.0586395263672,14.763695795609749,254.50564779564664
BBOB_F1,12,1,0.04346980140926924,5.006727169666336,32.419307585101045,0.9924031071007767,0.9913662241415473,26.281024932861328,241.33807373046875,22.24912876888032,270.9023837092827
BBOB_F1,14,0,0.04542466480899236,5.250736126064056,32.81045677681286,0.9919770859942714,0.9905050680921528,19.39006233215332,237.12786865234375,14.763695795609749,254.50564779564664
BBOB_F1,14,1,0.04313548808352696,4.96822191873555,32.419307585101045,0.9925849746462437,0.9915336352491362,26.29462432861328,241.4600067138672,22.24912876888032,270.9023837092827
BBOB_F1,16,0,0.04507355914367729,5.210151056065462,32.81045677681286,0.9921527540381886,0.9906830224736068,19.30957794189453,237.20700073242188,14.763695795609749,254.50564779564664
BBOB_F1,16,1,0.0427991651933607,4.929485211932535,32.419307585101045,0.9927422736855682,0.9916976233626339,26.274370193481445,241.5774688720703,22.24912876888032,270.9023837092827
BBOB_F1,18,0,0.04473754654468227,5.17131062653726,32.81045677681286,0.9923270195817548,0.9908589639281232,19.21537971496582,237.2794647216797,14.763695795609749,254.50564779564664
BBOB_F1,18,1,0.0424953687145435,4.89449480398881,32.419307585101045,0.9928815412203853,0.9918442895311437,26.228111267089844,241.70094299316406,22.24912876888032,270.9023837092827
BBOB_F1,20,0,0.04453408045695324,5.147791537474963,32.81045677681286,0.9924308451077111,0.9909626039134564,19.17864990234375,237.33738708496094,14.763695795609749,254.50564779564664
BBOB_F1,20,1,0.04226455582896845,4.8679104371904085,32.419307585101045,0.993000656250164,0.9919487612521787,26.116830825805664,241.7828369140625,22.24912876888032,270.9023837092827
BBOB_F1,22,0,0.044272378739851646,5.117540864937995,32.81045677681286,0.9925505226376308,0.991094560289356,19.10358238220215,237.40065002441406,14.763695795609749,254.50564779564664
BBOB_F1,22,1,0.041993354298824684,4.836674222038609,32.419307585101045,0.9931252222813055,0.992073144052745,26.079689025878906,241.87860107421875,22.24912876888032,270.9023837092827
BBOB_F1,24,0,0.04410553336577384,5.098254844076404,32.81045677681286,0.9926276301569075,0.991174721696973,19.068761825561523,237.44126892089844,14.763695795609749,254.50564779564664
BBOB_F1,24,1,0.04181241484318931,4.815834133995303,32.419307585101045,0.9932027543006885,0.9921448694992945,25.98638343811035,241.93014526367188,22.24912876888032,270.9023837092827
BBOB_F1,26,0,0.04390606655076433,5.075198039674536,32.81045677681286,0.9927291655545648,0.9912781652145741,19.03645896911621,237.48690795898438,14.763695795609749,254.50564779564664
BBOB_F1,26,1,0.04159593402525662,4.790900493681407,32.419307585101045,0.9933070238267557,0.9922467882885844,25.97167205810547,242.0103759765625,22.24912876888032,270.9023837092827
