problema,geracao,log,rec,dif,n_emp
WFG2,73,93,93,0,46
WFG2,74,97,97,0,54
WFG2,75,124,124,0,42
WFG2,76,76,76,0,27
WFG2,77,78,78,0,27
WFG2,78,106,106,0,49
WFG2,79,95,95,0,47
WFG2,80,114,114,0,53
WFG2,81,98,98,0,43
WFG2,82,99,104,5,44
WFG2,83,89,89,0,20
WFG2,84,101,101,0,42
WFG2,85,100,100,0,32
WFG2,86,102,104,2,34
WFG2,87,88,88,0,47
WFG2,88,97,104,7,49
WFG2,89,106,106,0,34
WFG2,90,88,88,0,44
WFG2,91,92,92,0,30
WFG2,92,83,85,2,29
WFG2,93,88,88,0,46
WFG2,94,101,101,0,45
WFG2,95,110,112,2,44
WFG2,96,102,102,0,36
WFG2,97,96,101,5,31
WFG2,98,86,86,0,20
WFG2,99,101,101,0,43
WFG2,100,96,96,0,47
WFG2,101,89,89,0,24
WFG2,102,110,110,0,57
WFG2,103,99,99,0,36
WFG2,104,78,78,0,31
WFG2,105,96,96,0,43
WFG2,106,91,91,0,34
WFG2,107,102,104,2,45
WFG2,108,101,101,0,61
WFG2,109,112,112,0,56
WFG2,110,89,89,0,28
WFG2,111,102,102,0,58
WFG2,112,90,90,0,30
WFG2,113,78,78,0,24
WFG2,114,104,104,0,26
WFG2,115,90,90,0,40
WFG2,116,92,92,0,36
WFG2,117,98,98,0,38
WFG2,118,100,100,0,45
WFG2,119,87,90,3,38
WFG2,120,103,103,0,26
WFG2,121,114,117,3,40
WFG2,122,99,101,2,45
WFG2,123,110,110,0,50
WFG2,124,110,110,0,39
WFG2,125,106,109,3,49
WFG2,126,118,118,0,39
WFG2,127,100,101,1,30
WFG2,128,102,103,1,56
WFG2,129,110,110,0,41
WFG2,130,108,108,0,41
WFG2,131,112,112,0,43
WFG2,132,96,96,0,50
WFG2,133,113,113,0,44
WFG2,134,93,93,0,44
WFG2,135,96,96,0,28
WFG2,136,120,120,0,63
WFG2,137,99,101,2,37
WFG2,138,99,102,3,58
WFG2,139,92,92,0,31
WFG2,140,105,105,0,42
WFG2,141,85,87,2,26
WFG4,1,125,127,2,10
WFG4,2,116,116,0,13
WFG4,3,127,127,0,9
WFG4,4,144,144,0,10
WFG4,5,135,135,0,9
WFG4,6,146,146,0,16
WFG4,7,141,141,0,22
WFG4,8,131,131,0,15
WFG4,9,135,140,5,12
WFG4,10,117,119,2,9
WFG4,11,124,124,0,1
WFG4,12,129,132,3,9
WFG4,13,123,123,0,12
WFG4,14,109,109,0,4
WFG4,15,113,118,5,9
WFG4,16,127,127,0,5
WFG4,17,123,126,3,7
WFG4,18,126,128,2,17
WFG4,19,125,125,0,7
WFG4,20,109,109,0,5
WFG4,21,111,111,0,2
WFG4,22,131,131,0,10
WFG4,23,127,127,0,11
WFG4,24,111,111,0,16
WFG4,25,112,114,2,2
WFG4,26,107,107,0,8
WFG4,27,93,95,2,8
WFG4,28,111,114,3,7
WFG4,29,111,111,0,6
WFG4,30,108,108,0,2
WFG4,31,121,122,1,9
WFG4,32,108,108,0,6
WFG4,33,101,101,0,5
WFG4,34,109,109,0,3
WFG4,35,115,115,0,8
WFG4,36,121,121,0,2
WFG4,37,122,124,2,17
WFG4,38,100,100,0,6
WFG4,39,121,121,0,18
WFG4,40,124,126,2,14
WFG4,41,123,123,0,15
WFG4,42,124,126,2,13
WFG4,43,130,130,0,7
WFG4,44,122,122,0,12
WFG4,45,111,114,3,9
WFG4,46,125,125,0,17
WFG4,47,112,115,3,13
WFG4,48,128,128,0,19
WFG4,49,110,110,0,14
WFG4,50,130,130,0,13
WFG4,51,105,105,0,7
WFG4,52,122,122,0,16
WFG4,53,125,125,0,10
WFG4,54,115,115,0,5
WFG4,55,121,121,0,14
WFG4,56,119,119,0,2
WFG4,57,110,110,0,15
WFG4,58,115,115,0,10
WFG4,59,104,104,0,9
WFG4,60,118,118,0,15
WFG4,61,108,108,0,19
WFG4,62,118,118,0,11
WFG4,63,94,94,0,13
WFG4,64,115,115,0,7
WFG4,65,121,121,0,10
WFG4,66,104,104,0,6
WFG4,67,121,121,0,14
WFG4,68,112,112,0,8
WFG4,69,114,115,1,15
WFG4,70,121,121,0,12
WFG4,71,111,112,1,11
WFG4,72,102,102,0,6
WFG4,73,105,105,0,6
WFG4,74,89,89,0,7
WFG4,75,111,113,2,12
WFG4,76,104,105,1,11
WFG4,77,108,108,0,17
WFG4,78,105,106,1,11
WFG4,79,116,116,0,18
WFG4,80,114,116,2,6
WFG4,81,114,114,0,6
WFG4,82,114,114,0,12
WFG4,83,109,111,2,8
WFG4,84,118,118,0,11
WFG4,85,114,114,0,7
WFG4,86,114,114,0,15
WFG4,87,106,108,2,8
WFG4,88,128,128,0,15
WFG4,89,106,106,0,20
WFG4,90,86,86,0,4
WFG4,91,91,91,0,6
WFG4,92,93,95,2,22
WFG4,93,99,100,1,9
WFG4,94,107,107,0,13
WFG4,95,106,107,1,10
WFG4,96,116,117,1,19
WFG4,97,117,119,2,14
WFG4,98,103,103,0,13
WFG4,99,108,109,1,11
WFG4,100,106,106,0,9
WFG4,101,124,124,0,13
WFG4,102,125,125,0,16
WFG4,103,121,125,4,13
WFG4,104,119,119,0,12
WFG4,105,110,113,3,21
WFG4,106,111,111,0,6
WFG4,107,110,110,0,12
WFG4,108,105,105,0,7
WFG4,109,96,96,0,15
WFG4,110,90,90,0,8
WFG4,111,110,111,1,7
WFG4,112,114,114,0,11
WFG4,113,111,111,0,20
WFG4,114,118,118,0,6
WFG4,115,113,113,0,17
WFG4,116,106,106,0,8
WFG4,117,112,112,0,17
WFG4,118,106,106,0,15
WFG4,119,98,98,0,16
WFG4,120,106,106,0,8
WFG4,121,107,107,0,8
WFG4,122,109,109,0,16
WFG4,123,122,124,2,8
WFG4,124,109,109,0,18
WFG4,125,110,111,1,9
WFG5,1,117,118,1,18
WFG5,2,121,121,0,17
WFG5,3,128,128,0,16
WFG5,4,113,113,0,6
WFG5,5,118,118,0,6
WFG5,6,134,134,0,21
WFG5,7,137,137,0,13
WFG5,8,119,120,1,15
WFG5,9,118,120,2,13
WFG5,10,120,120,0,6
WFG5,11,120,121,1,9
WFG5,12,104,104,0,12
WFG5,13,114,115,1,3
WFG5,14,142,142,0,8
WFG5,15,128,130,2,11
WFG5,16,111,112,1,6
WFG5,17,123,123,0,6
WFG5,18,115,115,0,8
WFG5,19,111,111,0,4
WFG5,20,118,118,0,9
WFG5,21,120,120,0,9
WFG5,22,112,112,0,6
WFG5,23,122,122,0,8
WFG5,24,111,111,0,9
WFG5,25,112,112,0,10
WFG5,26,132,132,0,8
WFG5,27,128,128,0,4
WFG5,28,125,125,0,18
WFG5,29,126,126,0,16
WFG5,30,130,130,0,12
WFG5,31,119,119,0,14
WFG5,32,128,128,0,8
WFG5,33,119,120,1,3
WFG5,34,119,119,0,8
WFG5,35,119,120,1,13
WFG5,36,120,120,0,11
WFG5,37,130,130,0,16
WFG5,38,116,116,0,8
WFG5,39,116,116,0,8
WFG5,40,123,123,0,12
WFG5,41,114,117,3,15
WFG5,42,116,116,0,16
WFG5,43,98,100,2,14
WFG5,44,125,125,0,8
WFG5,45,108,108,0,12
WFG5,46,112,112,0,7
WFG5,47,111,111,0,5
WFG5,48,124,124,0,8
WFG5,49,113,113,0,6
WFG5,50,110,110,0,9
WFG5,51,108,107,-1,10
WFG5,52,102,102,0,5
WFG5,53,120,120,0,12
WFG5,54,111,111,0,10
WFG5,55,126,126,0,12
WFG5,56,109,109,0,2
WFG5,57,118,118,0,8
WFG5,58,113,115,2,19
WFG5,59,123,123,0,21
WFG5,60,122,122,0,16
WFG5,61,119,119,0,22
WFG5,62,128,128,0,16
WFG5,63,113,113,0,16
WFG5,64,112,112,0,5
WFG5,65,97,97,0,19
WFG5,66,116,116,0,8
WFG5,67,122,122,0,4
WFG5,68,109,109,0,20
WFG5,69,134,134,0,24
WFG5,70,123,123,0,22
WFG5,71,124,124,0,12
WFG5,72,129,128,-1,12
WFG5,73,121,121,0,16
WFG5,74,110,110,0,8
WFG5,75,119,119,0,12
WFG5,76,103,101,-2,0
WFG5,77,132,132,0,18
WFG5,78,113,113,0,8
WFG5,79,115,115,0,20
WFG5,80,106,106,0,6
WFG5,81,117,117,0,12
WFG5,82,103,103,0,10
WFG5,83,114,114,0,6
WFG5,84,116,116,0,12
WFG5,85,127,126,-1,18
WFG5,86,91,91,0,26
WFG5,87,94,94,0,2
WFG5,88,108,108,0,6
WFG5,89,105,105,0,16
WFG5,90,123,123,0,18
WFG5,91,123,123,0,10
WFG5,92,105,105,0,24
WFG5,93,111,111,0,4
WFG5,94,101,101,0,14
WFG5,95,113,113,0,22
WFG5,96,125,125,0,8
WFG5,97,106,106,0,0
WFG5,98,107,107,0,10
WFG5,99,116,116,0,14
WFG5,100,112,112,0,10
WFG5,101,120,120,0,26
WFG5,102,117,117,0,17
WFG5,103,112,112,0,25
WFG5,104,112,112,0,8
WFG5,105,94,94,0,4
WFG5,106,103,103,0,2
WFG5,107,105,105,0,2
WFG5,108,118,118,0,10
WFG5,109,118,118,0,4
WFG5,110,115,116,1,7
WFG5,111,125,125,0,2
WFG5,112,112,112,0,4
WFG5,113,97,97,0,2
WFG5,114,95,95,0,13
WFG5,115,98,98,0,6
WFG5,116,118,118,0,20
WFG5,117,122,122,0,12
WFG5,118,111,111,0,4
WFG5,119,100,100,0,0
WFG5,120,103,103,0,16
WFG5,121,127,127,0,13
WFG9,1,102,102,0,8
WFG9,2,132,132,0,7
WFG9,3,121,122,1,9
WFG9,4,144,144,0,10
WFG9,5,119,119,0,7
WFG9,6,127,127,0,9
WFG9,7,116,117,1,11
WFG9,8,119,119,0,12
WFG9,9,93,93,0,3
WFG9,10,115,115,0,8
WFG9,11,104,104,0,12
WFG9,12,128,128,0,8
WFG9,13,106,106,0,9
WFG9,14,102,102,0,7
WFG9,15,98,98,0,11
WFG9,16,110,110,0,26
WFG9,17,78,78,0,9
WFG9,18,118,118,0,24
WFG9,19,104,104,0,6
WFG9,20,124,124,0,14
WFG9,21,121,121,0,8
WFG9,22,106,106,0,26
WFG9,23,51,51,0,0
WFG9,24,55,55,0,4
WFG9,25,82,82,0,12
WFG9,26,60,60,0,4
WFG9,27,99,99,0,0
WFG9,28,83,83,0,8
WFG9,29,76,76,0,8
WFG9,30,66,66,0,7
WFG9,31,82,82,0,36
WFG9,32,68,68,0,16
WFG9,33,79,79,0,25
WFG9,34,57,57,0,20
WFG9,35,72,72,0,25
WFG9,36,87,87,0,21
WFG9,37,82,82,0,15
WFG9,38,93,93,0,36
WFG9,39,72,72,0,5
WFG9,40,88,88,0,33
WFG9,41,101,101,0,51
WFG9,42,99,99,0,38
WFG9,43,94,94,0,23
WFG9,44,101,101,0,40
WFG9,45,100,100,0,27
WFG9,46,99,99,0,46
WFG9,47,96,96,0,50
WFG9,48,82,82,0,25
WFG9,49,77,77,0,23
WFG9,50,80,80,0,10
WFG9,51,95,95,0,32
WFG9,52,88,88,0,35
WFG9,53,114,114,0,57
WFG9,54,75,75,0,24
WFG9,55,109,109,0,37
WFG9,56,60,60,0,16
WFG9,57,62,62,0,2
WFG9,58,68,68,0,14
WFG9,59,75,75,0,25
WFG9,60,73,73,0,31
WFG9,61,82,82,0,28
WFG9,62,53,53,0,16
WFG9,63,98,98,0,40
WFG9,64,92,92,0,29
WFG9,65,57,57,0,6
WFG9,66,46,46,0,11
WFG9,67,40,40,0,5
WFG9,68,47,47,0,8
WFG9,69,41,41,0,8
WFG9,70,42,42,0,8
WFG9,71,77,77,0,31
WFG9,72,54,54,0,0
WFG9,73,86,86,0,41
WFG9,74,35,35,0,2
WFG9,75,58,58,0,11
WFG9,76,73,73,0,19
WFG9,77,49,49,0,2
WFG9,78,89,89,0,49
WFG9,79,83,83,0,23
WFG9,80,80,80,0,19
WFG9,81,93,93,0,26
WFG9,82,84,84,0,44
WFG9,83,60,60,0,0
WFG9,84,95,95,0,41
WFG9,85,77,77,0,13
WFG9,86,101,101,0,18
WFG9,87,56,56,0,6
WFG9,88,55,55,0,7
WFG9,89,66,66,0,33
WFG9,90,68,68,0,24
WFG9,91,79,79,0,17
WFG9,92,80,80,0,23
WFG9,93,78,78,0,22
WFG9,94,67,67,0,21
WFG9,95,92,92,0,44
WFG9,96,70,70,0,18
WFG9,97,46,46,0,5
WFG9,98,59,59,0,19
WFG9,99,47,47,0,10
WFG9,100,43,43,0,7
WFG9,101,47,47,0,14
WFG9,102,61,61,0,14
WFG9,103,90,90,0,24
WFG9,104,59,59,0,13
WFG9,105,89,89,0,28
WFG9,106,74,74,0,11
WFG9,107,58,58,0,7
WFG9,108,85,85,0,26
WFG9,109,60,60,0,9
WFG9,110,36,36,0,5
WFG9,111,51,51,0,2
WFG9,112,39,39,0,8
WFG9,113,86,86,0,42
WFG9,114,55,55,0,21
WFG9,115,86,86,0,37
WFG9,116,75,75,0,29
WFG9,117,50,50,0,15
WFG9,118,74,74,0,40
WFG9,119,42,42,0,10
WFG9,120,50,50,0,15
WFG9,121,53,53,0,18
WFG9,122,103,103,0,34
WFG9,123,57,57,0,4
WFG9,124,94,94,0,45
ZDT1,1,77,77,0,0
ZDT1,2,115,115,0,14
ZDT1,3,101,101,0,14
ZDT1,4,156,156,0,8
ZDT1,5,156,156,0,14
ZDT1,6,148,148,0,13
ZDT1,7,135,135,0,16
ZDT1,8,133,133,0,4
ZDT1,9,124,124,0,6
ZDT1,10,126,126,0,6
ZDT1,11,139,139,0,8
ZDT1,12,144,144,0,12
ZDT1,13,150,150,0,9
ZDT1,14,144,144,0,6
ZDT1,15,138,138,0,0
ZDT1,16,167,167,0,15
ZDT1,17,147,148,1,17
ZDT1,18,63,63,0,7
ZDT1,19,35,35,0,0
ZDT1,20,62,62,0,2
ZDT1,21,54,54,0,2
ZDT1,22,60,60,0,11
ZDT1,23,56,56,0,7
ZDT1,24,67,67,0,6
ZDT1,25,39,39,0,5
ZDT1,26,78,78,0,15
ZDT1,27,54,54,0,2
ZDT1,28,66,66,0,4
ZDT1,29,53,54,1,11
ZDT1,30,64,64,0,2
ZDT1,31,70,70,0,24
ZDT1,32,27,27,0,3
ZDT1,33,56,56,0,18
ZDT1,34,63,63,0,16
ZDT1,35,73,73,0,12
ZDT1,36,62,62,0,16
ZDT1,37,36,36,0,6
ZDT1,38,53,53,0,0
ZDT1,39,47,47,0,2
ZDT1,40,56,56,0,12
ZDT1,41,60,60,0,12
ZDT1,42,76,76,0,16
ZDT1,43,97,97,0,27
ZDT1,44,43,43,0,0
ZDT1,45,47,47,0,11
ZDT1,46,37,37,0,6
ZDT1,47,52,52,0,4
ZDT1,48,54,54,0,10
ZDT1,49,48,48,0,4
ZDT1,50,64,64,0,10
ZDT1,51,76,76,0,32
ZDT1,52,52,52,0,7
ZDT1,53,44,44,0,5
ZDT1,54,38,38,0,13
ZDT1,55,34,34,0,8
ZDT1,56,27,27,0,0
ZDT1,57,26,26,0,0
ZDT1,58,30,30,0,0
ZDT1,59,27,27,0,2
ZDT1,60,78,75,-3,26
ZDT1,61,35,35,0,0
ZDT1,62,54,54,0,23
ZDT1,63,67,67,0,30
ZDT1,64,44,44,0,8
ZDT1,65,51,51,0,6
ZDT1,66,101,101,0,47
ZDT1,67,23,23,0,0
ZDT1,68,51,51,0,4
ZDT1,69,31,31,0,5
ZDT1,70,41,41,0,8
ZDT1,71,69,69,0,35
ZDT1,72,48,48,0,10
ZDT1,73,34,34,0,5
ZDT1,74,42,42,0,0
ZDT1,75,25,25,0,2
ZDT1,76,40,40,0,14
ZDT1,77,38,38,0,16
ZDT1,78,40,40,0,0
ZDT1,79,34,34,0,8
ZDT1,80,30,30,0,4
ZDT1,81,21,21,0,2
ZDT1,82,15,15,0,0
ZDT1,83,33,33,0,7
ZDT1,84,39,39,0,14
ZDT1,85,23,23,0,0
ZDT1,86,45,45,0,7
ZDT1,87,55,55,0,12
ZDT1,88,27,27,0,2
ZDT1,89,19,19,0,4
ZDT1,90,57,57,0,13
ZDT1,91,12,12,0,0
ZDT1,92,28,28,0,2
ZDT1,93,43,43,0,7
ZDT1,94,41,41,0,8
ZDT1,95,50,50,0,6
ZDT1,96,29,29,0,4
ZDT1,97,16,16,0,0
ZDT1,98,27,27,0,4
ZDT1,99,56,56,0,6
ZDT1,100,28,28,0,2
ZDT1,101,35,35,0,9
ZDT1,102,59,59,0,16
ZDT1,103,30,30,0,0
ZDT1,104,25,25,0,0
ZDT1,105,36,36,0,13
ZDT1,106,26,26,0,0
ZDT1,107,39,39,0,4
ZDT1,108,29,29,0,4
ZDT1,109,50,50,0,14
ZDT1,110,38,38,0,11
ZDT1,111,29,29,0,12
ZDT1,112,36,36,0,4
ZDT1,113,17,17,0,0
ZDT1,114,77,77,0,19
ZDT1,115,57,57,0,20
ZDT1,116,28,28,0,2
ZDT1,117,34,34,0,4
ZDT1,118,29,29,0,0
ZDT1,119,61,61,0,15
ZDT1,120,26,26,0,0
ZDT1,121,40,40,0,2
ZDT1,122,24,24,0,0
ZDT1,123,43,43,0,2
ZDT1,124,29,29,0,4
ZDT1,125,49,49,0,21
ZDT1,126,34,34,0,4
ZDT1,127,40,40,0,11
ZDT1,128,27,27,0,0
ZDT1,129,38,38,0,2
ZDT1,130,49,49,0,17
ZDT1,131,47,47,0,12
ZDT1,132,51,51,0,24
ZDT1,133,61,61,0,25
ZDT1,134,23,23,0,0
ZDT1,135,43,43,0,9
ZDT1,136,37,37,0,9
ZDT1,137,24,24,0,0
ZDT1,138,42,42,0,9
ZDT1,139,22,22,0,0
ZDT1,140,47,47,0,9
ZDT1,141,39,39,0,9
ZDT1,142,54,54,0,14
ZDT1,143,70,70,0,30
ZDT1,144,46,46,0,9
ZDT1,145,31,31,0,2
ZDT1,146,60,59,-1,13
ZDT1,147,35,35,0,2
ZDT1,148,29,29,0,2
ZDT1,149,27,27,0,2
ZDT1,150,36,36,0,6
ZDT1,151,61,61,0,14
ZDT1,152,32,32,0,6
ZDT1,153,35,35,0,8
ZDT1,154,35,35,0,4
ZDT1,155,19,19,0,0
ZDT1,156,48,48,0,16
ZDT1,157,47,47,0,9
ZDT1,158,37,37,0,9
ZDT1,159,30,30,0,10
ZDT1,160,37,37,0,2
ZDT1,161,40,40,0,12
ZDT1,162,50,50,0,6
ZDT1,163,47,47,0,11
ZDT1,164,44,44,0,11
ZDT1,165,43,43,0,11
ZDT1,166,47,47,0,4
ZDT1,167,45,45,0,7
ZDT1,168,36,36,0,0
ZDT1,169,36,36,0,6
ZDT1,170,57,57,0,11
ZDT1,171,55,55,0,18
ZDT1,172,39,39,0,16
ZDT1,173,54,54,0,19
ZDT3,1,45,45,0,0
ZDT3,2,100,100,0,10
ZDT3,3,112,112,0,10
ZDT3,4,111,111,0,8
ZDT3,5,117,117,0,14
ZDT3,6,83,83,0,2
ZDT3,7,71,71,0,19
ZDT3,8,46,46,0,2
ZDT3,9,72,72,0,2
ZDT3,10,103,103,0,24
ZDT3,11,56,56,0,2
ZDT3,12,62,62,0,6
ZDT3,13,65,65,0,16
ZDT3,14,97,97,0,14
ZDT3,15,105,104,-1,10
ZDT3,16,96,96,0,6
ZDT3,17,58,58,0,10
ZDT3,18,102,102,0,18
ZDT3,19,95,95,0,12
ZDT3,20,53,53,0,8
ZDT3,21,89,89,0,27
ZDT3,22,88,88,0,23
ZDT3,23,112,112,0,20
ZDT3,24,52,52,0,4
ZDT3,25,63,63,0,2
ZDT3,26,77,77,0,31
ZDT3,27,83,83,0,16
ZDT3,28,42,42,0,0
ZDT3,29,43,43,0,2
ZDT3,30,27,27,0,2
ZDT3,31,40,40,0,5
ZDT3,32,39,39,0,5
ZDT3,33,41,41,0,0
ZDT3,34,47,47,0,0
ZDT3,35,83,83,0,24
ZDT3,36,30,30,0,2
ZDT3,37,41,41,0,0
ZDT3,38,34,34,0,0
ZDT3,39,39,39,0,4
ZDT3,40,27,27,0,2
ZDT3,41,34,34,0,0
ZDT3,42,42,42,0,2
ZDT3,43,43,43,0,4
ZDT3,44,18,18,0,0
ZDT3,45,61,61,0,19
ZDT3,46,20,20,0,0
ZDT3,47,23,23,0,0
ZDT3,48,19,19,0,0
ZDT3,49,53,53,0,22
ZDT3,50,48,48,0,6
ZDT3,51,38,38,0,6
ZDT3,52,35,35,0,5
ZDT3,53,24,24,0,0
ZDT3,54,70,70,0,28
ZDT3,55,25,25,0,0
ZDT3,56,36,36,0,0
ZDT3,57,44,44,0,2
ZDT3,58,82,82,0,25
ZDT3,59,27,27,0,0
ZDT3,60,36,36,0,6
ZDT3,61,40,40,0,6
ZDT3,62,28,28,0,0
ZDT3,63,53,53,0,12
ZDT3,64,23,23,0,0
ZDT3,65,71,71,0,12
ZDT3,66,38,38,0,3
ZDT3,67,63,63,0,15
ZDT3,68,51,51,0,0
ZDT3,69,62,62,0,12
ZDT3,70,40,40,0,2
ZDT3,71,55,55,0,2
ZDT3,72,91,91,0,14
ZDT3,73,38,38,0,10
ZDT3,74,17,17,0,0
ZDT3,75,38,38,0,0
ZDT3,76,79,79,0,18
ZDT3,77,28,28,0,8
ZDT3,78,42,42,0,6
ZDT3,79,44,44,0,2
ZDT3,80,41,41,0,0
ZDT3,81,47,47,0,11
ZDT3,82,37,37,0,4
ZDT3,83,40,40,0,4
ZDT3,84,44,44,0,2
ZDT3,85,35,35,0,4
ZDT3,86,35,35,0,6
ZDT3,87,29,29,0,0
ZDT3,88,51,51,0,12
ZDT3,89,61,61,0,13
ZDT3,90,54,54,0,13
ZDT3,91,65,65,0,7
ZDT3,92,69,69,0,8
ZDT3,93,40,40,0,3
ZDT3,94,64,64,0,17
ZDT3,95,73,73,0,25
ZDT3,96,69,69,0,23
ZDT3,97,52,52,0,10
ZDT3,98,86,86,0,32
ZDT3,99,55,55,0,12
ZDT3,100,30,30,0,0
ZDT3,101,79,79,0,20
ZDT3,102,67,67,0,15
ZDT3,103,52,52,0,19
ZDT3,104,72,72,0,30
ZDT3,105,82,82,0,28
ZDT3,106,103,103,0,36
ZDT3,107,77,77,0,28
ZDT3,108,63,63,0,11
ZDT3,109,77,77,0,19
ZDT3,110,71,71,0,10
ZDT3,111,79,79,0,16
ZDT3,112,69,69,0,24
ZDT3,113,81,81,0,32
ZDT3,114,45,45,0,11
ZDT3,115,53,53,0,10
ZDT3,116,50,50,0,13
ZDT3,117,91,91,0,24
ZDT3,118,62,62,0,16
ZDT3,119,74,74,0,41
ZDT3,120,75,75,0,31
ZDT3,121,95,95,0,48
ZDT3,122,54,53,-1,10
ZDT3,123,25,25,0,2
ZDT3,124,46,46,0,12
ZDT3,125,54,54,0,10
ZDT3,126,54,54,0,12
ZDT3,127,43,43,0,10
ZDT3,128,44,44,0,8
ZDT3,129,36,34,-2,5
ZDT3,130,48,48,0,4
ZDT3,131,26,26,0,2
ZDT3,132,60,60,0,20
ZDT3,133,42,42,0,9
ZDT3,134,72,72,0,16
ZDT3,135,65,65,0,15
ZDT3,136,95,95,0,38
ZDT3,137,41,41,0,4
ZDT3,138,55,55,0,8
ZDT3,139,24,24,0,0
ZDT3,140,47,47,0,10
ZDT3,141,46,46,0,18
ZDT3,142,52,52,0,14
ZDT3,143,73,73,0,27
ZDT3,144,53,53,0,8
ZDT3,145,68,68,0,23
ZDT3,146,84,84,0,36
ZDT3,147,52,52,0,20
ZDT3,148,36,36,0,0
ZDT3,149,61,61,0,22
ZDT3,150,65,65,0,6
ZDT3,151,77,77,0,22
ZDT3,152,49,49,0,15
ZDT3,153,50,50,0,10
ZDT3,154,37,37,0,2
ZDT3,155,63,63,0,17
ZDT3,156,81,80,-1,22
ZDT3,157,60,60,0,16
ZDT3,158,77,77,0,36
ZDT3,159,79,78,-1,34
ZDT3,160,108,108,0,58
ZDT3,161,77,77,0,32
ZDT3,162,64,64,0,29
ZDT3,163,76,76,0,34
ZDT3,164,80,80,0,34
ZDT3,165,41,41,0,2
ZDT3,166,72,72,0,12
ZDT3,167,54,54,0,25
ZDT3,168,46,46,0,18
ZDT3,169,96,96,0,38
ZDT3,170,48,48,0,4
ZDT3,171,77,76,-1,32
ZDT3,172,78,78,0,42
ZDT3,173,56,56,0,16
ZDT3,174,104,104,0,52
ZDT3,175,56,56,0,6
ZDT3,176,67,67,0,34
ZDT3,177,88,88,0,36
ZDT3,178,51,51,0,4
ZDT3,179,42,42,0,0
ZDT3,180,74,74,0,25
ZDT3,181,102,102,0,20
ZDT4,1,86,86,0,37
ZDT4,2,103,103,0,36
ZDT4,3,50,50,0,8
ZDT4,4,70,70,0,29
ZDT4,5,27,27,0,0
ZDT4,6,57,57,0,10
ZDT4,7,52,52,0,17
ZDT4,8,30,30,0,2
ZDT4,9,54,54,0,19
ZDT4,10,87,87,0,58
ZDT4,11,79,79,0,35
ZDT4,12,32,32,0,0
ZDT4,13,67,67,0,36
ZDT4,14,17,17,0,0
ZDT4,15,60,60,0,36
ZDT4,16,34,34,0,0
ZDT4,17,38,38,0,10
ZDT4,18,46,46,0,24
ZDT4,19,44,44,0,21
ZDT4,20,45,45,0,18
ZDT4,21,36,36,0,13
ZDT4,22,49,49,0,20
ZDT4,23,41,41,0,13
ZDT4,24,21,21,0,0
ZDT4,25,33,33,0,5
ZDT4,26,66,66,0,21
ZDT4,27,26,26,0,4
ZDT4,28,54,54,0,23
ZDT4,29,55,55,0,25
ZDT4,30,57,57,0,32
ZDT4,31,61,61,0,27
ZDT4,32,90,90,0,43
ZDT4,33,41,41,0,24
ZDT4,34,43,43,0,16
ZDT4,35,100,100,0,67
ZDT4,36,26,26,0,12
ZDT4,37,54,54,0,25
ZDT4,38,26,26,0,4
ZDT4,39,90,90,0,45
ZDT4,40,32,32,0,8
ZDT4,41,77,77,0,35
ZDT4,42,22,22,0,11
ZDT4,43,79,79,0,47
ZDT4,44,54,54,0,28
ZDT4,45,70,70,0,37
ZDT4,46,85,85,0,51
ZDT4,47,42,42,0,14
ZDT4,48,59,59,0,40
ZDT4,49,77,77,0,36
ZDT4,50,58,58,0,26
ZDT4,51,18,18,0,8
ZDT4,52,50,49,-1,21
ZDT4,53,51,51,0,27
ZDT4,54,30,30,0,8
ZDT4,55,103,104,1,51
ZDT4,56,48,48,0,11
ZDT4,57,36,36,0,9
ZDT6,1,45,45,0,0
ZDT6,2,120,120,0,8
ZDT6,3,121,121,0,6
ZDT6,4,127,127,0,12
ZDT6,5,133,133,0,4
ZDT6,6,132,132,0,16
ZDT6,7,108,108,0,10
ZDT6,8,146,146,0,6
ZDT6,9,150,150,0,4
ZDT6,10,156,156,0,4
ZDT6,11,125,125,0,2
ZDT6,12,133,133,0,20
ZDT6,13,132,132,0,10
ZDT6,14,154,154,0,30
ZDT6,15,98,98,0,0
ZDT6,16,132,132,0,14
ZDT6,17,160,160,0,14
ZDT6,18,161,161,0,16
ZDT6,19,150,150,0,12
ZDT6,20,155,155,0,20
ZDT6,21,167,167,0,38
ZDT6,22,144,144,0,24
ZDT6,23,104,104,0,20
ZDT6,24,101,101,0,2
ZDT6,25,124,124,0,30
ZDT6,26,176,176,0,40
ZDT6,27,162,162,0,32
ZDT6,28,161,161,0,16
ZDT6,29,160,160,0,20
ZDT6,30,151,151,0,18
ZDT6,31,41,41,0,6
ZDT6,32,77,77,0,6
ZDT6,33,105,105,0,6
ZDT6,34,141,141,0,22
ZDT6,35,110,110,0,10
ZDT6,36,137,137,0,14
ZDT6,37,136,136,0,36
ZDT6,38,126,126,0,14
ZDT6,39,114,114,0,15
ZDT6,40,113,113,0,29
ZDT6,41,143,143,0,32
ZDT6,42,100,100,0,0
ZDT6,43,149,149,0,24
ZDT6,44,152,152,0,18
ZDT6,45,130,130,0,18
ZDT6,46,119,119,0,17
ZDT6,47,138,138,0,30
ZDT6,48,117,117,0,27
ZDT6,49,133,133,0,30
ZDT6,50,152,152,0,42
