problema,D,M,maxfe,maxfe_esperado,u1_maxfe_ok,u1_len_real,u1_len_ok,u1_fe_final_ok,u1_feindex_denso,u1_sid_unicos,u1_dupX,u1_status,u1_nretries,u1_termino,u1_n_footers,u1_fallback,u1_hardstop_guards,u2_n_init,u2_init_ok,u2_dX_max,u2_hash_ok,u2_cp_init,u2_init_prefixo,u2_fases,u3_sur_linhas,u3_tempo_fit_null,u3_tempo_busca_null,u3_tempo_sonda_null,u3_sigma_dict,u3_sonda_status,u3_sonda_nblocos,u3_fit_series_vazia,u3_timing_fit_null_man,u3_timing_busca_null_man,u3_timing_sonda_null_man,u7_n_tim,u7_len_ok,u7_ger_seq,u7_dt_max,u7_soma_ger,u7_total,u7_soma_le_total,u7_aval_real,u7_nacum,u7_nacum_eq_fe,u9_cache_guards,u9_cache_man,u9_cache_footer,u9_recon_ok,u9_guard_nomes,u9_ch_fe_min,u9_ch_no_init,u9_ch_sid_valido,u10_n_gen_man,u10_n_gen_jsonl,u10_gen_ok,u10_pop_ngrupos,u10_pop_N_const,u10_pop_N,u10_pop_linhas,u10_pop_linhas_ok,u10_pop_gers,u10_ledger_viol,u10_ledger_det,u10_resto_final,u10_sids_pop_validos,p1_n_doe,p1_n_frentes,p1_n_frente1,p1_excede,p1_n_doe_ok,p1_sel_bitexata,p1_sel_inter,p1_nfrentes_recomp,p1_nfrente1_recomp,p1_nfrentes_ok,p1_nfrente1_ok,p1_pop_g1_todos_init,p2_N_nominal,p2_N_efetivo,p2_N_eq,p2_npop_gens,p2_npop_const20,p2_footer_Nef,p3_orc_infill,p3_ger_prevista,p3_ger_obs,p3_ger_teorica_20D,p4_elit_viol,p4_elit_pares,p4_turnover_med,p4_turnover_max,p4_turnover_min,p4_turnover_zero,p4_sobrev_doe_final,p5_ideal_viol,p5_ideal_viol_max,p5_fbest_eq_ideal,p5_ideal_ganho,p5_nadir1_subidas,p5_nadirpop_subidas,p5_nadir1_le_pop,p6_nf1_ini,p6_nf1_fim,p6_nf1_med,p6_nf1_max,p6_nf1_satura,p6_nf1_le_N,p6_nf1_ger_sat1,p7_ch_taxa,p7_offspring_slots,p8_pop_npop_ok,p8_nf1_recomp_ok,p8_nf1_recomp_n,p8_ideal_dmax,p8_nadir1_dmax,p8_nadirpop_dmax,n1_patches,n1_surrogate,n1_operadores,n1_parameter,n1_principio,n1_algo_version,n1_piso_flag,n1_surr_flag,n1_env_matlab,n1_repo_hash,n2_x_min,n2_x_max,n2_f_nan,n2_x_nan
DTLZ4,12,3,371,371,True,371,True,True,True,371,0,ok,0,normal,1,False,1,131,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,13,True,True,5.97476959574017e-09,0.5217570662498474,4.633764,True,0.11799700000000009,nan,False,22,22,22,True,cache_hit|hard_stop,131,21,True,13,13,True,13,True,20,260,True,1..13,0,[],1,True,131,7,23,True,True,False,10,23,7,False,False,True,20,20,True,20,True,20,240,12,13,12.0,0,12,8.666666666666666,13,6,0,0,0,0.0,True,0.3765|1.063e-265|1.017e-220,5,5,True,20,20,19.307692307692307,20,9,True,1,0.09166666666666666,240,False,0,13,9.813794055180125e-09,0.65187606499798,1.1248865749990955e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,1.0,0,0
DTLZ7,22,3,681,681,True,681,True,True,True,681,0,ok,0,normal,1,False,1,241,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,23,True,True,6.909370409147186e-09,0.6126160621643066,4.774166,True,0.1677639999999996,nan,False,36,36,36,True,cache_hit|hard_stop,241,21,True,23,23,True,23,True,20,460,True,1..23,0,[],15,True,241,10,21,True,True,True,20,10,21,True,True,True,20,20,True,20,True,20,440,22,23,22.0,0,22,8.727272727272727,13,6,0,0,0,0.0,True,0.003267|0.002181|4.249,12,12,True,20,18,18.304347826086957,20,12,True,1,0.08181818181818182,440,False,11,23,4.404596669616012e-07,5.882680902402626e-07,5.882680902402626e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,1.0,0,0
MMF1,2,2,61,61,True,61,True,True,True,61,0,ok,0,normal,1,False,1,21,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,3,True,True,1.228713991663355e-08,0.44839298725128174,19.357912,True,0.027742000000000003,nan,False,22,22,22,True,cache_hit|hard_stop,21,21,True,3,3,True,3,True,20,60,True,1..3,0,[],1,True,21,6,7,False,True,True,20,6,7,True,True,True,20,20,True,20,True,20,40,2,3,2.0,0,2,8.5,12,5,0,4,0,0.0,True,0|0.1562,1,1,True,7,14,11.0,14,0,True,-1,0.55,40,False,1,3,2.5330575137427758e-09,0.196151823561028,1.6881522224565515e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,-0.9493800401687622,2.9962074756622314,0,0
MMF11_L,2,2,61,61,True,61,True,True,True,61,0,ok,0,normal,1,False,1,21,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,3,True,True,1.1322021487014666e-08,0.40290600061416626,4.568183,True,0.04025400000000001,nan,False,22,22,22,True,cache_hit|hard_stop,21,21,True,3,3,True,3,True,20,60,True,1..3,0,[],1,True,21,3,9,False,True,True,20,3,9,True,True,True,20,20,True,20,True,20,40,2,3,2.0,0,2,11.0,12,10,0,3,0,0.0,True,0.02798|0,2,3,True,9,14,11.333333333333334,14,0,True,-1,0.55,40,True,3,3,4.775243467314283e-08,2.771500948739458e-07,2.771500948739458e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.10341499745845795,1.0904828310012817,0,0
MMF16_20,20,3,619,619,True,619,True,True,True,619,0,ok,0,normal,1,False,1,219,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,21,True,True,1.3355255124025689e-08,0.675025999546051,4.567939,True,0.18741000000000035,nan,False,31,31,31,True,cache_hit|hard_stop,219,21,True,21,21,True,21,True,20,420,True,1..21,0,[],10,True,219,7,50,True,True,True,20,7,50,True,True,True,20,20,True,20,True,20,400,20,21,20.0,0,20,6.95,11,4,0,0,0,0.0,True,0.001445|0.0003419|0.001593,18,18,True,20,20,20.0,20,21,True,1,0.0775,400,True,21,21,1.761350180290444e-11,1.172698604889888e-07,1.172698604889888e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,1.0,0,0
MMF4,2,2,61,61,True,61,True,True,True,61,1,ok,0,normal,1,False,0,21,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,3,True,True,1.8038749660664877e-09,0.26128700375556946,3.766089,True,0.017528,nan,False,21,21,21,True,cache_hit,21,21,True,3,3,True,3,True,20,60,True,1..3,0,[],0,True,21,4,9,False,True,True,20,4,9,True,True,True,20,20,True,20,True,20,40,2,3,2.0,0,2,9.5,10,9,0,6,0,0.0,True,0.0005727|0.05347,3,3,True,9,20,14.666666666666666,20,1,True,3,0.525,40,True,2,3,8.034932441614018e-10,3.0535413975130155e-08,9.435839398719281e-08,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,-0.9923277497291565,1.9909117221832275,0,0
WFG1,22,2,681,681,True,681,True,True,True,681,0,ok,0,normal,1,False,1,241,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,23,True,True,7.3633193986566425e-09,0.6997199654579163,4.831852,True,0.29600799999999977,nan,False,33,33,33,True,cache_hit|hard_stop,241,21,True,23,23,True,23,True,20,460,True,1..23,0,[],12,True,241,22,18,False,True,True,20,22,18,True,True,True,20,20,True,20,True,20,440,22,23,22.0,0,22,7.7727272727272725,10,4,0,0,0,0.0,True,1.748|0.01527,5,5,True,18,20,19.91304347826087,20,22,True,2,0.075,440,True,23,23,1.0474340061961129e-07,2.2172524349883815e-07,2.2172524349883815e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,44.0,0,0
WFG2,22,2,681,681,True,681,True,True,True,681,0,ok,0,normal,1,False,1,241,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,23,True,True,5.221366894403445e-09,0.7180090546607971,4.901236,True,0.39266699999999966,nan,False,32,32,32,True,cache_hit|hard_stop,241,21,True,23,23,True,23,True,20,460,True,1..23,2,"[(8, 20, 1), (9, 19, 0)]",11,True,241,26,8,False,True,True,20,26,8,True,True,True,20,20,True,20,True,20,440,22,23,22.0,0,22,7.681818181818182,11,5,0,0,0,0.0,True,0.2156|0.2738,1,3,True,8,16,10.478260869565217,17,0,True,-1,0.07272727272727272,440,False,19,23,4.980784584773801e-08,1.9838870546351473e-07,1.9838870546351473e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,43.9585075378418,0,0
WFG4,22,2,681,681,True,681,True,True,True,681,0,ok,0,normal,1,False,1,241,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,23,True,True,5.232810962318979e-09,0.6590079069137573,4.804548,True,0.272938,nan,False,32,32,32,True,cache_hit|hard_stop,241,21,True,23,23,True,23,True,20,460,True,1..23,2,"[(8, 20, 1), (9, 18, 1)]",11,True,241,10,30,True,True,True,20,10,30,True,True,True,20,20,True,20,True,20,440,22,23,22.0,0,22,7.090909090909091,11,5,0,0,0,0.0,True,0.3352|0.9576,3,3,True,20,20,20.0,20,23,True,1,0.07272727272727272,440,True,23,23,4.031167111229195e-08,2.276997310701745e-07,2.276997310701745e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,43.95221710205078,0,0
WFG5,22,2,681,681,True,681,True,True,True,681,0,ok,0,normal,1,False,1,241,True,0.0,True,True,True,init|opt,0,True,True,True,False,nao_se_aplica,0,True,True,True,True,23,True,True,1.1299133295672448e-08,0.8401459455490112,4.945818,True,0.3151670000000007,nan,False,31,31,31,True,cache_hit|hard_stop,241,21,True,23,23,True,23,True,20,460,True,1..23,0,[],10,True,241,10,36,True,True,True,20,10,36,True,True,True,20,20,True,20,True,20,440,22,23,22.0,0,22,7.5,11,3,0,0,0,0.0,True,0.279|0.3483,2,1,True,20,20,19.956521739130434,20,22,True,1,0.07045454545454545,440,False,22,23,2.549785016459083e-08,2.3231390944289387e-07,2.3231390944289387e-07,NENHUM — piso e stock do PlatEMO 4.15 por design,NENHUM (piso = MOEA puro) -> tabela ③ vazia e serie §17.6 vazia,Balde C: OperatorGA stock (SBX proC=1 dis_c=20; PM proM=1 dis_m=20),nenhum (NSGA-II stock nao expoe parametro),dominancia/Pareto,piso-NSGAII-PlatEMO4.15,True,False,25.1.0.2973910 (R2025a) Update 1,,0.0,44.0,0,0
