label,status,motivo,n_retries,fallback,maxfe,fe_final,n_ger_manif,schema_version,tempo_aval_real_s,tempo_total_s,n_fit_series,T11_manif_campanha_id,T11_manif_repo_hash,T11_manif_params,T11_sigma_granularidade,n_chaves_sigma,doe_ok,sonda_nblocos,sonda_S,D,M,n1,c1_eq_maxfe,c1_todo_init,c1_fe_denso,n2,n4,t_fit,t_busca,t_sonda,t_ger,U7_ok,n_acum_eq_N,n3,n3_busca,n3_sonda,regimes,sonda_ger_null,rsid_null_share,fe_treino_unico,fe_treino_val,fe_treino_eq_N1,sigma_max_sonda,sigma_zero_share_max,sigma_teto_share_max,sigma_nan,mu_const_objs,n_ger_c3,ger_eq_manif,N_RV,pop1_eq_NRV,pop_max,pop_teto_ok,pop_final,lhs_ok_g1,lhs_dims,lhs_ok_g2,FE_antes,FE_final,FE40k_ok,overshoot,overshoot_le_prole,inter_busca_dataset,sel_n_trans,sel_n_sigma_maior_desc,sel_frac,sel_razao,sigma_deriva,n7,c7_eq_c3,nd_share,rec_counts,n_decision,n_footer,dec_keys,fbest_exato,T11_dec_p_wrong_stats,T11_dec_n_substituicoes,T11_dec_flag_vetores_degenerados,T11_dec_todos_ausentes
WFG1,ok,orcamento,0,False,681,681,935,1,0.0,161.958,1,False,False,False,False,18,True,1,20000,22,2,681,True,True,True,0,1,13.028881072998047,144.09507751464844,2.4656660556793213,157.12396240234375,True,True,59594,39594,20000,offline|sonda,True,1.0,1,680,True,0.07971659302711487,0.0,0.0,0,0,935,False,50,True,50,True,46,8,22,0,39998,40044,True,44,True,0,927,369,0.39805825242718446,0.9819192886352539,0.3377494812011719,46,True,0.5217391304347826,"{""header"": 1, ""sonda"": 1, ""decision"": 935, ""footer"": 2}",935,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,935,0,0,0,True
WFG2,ok,orcamento,0,False,681,681,923,1,0.0,156.5079,1,False,False,False,False,18,True,1,20000,22,2,681,True,True,True,0,1,11.942224502563477,139.93087768554688,2.4731199741363525,151.87310791015625,True,True,59567,39567,20000,offline|sonda,True,1.0,1,680,True,1.5278161764144897,0.0,0.0,0,0,923,False,50,True,50,True,42,3,22,0,39974,40020,True,20,True,0,922,428,0.4642082429501085,1.0001658201217651,0.3039487898349762,42,True,0.2857142857142857,"{""header"": 1, ""sonda"": 1, ""decision"": 923, ""footer"": 2}",923,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,923,0,0,0,True
WFG4,ok,orcamento,0,False,681,681,937,1,0.0,159.162,1,False,False,False,False,18,True,1,20000,22,2,681,True,True,True,0,1,10.893247604370117,143.64060974121094,2.4128167629241943,154.5338592529297,True,True,59574,39574,20000,offline|sonda,True,1.0,1,680,True,1.2661945819854736,0.0,0.0,0,0,937,False,50,True,50,True,46,8,22,0,39982,40028,True,28,True,0,934,624,0.6680942184154176,1.033415675163269,0.21868197619915009,46,True,0.391304347826087,"{""header"": 1, ""sonda"": 1, ""decision"": 937, ""footer"": 2}",937,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,937,0,0,0,True
WFG5,ok,orcamento,0,False,681,681,930,1,0.0,161.8473,1,False,False,False,False,18,True,1,20000,22,2,681,True,True,True,0,1,12.2906494140625,144.80531311035156,2.4477999210357666,157.09596252441406,True,True,59572,39572,20000,offline|sonda,True,1.0,1,680,True,1.443300724029541,0.0,0.0,0,0,930,False,50,True,50,True,44,6,22,0,39998,40044,True,44,True,0,929,567,0.6103336921420882,1.0382269620895386,0.2308294028043747,44,True,0.25,"{""header"": 1, ""sonda"": 1, ""decision"": 930, ""footer"": 2}",930,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,930,0,0,0,True
WFG9,ok,orcamento,0,False,681,681,906,1,0.0,158.5779,1,False,False,False,False,18,True,1,20000,22,2,681,True,True,True,0,1,12.249260902404785,141.50453186035156,2.4495091438293457,153.75379943847656,True,True,59572,39572,20000,offline|sonda,True,1.0,1,680,True,1.7292993068695068,0.0,0.0,0,0,906,False,50,True,50,True,45,4,22,0,39992,40040,True,40,True,0,903,607,0.6722037652270211,1.0476418733596802,0.16255076229572296,45,True,0.3333333333333333,"{""header"": 1, ""sonda"": 1, ""decision"": 906, ""footer"": 2}",906,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,906,0,0,0,True
ZDT1,ok,orcamento,0,False,929,929,878,1,0.0,215.4868,1,False,False,False,False,18,True,1,20000,30,2,929,True,True,True,0,1,56.90816116333008,151.84339904785156,4.474817276000977,208.75155639648438,True,True,59597,39597,20000,offline|sonda,True,1.0,1,928,True,0.7625123262405396,0.046,0.0,0,0,878,False,50,True,50,True,47,12,30,0,40000,40046,True,46,True,0,877,870,0.992018244013683,1.9425491094589233,0.6091400384902954,47,True,0.3829787234042553,"{""header"": 1, ""sonda"": 1, ""decision"": 878, ""footer"": 2}",878,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,878,0,0,0,True
ZDT3,ok,orcamento,0,False,929,929,921,1,0.0,211.1592,1,False,False,False,False,18,True,1,20000,30,2,929,True,True,True,0,1,62.604434967041016,141.83749389648438,4.468743324279785,204.44192504882812,True,True,59588,39588,20000,offline|sonda,True,1.0,1,928,True,0.7379613518714905,0.59385,0.0,0,0,921,False,50,True,50,True,45,14,30,0,39992,40038,True,38,True,0,920,712,0.7739130434782608,1.0619430541992188,0.7053700685501099,45,True,0.3333333333333333,"{""header"": 1, ""sonda"": 1, ""decision"": 921, ""footer"": 2}",921,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,921,0,0,0,True
ZDT4,ok,orcamento,0,False,309,309,3845,1,0.0,134.998,1,False,False,False,False,18,True,1,20000,10,2,309,True,True,True,0,1,2.005673885345459,129.88681030273438,0.6857790946960449,131.89248657226562,True,True,57997,37997,20000,offline|sonda,True,1.0,1,308,True,27.802553176879883,0.9195,0.0,0,0,3845,False,50,True,50,True,12,1,10,1,40000,40014,True,14,True,0,3761,2445,0.6500930603562882,1.0429103374481201,0.581628143787384,12,True,0.3333333333333333,"{""header"": 1, ""sonda"": 1, ""decision"": 3845, ""footer"": 2}",3845,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,3845,0,0,0,True
ZDT6,ok,orcamento,0,False,309,309,950,1,0.0,141.4602,1,False,False,False,False,18,True,1,20000,10,2,309,True,True,True,0,1,1.2102131843566895,136.9694366455078,0.6073970794677734,138.17965698242188,True,True,59553,39553,20000,offline|sonda,True,1.0,1,308,True,0.32292768359184265,0.0,0.0,0,0,950,False,50,True,50,True,38,1,10,0,39994,40034,True,34,True,0,949,759,0.7997892518440464,1.1471107006072998,0.4868095815181732,38,True,0.23684210526315788,"{""header"": 1, ""sonda"": 1, ""decision"": 950, ""footer"": 2}",950,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,950,0,0,0,True
swap_medium-lhs_DTLZ2,ok,orcamento,0,False,2000,2000,408,1,0.0,761.3807,1,False,False,False,False,18,True,1,20000,12,3,2000,True,True,True,0,1,317.18133544921875,412.5351867675781,28.759733200073242,729.716552734375,True,True,59905,39905,20000,offline|sonda,True,1.0,1,1999,True,0.8081251382827759,0.0,0.0,0,0,408,False,105,True,105,True,100,1,12,0,39987,40087,True,87,True,0,407,324,0.7960687960687961,1.087378978729248,0.6837396025657654,100,True,0.9,"{""header"": 1, ""sonda"": 1, ""decision"": 408, ""footer"": 2}",408,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,408,0,0,0,True
swap_medium-lhs_MMF16_20,ok,orcamento,0,False,2000,2000,512,1,0.0,753.0533,1,False,False,False,False,18,True,1,20000,20,3,2000,True,True,True,0,1,373.7018737792969,346.7274169921875,29.466049194335938,720.4293212890625,True,True,59775,39775,20000,offline|sonda,True,1.0,1,1999,True,2.1016457080841064,0.0,0.0,0,0,512,False,105,True,105,True,88,5,20,0,39951,40037,True,37,True,0,511,355,0.6947162426614482,1.0148121118545532,0.23603969812393188,88,True,0.6590909090909091,"{""header"": 1, ""sonda"": 1, ""decision"": 512, ""footer"": 2}",512,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,512,0,0,0,True
swap_medium-lhs_WFG9,ok,orcamento,0,False,2000,2000,905,1,0.0,458.1549,1,False,False,False,False,18,True,1,20000,22,2,2000,True,True,True,0,1,259.3124084472656,177.16188049316406,19.464149475097656,436.47430419921875,True,True,59570,39570,20000,offline|sonda,True,1.0,1,1999,True,1.7360786199569702,0.0,0.0,0,0,905,False,50,True,50,True,44,12,22,0,39978,40024,True,24,True,0,903,603,0.6677740863787376,1.0551071166992188,0.22165094316005707,44,True,0.2727272727272727,"{""header"": 1, ""sonda"": 1, ""decision"": 905, ""footer"": 2}",905,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,905,0,0,0,True
swap_medium-lhs_ZDT1,ok,orcamento,0,False,2000,2000,852,1,0.0,757.7973,1,False,False,False,False,18,True,1,20000,30,2,2000,True,True,True,0,1,566.6384887695312,168.5695037841797,20.218563079833984,735.2080078125,True,True,59588,39588,20000,offline|sonda,True,1.0,1,1999,True,0.9377415180206299,0.91685,0.0,0,0,852,False,50,True,50,True,48,21,30,0,39974,40024,True,24,True,0,851,337,0.39600470035252644,1.004539966583252,0.7950079441070557,48,True,0.14583333333333334,"{""header"": 1, ""sonda"": 1, ""decision"": 852, ""footer"": 2}",852,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,852,0,0,0,True
swap_medium-lhs_ZDT4,ok,orcamento,0,False,2000,2000,5465,1,0.0,331.0377,1,False,False,False,False,18,True,1,20000,10,2,2000,True,True,True,0,1,94.95634460449219,213.2841796875,19.826175689697266,308.2405090332031,True,True,57292,37292,20000,offline|sonda,True,1.0,1,1999,True,28.225961685180664,0.0,0.0,0,0,5465,False,50,True,50,True,8,6,10,1,39998,40008,True,8,True,0,4953,2927,0.5909549767817485,1.0463292598724365,0.4002234935760498,8,True,0.25,"{""header"": 1, ""sonda"": 1, ""decision"": 5465, ""footer"": 2}",5465,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,5465,0,0,0,True
swap_medium-mvns_DTLZ2,ok,orcamento,0,False,2000,2000,454,1,0.0,677.4488,1,False,False,False,False,18,True,1,20000,12,3,2000,True,True,True,0,1,295.8755798339844,349.2550964355469,28.814273834228516,645.1306762695312,True,True,59807,39807,20000,offline|sonda,True,1.0,1,1999,True,1.5047038793563843,0.0,0.0,0,0,454,False,105,True,105,True,88,12,12,0,39935,40025,True,25,True,0,453,249,0.5496688741721855,1.0318694114685059,0.3085877597332001,88,True,0.8181818181818182,"{""header"": 1, ""sonda"": 1, ""decision"": 454, ""footer"": 2}",454,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,454,0,0,0,True
swap_medium-mvns_MMF16_20,ok,orcamento,0,False,2000,2000,647,1,0.0,725.085,1,False,False,False,False,18,True,1,20000,20,3,2000,True,True,True,0,1,368.8973693847656,324.37811279296875,29.114774703979492,693.2754516601562,True,True,59660,39660,20000,offline|sonda,True,1.0,1,1999,True,3.149254560470581,0.0,0.0,0,0,647,False,105,True,105,True,70,20,20,0,39937,40007,True,7,True,0,646,317,0.4907120743034056,1.0053646564483643,0.16180722415447235,70,True,0.5571428571428572,"{""header"": 1, ""sonda"": 1, ""decision"": 647, ""footer"": 2}",647,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,647,0,0,0,True
swap_medium-mvns_WFG9,ok,orcamento,0,False,2000,2000,954,1,0.0,448.4507,1,False,False,False,False,18,True,1,20000,22,2,2000,True,True,True,0,1,242.39694213867188,184.2964324951172,19.51038932800293,426.693359375,True,True,59547,39547,20000,offline|sonda,True,1.0,1,1999,True,1.8378169536590576,0.0,0.0,0,0,954,False,50,True,50,True,42,22,22,0,39962,40004,True,4,True,0,953,705,0.7397691500524659,1.0662317276000977,0.2383362054824829,42,True,0.30952380952380953,"{""header"": 1, ""sonda"": 1, ""decision"": 954, ""footer"": 2}",954,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,954,0,0,0,True
swap_medium-mvns_ZDT1,ok,orcamento,0,False,2000,2000,864,1,0.0,657.7917,1,False,False,False,False,18,True,1,20000,30,2,2000,True,True,True,0,1,455.7395324707031,179.60562133789062,20.087827682495117,635.3451538085938,True,True,59606,39606,20000,offline|sonda,True,1.0,1,1999,True,1.8091498613357544,0.3755,0.0,0,0,864,False,50,True,50,True,47,30,30,0,39988,40034,True,34,True,0,862,784,0.9095127610208816,2.383518695831299,0.4574735164642334,47,True,0.1702127659574468,"{""header"": 1, ""sonda"": 1, ""decision"": 864, ""footer"": 2}",864,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,864,0,0,0,True
swap_medium-mvns_ZDT4,ok,orcamento,0,False,2000,2000,3660,1,0.0,365.976,1,False,False,False,False,18,True,1,20000,10,2,2000,True,True,True,0,1,138.45753479003906,205.02618408203125,19.670856475830078,343.4837341308594,True,True,58172,38172,20000,offline|sonda,True,1.0,1,1999,True,31.602041244506836,0.0,0.0,0,0,3660,False,50,True,50,True,15,10,10,0,39994,40008,True,8,True,0,3374,2149,0.6369294605809128,1.020986795425415,0.1421288698911667,15,True,0.2,"{""header"": 1, ""sonda"": 1, ""decision"": 3660, ""footer"": 2}",3660,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,3660,0,0,0,True
swap_small-lhs_DTLZ2,ok,orcamento,0,False,371,371,504,1,0.0,298.012,1,False,False,False,False,18,True,1,20000,12,3,371,True,True,True,0,1,3.7800180912017822,289.6441650390625,1.169396162033081,293.4241943359375,True,True,59791,39791,20000,offline|sonda,True,1.0,1,370,True,1.6683361530303955,0.0,0.0,0,0,504,False,105,True,105,True,83,0,12,0,39993,40077,True,77,True,0,503,387,0.7693836978131213,1.0510673522949219,0.8027018904685974,83,True,0.8554216867469879,"{""header"": 1, ""sonda"": 1, ""decision"": 504, ""footer"": 2}",504,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,504,0,0,0,True
swap_small-lhs_MMF16_20,ok,orcamento,0,False,619,619,595,1,0.0,289.8585,1,False,False,False,False,18,True,1,20000,20,3,619,True,True,True,0,1,20.206127166748047,263.5967712402344,3.1221771240234375,283.80291748046875,True,True,59690,39690,20000,offline|sonda,True,1.0,1,618,True,0.44445866346359253,0.0,0.0,0,0,595,False,105,True,105,True,74,0,20,0,39957,40031,True,31,True,0,594,261,0.4393939393939394,0.9967134594917297,0.3622298240661621,74,True,0.7567567567567568,"{""header"": 1, ""sonda"": 1, ""decision"": 595, ""footer"": 2}",595,2,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,595,0,0,0,True
