label,exp,problema,D,M,N,tier,dist,status,motivo_parada,maxfe,fe_final,n_geracoes,c1_rows,c1_all_init,c1_feidx_denso,c1_sid_denso,c2_rows,c3_rows,c3_regimes,c3_busca,c3_sonda,c3_ger_min,c3_ger_max,c3_ger_denso,c3_ger_nunique,pop_min,pop_max,pop_const,c3_rsid_null,c3_sonda_ger_null,c3_fetm,c3_fetm_uniq,c3_espaco,c3_transf_null,c3_flag,c3_predtipo,c3_predscore_null,c3_predconf_null,c3_sigma_nan,c3_sigma_min,c3_sigma_neg,c4_rows,c4_fit,c4_busca,c4_sonda,c4_ger,c4_nacum,m_fitseries,m_cachehits,m_tempo_total,m_aval_real,m_sonda_blocos,m_sonda_S,m_has_params,m_sigma_keys,j_lines,j_dec,j_sonda,j_footer,j_guard,j_other,j_dec_gerdenso,j_caminhos,j_ndsmembros_max,j_fe_uniq,j_fe_val,j_pwrong_stats,j_hdr_pesos,j_footer_nfinal,j_footer_nnd,j_footer_status,j_sonda_npontos,j_sonda_hashchk,c7_rows,c7_nd,c7_origem_ger,c7_osid_null,fman_n,doe_hash_eq,sonda_xhash
swap_medium-mvns_MMF16_20,offline,MMF16_20,20,3,2000,medium,mvns,ok,orcamento,2000,2000,381,2000,True,True,True,0,60005,offline|sonda,40005,20000,1,381,True,381,105,105,True,True,True,1999,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.10780533403158188,0,1,284.2591247558594,3138.196044921875,30.99468421936035,3422.455322265625,2000,1,0,3457.1312,0.0,1,20000,False,18,385,381,1,2,0,0,True,b5_gen,0,1,2000,0,False,105,19,ok,20000,ok (conferido no arranque — load_sonda),105,19,381,True,105,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94
swap_medium-mvns_WFG9,offline,WFG9,22,2,2000,medium,mvns,ok,orcamento,2000,2000,801,2000,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,1999,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.040022652596235275,0,1,316.9556884765625,2783.006103515625,20.464134216308594,3099.9619140625,2000,1,0,3123.5053,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,2000,0,False,50,21,ok,20000,ok (conferido no arranque — load_sonda),50,21,801,True,50,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3
swap_medium-mvns_ZDT1,offline,ZDT1,30,2,2000,medium,mvns,ok,orcamento,2000,2000,801,2000,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,1999,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.0,0,1,641.5447387695312,2671.129638671875,20.74429702758789,3312.67431640625,2000,1,0,3336.8083,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,2000,0,False,50,27,ok,20000,ok (conferido no arranque — load_sonda),50,27,801,True,50,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965
swap_medium-mvns_ZDT4,offline,ZDT4,10,2,2000,medium,mvns,ok,orcamento,2000,2000,801,2000,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,1999,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.0,0,1,124.53327941894531,2857.033447265625,19.030513763427734,2981.566650390625,2000,1,0,3003.6893,0.0,1,20000,False,18,804,801,1,1,0,0,True,b5_gen,0,1,2000,0,False,50,50,ok,20000,ok (conferido no arranque — load_sonda),50,50,801,True,50,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f
swap_small-lhs_DTLZ2,offline,DTLZ2,12,3,371,small,lhs,ok,orcamento,371,371,381,371,True,True,True,0,60005,offline|sonda,40005,20000,1,381,True,381,105,105,True,True,True,370,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.01040226873010397,0,1,4.0464768409729,2932.595703125,1.20853590965271,2936.64208984375,371,1,0,2941.7287,0.0,1,20000,False,18,385,381,1,2,0,0,True,b5_gen,0,1,371,0,False,105,83,ok,20000,ok (conferido no arranque — load_sonda),105,83,381,True,105,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7
swap_small-lhs_MMF16_20,offline,MMF16_20,20,3,619,small,lhs,ok,orcamento,619,619,381,619,True,True,True,0,60005,offline|sonda,40005,20000,1,381,True,381,105,105,True,True,True,618,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.035480987280607224,0,1,22.31340217590332,3074.197998046875,3.1162731647491455,3096.511474609375,619,1,0,3102.8712,0.0,1,20000,False,18,385,381,1,2,0,0,True,b5_gen,0,1,619,0,False,105,45,ok,20000,ok (conferido no arranque — load_sonda),105,45,381,True,105,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94
swap_small-lhs_WFG9,offline,WFG9,22,2,681,small,lhs,ok,orcamento,681,681,801,681,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,680,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.026002079248428345,0,1,14.61589527130127,2765.4619140625,2.5167691707611084,2780.077880859375,681,1,0,2785.5661,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,681,0,False,50,19,ok,20000,ok (conferido no arranque — load_sonda),50,19,801,True,50,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3
swap_small-lhs_ZDT1,offline,ZDT1,30,2,929,small,lhs,ok,orcamento,929,929,801,929,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,928,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.0,0,1,61.32840347290039,2740.574951171875,4.624232769012451,2801.9033203125,929,1,0,2809.392,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,929,0,False,50,13,ok,20000,ok (conferido no arranque — load_sonda),50,13,801,True,50,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965
swap_small-lhs_ZDT4,offline,ZDT4,10,2,309,small,lhs,ok,orcamento,309,309,801,309,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,308,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.0,0,1,1.7716789245605469,2625.818115234375,0.6640918254852295,2627.589599609375,309,1,0,2631.0043,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,309,0,False,50,13,ok,20000,ok (conferido no arranque — load_sonda),50,13,801,True,50,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f
swap_small-mvns_DTLZ2,offline,DTLZ2,12,3,371,small,mvns,ok,orcamento,371,371,381,371,True,True,True,0,60005,offline|sonda,40005,20000,1,381,True,381,105,105,True,True,True,370,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.008564003743231297,0,1,4.111945152282715,2985.182861328125,1.2660999298095703,2989.294921875,371,1,0,2993.6955,0.0,1,20000,False,18,385,381,1,2,0,0,True,b5_gen,0,1,371,0,False,105,38,ok,20000,ok (conferido no arranque — load_sonda),105,38,381,True,105,True,0b76bc415a0090927784e6dd24a327876b96f26debde70bcb64d5466fab158a7
swap_small-mvns_MMF16_20,offline,MMF16_20,20,3,619,small,mvns,ok,orcamento,619,619,381,619,True,True,True,0,60005,offline|sonda,40005,20000,1,381,True,381,105,105,True,True,True,618,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.03576832637190819,0,1,23.335906982421875,3106.966064453125,3.101628065109253,3130.302001953125,619,1,0,3137.0205,0.0,1,20000,False,18,385,381,1,2,0,0,True,b5_gen,0,1,619,0,False,105,52,ok,20000,ok (conferido no arranque — load_sonda),105,52,381,True,105,True,4f679dcb4a600bd6b8319cb4eef95c63cda8eda41aaf10cdcd01ffe0dc89db94
swap_small-mvns_WFG9,offline,WFG9,22,2,681,small,mvns,ok,orcamento,681,681,801,681,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,680,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.022079290822148323,0,1,15.450714111328125,2652.144287109375,2.5656490325927734,2667.594970703125,681,1,0,2673.2548,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,681,0,False,50,19,ok,20000,ok (conferido no arranque — load_sonda),50,19,801,True,50,True,ec29d5cc9b6ceff8a29f28e89b70f8eb4e7fe6f79ab0f5fa170d302e50fa2be3
swap_small-mvns_ZDT1,offline,ZDT1,30,2,929,small,mvns,ok,orcamento,929,929,801,929,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,928,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.0,0,1,66.23117065429688,2698.717529296875,4.698526859283447,2764.94873046875,929,1,0,2772.8769,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,929,0,False,50,46,ok,20000,ok (conferido no arranque — load_sonda),50,46,801,True,50,True,d771d323b0736d2762991ed77208b2b27fb99bf83fa20ffee20f0ec1273b8965
swap_small-mvns_ZDT4,offline,ZDT4,10,2,309,small,mvns,ok,orcamento,309,309,801,309,True,True,True,0,60050,offline|sonda,40050,20000,1,801,True,801,50,50,True,True,True,308,1,cru,True,b5m/ProbMOEAD-PBI+GPR,valor,True,True,0,0.0,0,1,3.194509744644165,2581.642822265625,0.7023842334747314,2584.83740234375,309,1,0,2589.2455,0.0,1,20000,False,18,805,801,1,2,0,0,True,b5_gen,0,1,309,0,False,50,1,ok,20000,ok (conferido no arranque — load_sonda),50,1,801,True,50,True,f5c4832dd28964e145c7f5f4c18162ab221912420e121faf936983387069f14f
