label,problema,ger,frac,hv_surr,igdp_surr,hv_real,igdp_real,nd_real,sigma_med,mu_med
BBOB_F1,BBOB_F1,1,0.0012484394506866417,0.07909184889041145,0.7788161023751365,0.08619493016480206,0.7722578048103116,7,5.426111483573914,114.2409365081787
BBOB_F1,BBOB_F1,43,0.05368289637952559,1.4491682051430719,0.0,0.8264037704089832,0.10869050214961566,35,1.2299025058746338,-0.6826239557564259
BBOB_F1,BBOB_F1,85,0.10611735330836454,1.4904769816365517,0.0,0.8702493704611491,0.0851346849673557,24,1.2091478157043456,0.2618732239305973
BBOB_F1,BBOB_F1,127,0.1585518102372035,1.486680876095732,0.0,0.8619489993750596,0.09028968452006562,33,1.1918036448955536,0.565109138712287
BBOB_F1,BBOB_F1,169,0.21098626716604243,1.4898978859775225,0.0,0.8538763722846788,0.09515427805269326,24,1.1718215334415436,1.2354882182180882
BBOB_F1,BBOB_F1,212,0.264669163545568,1.4817965938516773,0.0,0.8528051634995418,0.096611065950094,30,1.1635839188098906,2.00378635302186
BBOB_F1,BBOB_F1,254,0.317103620474407,1.4896731299729211,0.0,0.8545995696945915,0.09528469307187151,26,1.1597035026550293,1.5759391257166862
BBOB_F1,BBOB_F1,296,0.36953807740324596,1.4908253980875261,0.0,0.8599229273996921,0.093652246733666,27,1.1465535473823547,2.8120850140461697
BBOB_F1,BBOB_F1,338,0.42197253433208487,1.4851104502679133,0.0,0.8536086099347064,0.09704852850359916,23,1.1367115116119384,3.6291283932328224
BBOB_F1,BBOB_F1,380,0.47440699126092384,1.4866055783885626,0.0,0.8553159496313739,0.09544250188650498,22,1.142701712846756,3.671258484572172
BBOB_F1,BBOB_F1,422,0.5268414481897628,1.4870533960953711,0.0,0.8703337254202193,0.08839491623579027,20,1.150221687555313,3.6810587860271333
BBOB_F1,BBOB_F1,464,0.5792759051186017,1.4939764665794777,0.0,0.8726556018794598,0.08672261839283968,17,1.145063467025757,4.28338755056262
BBOB_F1,BBOB_F1,506,0.6317103620474407,1.4933407511058658,0.0,0.8673510196173032,0.0918573449462999,24,1.1266533267498016,4.46623761046445
BBOB_F1,BBOB_F1,548,0.6841448189762797,1.4875642253646093,0.0,0.8664679252636606,0.09083159056235632,21,1.1274327254295349,5.252728566080332
BBOB_F1,BBOB_F1,590,0.7365792759051186,1.4751141712859388,0.0,0.8692399647236582,0.09092153043558678,20,1.1317804652452468,6.883184822797776
BBOB_F1,BBOB_F1,633,0.7902621722846442,1.4890315209721925,0.0,0.8771470110676791,0.08673009292563975,25,1.136843939423561,5.186120769903064
BBOB_F1,BBOB_F1,675,0.8426966292134831,1.4797991868654228,0.0,0.8646714262402859,0.0943766531937752,25,1.1154469537734986,6.02200918123126
BBOB_F1,BBOB_F1,717,0.8951310861423221,1.4784539766136113,0.0,0.8576725384411817,0.09610231718000783,20,1.1197010093927384,6.095559744238853
BBOB_F1,BBOB_F1,759,0.947565543071161,1.483110323491402,0.0,0.8638129496495551,0.09273322961874764,22,1.1337649011611939,5.492613914608955
BBOB_F1,BBOB_F1,801,1.0,1.4854797149125312,0.0,0.8757733789207124,0.08709293693769751,27,1.1401944363117218,4.9483399271965025
BBOB_F17,BBOB_F17,1,0.0012484394506866417,1.0901873734514753,0.14090236090764907,0.9789778916086379,0.11506404107830535,6,19.487399258613586,11283605.586689206
BBOB_F17,BBOB_F17,43,0.05368289637952559,0.01615329716575776,0.8339590760355616,0.06689075354104797,0.7848728628335209,35,11.254311232566833,-4452078.981785202
BBOB_F17,BBOB_F17,85,0.10611735330836454,0.0,0.8694846993370504,0.20634683363040923,0.6557139359136617,3,11.293856873512269,-4452639.135326919
BBOB_F17,BBOB_F17,127,0.1585518102372035,0.02264390297967796,0.8287912396012309,0.22732555727789389,0.6365504456174499,25,11.297077765464783,-4452690.293462371
BBOB_F17,BBOB_F17,169,0.21098626716604243,0.02781088511902806,0.8246778553271287,0.26835510115364175,0.5992571551001609,31,11.301969027519226,-4452546.633938598
BBOB_F17,BBOB_F17,212,0.264669163545568,0.07002920059245131,0.7910672458890443,0.22174246673007636,0.6416475476016811,5,11.30084005832672,-4452360.25828682
BBOB_F17,BBOB_F17,254,0.317103620474407,0.0911487676984915,0.774251874462543,0.2181770406672942,0.64490155628943,3,11.298560914993287,-4452211.317572022
BBOB_F17,BBOB_F17,296,0.36953807740324596,0.14294069503283968,0.7330747949097928,0.28798282650754164,0.5814756512045686,2,11.28704388141632,-4451471.416665268
BBOB_F17,BBOB_F17,338,0.42197253433208487,0.20771425331678464,0.6819990230058579,0.34615596931796,0.5289542808977666,1,11.291552710533143,-4451088.357173996
BBOB_F17,BBOB_F17,380,0.47440699126092384,0.2198042164347615,0.6725237184977173,0.35080866851812875,0.524777093444854,4,11.290816836357116,-4450742.671708832
BBOB_F17,BBOB_F17,422,0.5268414481897628,0.27259320784433155,0.6312840922697335,0.3689083224571578,0.5086018608255956,6,11.280996608734132,-4450051.293802871
BBOB_F17,BBOB_F17,464,0.5792759051186017,0.2842867214707216,0.6222037938538458,0.40449426899360613,0.4767828312571021,6,11.282800598144531,-4449794.72249115
BBOB_F17,BBOB_F17,506,0.6317103620474407,0.29886592829432834,0.610925967756588,0.4017884316692514,0.47917298025804467,8,11.278895258903503,-4449226.034744263
BBOB_F17,BBOB_F17,548,0.6841448189762797,0.3433058199430939,0.5766053611321275,0.3711658606571386,0.5065703929484218,1,11.277801232337952,-4448783.737124787
BBOB_F17,BBOB_F17,590,0.7365792759051186,0.35662475940402394,0.5663234504104727,0.40993083265379476,0.4719575016744613,5,11.26834288597107,-4448047.011418838
BBOB_F17,BBOB_F17,633,0.7902621722846442,0.378028732048512,0.5497963485828986,0.4173474010166125,0.4654151064644775,6,11.253656711578369,-4447323.92522026
BBOB_F17,BBOB_F17,675,0.8426966292134831,0.3909944205656657,0.5397837083221501,0.4204397893323044,0.4631152601412347,2,11.23426024913788,-4446580.454431381
BBOB_F17,BBOB_F17,717,0.8951310861423221,0.4111546833682835,0.5242421319106172,0.43288005581270117,0.45182367040110183,5,11.220536994934083,-4446137.160419464
BBOB_F17,BBOB_F17,759,0.947565543071161,0.4329132106828306,0.5075509352540981,0.4524537218130772,0.4347378622949876,4,11.217570476531982,-4445635.054487305
BBOB_F17,BBOB_F17,801,1.0,0.4507818746236403,0.49386520242375004,0.3933588032704104,0.4867828453036352,7,11.20545964717865,-4444906.835438919
BBOB_F22,BBOB_F22,1,0.0012484394506866417,0.0,1.7533391535437732,0.0,2.083405118111278,4,10.842883522510528,400233.6620324707
BBOB_F22,BBOB_F22,43,0.05368289637952559,2.112280539181363,0.36158735735042224,0.13171106246167147,0.7412879137675057,5,4.3078221869468685,-141590.15206176759
BBOB_F22,BBOB_F22,85,0.10611735330836454,2.25015061404951,0.33186671895534603,0.13609104695891752,0.7466880246766702,20,4.276513357162475,-140963.65892456056
BBOB_F22,BBOB_F22,127,0.1585518102372035,2.3388168339952426,0.3128448235813564,0.14034966913243688,0.7376032259931807,14,4.2637093234062196,-140262.25130737305
BBOB_F22,BBOB_F22,169,0.21098626716604243,2.4023076812584403,0.29918986165198275,0.1346324296765646,0.7520987082733391,19,4.248186631202698,-139515.54823181152
BBOB_F22,BBOB_F22,212,0.264669163545568,2.4493359867202167,0.2890769117991382,0.14350368268847985,0.7317626670828236,21,4.235850701332092,-138933.45249328614
BBOB_F22,BBOB_F22,254,0.317103620474407,2.4607534479570523,0.28662344454020994,0.13154192179887936,0.751083445473293,22,4.232511639595032,-138556.022454834
BBOB_F22,BBOB_F22,296,0.36953807740324596,2.4676965016808627,0.2851196614074289,0.14280169986708163,0.7318646536737479,22,4.22907984495163,-138284.75215576173
BBOB_F22,BBOB_F22,338,0.42197253433208487,2.490947633444917,0.28009630128015006,0.14438789919533818,0.732139789958747,13,4.2289665722846985,-138002.29838012694
