label,problema,ger,frac,hv_surr,igdp_surr,hv_real,igdp_real,nd_real,sigma_med,mu_med
BBOB_F22,BBOB_F22,380,0.47440699126092384,2.520340655590444,0.2737816316721426,0.1367543490282986,0.7449514836784026,24,4.2247654151916505,-137630.4915435791
BBOB_F22,BBOB_F22,422,0.5268414481897628,2.5231645587447407,0.27319390621137846,0.13373677675902332,0.7509913511634738,20,4.220476679801941,-137484.4862121582
BBOB_F22,BBOB_F22,464,0.5792759051186017,2.542753461050835,0.26890739179967327,0.13323318563187667,0.7509529950780781,17,4.215938954353333,-137114.16758911134
BBOB_F22,BBOB_F22,506,0.6317103620474407,2.556023450234713,0.2660287514096812,0.13454147590477467,0.7488415313871566,23,4.218143920898438,-136797.62033935546
BBOB_F22,BBOB_F22,548,0.6841448189762797,2.612258663054404,0.2537000560113968,0.1611399990241747,0.7092672418972166,16,4.217281634807587,-135657.1540411377
BBOB_F22,BBOB_F22,590,0.7365792759051186,2.612615199432532,0.2535239934156526,0.1300634700150168,0.753830291555609,17,4.2023764729499815,-135185.58177734376
BBOB_F22,BBOB_F22,633,0.7902621722846442,2.62030152025898,0.2519735178489064,0.13361563457528788,0.7526171202908631,18,4.199131019115448,-135100.6241973877
BBOB_F22,BBOB_F22,675,0.8426966292134831,2.6255890350392757,0.25081492214821527,0.134661590487952,0.7488487366223262,22,4.196782414913177,-135007.06997314453
BBOB_F22,BBOB_F22,717,0.8951310861423221,2.6283852051136174,0.2501778091481863,0.1253604527307313,0.7556950450947216,27,4.199368333816528,-134880.36903137207
BBOB_F22,BBOB_F22,759,0.947565543071161,2.6526893175811024,0.24479181672872777,0.12919030591130437,0.7481756886180309,22,4.194355289936066,-134193.02604553223
BBOB_F22,BBOB_F22,801,1.0,2.660871237217897,0.24287425690131922,0.1322644992731665,0.7521703561900676,22,4.195074622631073,-134067.06216796875
BBOB_F37,BBOB_F37,1,0.0012484394506866417,0.16839728595660614,0.7182399170577088,0.06231092566250318,0.68797980715661,3,15.146068677902221,1447.4867345046996
BBOB_F37,BBOB_F37,43,0.05368289637952559,0.6683684169233077,0.2218159824960561,0.0,2.7510189563415195,3,26.680027141571045,569.6711968994141
BBOB_F37,BBOB_F37,85,0.10611735330836454,0.8173087668654166,0.1411984024736889,0.0,2.01975610097826,6,24.333228340148924,575.0690732806921
BBOB_F37,BBOB_F37,127,0.1585518102372035,0.81561900955423,0.13699710019659503,0.0,1.8690260110959247,7,22.918892183303832,583.9191924476623
BBOB_F37,BBOB_F37,169,0.21098626716604243,0.7971172463430559,0.13843438238331776,0.0,1.3378316579162755,5,20.565254473686217,635.6291331803799
BBOB_F37,BBOB_F37,212,0.264669163545568,0.7463647761349725,0.1591628569598498,0.0,1.2355212206394355,5,18.57084400653839,692.3078552627563
BBOB_F37,BBOB_F37,254,0.317103620474407,0.5252830977055981,0.2516824332368588,0.0,0.97517218334241,6,15.348734774589538,751.4745471823215
BBOB_F37,BBOB_F37,296,0.36953807740324596,0.5236540690228767,0.2514041908383987,0.08290924272547276,0.692413968468143,4,13.848396036624909,763.2227063083649
BBOB_F37,BBOB_F37,338,0.42197253433208487,0.5150382875422191,0.25265714720072385,0.20131961281449173,0.5364648816509296,4,13.63582974433899,753.4742192578316
BBOB_F37,BBOB_F37,380,0.47440699126092384,0.8214477202734068,0.194162710882495,0.4303942720975129,0.36486844002435354,11,9.928598153591157,602.7031757379231
BBOB_F37,BBOB_F37,422,0.5268414481897628,2.0009424257772648,0.12973906224447676,0.5114402083171136,0.270712441472816,4,13.92728959083557,327.37196115493776
BBOB_F37,BBOB_F37,464,0.5792759051186017,2.2169934601189683,0.12942729707195785,0.5901434730377068,0.22398119536396113,4,13.552058839797974,326.7405490493774
BBOB_F37,BBOB_F37,506,0.6317103620474407,2.2481834651026786,0.13215502084943978,0.6006212062546418,0.22158402250773052,8,11.208015035390854,300.1195781421661
BBOB_F37,BBOB_F37,548,0.6841448189762797,2.245042684526776,0.13877694049948708,0.5610023009398875,0.2557032928933275,8,12.154809794425965,341.7794396209717
BBOB_F37,BBOB_F37,590,0.7365792759051186,2.3107039382314896,0.12432508475367027,0.5641769650752356,0.2412722099625439,2,12.613573150634766,305.08272598266603
BBOB_F37,BBOB_F37,633,0.7902621722846442,2.318355643245202,0.12381173475773577,0.5594968429212175,0.26027887806698047,6,11.728633270263671,313.61933813095095
BBOB_F37,BBOB_F37,675,0.8426966292134831,2.310224691871479,0.12261309571426676,0.5466299037500443,0.27333733886497025,10,12.13703966140747,343.114168214798
BBOB_F37,BBOB_F37,717,0.8951310861423221,2.278643040369956,0.12679693256644142,0.5216224905658763,0.32655006986697027,8,12.819200423955918,391.47964240074157
BBOB_F37,BBOB_F37,759,0.947565543071161,2.322602026244334,0.13094945715481907,0.535159324669596,0.3041203597093972,8,12.618288073539734,337.7008224487305
BBOB_F37,BBOB_F37,801,1.0,2.2845110407577565,0.13734787629993975,0.5709400490412265,0.24136247053603918,9,11.201356835365296,326.1870441675186
BBOB_F49,BBOB_F49,1,0.0012484394506866417,0.3503113321819913,0.6165058938800885,0.20054019418488342,0.7480336827258722,9,14.289122004508972,748.8419956588746
BBOB_F49,BBOB_F49,43,0.05368289637952559,0.6443199932079315,0.5822030727341504,0.2874358995334473,0.6469758144052484,8,6.752908301353455,-332.0991329574585
BBOB_F49,BBOB_F49,85,0.10611735330836454,0.6675878753694504,0.5690448553509942,0.26878886005611247,0.6643560007890352,3,6.7235330605506896,-319.7904819869995
BBOB_F49,BBOB_F49,127,0.1585518102372035,0.6749463015152208,0.5648123030127471,0.2811642185482025,0.653726910311688,24,6.644815602302551,-312.6368831253052
BBOB_F49,BBOB_F49,169,0.21098626716604243,0.6854428613119943,0.5585624060716743,0.2996654885435865,0.637867264758028,10,6.624773187637329,-307.1238681793213
BBOB_F49,BBOB_F49,212,0.264669163545568,0.6817086484794758,0.5604235787631334,0.2879665807288478,0.6539298022231151,20,6.621153047084809,-303.7537964248657
BBOB_F49,BBOB_F49,254,0.317103620474407,0.6848700183777003,0.558223856338454,0.3114605808362723,0.6260436873505533,4,6.510096843242645,-300.0122115325928
BBOB_F49,BBOB_F49,296,0.36953807740324596,0.6901814278782437,0.5550653922959433,0.31321237287862214,0.6245177693483366,23,6.564167740345002,-293.30935111999514
BBOB_F49,BBOB_F49,338,0.42197253433208487,0.6958472477845565,0.5528273316056018,0.30387263655846264,0.6320158907952286,12,6.610748250484466,-296.59141540527344
BBOB_F49,BBOB_F49,380,0.47440699126092384,0.6978272494130484,0.5516867672792054,0.33157096332084146,0.6075069285711147,21,6.585662102699279,-294.53478328704836
BBOB_F49,BBOB_F49,422,0.5268414481897628,0.6904134480291725,0.5558172431196895,0.3109504121195085,0.6245859855694533,5,6.497795217037201,-296.63140125274657
BBOB_F49,BBOB_F49,464,0.5792759051186017,0.6945619000550308,0.5532988491775603,0.3164343079748561,0.629535986214231,14,6.533477318286896,-287.90157802581786
BBOB_F49,BBOB_F49,506,0.6317103620474407,0.698797123172719,0.550541216911606,0.32182142788709067,0.615949603662046,11,6.426113224029541,-284.53147449493406
BBOB_F49,BBOB_F49,548,0.6841448189762797,0.6925490459222222,0.5545272876546834,0.3066756111317816,0.6323439054549397,24,6.559091362953186,-291.84846035003665
BBOB_F49,BBOB_F49,590,0.7365792759051186,0.6959918330194063,0.5523896679237713,0.3568179095092979,0.5787950986563811,7,6.483906352519989,-287.98916431427
BBOB_F49,BBOB_F49,633,0.7902621722846442,0.7013226252480242,0.5491864238236195,0.3228413820834609,0.6171247630199383,20,6.400072803497315,-283.84926452636716
BBOB_F49,BBOB_F49,675,0.8426966292134831,0.6950272836433191,0.5520465964938012,0.3023475682147876,0.6332257832375421,17,6.37099844455719,-275.5467769241333
BBOB_F49,BBOB_F49,717,0.8951310861423221,0.6967032069503277,0.5514335899954039,0.3206199218042901,0.6200136439753673,14,6.4400617146492,-281.9133723449707
BBOB_F49,BBOB_F49,759,0.947565543071161,0.7074218496306919,0.5444371464970511,0.36468286115021853,0.5736424325491236,10,6.385987648963928,-271.3887553024292
BBOB_F49,BBOB_F49,801,1.0,0.6988008507457164,0.5504919961823916,0.3224566403140254,0.6222845929123398,15,6.530458595752716,-283.1993363952637
BBOB_F5,BBOB_F5,1,0.0012484394506866417,0.031732149538356014,0.756631805446606,0.019304946157028713,0.7966502870424029,6,7.264508023262024,1041.1944589233399
BBOB_F5,BBOB_F5,43,0.05368289637952559,0.9398213097695757,0.058220558424650674,0.5926563895076484,0.16868494803509482,27,2.123121303319931,266.4913327999786
BBOB_F5,BBOB_F5,85,0.10611735330836454,0.9701727918208093,0.058220558424650674,0.6150066728003695,0.1534683218607044,22,2.107706084251404,278.8738655444607
BBOB_F5,BBOB_F5,127,0.1585518102372035,0.9777196640928772,0.058120003213894045,0.6168264456780393,0.1528383044851959,31,2.0793843448162077,281.3817492258549
BBOB_F5,BBOB_F5,169,0.21098626716604243,0.9790788488744719,0.058120003213894045,0.6170587703904747,0.15257333994970357,23,2.0599829268455507,281.34843272008004
BBOB_F5,BBOB_F5,212,0.264669163545568,0.9806926058312299,0.058120003213894045,0.618595622603013,0.1515399137838958,30,2.0348121058940887,282.1881391841173
BBOB_F5,BBOB_F5,254,0.317103620474407,0.9820702241147227,0.058120003213894045,0.6183067446176601,0.15212624169587308,24,2.0388937366008757,283.0392235302739
BBOB_F5,BBOB_F5,296,0.36953807740324596,0.9860862359107083,0.057616844271968226,0.6230643286811852,0.14857473111837932,23,2.047339460849762,281.6879163080454
BBOB_F5,BBOB_F5,338,0.42197253433208487,0.985020989284213,0.057616844271968226,0.6215525205115819,0.14937749840755146,20,1.9854517590999603,286.5305717563629
BBOB_F5,BBOB_F5,380,0.47440699126092384,0.984930615221939,0.057616844271968226,0.6199634832237928,0.15083618647545238,24,1.9900763177871703,288.02800139948727
BBOB_F5,BBOB_F5,422,0.5268414481897628,0.9907953653121614,0.057616844271968226,0.6233614544500848,0.14945093100903117,29,1.9800151467323304,290.6184438615292
BBOB_F5,BBOB_F5,464,0.5792759051186017,0.9901068660613284,0.057616844271968226,0.6263979688906357,0.1473265604969405,30,1.990590012073517,294.6703643146157
BBOB_F5,BBOB_F5,506,0.6317103620474407,0.9937153949212797,0.057616844271968226,0.6288498527180865,0.14598937432809378,33,1.9765749776363373,295.8046605487913
BBOB_F5,BBOB_F5,548,0.6841448189762797,0.9914337613098535,0.057809901414164734,0.6233811308365024,0.14963010324085327,32,1.961808022260666,294.0453408393264
BBOB_F5,BBOB_F5,590,0.7365792759051186,0.9892423880879838,0.05720876320415867,0.6416855558860126,0.13692502405392978,21,1.9375693166255952,296.32386662356555
BBOB_F5,BBOB_F5,633,0.7902621722846442,0.9924603578487382,0.05720876320415867,0.6325804080244465,0.14321432638038595,20,1.9320438921451568,296.606858434286
BBOB_F5,BBOB_F5,675,0.8426966292134831,0.9931389208749979,0.056976657737090604,0.632011598004346,0.14362797979358408,22,1.9291511118412017,298.4551211577654
BBOB_F5,BBOB_F5,717,0.8951310861423221,0.991836767882397,0.056976657737090604,0.631805111985927,0.14393600222967465,23,1.9255114662647248,297.4620559090376
BBOB_F5,BBOB_F5,759,0.947565543071161,0.9898485386551499,0.057128508706554885,0.6262501447808502,0.14767495333565903,26,1.9115025544166564,299.7236821612716
BBOB_F5,BBOB_F5,801,1.0,0.9916414572246325,0.057114179592115774,0.632434952849803,0.14347314647279344,21,1.904153574705124,300.90760971978307
BBOB_F55,BBOB_F55,1,0.0012484394506866417,0.0013002426701386282,1.1266356933143833,0.01619547401239777,1.1023868734023285,2,6.2008013033866884,77.60620323181152
BBOB_F55,BBOB_F55,43,0.05368289637952559,0.11223468591903675,0.8492018963020073,0.05304415934719642,0.8116589613039913,4,3.905483410358429,58.143801345825196
BBOB_F55,BBOB_F55,85,0.10611735330836454,0.11456613732690454,0.8503044874173931,0.0784397503552265,0.8881622585996679,2,3.99422416806221,59.176711540222165
BBOB_F55,BBOB_F55,127,0.1585518102372035,0.11259326715611435,0.844773467103063,0.0456498483409437,0.9787736813344106,4,3.637271079421043,60.36961795806885
BBOB_F55,BBOB_F55,169,0.21098626716604243,0.11215399141356243,0.851871228562126,0.05561735451700264,0.9737383354611324,8,3.7043251103162764,60.623347473144534
BBOB_F55,BBOB_F55,212,0.264669163545568,0.09353142445349542,0.8673041893438012,0.03498511720752692,0.9748171052418585,5,3.9582295632362365,62.82996185302734
BBOB_F55,BBOB_F55,254,0.317103620474407,0.09206727419958602,0.8401439352290383,0.010913124018603122,1.0693526709873966,13,3.6230504941940307,65.46472660064697
BBOB_F55,BBOB_F55,296,0.36953807740324596,0.08981453338115143,0.8544829115740812,0.023642792771599717,1.0804146738346438,10,3.5810972058773043,65.78959144592285
BBOB_F55,BBOB_F55,338,0.42197253433208487,0.08526319519433476,0.8482350351397954,0.014721460457780411,0.9962567557047379,6,3.2600420236587526,66.82411334991455
BBOB_F55,BBOB_F55,380,0.47440699126092384,0.0835098260631646,0.8597715784118592,0.03402331698485087,0.9737641082282643,4,3.4328545182943344,66.51497482299804
BBOB_F55,BBOB_F55,422,0.5268414481897628,0.06989783633776127,0.8760931382665755,0.017523487668757894,1.0420868139756256,3,3.4664474791288375,66.49726146697998
BBOB_F55,BBOB_F55,464,0.5792759051186017,0.0760764988513267,0.8763654218666632,0.04034297121327233,0.8651865911432511,3,3.4181463497877123,66.55889019012452
BBOB_F55,BBOB_F55,506,0.6317103620474407,0.07278263268775903,0.8702265510590612,0.020434695852696787,1.0254079031920116,7,3.6883816826343536,66.28237636566162
BBOB_F55,BBOB_F55,548,0.6841448189762797,0.08248883344107984,0.8550003431427989,0.0482745100188235,0.8422524936964024,5,3.604423179030418,65.87198673248291
BBOB_F55,BBOB_F55,590,0.7365792759051186,0.1013421334257912,0.8266509628609856,0.05541152276870654,0.8508586742775528,4,3.8454095596075057,66.01793674468995
BBOB_F55,BBOB_F55,633,0.7902621722846442,0.06618002903356665,0.8813184594853614,0.044152041880710376,0.9505147955613023,5,3.942773421406746,66.22820682525635
BBOB_F55,BBOB_F55,675,0.8426966292134831,0.07733338638038495,0.8640991575630746,0.012599035419480228,1.0389631470881684,8,4.069539299607277,67.12999870300293
BBOB_F55,BBOB_F55,717,0.8951310861423221,0.0857063107860071,0.8489249550167033,0.009127898244573567,1.1037909404272614,6,3.899255412220955,66.50537166595458
BBOB_F55,BBOB_F55,759,0.947565543071161,0.07144158176516154,0.8692723172017641,0.015738953224436133,0.9669457454137718,9,4.181314124464989,66.11902423858642
BBOB_F55,BBOB_F55,801,1.0,0.0845480085501315,0.8471963459607844,0.0049947377070019205,1.0035095896154942,9,4.068677075505256,66.15605175018311
DTLZ1,DTLZ1,1,0.0026246719160104987,1.3310000000000004,0.0,0.0,127.18005905662487,24,31.62277603149414,0.0
DTLZ1,DTLZ1,21,0.05511811023622047,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,41,0.10761154855643044,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,61,0.16010498687664043,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,81,0.2125984251968504,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,101,0.2650918635170604,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,121,0.31758530183727035,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,141,0.3700787401574803,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,161,0.4225721784776903,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,181,0.47506561679790027,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,201,0.5275590551181102,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,221,0.5800524934383202,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,241,0.6325459317585301,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,261,0.6850393700787402,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,281,0.7375328083989501,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,301,0.7900262467191601,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,321,0.84251968503937,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,341,0.89501312335958,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,361,0.94750656167979,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ1,DTLZ1,381,1.0,1.3310000000000004,0.0,0.0,109.89526159712948,4,31.62277603149414,0.0
DTLZ2,DTLZ2,1,0.0026246719160104987,0.030327481997470037,0.5096122275775027,0.043027001994663555,0.4675068812730688,44,0.14720933499435584,0.8781385749818698
DTLZ2,DTLZ2,21,0.05511811023622047,0.54041920661587,0.1401549636582261,0.6002354939580246,0.07592968450661612,74,0.054546417470370964,0.4414731230002843
DTLZ2,DTLZ2,41,0.10761154855643044,0.5910600685259537,0.1311911626391056,0.6480497633419708,0.061362237687511825,77,0.053636757943720095,0.4127907023532316
DTLZ2,DTLZ2,61,0.16010498687664043,0.6416205561714915,0.11933166186932474,0.6680902249988702,0.05645938774047531,89,0.05363572905106204,0.4043664032105534
DTLZ2,DTLZ2,81,0.2125984251968504,0.6417297517335501,0.11817102114099426,0.6685578485077076,0.05473531259213026,81,0.05373001068771358,0.4037119107945482
DTLZ2,DTLZ2,101,0.2650918635170604,0.632385080011481,0.12416166069478918,0.6675673376882484,0.05838321436931293,82,0.0540591991639563,0.40330087746759613
DTLZ2,DTLZ2,121,0.31758530183727035,0.6514793594222659,0.11639728691098383,0.6770515123821739,0.0549936140617712,85,0.05364193309335009,0.40162176258034177
DTLZ2,DTLZ2,141,0.3700787401574803,0.6517991008920616,0.11487734270826944,0.6754767186386625,0.05450820052828169,83,0.053269767705055454,0.4005002190972427
DTLZ2,DTLZ2,161,0.4225721784776903,0.6559923378883311,0.11691349602285916,0.6773517156309278,0.056204094171355565,85,0.05316122607401912,0.4013615446608691
DTLZ2,DTLZ2,181,0.47506561679790027,0.6440994665086026,0.11982849983463423,0.6718456374324386,0.05829482526775373,83,0.05316188405785296,0.40267973357981574
DTLZ2,DTLZ2,201,0.5275590551181102,0.6434355643386507,0.11854154687808577,0.6781667600493911,0.05300404888148598,88,0.05313362991880803,0.400411145016551
DTLZ2,DTLZ2,221,0.5800524934383202,0.6422027469334733,0.12075075783521406,0.6741164374366675,0.056022178634513135,85,0.053028748234704375,0.4011990884058399
DTLZ2,DTLZ2,241,0.6325459317585301,0.6419842919327449,0.12052441908546697,0.6711111231867193,0.054437217104960425,88,0.05295427709463097,0.4019161636833959
DTLZ2,DTLZ2,261,0.6850393700787402,0.6373586933407438,0.12222786202611216,0.6713274098241369,0.05497700720637452,87,0.05330174553488928,0.40233210535084324
DTLZ2,DTLZ2,281,0.7375328083989501,0.6381352463160439,0.12021901836633692,0.6725189608806499,0.05465651797180651,94,0.05335765763052872,0.40190867692719967
DTLZ2,DTLZ2,301,0.7900262467191601,0.6320912454399914,0.12164812243223162,0.6675374047010542,0.05626702452557039,89,0.05352926180062313,0.403565321135379
DTLZ2,DTLZ2,321,0.84251968503937,0.6302044666848439,0.12377119727755913,0.6659179516903011,0.057085437912775615,86,0.0534133123145217,0.40303348831255875
