label,b5m,b5r,moead_media,razao,deg,colapso_sonda
BBOB_F1,0.087093,0.086082,0.05711,0.6557358226263879,False,False
BBOB_F17,0.486783,0.365813,0.560349,1.1511268881616654,True,True
BBOB_F22,0.75217,0.738355,0.741012,0.9851655875666405,False,False
BBOB_F37,0.241362,0.254423,0.595891,2.4688683388437282,False,False
BBOB_F49,0.622285,0.732815,0.6781,1.0896936291249188,False,False
BBOB_F5,0.143473,0.153223,0.126296,0.8802771253127766,False,False
BBOB_F55,1.00351,1.001802,1.355683,1.350941196400634,False,False
DTLZ1,109.89521,102.55984,539.925559,4.913094565268131,True,True
DTLZ2,0.05689,0.047529,0.890397,15.65120407804535,True,True
DTLZ3,542.282709,354.211684,832.401382,1.5349952491293615,True,True
DTLZ4,0.600294,0.657244,1.138293,1.8962258493338264,True,True
DTLZ7,0.937925,0.823983,0.368229,0.39259962150491773,False,False
MMF1,0.127486,0.061007,4.112282,32.256734072760935,False,False
MMF11_L,0.028585,0.032163,1.398777,48.93395137309778,False,False
MMF16_20,0.070164,0.114382,0.300844,4.287725899321589,False,False
MMF4,0.032587,0.027089,0.14433,4.4290668057814475,False,False
WFG1,0.976919,0.672441,0.68871,0.7049816822070203,False,False
WFG2,0.229957,0.292783,0.594007,2.5831220619507125,False,False
WFG4,0.136045,0.127251,0.411893,3.027623212907494,False,False
WFG5,0.31767,0.398124,0.300531,0.9460477854377184,False,False
WFG9,0.323241,0.381448,0.527066,1.6305666669760335,False,False
ZDT1,1.136404,0.31493,0.19782,0.1740754168411938,False,False
ZDT3,1.296297,1.341037,0.84702,0.6534150738603884,False,False
ZDT4,46.726657,127.250292,210.627354,4.507648685417405,False,False
ZDT6,6.636511,3.42409,0.107769,0.01623880379313769,True,True
swap_medium-lhs_DTLZ2,0.0652232228138054,0.0341209127637435,2.6858554259615,41.17943441140418,True,True
swap_medium-lhs_MMF16_20,0.9554466398286064,0.0663066077687282,0.1083029273050796,0.1133531929365596,True,True
swap_medium-lhs_WFG9,0.2172676836961543,0.2640825615959608,0.4715390861488531,2.170313956162453,False,False
swap_medium-lhs_ZDT1,1.274892214441708,0.3293505882553668,0.2363395819929156,0.18538004963534255,False,False
swap_medium-lhs_ZDT4,194.1053992264428,147.9988858935588,144.511610049797,0.7445007229356365,True,True
swap_medium-mvns_DTLZ2,0.3006700608837325,0.14235330385163,2.4272082225160583,8.072663488283414,True,True
swap_medium-mvns_MMF16_20,0.3596495990939097,0.1751736254693757,0.427483158031282,1.1886101336085737,True,True
swap_medium-mvns_WFG9,0.1470111121331711,0.2625032135776761,0.3880102203282564,2.639325794479906,True,False
swap_medium-mvns_ZDT1,1.0392303921031798,0.2180349196082246,0.4151214776173196,0.39945086361187204,False,False
swap_medium-mvns_ZDT4,210.2757193510589,55.58420016276929,144.511610049797,0.6872482020072532,True,True
swap_small-lhs_DTLZ2,0.0568896497309299,0.0475287542796671,0.8903968304333774,15.651297461746971,True,True
swap_small-lhs_MMF16_20,0.070164044986177,0.1143820527742327,0.3008439883314093,4.287722983911183,False,False
swap_small-lhs_WFG9,0.3232408296003493,0.3814484131886394,0.5270662155329972,1.6305681933332956,False,False
swap_small-lhs_ZDT1,1.1364037520830672,0.3149297108499606,0.1978200027599326,0.17407545724600235,False,False
swap_small-lhs_ZDT4,46.72665736750811,127.2502917669306,210.62735414764612,4.507648653124247,False,False
swap_small-mvns_DTLZ2,0.2567244172714907,0.1841255896618742,0.6855614410586673,2.670417751240521,True,True
swap_small-mvns_MMF16_20,0.1380870755301061,0.2298629132323189,0.0818224632569449,0.5925425166898096,False,False
swap_small-mvns_WFG9,0.2158577923117681,0.3317443350608733,0.3237291682122958,1.4997335270840106,False,False
swap_small-mvns_ZDT1,1.5715033269870011,0.2866788829404834,0.1957720292758788,0.12457627414077893,False,False
swap_small-mvns_ZDT4,230.33197698523173,149.83316582803292,204.2132483475365,0.8866039836085379,False,False
