config,label,g,objs_zerados,M
moead_media,DTLZ4,261,2,3
moead_media,DTLZ4,271,2,3
moead_media,DTLZ4,281,2,3
moead_media,DTLZ4,291,2,3
moead_media,DTLZ4,301,2,3
moead_media,DTLZ4,311,2,3
moead_media,DTLZ4,321,2,3
moead_media,DTLZ4,331,2,3
moead_media,DTLZ4,341,2,3
moead_media,DTLZ4,351,2,3
moead_media,DTLZ4,361,2,3
moead_media,DTLZ4,371,2,3
moead_media,DTLZ4,381,2,3
moead_media,ZDT6,1,1,2
moead_media,ZDT6,11,1,2
moead_media,ZDT6,21,1,2
moead_media,ZDT6,31,1,2
moead_media,ZDT6,41,1,2
moead_media,ZDT6,51,1,2
moead_media,ZDT6,61,1,2
moead_media,ZDT6,71,1,2
moead_media,ZDT6,81,1,2
moead_media,ZDT6,91,1,2
moead_media,ZDT6,101,1,2
moead_media,ZDT6,111,1,2
moead_media,ZDT6,121,1,2
moead_media,ZDT6,131,1,2
moead_media,ZDT6,141,1,2
moead_media,ZDT6,151,1,2
moead_media,ZDT6,161,1,2
moead_media,ZDT6,171,1,2
moead_media,ZDT6,181,1,2
moead_media,ZDT6,191,1,2
moead_media,ZDT6,201,1,2
moead_media,ZDT6,211,1,2
moead_media,ZDT6,221,1,2
moead_media,ZDT6,231,1,2
moead_media,ZDT6,241,1,2
moead_media,ZDT6,251,1,2
moead_media,ZDT6,261,1,2
moead_media,ZDT6,271,1,2
moead_media,ZDT6,281,1,2
moead_media,ZDT6,291,1,2
moead_media,ZDT6,301,1,2
moead_media,ZDT6,311,1,2
moead_media,ZDT6,321,1,2
moead_media,ZDT6,331,1,2
moead_media,ZDT6,341,1,2
moead_media,ZDT6,351,1,2
moead_media,ZDT6,361,1,2
moead_media,ZDT6,371,1,2
moead_media,ZDT6,381,1,2
moead_media,ZDT6,391,1,2
moead_media,ZDT6,401,1,2
moead_media,ZDT6,411,1,2
moead_media,ZDT6,421,1,2
moead_media,ZDT6,431,1,2
moead_media,ZDT6,441,1,2
moead_media,ZDT6,451,1,2
moead_media,ZDT6,461,1,2
moead_media,ZDT6,471,1,2
moead_media,ZDT6,481,1,2
moead_media,ZDT6,491,1,2
moead_media,ZDT6,501,1,2
moead_media,ZDT6,511,1,2
moead_media,ZDT6,521,1,2
moead_media,ZDT6,531,1,2
moead_media,ZDT6,541,1,2
moead_media,ZDT6,551,1,2
moead_media,ZDT6,561,1,2
moead_media,ZDT6,571,1,2
moead_media,ZDT6,581,1,2
moead_media,ZDT6,591,1,2
moead_media,ZDT6,601,1,2
moead_media,ZDT6,611,1,2
moead_media,ZDT6,621,1,2
moead_media,ZDT6,631,1,2
moead_media,ZDT6,641,1,2
moead_media,ZDT6,651,1,2
moead_media,ZDT6,661,1,2
moead_media,ZDT6,671,1,2
moead_media,ZDT6,681,1,2
moead_media,ZDT6,691,1,2
moead_media,ZDT6,701,1,2
moead_media,ZDT6,711,1,2
moead_media,ZDT6,721,1,2
moead_media,ZDT6,731,1,2
moead_media,ZDT6,741,1,2
moead_media,ZDT6,751,1,2
moead_media,ZDT6,761,1,2
moead_media,ZDT6,771,1,2
moead_media,ZDT6,781,1,2
moead_media,ZDT6,791,1,2
moead_media,ZDT6,801,1,2
moead_media,swap_medium-lhs_DTLZ2,11,2,3
moead_media,swap_medium-lhs_DTLZ2,21,2,3
moead_media,swap_medium-lhs_DTLZ2,31,3,3
moead_media,swap_medium-lhs_DTLZ2,41,3,3
moead_media,swap_medium-lhs_DTLZ2,51,3,3
moead_media,swap_medium-lhs_DTLZ2,61,3,3
moead_media,swap_medium-lhs_DTLZ2,71,3,3
moead_media,swap_medium-lhs_DTLZ2,81,3,3
moead_media,swap_medium-lhs_DTLZ2,91,3,3
moead_media,swap_medium-lhs_DTLZ2,101,3,3
moead_media,swap_medium-lhs_DTLZ2,111,3,3
moead_media,swap_medium-lhs_DTLZ2,121,3,3
moead_media,swap_medium-lhs_DTLZ2,131,3,3
moead_media,swap_medium-lhs_DTLZ2,141,3,3
moead_media,swap_medium-lhs_DTLZ2,151,3,3
moead_media,swap_medium-lhs_DTLZ2,161,3,3
moead_media,swap_medium-lhs_DTLZ2,171,3,3
moead_media,swap_medium-lhs_DTLZ2,181,3,3
moead_media,swap_medium-lhs_DTLZ2,191,3,3
moead_media,swap_medium-lhs_DTLZ2,201,3,3
moead_media,swap_medium-lhs_DTLZ2,211,3,3
moead_media,swap_medium-lhs_DTLZ2,221,3,3
moead_media,swap_medium-lhs_DTLZ2,231,3,3
moead_media,swap_medium-lhs_DTLZ2,241,3,3
moead_media,swap_medium-lhs_DTLZ2,251,3,3
moead_media,swap_medium-lhs_DTLZ2,261,3,3
moead_media,swap_medium-lhs_DTLZ2,271,3,3
moead_media,swap_medium-lhs_DTLZ2,281,3,3
moead_media,swap_medium-lhs_DTLZ2,291,3,3
moead_media,swap_medium-lhs_DTLZ2,301,3,3
moead_media,swap_medium-lhs_DTLZ2,311,3,3
moead_media,swap_medium-lhs_DTLZ2,321,3,3
moead_media,swap_medium-lhs_DTLZ2,331,3,3
moead_media,swap_medium-lhs_DTLZ2,341,3,3
moead_media,swap_medium-lhs_DTLZ2,351,3,3
moead_media,swap_medium-lhs_DTLZ2,361,3,3
moead_media,swap_medium-lhs_DTLZ2,371,3,3
moead_media,swap_medium-lhs_DTLZ2,381,3,3
moead_media,swap_medium-lhs_MMF16_20,1,3,3
moead_media,swap_medium-lhs_MMF16_20,11,3,3
moead_media,swap_medium-lhs_MMF16_20,21,3,3
moead_media,swap_medium-lhs_MMF16_20,31,3,3
moead_media,swap_medium-lhs_MMF16_20,41,3,3
moead_media,swap_medium-lhs_MMF16_20,51,3,3
moead_media,swap_medium-lhs_MMF16_20,61,3,3
moead_media,swap_medium-lhs_MMF16_20,71,3,3
moead_media,swap_medium-lhs_MMF16_20,81,3,3
moead_media,swap_medium-lhs_MMF16_20,91,3,3
moead_media,swap_medium-lhs_MMF16_20,101,3,3
moead_media,swap_medium-lhs_MMF16_20,111,3,3
moead_media,swap_medium-lhs_MMF16_20,121,3,3
moead_media,swap_medium-lhs_MMF16_20,131,3,3
moead_media,swap_medium-lhs_MMF16_20,141,3,3
moead_media,swap_medium-lhs_MMF16_20,151,3,3
moead_media,swap_medium-lhs_MMF16_20,161,3,3
moead_media,swap_medium-lhs_MMF16_20,171,3,3
moead_media,swap_medium-lhs_MMF16_20,181,3,3
moead_media,swap_medium-lhs_MMF16_20,191,3,3
moead_media,swap_medium-lhs_MMF16_20,201,3,3
moead_media,swap_medium-lhs_MMF16_20,211,3,3
moead_media,swap_medium-lhs_MMF16_20,221,3,3
moead_media,swap_medium-lhs_MMF16_20,231,3,3
moead_media,swap_medium-lhs_MMF16_20,241,3,3
moead_media,swap_medium-lhs_MMF16_20,251,3,3
moead_media,swap_medium-lhs_MMF16_20,261,3,3
moead_media,swap_medium-lhs_MMF16_20,271,3,3
moead_media,swap_medium-lhs_MMF16_20,281,3,3
moead_media,swap_medium-lhs_MMF16_20,291,3,3
moead_media,swap_medium-lhs_MMF16_20,301,3,3
moead_media,swap_medium-lhs_MMF16_20,311,3,3
moead_media,swap_medium-lhs_MMF16_20,321,3,3
moead_media,swap_medium-lhs_MMF16_20,331,3,3
moead_media,swap_medium-lhs_MMF16_20,341,3,3
moead_media,swap_medium-lhs_MMF16_20,351,3,3
moead_media,swap_medium-lhs_MMF16_20,361,3,3
moead_media,swap_medium-lhs_MMF16_20,371,3,3
moead_media,swap_medium-lhs_MMF16_20,381,3,3
moead_media,swap_medium-lhs_ZDT4,1,1,2
moead_media,swap_medium-lhs_ZDT4,11,1,2
moead_media,swap_medium-lhs_ZDT4,21,1,2
moead_media,swap_medium-lhs_ZDT4,31,1,2
moead_media,swap_medium-lhs_ZDT4,41,1,2
moead_media,swap_medium-lhs_ZDT4,51,1,2
moead_media,swap_medium-lhs_ZDT4,61,1,2
moead_media,swap_medium-lhs_ZDT4,71,1,2
moead_media,swap_medium-lhs_ZDT4,81,1,2
moead_media,swap_medium-lhs_ZDT4,91,1,2
moead_media,swap_medium-lhs_ZDT4,101,1,2
moead_media,swap_medium-lhs_ZDT4,111,1,2
moead_media,swap_medium-lhs_ZDT4,121,1,2
moead_media,swap_medium-lhs_ZDT4,131,1,2
moead_media,swap_medium-lhs_ZDT4,141,1,2
moead_media,swap_medium-lhs_ZDT4,151,1,2
moead_media,swap_medium-lhs_ZDT4,161,1,2
moead_media,swap_medium-lhs_ZDT4,171,1,2
moead_media,swap_medium-lhs_ZDT4,181,1,2
moead_media,swap_medium-lhs_ZDT4,191,1,2
moead_media,swap_medium-lhs_ZDT4,201,1,2
moead_media,swap_medium-lhs_ZDT4,211,1,2
moead_media,swap_medium-lhs_ZDT4,221,1,2
moead_media,swap_medium-lhs_ZDT4,231,1,2
moead_media,swap_medium-lhs_ZDT4,241,1,2
moead_media,swap_medium-lhs_ZDT4,251,1,2
moead_media,swap_medium-lhs_ZDT4,261,1,2
moead_media,swap_medium-lhs_ZDT4,271,1,2
moead_media,swap_medium-lhs_ZDT4,281,1,2
moead_media,swap_medium-lhs_ZDT4,291,1,2
moead_media,swap_medium-lhs_ZDT4,301,1,2
moead_media,swap_medium-lhs_ZDT4,311,1,2
moead_media,swap_medium-lhs_ZDT4,321,1,2
moead_media,swap_medium-lhs_ZDT4,331,1,2
moead_media,swap_medium-lhs_ZDT4,341,1,2
moead_media,swap_medium-lhs_ZDT4,351,1,2
moead_media,swap_medium-lhs_ZDT4,361,1,2
moead_media,swap_medium-lhs_ZDT4,371,1,2
moead_media,swap_medium-lhs_ZDT4,381,1,2
moead_media,swap_medium-lhs_ZDT4,391,1,2
moead_media,swap_medium-lhs_ZDT4,401,1,2
moead_media,swap_medium-lhs_ZDT4,411,1,2
moead_media,swap_medium-lhs_ZDT4,421,1,2
moead_media,swap_medium-lhs_ZDT4,431,1,2
moead_media,swap_medium-lhs_ZDT4,441,1,2
moead_media,swap_medium-lhs_ZDT4,451,1,2
moead_media,swap_medium-lhs_ZDT4,461,1,2
moead_media,swap_medium-lhs_ZDT4,471,1,2
moead_media,swap_medium-lhs_ZDT4,481,1,2
moead_media,swap_medium-lhs_ZDT4,491,1,2
moead_media,swap_medium-lhs_ZDT4,501,1,2
moead_media,swap_medium-lhs_ZDT4,511,1,2
moead_media,swap_medium-lhs_ZDT4,521,1,2
moead_media,swap_medium-lhs_ZDT4,531,1,2
moead_media,swap_medium-lhs_ZDT4,541,1,2
moead_media,swap_medium-lhs_ZDT4,551,1,2
moead_media,swap_medium-lhs_ZDT4,561,1,2
moead_media,swap_medium-lhs_ZDT4,571,1,2
moead_media,swap_medium-lhs_ZDT4,581,1,2
moead_media,swap_medium-lhs_ZDT4,591,1,2
moead_media,swap_medium-lhs_ZDT4,601,1,2
moead_media,swap_medium-lhs_ZDT4,611,1,2
moead_media,swap_medium-lhs_ZDT4,621,1,2
moead_media,swap_medium-lhs_ZDT4,631,1,2
moead_media,swap_medium-lhs_ZDT4,641,1,2
moead_media,swap_medium-lhs_ZDT4,651,1,2
moead_media,swap_medium-lhs_ZDT4,661,1,2
moead_media,swap_medium-lhs_ZDT4,671,1,2
moead_media,swap_medium-lhs_ZDT4,681,1,2
moead_media,swap_medium-lhs_ZDT4,691,1,2
moead_media,swap_medium-lhs_ZDT4,701,1,2
moead_media,swap_medium-lhs_ZDT4,711,1,2
moead_media,swap_medium-lhs_ZDT4,721,1,2
moead_media,swap_medium-lhs_ZDT4,731,1,2
moead_media,swap_medium-lhs_ZDT4,741,1,2
moead_media,swap_medium-lhs_ZDT4,751,1,2
moead_media,swap_medium-lhs_ZDT4,761,1,2
moead_media,swap_medium-lhs_ZDT4,771,1,2
moead_media,swap_medium-lhs_ZDT4,781,1,2
moead_media,swap_medium-lhs_ZDT4,791,1,2
moead_media,swap_medium-lhs_ZDT4,801,1,2
moead_media,swap_medium-mvns_DTLZ2,11,2,3
moead_media,swap_medium-mvns_DTLZ2,21,2,3
moead_media,swap_medium-mvns_DTLZ2,31,2,3
moead_media,swap_medium-mvns_DTLZ2,41,2,3
moead_media,swap_medium-mvns_DTLZ2,51,3,3
moead_media,swap_medium-mvns_DTLZ2,61,2,3
moead_media,swap_medium-mvns_DTLZ2,71,3,3
moead_media,swap_medium-mvns_DTLZ2,81,3,3
moead_media,swap_medium-mvns_DTLZ2,91,3,3
moead_media,swap_medium-mvns_DTLZ2,101,3,3
moead_media,swap_medium-mvns_DTLZ2,111,3,3
moead_media,swap_medium-mvns_DTLZ2,121,3,3
moead_media,swap_medium-mvns_DTLZ2,131,3,3
moead_media,swap_medium-mvns_DTLZ2,141,3,3
moead_media,swap_medium-mvns_DTLZ2,151,3,3
moead_media,swap_medium-mvns_DTLZ2,161,3,3
moead_media,swap_medium-mvns_DTLZ2,171,3,3
moead_media,swap_medium-mvns_DTLZ2,181,3,3
moead_media,swap_medium-mvns_DTLZ2,191,3,3
moead_media,swap_medium-mvns_DTLZ2,201,3,3
moead_media,swap_medium-mvns_DTLZ2,211,3,3
moead_media,swap_medium-mvns_DTLZ2,221,3,3
moead_media,swap_medium-mvns_DTLZ2,231,3,3
moead_media,swap_medium-mvns_DTLZ2,241,3,3
moead_media,swap_medium-mvns_DTLZ2,251,3,3
moead_media,swap_medium-mvns_DTLZ2,261,3,3
moead_media,swap_medium-mvns_DTLZ2,271,3,3
moead_media,swap_medium-mvns_DTLZ2,281,3,3
moead_media,swap_medium-mvns_DTLZ2,291,3,3
moead_media,swap_medium-mvns_DTLZ2,301,3,3
moead_media,swap_medium-mvns_DTLZ2,311,3,3
moead_media,swap_medium-mvns_DTLZ2,321,3,3
moead_media,swap_medium-mvns_DTLZ2,331,3,3
moead_media,swap_medium-mvns_DTLZ2,341,3,3
moead_media,swap_medium-mvns_DTLZ2,351,3,3
moead_media,swap_medium-mvns_DTLZ2,361,3,3
moead_media,swap_medium-mvns_DTLZ2,371,3,3
moead_media,swap_medium-mvns_DTLZ2,381,3,3
moead_media,swap_medium-mvns_MMF16_20,1,2,3
moead_media,swap_medium-mvns_MMF16_20,11,2,3
moead_media,swap_medium-mvns_MMF16_20,21,2,3
moead_media,swap_medium-mvns_MMF16_20,31,2,3
moead_media,swap_medium-mvns_MMF16_20,41,2,3
moead_media,swap_medium-mvns_MMF16_20,51,2,3
moead_media,swap_medium-mvns_MMF16_20,61,2,3
moead_media,swap_medium-mvns_MMF16_20,71,2,3
moead_media,swap_medium-mvns_MMF16_20,81,2,3
moead_media,swap_medium-mvns_MMF16_20,91,2,3
moead_media,swap_medium-mvns_MMF16_20,101,2,3
moead_media,swap_medium-mvns_MMF16_20,111,2,3
moead_media,swap_medium-mvns_MMF16_20,121,2,3
moead_media,swap_medium-mvns_MMF16_20,131,2,3
moead_media,swap_medium-mvns_MMF16_20,141,2,3
moead_media,swap_medium-mvns_MMF16_20,151,2,3
moead_media,swap_medium-mvns_MMF16_20,161,2,3
moead_media,swap_medium-mvns_MMF16_20,171,2,3
moead_media,swap_medium-mvns_WFG9,181,2,2
moead_media,swap_medium-mvns_WFG9,191,2,2
moead_media,swap_medium-mvns_WFG9,201,2,2
moead_media,swap_medium-mvns_WFG9,211,2,2
moead_media,swap_medium-mvns_WFG9,221,2,2
moead_media,swap_medium-mvns_WFG9,231,2,2
moead_media,swap_medium-mvns_WFG9,241,2,2
moead_media,swap_medium-mvns_WFG9,251,2,2
moead_media,swap_medium-mvns_WFG9,261,2,2
moead_media,swap_medium-mvns_WFG9,271,2,2
moead_media,swap_medium-mvns_WFG9,281,2,2
moead_media,swap_medium-mvns_WFG9,291,2,2
moead_media,swap_medium-mvns_WFG9,301,2,2
moead_media,swap_medium-mvns_WFG9,311,2,2
moead_media,swap_medium-mvns_WFG9,321,2,2
moead_media,swap_medium-mvns_WFG9,331,2,2
moead_media,swap_medium-mvns_WFG9,341,2,2
moead_media,swap_medium-mvns_WFG9,351,2,2
moead_media,swap_medium-mvns_WFG9,361,2,2
moead_media,swap_medium-mvns_WFG9,371,2,2
moead_media,swap_medium-mvns_WFG9,381,2,2
moead_media,swap_medium-mvns_WFG9,391,2,2
moead_media,swap_medium-mvns_WFG9,401,2,2
moead_media,swap_medium-mvns_WFG9,411,2,2
moead_media,swap_medium-mvns_WFG9,421,2,2
moead_media,swap_medium-mvns_WFG9,431,2,2
moead_media,swap_medium-mvns_WFG9,441,2,2
moead_media,swap_medium-mvns_WFG9,451,2,2
moead_media,swap_medium-mvns_WFG9,461,2,2
moead_media,swap_medium-mvns_WFG9,471,2,2
moead_media,swap_medium-mvns_WFG9,481,2,2
moead_media,swap_medium-mvns_WFG9,491,2,2
moead_media,swap_medium-mvns_WFG9,501,2,2
moead_media,swap_medium-mvns_WFG9,511,2,2
moead_media,swap_medium-mvns_WFG9,521,2,2
moead_media,swap_medium-mvns_WFG9,531,2,2
moead_media,swap_medium-mvns_WFG9,541,2,2
moead_media,swap_medium-mvns_WFG9,551,2,2
moead_media,swap_medium-mvns_WFG9,561,2,2
moead_media,swap_medium-mvns_WFG9,571,2,2
moead_media,swap_medium-mvns_WFG9,581,2,2
moead_media,swap_medium-mvns_WFG9,591,2,2
moead_media,swap_medium-mvns_WFG9,601,2,2
moead_media,swap_medium-mvns_WFG9,611,2,2
moead_media,swap_medium-mvns_WFG9,621,2,2
moead_media,swap_medium-mvns_WFG9,631,2,2
moead_media,swap_medium-mvns_WFG9,641,2,2
moead_media,swap_medium-mvns_WFG9,651,2,2
moead_media,swap_medium-mvns_WFG9,661,2,2
moead_media,swap_medium-mvns_WFG9,671,2,2
moead_media,swap_medium-mvns_WFG9,681,2,2
moead_media,swap_medium-mvns_WFG9,691,2,2
moead_media,swap_medium-mvns_WFG9,701,2,2
moead_media,swap_medium-mvns_WFG9,711,2,2
moead_media,swap_medium-mvns_WFG9,721,2,2
moead_media,swap_medium-mvns_WFG9,731,2,2
moead_media,swap_medium-mvns_WFG9,741,2,2
moead_media,swap_medium-mvns_WFG9,751,2,2
moead_media,swap_medium-mvns_WFG9,761,2,2
moead_media,swap_medium-mvns_WFG9,771,2,2
moead_media,swap_medium-mvns_WFG9,781,2,2
moead_media,swap_medium-mvns_WFG9,791,2,2
moead_media,swap_medium-mvns_WFG9,801,2,2
moead_media,swap_medium-mvns_ZDT4,1,1,2
moead_media,swap_medium-mvns_ZDT4,11,1,2
moead_media,swap_medium-mvns_ZDT4,21,1,2
moead_media,swap_medium-mvns_ZDT4,31,1,2
moead_media,swap_medium-mvns_ZDT4,41,1,2
moead_media,swap_medium-mvns_ZDT4,51,1,2
moead_media,swap_medium-mvns_ZDT4,61,1,2
moead_media,swap_medium-mvns_ZDT4,71,1,2
moead_media,swap_medium-mvns_ZDT4,81,1,2
moead_media,swap_medium-mvns_ZDT4,91,1,2
moead_media,swap_medium-mvns_ZDT4,101,1,2
moead_media,swap_medium-mvns_ZDT4,111,1,2
moead_media,swap_medium-mvns_ZDT4,121,1,2
moead_media,swap_medium-mvns_ZDT4,131,1,2
moead_media,swap_medium-mvns_ZDT4,141,1,2
moead_media,swap_medium-mvns_ZDT4,151,1,2
moead_media,swap_medium-mvns_ZDT4,161,1,2
moead_media,swap_medium-mvns_ZDT4,171,1,2
moead_media,swap_medium-mvns_ZDT4,181,1,2
moead_media,swap_medium-mvns_ZDT4,191,1,2
moead_media,swap_medium-mvns_ZDT4,201,1,2
moead_media,swap_medium-mvns_ZDT4,211,1,2
moead_media,swap_medium-mvns_ZDT4,221,1,2
moead_media,swap_medium-mvns_ZDT4,231,1,2
moead_media,swap_medium-mvns_ZDT4,241,1,2
moead_media,swap_medium-mvns_ZDT4,251,1,2
moead_media,swap_medium-mvns_ZDT4,261,1,2
moead_media,swap_medium-mvns_ZDT4,271,1,2
moead_media,swap_medium-mvns_ZDT4,281,1,2
