label,problema,schema_version,tem_params,tem_campanha_id,repo_hash,status,motivo_parada,n_geracoes,maxfe,fe_final,cache_hits,n_retries,fallback,stack_trace,env_exec,t_total,t_fit,t_busca,t_sonda,tempo_aval_real_s,n_fit_series,n_sigma_dict,tem_granularidade3,sonda_S,sonda_nblocos,cp_x_hash,doe_hash,doe_eq_cp,tier,dist,n1,n1_init_frac,fe_index_denso,sid_denso,n1_eq_maxfe,D,M,n2,n4,t4_n_acumulado,t4_inv_delta,t4_sonda_pos,n3,n3_offline,n3_sonda,n3_regimes,sigma_nan_frac,mu_nan_frac,fe_treino_max_uniq,fe_treino_max_val,fe_treino_max_eq_n1m1,rsid_null_frac,sonda_geracao_nan,pred_tipo_uniq,pred_classe_null,espaco_modelo_uniq,transf_null,modelo_flag_uniq,pop_uniq,pop_N,n_ger3,ger_densa,n3off_eq_NxG,aval_selecao,aval_total,lhs_g1_medio,lhs_g1_min,lhs_gfinal_medio,lhs_gfinal_min,g1_dentro_bounds,gfinal_dentro_bounds,n7,nd_recomputo_ok,n_nd,razao_fantasia,origem_linha_densa,origem_geracao_uniq,origem_geracao_val,origem_sid_null,link7_dX,n7_eq_popN,j_decision,j_header,j_sonda,j_footer,j_guard,j_malformada,j_recs,dec_keys,n_ds_membros_max,caminho,p_wrong_no_6,fe_dec_uniq,fe_dec_val,dec_eq_nger,footer_status
swap_medium-lhs_ZDT1,ZDT1,1,False,False,,ok,orcamento,801,2000,2000,0,0,False,,env_b5,688.4993,515.3444,151.2403,19.6993,0.0,1,20,False,20000,1,16908f61ab2663aa50c137d7a6e03bcb91af67d5e3caa526a8fc131ad825ecfc,16908f61ab2663aa50c137d7a6e03bcb91af67d5e3caa526a8fc131ad825ecfc,True,medium,lhs,2000,1.0,True,True,True,30,3,0,1,2000,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9919999999999999,0.96,0.11466666666666668,0.04,0.98,0.38,50,True,18,0.36,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-lhs_ZDT4,ZDT4,1,False,False,,ok,orcamento,801,2000,2000,0,0,False,,env_b5,248.4393,80.0246,145.8209,19.5657,0.0,1,20,False,20000,1,9fe9cfadb257e121a0da9e90c1931bb383176efd0402cd234743e2794434dd0f,9fe9cfadb257e121a0da9e90c1931bb383176efd0402cd234743e2794434dd0f,True,medium,lhs,2000,1.0,True,True,True,10,3,0,1,2000,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9960000000000001,0.98,0.039999999999999994,0.04,1.0,0.02,50,True,10,0.2,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-mvns_DTLZ2,DTLZ2,1,False,False,,ok,orcamento,381,2000,2000,0,0,False,,env_b5,610.2503,378.8587,198.2623,28.4952,0.0,1,20,False,20000,1,9136898065898e9ff94fe7b13e7e63b7cac5374cc4b389fbced4e8364c009a05,9136898065898e9ff94fe7b13e7e63b7cac5374cc4b389fbced4e8364c009a05,True,medium,mvns,2000,1.0,True,True,True,12,4,0,1,2000,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,1.0,1.0,0.009523809523809523,0.009523809523809525,1.0,1.0,105,True,4,0.0380952380952381,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-mvns_MMF16_20,MMF16_20,1,False,False,,ok,orcamento,381,2000,2000,0,0,False,,env_b5,749.3003,516.4055,200.21,28.862,0.0,1,20,False,20000,1,9e26bb151acbb5119a571d46ad14920a24ab59692718aa0c7c627d4b940b5182,9e26bb151acbb5119a571d46ad14920a24ab59692718aa0c7c627d4b940b5182,True,medium,mvns,2000,1.0,True,True,True,20,4,0,1,2000,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,1.0,1.0,0.02095238095238095,0.009523809523809525,1.0,1.0,105,True,6,0.05714285714285714,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-mvns_WFG9,WFG9,1,False,False,,ok,orcamento,801,2000,2000,0,0,False,,env_b5,487.5211,317.1381,148.2531,19.2688,0.0,1,20,False,20000,1,a4d46d8b02145e4d89d421f634b6c4faabe175a71cde216e1af419b3deeb370b,a4d46d8b02145e4d89d421f634b6c4faabe175a71cde216e1af419b3deeb370b,True,medium,mvns,2000,1.0,True,True,True,22,3,0,1,2000,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,1.0,1.0,0.020000000000000004,0.02,1.0,1.0,50,True,50,1.0,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-mvns_ZDT1,ZDT1,1,False,False,,ok,orcamento,801,2000,2000,0,0,False,,env_b5,761.7418,591.4018,148.4305,19.7465,0.0,1,20,False,20000,1,30979d3dbd662595d5376b5ebdd81c21a5dc0bc9842bb6d9f6b71e27af77863e,30979d3dbd662595d5376b5ebdd81c21a5dc0bc9842bb6d9f6b71e27af77863e,True,medium,mvns,2000,1.0,True,True,True,30,3,0,1,2000,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,1.0,1.0,0.09733333333333336,0.02,1.0,1.0,50,True,22,0.44,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_medium-mvns_ZDT4,ZDT4,1,False,False,,ok,orcamento,801,2000,2000,0,0,False,,env_b5,243.4142,78.2996,143.0956,19.0311,0.0,1,20,False,20000,1,d4ef5f2dd67cf7a77cb94032e324652792faf9e59a9c75e8e244e3813986e14e,d4ef5f2dd67cf7a77cb94032e324652792faf9e59a9c75e8e244e3813986e14e,True,medium,mvns,2000,1.0,True,True,True,10,3,0,1,2000,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,1999,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,1.0,1.0,0.039999999999999994,0.04,1.0,1.0,50,True,50,1.0,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,2000,True,ok|ok
swap_small-lhs_DTLZ2,DTLZ2,1,False,False,,ok,orcamento,381,371,371,0,0,False,,env_b5,57.6854,5.1134,46.5037,1.4473,0.0,1,20,False,20000,1,77b3ca1a9021b378f86d034ac80784954bed2938c4e61b6ce36e3998171f94f4,77b3ca1a9021b378f86d034ac80784954bed2938c4e61b6ce36e3998171f94f4,True,small,lhs,371,1.0,True,True,True,12,4,0,1,371,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,370,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.9452380952380953,0.8857142857142857,0.022222222222222227,0.009523809523809525,0.9714285714285714,0.009523809523809525,105,True,99,0.9428571428571428,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,371,True,ok|ok
swap_small-lhs_MMF16_20,MMF16_20,1,False,False,,ok,orcamento,381,619,619,0,0,False,,env_b5,84.5451,22.8663,54.6267,3.1096,0.0,1,20,False,20000,1,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,fcfc99f3791919393e33dae4609d320278de3688dba5da855e94c235d951ae14,True,small,lhs,619,1.0,True,True,True,20,4,0,1,619,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,618,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,0.950952380952381,0.9142857142857143,0.17619047619047618,0.009523809523809525,0.9428571428571428,0.0,105,True,65,0.6190476190476191,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,619,True,ok|ok
swap_small-lhs_WFG9,WFG9,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,70.9625,17.4828,48.3344,2.4814,0.0,1,20,False,20000,1,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,e3e2e563d660fc5e128841e87fccf22cb6b9ad3ea2a2561e3130dfe5047f76f3,True,small,lhs,681,1.0,True,True,True,22,3,0,1,681,7.62939453125e-06,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9800000000000001,0.94,0.15000000000000005,0.04,0.94,0.18,50,True,1,0.02,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
swap_small-lhs_ZDT1,ZDT1,1,False,False,,ok,orcamento,801,929,929,0,0,False,,env_b5,139.6989,66.9104,65.4435,4.9225,0.0,1,20,False,20000,1,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,1ddb5596375a2d3ebe838c14bc240aec883ab1afb27350f2cfc0abc4d99023fa,True,small,lhs,929,1.0,True,True,True,30,3,0,1,929,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,928,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.982,0.94,0.09800000000000002,0.04,0.94,0.06,50,True,23,0.46,True,1,801,1.0,0.0,True,801,1,1,3,0,1,MALFORMADA|decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,929,True,failed|ok|ok
swap_small-lhs_ZDT4,ZDT4,1,False,False,,ok,orcamento,801,309,309,0,0,False,,env_b5,41.2441,2.3173,36.0568,0.5922,0.0,1,20,False,20000,1,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,3713f51ffc45936daaa44d6da0f6f1ceb518720d8d63eb7f0b34baa53acb962e,True,small,lhs,309,1.0,True,True,True,10,3,0,1,309,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,308,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,0.9700000000000001,0.94,0.07200000000000001,0.02,0.98,0.0,50,True,17,0.34,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,309,True,ok|ok
swap_small-mvns_DTLZ2,DTLZ2,1,False,False,,ok,orcamento,381,371,371,0,0,False,,env_b5,56.7648,5.0175,46.2227,1.199,0.0,1,20,False,20000,1,0ea9b0f1194fe0a42dd199388d8920e1714b197346624cf20bdcaa54546d34e1,0ea9b0f1194fe0a42dd199388d8920e1714b197346624cf20bdcaa54546d34e1,True,small,mvns,371,1.0,True,True,True,12,4,0,1,371,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,370,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,1.0,1.0,0.14047619047619045,0.13333333333333333,1.0,1.0,105,True,102,0.9714285714285714,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,371,True,ok|ok
swap_small-mvns_MMF16_20,MMF16_20,1,False,False,,ok,orcamento,381,619,619,0,0,False,,env_b5,89.9927,23.7233,59.6148,3.2364,0.0,1,20,False,20000,1,b94feadf27a912c85a5e97ee96c340a5af9e9f883f3e728c3a054e66fb51aca8,b94feadf27a912c85a5e97ee96c340a5af9e9f883f3e728c3a054e66fb51aca8,True,small,mvns,619,1.0,True,True,True,20,4,0,1,619,0.0,True,60005,40005,20000,offline|sonda,1.0,0.0,1,618,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,105,381,True,True,39900,40005,1.0,1.0,0.2061904761904762,0.047619047619047616,1.0,1.0,105,True,52,0.49523809523809526,True,1,381,1.0,0.0,True,381,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,619,True,ok|ok
swap_small-mvns_WFG9,WFG9,1,False,False,,ok,orcamento,801,681,681,0,0,False,,env_b5,75.4919,18.6572,51.7512,2.4985,0.0,1,20,False,20000,1,a7df261528fc1f312a11b3f0c2faf1ed764dc79888e80423c01fec791f330c8e,a7df261528fc1f312a11b3f0c2faf1ed764dc79888e80423c01fec791f330c8e,True,small,mvns,681,1.0,True,True,True,22,3,0,1,681,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,680,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,1.0,1.0,0.07636363636363637,0.02,1.0,1.0,50,True,11,0.22,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,681,True,ok|ok
swap_small-mvns_ZDT1,ZDT1,1,False,False,,ok,orcamento,801,929,929,0,0,False,,env_b5,134.9572,66.8544,61.1356,4.5272,0.0,1,20,False,20000,1,49f9d8064a2b0ddbdc982056c32d87cbeb06e0234c91cd7d75a3d61c394762f8,49f9d8064a2b0ddbdc982056c32d87cbeb06e0234c91cd7d75a3d61c394762f8,True,small,mvns,929,1.0,True,True,True,30,3,0,1,929,7.62939453125e-06,True,60050,40050,20000,offline|sonda,1.0,0.0,1,928,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,1.0,1.0,0.10666666666666669,0.04,1.0,1.0,50,True,20,0.4,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,929,True,ok|ok
swap_small-mvns_ZDT4,ZDT4,1,False,False,,ok,orcamento,801,309,309,0,0,False,,env_b5,43.3338,2.9309,36.6576,0.6343,0.0,1,20,False,20000,1,b73345433de55160e2eaca03d044ddf3dc29f25d2239061682aca12e51175339,b73345433de55160e2eaca03d044ddf3dc29f25d2239061682aca12e51175339,True,small,mvns,309,1.0,True,True,True,10,3,0,1,309,0.0,True,60050,40050,20000,offline|sonda,1.0,0.0,1,308,True,1.0,1.0,valor,1.0,cru,1.0,moead_media/MOEAD-PBI+GPR-media,1,50,801,True,True,40000,40050,1.0,1.0,0.05800000000000001,0.02,1.0,1.0,50,True,1,0.02,True,1,801,1.0,0.0,True,801,1,1,2,0,0,decision|footer|header|sonda,caminho|f_best|fe|geracao|motivo|n_ds_membros|n_front1|rec|tempo_fit_s|ts,0,moead_media_gen,0,1,309,True,ok|ok
