alg,exp,problema,regime,status,tempo_aval_real_s,tempo_total_s,tempo_busca_s,tempo_fit_s,tem_params,schema,campanha_id,repo_hash,doe_hash,path
b5m,off,MMF16_20,offline,ok,0.0,3211.5002,3182.9264,22.504,False,1,,,fcfc99f379191939,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/MMF16_20/42/exp_off_b5m_MMF16_20_42.manifest.json
b5m,off,MMF4,offline,ok,0.0,2698.2783,2695.7121,0.0932,False,1,,,f73242a7e4118a71,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/MMF4/42/exp_off_b5m_MMF4_42.manifest.json
b5m,off,WFG1,offline,ok,0.0,2940.278,2921.4308,13.7676,False,1,,,763a712db03f57b3,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG1/42/exp_off_b5m_WFG1_42.manifest.json
b5m,off,WFG2,offline,ok,0.0,2870.3085,2850.3161,15.0766,False,1,,,274963125e69efa9,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG2/42/exp_off_b5m_WFG2_42.manifest.json
b5m,off,WFG4,offline,ok,0.0,2765.2329,2746.2533,13.7568,False,1,,,d51a0e47710d3fa1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG4/42/exp_off_b5m_WFG4_42.manifest.json
b5m,off,WFG5,offline,ok,0.0,2779.5252,2760.0074,14.2853,False,1,,,f242581cf891347c,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG5/42/exp_off_b5m_WFG5_42.manifest.json
b5m,off,WFG9,offline,ok,0.0,2932.5327,2912.5386,14.6776,False,1,,,e3e2e563d660fc5e,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/WFG9/42/exp_off_b5m_WFG9_42.manifest.json
b5m,off,ZDT1,offline,ok,0.0,2681.3573,2613.291,60.907,False,1,,,1ddb5596375a2d3e,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT1/42/exp_off_b5m_ZDT1_42.manifest.json
b5m,off,ZDT3,offline,ok,0.0,2582.3741,2511.057,64.1103,False,1,,,3348025be90cc1dc,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT3/42/exp_off_b5m_ZDT3_42.manifest.json
b5m,off,ZDT4,offline,ok,0.0,2493.7184,2488.3082,1.7844,False,1,,,3713f51ffc45936d,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/ZDT4/42/exp_off_b5m_ZDT4_42.manifest.json
