problema,geracao,ramo,Flag,NumV1,NumV2,fe,lote,u_ef,popw_last,d_sigma,d_crit,pct_mm,apd_med,crit_med,n_front1,dmin,tempo_fit
BBOB_F55,33,APD,-23,50,27,272,5,5,86,1.2004441107826835e-08,9.097421732864311e-17,0.3558139534883721,7.028487242205284,0.08318286264974384,23,0.47547544174836975,0.18774
BBOB_F55,34,APD,-14,53,39,277,5,5,86,1.4507212653391832e-08,1.729828640198465e-16,0.3790697674418605,5.943064703598002,0.1273345851630974,24,0.4913423829847471,0.207734
BBOB_F55,35,APD,-34,54,20,282,5,5,90,1.3391272923879427e-08,1.1859459818269152e-16,0.45333333333333325,6.16376365501517,0.11288262284348202,23,0.36204420254512343,0.197271
BBOB_F55,36,APD,-28,55,27,287,5,5,89,1.5565395861116826e-08,3.8086140292413517e-17,0.503370786516854,7.690599597174613,0.11999379942795237,22,0.41611016742511575,0.205741
BBOB_F55,37,APD,-21,54,33,292,5,5,86,2.682458866143378e-08,1.399235121636376e-17,0.5581395348837208,6.524913892992995,0.17194158260902884,20,0.3947420657797899,0.207421
BBOB_F55,38,APD,-26,51,25,297,5,5,93,2.6108844863870218e-08,8.433575460305613e-17,0.4580645161290322,9.532198120100437,0.2522867389365522,22,0.469375563977199,0.19347
BBOB_F55,39,APD,-26,50,24,302,5,5,92,1.4769391487590156e-08,1.3370205106005088e-16,0.49565217391304356,5.502891169526074,0.19291136903284595,22,0.49397345982003527,0.202378
BBOB_F55,40,APD,-21,50,29,307,5,5,78,2.244677466123335e-08,2.0396820214624852e-17,0.6025641025641025,7.5772970963708906,0.3651945203908899,23,0.44886994307760886,0.218611
DTLZ1,1,incerteza,5,48,53,81,5,5,51,1.7730044064023787e-06,1.375173129250428e-16,0.9098039215686274,441.05634006053253,1597.7317476688524,13,0.5271602093078075,0.333393
DTLZ1,2,APD,3,45,48,86,5,5,49,1.6100775326322037e-06,7.722869576573736e-17,0.23673469387755106,258.2702109755066,579.5410205066906,14,0.2885109735927903,0.171014
DTLZ1,3,incerteza,7,44,51,91,5,5,51,1.9067774417180772e-06,2.111706704262504e-16,0.9019607843137255,472.3013714914045,2074.848167963066,15,0.5375972004506742,0.134849
DTLZ1,4,APD,4,43,47,95,5,5,53,1.412266314559929e-06,0.0,0.2528301886792453,260.86291042492405,913.4462286168067,17,0.3097773888467956,0.1054
DTLZ1,5,incerteza,9,43,52,100,5,5,53,3.1394332324907737e-06,1.6717914313734643e-16,0.9132075471698113,371.80019681658496,5015.826857376767,19,0.7175670676375893,0.111719
DTLZ1,6,incerteza,5,42,47,105,5,5,55,3.200281653903403e-06,1.2765368261345766e-16,0.9054545454545455,343.31208105883877,3336.1368875502617,16,0.4738525226665041,0.119457
DTLZ1,7,incerteza,5,41,46,110,5,5,52,1.5985878860647063e-06,0.0,0.8884615384615383,596.4184872060035,1999.48086794175,17,0.600126539089362,0.132302
DTLZ1,8,APD,3,39,42,115,5,5,59,1.5796392034417295e-06,0.0,0.21355932203389832,226.75375867246538,929.835106034356,17,0.3065288696970107,0.127842
DTLZ1,9,incerteza,6,41,47,120,5,5,57,1.8784542348271316e-06,1.1075578543742624e-16,0.887719298245614,485.35697348941306,1922.6115601311076,17,0.4286616968144476,0.114791
DTLZ1,10,incerteza,5,40,45,125,5,5,57,1.845820015944355e-06,1.1904920625862684e-16,0.8912280701754385,452.3386200267078,1610.977410375084,17,0.5161944124615937,0.127178
DTLZ1,11,incerteza,11,41,52,130,5,5,46,1.8005300930212798e-06,2.167280627558187e-16,0.8826086956521738,541.1176744470123,1930.065763563715,18,0.4751289758585387,0.124977
DTLZ1,12,APD,3,40,43,135,5,5,56,1.724785342105406e-06,0.0,0.36428571428571427,318.72382600534166,1387.8172046999032,18,0.2641540802959937,0.113054
DTLZ1,13,incerteza,8,41,49,140,5,5,56,1.861077528531041e-06,1.1631977474179666e-16,0.825,517.003249280551,1794.7276730170886,20,0.653124914808104,0.11115
DTLZ1,14,APD,3,41,44,145,5,5,54,1.517865086952952e-06,0.0,0.29629629629629634,334.5703911019099,1005.3765941546638,22,0.19941476483111753,0.124377
DTLZ1,15,APD,4,41,45,150,5,5,52,1.5319018658033201e-06,6.530306434821009e-17,0.3307692307692308,242.8914448593499,882.2976319370149,25,0.38043220313907816,0.170018
DTLZ1,16,incerteza,9,39,48,155,5,5,49,1.3411304067290075e-06,2.0822906163051941e-16,0.8653061224489796,522.4490331516888,1677.0978502557784,25,0.43841482965721074,0.179226
DTLZ1,17,incerteza,9,40,49,160,5,5,55,3.0182766153075136e-06,1.5878248901169724e-16,0.8618181818181817,424.7287556608069,2624.321955471329,26,0.5034070092271766,0.101202
DTLZ1,18,incerteza,10,42,52,165,5,5,45,1.6529063060488625e-06,1.9357425347047032e-16,0.8488888888888889,507.53751525043197,2151.4317500124753,27,0.6148239993403213,0.096305
DTLZ1,19,APD,3,41,44,170,5,5,54,1.3945238848123154e-06,2.682872366585303e-16,0.3555555555555555,324.433265924337,1239.0713062930495,27,0.3782996938545375,0.102655
DTLZ1,20,APD,-6,41,35,175,5,5,57,1.8773707139985163e-06,2.673755386880196e-17,0.2,248.67098838053784,1001.8014996250116,27,0.30567347105869125,0.103238
DTLZ1,21,incerteza,21,41,62,180,5,5,42,3.5029591032298413e-06,1.8316826600890004e-16,0.7476190476190476,852.2753356818106,3983.1311068280006,27,0.4336913136637429,0.118493
DTLZ1,22,APD,0,42,42,185,5,5,51,1.5481313866416713e-06,2.4805518331623217e-16,0.6235294117647058,332.2962320698468,1493.625988894405,23,0.42775770204754604,0.117962
DTLZ1,23,APD,1,42,43,190,5,5,59,1.8045386198650704e-06,1.5631420096341394e-16,0.288135593220339,246.59562640478654,1112.3501630374235,23,0.38708367472875066,0.119802
DTLZ1,24,incerteza,6,43,49,195,5,5,51,1.6642815765521846e-06,2.0000888077545683e-16,0.8980392156862745,780.3988830963497,2103.9396916499395,22,0.4711220824877276,0.11504
DTLZ1,25,APD,-8,44,36,200,5,5,63,8.349890912029423e-07,1.8402801634589725e-16,0.21904761904761902,251.85500694265943,946.1151347250448,23,0.21718765797997633,0.122896
DTLZ1,26,APD,-6,45,39,205,5,5,66,1.771213021584117e-06,1.9690274948735786e-16,0.403030303030303,268.855934480255,1591.605841266752,22,0.4360279128022856,0.113437
DTLZ1,27,APD,-3,46,43,210,5,5,53,3.779012800464443e-06,0.0,0.38490566037735846,291.7467154628591,1752.3373526291361,22,0.47831684189569473,0.105682
DTLZ1,28,APD,1,46,47,215,5,5,53,1.8747563075294238e-06,1.9123823250888578e-16,0.4830188679245283,362.35390231296685,1736.3548713967875,23,0.4423427718933341,0.105821
DTLZ2,1,APD,-1,26,25,136,5,5,66,4.808647119380893e-09,1.89201911931562e-16,0.28484848484848485,2.118022038737208,0.014611437283044338,41,0.5748352993835968,0.99937
DTLZ2,2,APD,-5,27,22,141,5,5,70,7.447958860762327e-09,1.3688943618726465e-16,0.47714285714285715,1.7820771121666379,0.008714315600663604,36,0.6263867753725834,0.607669
DTLZ2,3,APD,-8,27,19,146,5,5,76,3.6179213236398056e-09,9.200248273820036e-17,0.12105263157894737,1.705578608568191,0.003452819424482133,37,0.42426539832447874,0.519951
DTLZ2,4,incerteza,13,27,40,151,5,5,64,7.440332516761572e-09,5.4823924811737216e-17,0.84375,4.195276362735705,0.015273672865223678,37,0.7327072050947798,0.531415
DTLZ2,5,incerteza,6,26,32,156,5,5,73,7.191821999041892e-09,1.6357227487936887e-16,0.8794520547945204,3.1002814825799243,0.015386485589141066,33,0.7342593516786574,0.54654
DTLZ2,6,APD,-8,23,15,161,5,5,78,6.305839711506778e-09,1.8309958533724433e-16,0.5205128205128206,1.902555969773267,0.006972210062468488,34,0.5261613792420609,0.515208
DTLZ2,7,APD,-5,23,18,166,5,5,75,4.511754830849313e-09,3.306973394219765e-16,0.6773333333333333,1.8350344043187965,0.010299871107990022,37,0.5852401259701995,0.48185
DTLZ2,8,incerteza,5,23,28,171,5,5,66,6.438632654814924e-09,2.1443128824729132e-16,0.8363636363636363,3.594595006378782,0.01135708046042091,38,0.5694791989690504,0.521486
DTLZ2,9,incerteza,10,23,33,176,5,5,66,7.2713600141049994e-09,2.436947957679821e-16,0.8818181818181816,2.6354013518406805,0.013851226057809952,37,0.7173788614127355,0.511482
DTLZ2,10,incerteza,15,22,37,181,5,5,57,6.797258061963518e-09,4.792696871743535e-17,0.8456140350877192,3.318152010412086,0.0119424870610775,39,0.7012139343853221,0.543348
DTLZ2,11,incerteza,23,22,45,186,5,5,65,6.420456666322849e-09,1.8874984345505155e-16,0.9076923076923077,2.7486051783433467,0.015913992038928678,38,0.7060336833033206,0.485659
DTLZ2,12,APD,1,23,24,191,5,5,74,5.241541783940207e-09,1.7844957001745744e-16,0.6702702702702703,1.7228622486407692,0.005055941124623674,39,0.4958096643589962,0.508046
DTLZ2,13,incerteza,5,23,28,196,5,5,63,4.884201737498373e-09,2.0652823768924536e-16,0.8634920634920634,3.965738977894293,0.00892512286465127,40,0.6975278024354633,0.501197
DTLZ2,14,incerteza,10,21,31,201,5,5,73,4.571297868016799e-09,8.404845352381755e-17,0.9150684931506848,3.020498221666934,0.009995498880635048,42,0.7265668096481362,0.483043
DTLZ2,15,APD,4,22,26,206,5,5,69,6.963923826486251e-09,1.185936424667845e-16,0.33333333333333337,1.766156480727402,0.0033032947202358675,44,0.5029111318109899,0.488883
DTLZ2,16,incerteza,6,21,27,211,5,5,68,5.732634839050732e-09,2.903029321198716e-17,0.8,3.5015547386300487,0.00835804842862572,43,0.6698013213211089,0.430452
DTLZ2,17,APD,4,18,22,216,5,5,70,7.37495817193512e-09,8.813764430333934e-17,0.5628571428571428,1.7728187005183094,0.005002365452863108,43,0.46694126099704386,0.42202
DTLZ2,18,APD,3,17,20,221,5,5,71,6.631023258263369e-09,2.2606005998503714e-17,0.504225352112676,2.059050209414776,0.0040911370186149125,42,0.4595597791485177,0.450294
DTLZ2,19,incerteza,7,18,25,226,5,5,69,6.673665425838138e-09,0.0,0.8956521739130434,3.0446752713938325,0.007359473415876438,41,0.5093577509653426,0.443766
DTLZ2,20,incerteza,7,18,25,231,5,5,68,5.904888661367735e-09,0.0,0.8147058823529413,2.4316710456848663,0.010323472182995851,44,0.5358467942354659,0.467522
DTLZ2,21,APD,-2,18,16,236,5,5,77,3.585713656550915e-09,1.0442798118454001e-16,0.5714285714285715,1.67547013513337,0.0071134771103803845,45,0.5458125918667301,0.465743
DTLZ2,22,APD,4,19,23,241,5,5,76,5.975337391550539e-09,2.503259882192657e-16,0.3105263157894737,1.8318344835296416,0.0039014973705132888,48,0.37032346823765816,0.435322
DTLZ2,23,incerteza,14,16,30,246,5,5,74,4.379811652244214e-09,1.6141348836574298e-16,0.8378378378378379,3.8399922986434336,0.009302984258194496,43,0.6120202164067585,0.492934
DTLZ2,24,incerteza,9,15,24,251,5,5,73,7.3543194589742455e-09,4.238160648248684e-16,0.8465753424657535,2.0924128016154566,0.011377056422143312,41,0.5453947351829663,0.500615
DTLZ2,25,incerteza,7,15,22,256,5,5,71,6.6345829663472244e-09,0.0,0.8338028169014085,2.550210463758583,0.008504987330790663,41,0.5598765225313292,0.523674
DTLZ2,26,incerteza,18,15,33,261,5,5,64,3.4308648561021116e-09,1.0265644653300977e-16,0.846875,3.0808428051502887,0.00788017035903203,42,0.5439250903759751,0.58232
DTLZ2,27,incerteza,17,14,31,266,5,5,64,4.4996786019435575e-09,1.1024482246516769e-16,0.840625,3.6324153321217247,0.008366213906471949,41,0.6043697539227488,0.510499
DTLZ2,28,incerteza,17,15,32,271,5,5,74,3.078283516977365e-09,2.568282307209655e-16,0.8648648648648649,2.3617314008167507,0.007643759979931941,40,0.5337170061286833,0.506563
DTLZ2,29,incerteza,31,16,47,276,5,5,55,4.020940164162212e-09,1.4921385095001958e-16,0.8218181818181819,4.333832782401972,0.00820643824149195,41,0.5402126306632954,0.552401
DTLZ2,30,incerteza,6,17,23,281,5,5,71,4.5049290131604636e-09,3.0653777354431436e-17,0.83943661971831,2.8252857207120705,0.0074984086336279355,43,0.6134319501699174,0.491849
DTLZ2,31,incerteza,19,16,35,286,5,5,65,3.236631074265972e-09,3.5446377159669506e-17,0.8861538461538462,2.9693653401580034,0.00879848406349522,44,0.5591362131545067,0.506915
DTLZ2,32,incerteza,5,16,21,291,5,5,71,5.483586279497743e-09,1.359921021554278e-16,0.887323943661972,2.4119093309891633,0.006217676949277552,44,0.5994883689221648,0.541213
DTLZ2,33,incerteza,14,16,30,296,5,5,67,5.290622162590353e-09,1.6514621395221448e-16,0.8597014925373134,3.1652300514826344,0.0047013518876273495,45,0.5141619998721448,0.529149
DTLZ2,34,incerteza,5,17,22,301,5,5,76,1.8467618406736719e-09,9.297719097357559e-17,0.8078947368421053,2.4088196907956494,0.0038296883513714145,47,0.5257183440200185,0.502764
DTLZ2,35,APD,4,17,21,306,5,5,72,2.4700845258074366e-09,1.85060129778285e-16,0.5166666666666667,1.5442450829736718,0.0012644579944697944,49,0.3798732476582337,0.516492
DTLZ2,36,incerteza,12,16,28,311,5,5,72,3.637895915065137e-09,5.815429563150434e-17,0.8472222222222221,3.211426244709074,0.005424572054090977,51,0.4817554979401814,0.505934
DTLZ2,37,incerteza,7,16,23,316,5,5,77,3.640287724038238e-09,3.0304331064179316e-16,0.8441558441558442,3.5953022904009226,0.004344871439952089,51,0.4532475144211065,0.506761
DTLZ2,38,incerteza,18,17,35,321,5,5,64,5.401598085486015e-09,1.821192703721806e-16,0.796875,1.9783454032370036,0.0047801056186258005,52,0.5074436058056766,0.489169
DTLZ2,39,APD,0,17,17,326,5,5,75,2.9424834513402942e-09,7.613740324182138e-17,0.7413333333333334,1.4739579840739383,0.0023748396812427386,54,0.49985814548402835,0.503437
DTLZ2,40,incerteza,26,16,42,331,5,5,64,5.195771396460103e-09,1.7378521705585822e-17,0.80625,2.5290523471889097,0.005955477988224748,53,0.4592172474387999,0.489614
DTLZ2,41,incerteza,14,16,30,336,5,5,64,6.7842746143131905e-09,1.286782585449743e-16,0.803125,2.322090090178617,0.00996959078335417,53,0.5787582575244986,0.474442
DTLZ2,42,incerteza,16,17,33,341,5,5,67,3.6498822297836853e-09,0.0,0.8776119402985074,1.7598044255773795,0.004487106572309555,53,0.5260410697200659,0.446724
DTLZ2,43,incerteza,6,16,22,346,5,5,75,5.30937263598652e-09,4.179127114274824e-17,0.8426666666666666,2.6231061476924715,0.004351150013940428,54,0.47344245887215564,0.495243
DTLZ2,44,APD,-2,15,13,351,5,5,84,1.6827930576779337e-09,1.124114286035498e-16,0.419047619047619,1.7114988490490313,0.001522983153458099,58,0.4258029843149136,0.497998
DTLZ2,45,incerteza,8,16,24,356,5,5,70,6.403562291534826e-09,0.0,0.82,2.5715582288639958,0.0046223906648559234,58,0.47837007450332203,0.489671
DTLZ2,46,incerteza,16,15,31,361,5,5,74,3.3333191484796743e-09,0.0,0.8027027027027028,3.3503172819361984,0.0034130571610730552,59,0.4452063003173984,0.476122
DTLZ2,47,incerteza,17,16,33,366,5,5,72,6.0534052215288625e-09,0.0,0.85,2.4777494716659056,0.0060654682051204,60,0.5008713761911876,0.522595
DTLZ2,48,incerteza,10,15,25,371,5,5,72,3.032206277731042e-09,4.5668948994504506e-17,0.836111111111111,2.6454357943720113,0.00316576849749107,59,0.45061526112624245,0.516188
DTLZ3,1,incerteza,32,26,58,136,5,5,38,6.270610924730136e-06,1.272600217278666e-16,0.8947368421052632,3069.7670599388844,27426.500677819644,21,0.8408185404333677,0.857754
DTLZ3,2,incerteza,23,25,48,141,5,5,49,6.684715174287703e-06,0.0,0.9142857142857143,2134.5464488989433,26520.802062848106,23,0.847092597302842,0.563938
DTLZ3,3,incerteza,27,24,51,146,5,5,47,7.623374870036059e-06,1.262512709662255e-16,0.9191489361702129,2295.252988496061,27377.355446816975,22,0.8842748804308388,0.54295
DTLZ3,4,incerteza,28,23,51,151,5,5,47,6.6006674899199425e-06,1.1651353558224307e-16,0.902127659574468,2657.858230980951,29220.487151517314,22,0.8484221428516306,0.479382
DTLZ3,5,incerteza,18,23,41,156,5,5,52,6.521719768670664e-06,2.3452681791618494e-16,0.9230769230769231,3615.507339256656,28771.993592616247,22,0.8603227028697127,0.470397
DTLZ3,6,incerteza,10,24,34,161,5,5,58,7.487823069141086e-06,2.282148723536594e-16,0.9172413793103449,2002.4958307092013,28046.528848709666,25,0.8148804547026413,0.498174
DTLZ3,7,incerteza,26,24,50,166,5,5,54,6.5422903503531415e-06,1.1173040557430626e-16,0.8888888888888887,2211.835794685491,24681.973736059746,27,0.8296353590937529,0.466466
DTLZ3,8,incerteza,32,24,56,171,5,5,46,7.418530856284633e-06,2.335661991274135e-16,0.8608695652173914,2280.515889442616,23548.772987994515,25,0.8483431426081421,0.441964
DTLZ3,9,incerteza,24,23,47,176,5,5,56,6.811784714955138e-06,2.424248906867558e-16,0.9,1924.0582065077817,28470.033685753417,25,0.876289249679908,0.452117
DTLZ3,10,incerteza,18,20,38,181,5,5,61,7.064092642394826e-06,1.341072483019056e-16,0.8885245901639344,1304.2832178040835,19773.18085629925,28,0.8348186362420589,0.444728
DTLZ3,11,incerteza,17,17,34,186,5,5,62,6.336901009262874e-06,1.3631682755088165e-16,0.9225806451612903,2251.1718195383673,21835.96497155476,29,0.86018110073584,0.484938
DTLZ3,12,incerteza,33,16,49,191,5,5,50,6.578730562978308e-06,1.4120115985799036e-16,0.8320000000000001,2891.69928140179,17854.101838677496,28,0.7698289705573184,0.511504
DTLZ3,13,incerteza,32,15,47,196,5,5,51,7.430052562540368e-06,0.0,0.9058823529411765,2512.188507392528,22881.658239497978,28,0.9032027332235946,0.503319
DTLZ3,14,incerteza,31,16,47,201,5,5,49,7.307868770567438e-06,1.6408990967001217e-16,0.8530612244897959,2753.8773611223296,18968.317044446627,30,0.9504907547606664,0.464557
DTLZ3,15,incerteza,14,16,30,206,5,5,62,7.147018408204531e-06,2.462057159415375e-16,0.9387096774193548,1464.3158129630763,21468.710692128698,32,0.8310173212398352,0.44772
DTLZ3,16,incerteza,16,16,32,211,5,5,62,7.493076509490493e-06,1.4409474930948875e-16,0.835483870967742,2288.032342530816,19375.847826283712,33,0.7318538913727632,0.454504
DTLZ3,17,incerteza,31,16,47,216,5,5,45,6.02836681196095e-06,7.48295097065161e-17,0.8355555555555556,2812.388998396874,18337.075611882392,35,0.767899440753,0.4576
DTLZ3,18,incerteza,23,15,38,221,5,5,58,6.890819179261598e-06,0.0,0.8241379310344827,1934.6202635991071,19411.79225832209,37,0.6720505729979774,0.425997
DTLZ3,19,incerteza,20,16,36,226,5,5,61,5.894677229889567e-06,1.711777262269277e-16,0.8524590163934427,1962.9971409258303,17935.55769411826,38,0.709786119623795,0.486271
DTLZ3,20,incerteza,27,17,44,231,5,5,49,6.6153483828657045e-06,1.501253582323547e-16,0.8204081632653061,2716.669403974053,18301.18820907555,38,0.7478687707700482,0.491649
DTLZ3,21,incerteza,12,17,29,236,5,5,65,6.904860271106372e-06,1.4745065749641703e-16,0.8892307692307693,1434.2860732932604,19204.552149894902,39,0.7904425019732109,0.502134
DTLZ3,22,incerteza,13,16,29,241,5,5,63,5.315653339721393e-06,6.341732890843212e-17,0.8634920634920634,2251.8240050548493,20041.07885453763,40,0.7424852436730792,0.470851
DTLZ3,23,incerteza,22,14,36,246,5,5,59,5.679552486981265e-06,1.4017857837747895e-16,0.9254237288135594,2374.5192081091463,18081.24266387543,40,0.75756968854239,0.454908
DTLZ3,24,incerteza,32,14,46,251,5,5,56,6.211390910948467e-06,1.3365250809890693e-16,0.85,2484.9148939369297,18116.259334331684,42,0.6538263964273231,0.47605
DTLZ3,25,incerteza,30,17,47,256,5,5,53,7.360034686598738e-06,0.0,0.9132075471698112,2143.4686100118115,20191.903392133503,43,0.566349731252672,0.445647
DTLZ3,26,incerteza,26,17,43,261,5,5,60,7.593148581008791e-06,1.2439605860001755e-16,0.8833333333333332,2162.038016425355,21242.2071188469,45,0.8025240330388413,0.468905
DTLZ3,27,incerteza,21,19,40,266,5,5,59,6.076628096707282e-06,2.1650405546965433e-16,0.9152542372881356,1905.5992441974317,25373.340881369582,45,0.6786492158721684,0.471212
DTLZ3,28,incerteza,21,20,41,271,5,5,60,7.58723220428692e-06,2.1802751001434856e-16,0.8200000000000001,2225.6463355302526,18011.955442849696,47,0.5995091780535877,0.512868
DTLZ3,29,incerteza,17,21,38,276,5,5,63,7.501816469357436e-06,3.312768730758822e-16,0.8539682539682539,2520.684712404632,23315.528266592006,47,0.7153324931269598,0.497515
DTLZ3,30,incerteza,25,21,46,281,5,5,61,7.546936103608459e-06,0.0,0.8918032786885245,2623.677571919858,25462.173299555212,47,0.8023388628299238,0.501983
DTLZ3,31,incerteza,13,19,32,286,5,5,61,7.4756964920652536e-06,0.0,0.8295081967213115,2114.3955990217705,21629.59256247968,48,0.6391427014322542,0.513531
DTLZ3,32,incerteza,31,19,50,291,5,5,49,7.410437689259197e-06,0.0,0.9102040816326531,2687.116044965846,20864.96717183765,48,0.7662079831066206,0.511675
DTLZ3,33,incerteza,15,19,34,296,5,5,66,6.51088063818861e-06,1.0775366179494957e-16,0.909090909090909,2634.317292112105,24522.065670495707,49,0.6971316121406268,0.483491
DTLZ3,34,incerteza,27,20,47,301,5,5,58,7.103684794174114e-06,1.0624671426149529e-16,0.8517241379310343,2269.723565167642,20699.0919369031,49,0.7901957197727487,0.459898
DTLZ3,35,incerteza,20,19,39,306,5,5,63,6.884939182327798e-06,9.0310997975826e-17,0.8412698412698413,3088.599471856692,25376.94875614024,49,0.8153146034310044,0.476421
DTLZ3,36,incerteza,25,20,45,311,5,5,53,7.277548405681955e-06,1.7222778772101313e-16,0.8679245283018868,1894.2690642472426,23952.35009651425,48,0.8693523107978331,0.483637
DTLZ3,37,incerteza,17,20,37,316,5,5,56,6.9497770880389e-06,2.3257007618851987e-16,0.875,2278.7136917067337,20416.894942376628,49,0.5904011675929506,0.469502
DTLZ3,38,incerteza,14,20,34,321,5,5,58,7.289663813025982e-06,9.853028143647854e-17,0.8655172413793103,2057.399466978993,23084.972705329234,44,0.7478559214377629,0.463974
DTLZ3,39,incerteza,18,20,38,326,5,5,59,7.5239506713842275e-06,1.0289536477578763e-16,0.8508474576271187,2664.5666440217688,20882.1358843944,44,0.723133127087198,0.450116
DTLZ3,40,incerteza,20,19,39,331,5,5,56,6.69484262516562e-06,0.0,0.9357142857142856,1954.7787877147982,29176.85964293775,45,0.736696809903252,0.445575
DTLZ3,41,incerteza,28,19,47,336,5,5,51,6.931149414413085e-06,1.313739548146079e-16,0.8941176470588236,1662.113158654415,22153.279935045346,46,0.6219562397915075,0.469411
DTLZ3,42,incerteza,23,19,42,341,5,5,61,6.697726149695882e-06,2.1084507851028592e-16,0.8918032786885245,1543.3606303220529,30127.49452233008,46,0.8270425507977927,0.444652
DTLZ3,43,incerteza,17,19,36,346,5,5,66,7.4101159839301545e-06,0.0,0.9121212121212121,1987.6045643504006,24140.179005201397,46,0.708606477600707,0.454171
DTLZ3,44,incerteza,23,18,41,351,5,5,60,7.36807461976241e-06,1.2672915174457102e-16,0.9166666666666666,2540.4611026260363,26122.594007423788,46,0.6143466586811307,0.453434
DTLZ3,45,incerteza,15,18,33,356,5,5,66,7.4040955837517686e-06,0.0,0.9545454545454547,2974.981152190693,27101.62961408745,46,0.7376813827751366,0.443702
DTLZ3,46,incerteza,23,18,41,361,5,5,63,7.264705175202835e-06,0.0,0.9111111111111111,2528.8974649148763,21342.37955362256,43,0.6695838347804453,0.447352
DTLZ3,47,incerteza,25,16,41,366,5,5,62,7.592993597427267e-06,0.0,0.932258064516129,2892.4138468636525,32332.741101258336,42,0.8581672873206966,0.441455
DTLZ3,48,incerteza,5,15,20,371,5,5,72,6.634605000499505e-06,1.1987680518702573e-16,0.9277777777777777,1943.8702237376642,23219.39376310658,43,0.6953629483879226,0.44751
DTLZ4,1,APD,-35,82,47,136,5,5,62,7.3473360728826265e-09,6.953792761441813e-17,0.4032258064516129,0.9764384184827125,0.012726199710336979,25,0.66025824864095,0.785925
DTLZ4,2,APD,-28,80,52,141,5,5,46,1.1282131062717582e-08,1.3992641956226926e-16,0.45652173913043476,1.4170372796633917,0.021083355003172172,26,0.3670353317517501,0.511386
DTLZ4,3,APD,-29,79,50,146,5,5,45,1.3719353098018416e-08,1.426107243852787e-16,0.43111111111111117,1.6649862727800213,0.03738122379794207,29,0.47836564240236634,0.451164
DTLZ4,4,APD,-19,78,59,151,5,5,40,1.1532326316121555e-08,0.0,0.36,2.2426199935509117,0.051431907064430245,29,0.796127825630686,0.473567
DTLZ4,5,APD,-23,78,55,156,5,5,40,1.1176096048615136e-08,0.0,0.40499999999999997,2.4215109096758756,0.04001299791104137,29,0.4558287192883106,0.51364
DTLZ4,6,APD,-14,78,64,161,5,5,28,8.763468006822706e-09,1.324086314220307e-16,0.3571428571428571,2.7056113588935333,0.08305949456075319,30,0.6469210401189626,0.542631
DTLZ4,7,APD,-24,77,53,166,5,5,48,1.4823072602698772e-08,6.716731781814375e-17,0.3625,1.2747129133955235,0.03167283692757299,30,0.4890823797563992,0.507611
DTLZ4,8,APD,-32,76,44,171,5,5,53,1.3689716082954106e-08,1.208534591396875e-16,0.47547169811320755,1.6600040241978067,0.0629486109411908,30,0.4360453201869633,0.518694
DTLZ4,9,APD,-24,76,52,175,5,5,41,2.526903253308177e-08,1.890028580831616e-16,0.35121951219512193,2.426861228811354,0.12291362723745068,31,0.7621143277275848,0.491681
DTLZ4,10,APD,-26,76,50,180,5,5,42,1.6035732075536657e-08,7.650872417743227e-17,0.32380952380952377,2.8591862773941594,0.0671191834762375,33,0.4983964051890103,0.481116
DTLZ4,11,APD,-17,76,59,185,5,5,44,2.5358257715879517e-08,1.7835086309696326e-16,0.4045454545454546,2.2734071465574446,0.03797661530251504,35,0.5737729186560321,0.476162
DTLZ4,12,APD,-19,74,55,190,5,5,49,1.2121712633650361e-08,1.9191973395052087e-16,0.35918367346938773,1.919094238864798,0.06011599447479541,35,0.6039096391192987,0.465999
DTLZ4,13,APD,-18,73,55,195,5,5,39,2.7616188780221762e-08,3.2684479744257307e-16,0.5076923076923078,2.255260048935112,0.1790935494649258,35,0.4191552798195579,0.433126
DTLZ4,14,APD,-16,72,56,200,5,5,41,2.1786107917698416e-08,2.0174385214649695e-17,0.41463414634146345,2.432806857392945,0.061175007181368084,36,0.5873019701823425,0.457601
DTLZ4,15,APD,-22,70,48,205,5,5,51,2.003777155312747e-08,1.976103490304705e-16,0.5333333333333333,1.7878847085765324,0.26928067217942847,36,0.8139745004740817,0.435168
DTLZ4,16,APD,-8,68,60,210,5,5,36,2.6053818547033814e-08,0.0,0.37222222222222223,2.6494517727836913,0.23975263385888648,36,0.4244720572309981,0.455875
DTLZ4,17,APD,-7,68,61,215,5,5,39,2.6584381029870485e-08,8.258910017944226e-17,0.3333333333333333,2.7641281388636014,0.16423580783626485,36,0.3582723490651927,0.481623
DTLZ4,18,APD,-6,66,60,220,5,5,41,1.899569102015164e-08,2.725742665544239e-16,0.41463414634146345,3.5985327463299024,0.3192795619495052,38,0.8021558988254555,0.496999
DTLZ4,19,APD,-10,66,56,225,5,5,41,2.8771040661013103e-08,5.534002558633039e-17,0.22926829268292687,2.7817109883917057,0.07803516706292479,38,0.48279853632940495,0.471229
DTLZ4,20,APD,-16,66,50,230,5,5,46,2.97969612317317e-08,0.0,0.3956521739130435,2.3646518791615536,0.24082842307044364,38,0.6087927012479378,0.517696
DTLZ4,21,APD,-13,66,53,235,5,5,45,1.9734917588998258e-08,1.6984458999549967e-16,0.42666666666666664,3.7388772311264273,0.11761629793423738,39,0.6822531476789427,0.486682
