problema,n_cp,viol_igd,igd_0,igd_f,pior_salto,ganho,hv_f,nd_f,viol_hv,fe_f
BBOB_F1,20,0,1.6651151931674129,0.04120655140062541,0.0,40.40899169111591,0.9524935388421303,58,0,308
BBOB_F17,20,0,2.4167899424756034,0.027385580540048953,0.0,88.25045497725583,1.104605956598644,6,0,308
BBOB_F22,20,0,6.550407018400444,0.05992553448999141,0.0,109.30911295408593,0.9770183717766044,13,0,308
BBOB_F37,20,0,1.182738987190214,0.15726490321680134,0.0,7.520679840178458,0.6692191649158179,9,0,308
BBOB_F49,20,0,1.3383037553621309,0.15114670235138172,0.0,8.85433644626185,0.8554110814332265,22,0,308
BBOB_F5,20,0,0.9165469299595926,0.03033890796468511,0.0,30.210280838930174,0.8424124317931719,56,0,308
BBOB_F55,20,0,1.388541999942182,0.05256012260545072,0.0,26.418165162312313,1.0469866405631616,23,0,308
DTLZ1,20,0,541.7753550899159,107.90095654288477,0.0,5.021043116282196,0.0,23,0,215
DTLZ2,20,0,1.6297304711986438,0.1420440366274875,-0.0005246495502677084,11.473417046522236,0.4428914704658485,59,0,370
DTLZ3,20,0,914.1600619307801,426.7214887384964,0.0,2.1422873842919965,0.0,43,0,370
DTLZ4,20,0,1.2302654075242083,0.4298240303343262,0.0,2.8622536682448443,0.003137505688369866,38,0,370
DTLZ7,20,0,2.9506393479468724,0.05075285440361088,0.0,58.13740690290998,0.5066350850381721,102,0,680
MMF1,20,0,2.8112970162129414,0.04504068083806485,0.0,62.41684104022365,0.7757923817719427,17,0,60
MMF11_L,20,0,0.5728206234612008,0.01375552483777964,0.0,41.642949303391546,0.9950578973528993,24,0,60
MMF16_20,20,0,0.8559201840763245,0.024664193533107674,-0.00048651241550072555,34.70294631476155,0.739949138510292,205,0,618
MMF4,20,0,0.3675238638476179,0.022348522759484242,0.0,16.44510770590636,0.49586712057722826,18,0,60
WFG1,20,0,1.1163446066331106,0.5019701836745175,0.0,2.2239261273672772,0.20133381896162988,83,0,680
WFG2,20,0,0.6595702461706784,0.11429216125916666,0.0,5.770914110855335,0.600879058380027,17,0,680
WFG4,20,0,0.32820668172874007,0.10382053737739196,-0.0006879369682898651,3.1612886045435804,0.22956905058540977,40,0,680
WFG5,20,0,0.5435150445367514,0.05416151361794721,-8.079284945911036e-05,10.035078568348018,0.34041318680006255,60,0,680
WFG9,20,0,0.6928485995065304,0.19910345807830215,0.0,3.4798421192365794,0.11542095955802265,23,0,680
ZDT1,20,0,3.825360846748847,0.0195147937526374,0.0,196.02363700266392,0.833771063840258,96,0,928
ZDT3,20,0,2.5208579962367232,0.0167492119711416,0.0,150.5060656334213,0.6916151694658574,70,0,928
ZDT4,20,0,160.0026906116995,40.410159213164334,0.0,3.9594669688798394,0.0,4,0,308
ZDT6,20,0,8.952705826241381,1.5372928378696342,0.0,5.823682779038999,0.0,7,0,308
