label,tier,dist,problema,D,M,N,I_eff,I_max,iteracao,geracao,caminho,motivo,n_gps,n_folhas,profundidade,tppm,delta_total_point,early_stop,fe,n_acumulado,f_best,n_front1,tempo_fit_s,tempo_busca_s,chaves
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,29,1479,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[29, 3]","[256, 393]","[8, 26]","[5680.0, 343.0]",29.0,False,50000,6023,"[2.013812531002912e-06, 78.72451676916671]",32,0.174778,0.538572,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,30,1530,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[30, 3]","[256, 393]","[8, 26]","[5875.0, 343.0]",26.0,False,50000,6218,"[2.0138046638445983e-06, 78.72451676916671]",28,0.371352,0.59667,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,31,1581,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[31, 3]","[256, 393]","[8, 26]","[6070.0, 343.0]",24.0,False,50000,6413,"[2.0138020447382776e-06, 78.72451676916671]",34,0.873037,0.53793,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,32,1632,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[32, 3]","[256, 393]","[8, 26]","[6265.0, 343.0]",23.0,False,50000,6608,"[2.013802064063097e-06, 78.72451676916671]",35,0.142611,0.631057,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,33,1683,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[33, 3]","[256, 393]","[8, 26]","[6460.0, 343.0]",24.0,False,50000,6803,"[2.0138012466613953e-06, 78.65409364154846]",36,0.27279,0.608737,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,34,1734,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[34, 3]","[256, 393]","[8, 26]","[6655.0, 343.0]",22.0,False,50000,6998,"[2.0138005877995413e-06, 78.65409364154846]",34,0.416565,0.664863,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,35,1785,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[35, 3]","[256, 393]","[8, 26]","[6850.0, 343.0]",20.0,False,50000,7193,"[2.0138005877995413e-06, 78.65409364154846]",35,0.312617,0.68185,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,36,1836,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[36, 3]","[256, 393]","[8, 26]","[7045.0, 343.0]",19.0,False,50000,7388,"[2.0138004093173123e-06, 78.64363868066823]",35,0.329489,0.645247,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,37,1887,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[37, 3]","[256, 393]","[8, 26]","[7240.0, 343.0]",17.0,False,50000,7583,"[2.0138004093173123e-06, 78.64363868066823]",33,0.342279,0.697625,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,38,1938,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[38, 3]","[256, 393]","[8, 26]","[7435.0, 343.0]",14.0,False,50000,7778,"[2.0138004093173123e-06, 78.64363868066823]",34,0.309578,0.75238,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,39,1989,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[39, 3]","[256, 393]","[8, 26]","[7630.0, 343.0]",13.0,False,50000,7973,"[2.013800700313706e-06, 78.64363868066823]",33,0.272608,0.635158,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,40,2040,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[40, 3]","[256, 393]","[8, 26]","[7825.0, 343.0]",12.0,False,50000,8168,"[2.01380088566544e-06, 78.64363868066823]",34,0.373753,0.668125,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,41,2091,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[41, 3]","[256, 393]","[8, 26]","[8020.0, 343.0]",9.0,False,50000,8363,"[2.01380088566544e-06, 78.64363868066823]",34,0.297417,0.772994,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,42,2142,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[42, 3]","[256, 393]","[8, 26]","[8215.0, 343.0]",9.0,False,50000,8558,"[2.01380088566544e-06, 78.64363868066823]",34,0.323543,0.736326,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,43,2193,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[43, 3]","[256, 393]","[8, 26]","[8410.0, 343.0]",9.0,False,50000,8753,"[2.01380088566544e-06, 78.64363868066823]",33,0.329804,0.721924,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,44,2244,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[44, 3]","[256, 393]","[8, 26]","[8605.0, 343.0]",8.0,False,50000,8948,"[2.01380088566544e-06, 78.64363868066823]",32,0.30046,0.674104,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,45,2295,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[45, 3]","[256, 393]","[8, 26]","[8800.0, 343.0]",7.0,False,50000,9143,"[2.01380088566544e-06, 78.64363868066823]",32,0.261796,0.677775,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,46,2346,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[46, 3]","[256, 393]","[8, 26]","[8995.0, 343.0]",5.0,False,50000,9338,"[2.01380088566544e-06, 78.64363868066823]",31,0.298007,0.696131,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,47,2397,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[47, 3]","[256, 393]","[8, 26]","[9189.0, 343.0]",3.0,False,50000,9532,"[2.01380088566544e-06, 78.63760819594586]",27,0.327186,0.697009,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,48,2448,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[48, 3]","[256, 393]","[8, 26]","[9384.0, 343.0]",6.0,False,50000,9727,"[2.01380088566544e-06, 78.63760819594586]",36,0.276971,0.719575,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,49,2499,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[48, 3]","[256, 393]","[8, 26]","[9384.0, 343.0]",5.0,False,50000,9727,"[2.0138008370446103e-06, 78.63760819594586]",31,0.00053,0.731901,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-lhs_ZDT4,big,lhs,ZDT4,10,2,50000,50,500,50,2550,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[48, 3]","[256, 393]","[8, 26]","[9384.0, 343.0]",0.0,True,50000,9727,"[2.0138008370446103e-06, 78.63760819594586]",30,0.000321,0.780965,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,1,51,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[1, 1, 1]","[330, 298, 296]","[16, 20, 16]","[143.0, 181.0, 159.0]",1.0,False,50000,483,"[0.0009706747153667976, 0.0, 0.0]",29,2.042683,0.353283,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,2,102,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[2, 2, 2]","[330, 298, 296]","[16, 20, 16]","[365.0, 399.0, 313.0]",1.0,False,50000,1077,"[0.0009706747153667976, 0.0, 0.0]",28,0.992217,0.49069,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,3,153,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[3, 3, 3]","[330, 298, 296]","[16, 20, 16]","[500.0, 575.0, 481.0]",1.0,False,50000,1556,"[0.002436726964469229, 0.0, 0.0]",42,0.601322,0.775216,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,4,204,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[4, 4, 4]","[330, 298, 296]","[16, 20, 16]","[679.0, 696.0, 633.0]",1.0,False,50000,2008,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",62,0.391677,0.998305,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,5,255,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[5, 5, 5]","[330, 298, 296]","[16, 20, 16]","[858.0, 842.0, 795.0]",1.0,False,50000,2495,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",82,0.7492,1.343948,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,6,306,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[6, 6, 6]","[330, 298, 296]","[16, 20, 16]","[986.0, 1001.0, 928.0]",184.0,False,50000,2915,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",79,0.450043,1.508444,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,7,357,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[7, 7, 7]","[330, 298, 296]","[16, 20, 16]","[1177.0, 1215.0, 1157.0]",170.0,False,50000,3549,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",80,0.936564,1.501412,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,8,408,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[8, 8, 8]","[330, 298, 296]","[16, 20, 16]","[1397.0, 1376.0, 1305.0]",158.0,False,50000,4078,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",85,0.704304,1.607818,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,9,459,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[9, 9, 9]","[330, 298, 296]","[16, 20, 16]","[1589.0, 1583.0, 1465.0]",151.0,False,50000,4637,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",88,0.783711,1.664915,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,10,510,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[10, 10, 10]","[330, 298, 296]","[16, 20, 16]","[1723.0, 1816.0, 1681.0]",138.0,False,50000,5220,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",87,1.063035,1.776029,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,11,561,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[11, 11, 11]","[330, 298, 296]","[16, 20, 16]","[1897.0, 1993.0, 1883.0]",129.0,False,50000,5773,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",86,0.72628,1.777445,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,12,612,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[12, 12, 12]","[330, 298, 296]","[16, 20, 16]","[2018.0, 2201.0, 2004.0]",125.0,False,50000,6223,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",90,0.616256,1.879667,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,13,663,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[13, 13, 13]","[330, 298, 296]","[16, 20, 16]","[2153.0, 2338.0, 2173.0]",118.0,False,50000,6664,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",93,0.45578,1.896758,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,14,714,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[14, 14, 14]","[330, 298, 296]","[16, 20, 16]","[2274.0, 2502.0, 2296.0]",117.0,False,50000,7072,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",94,0.525235,1.930421,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,15,765,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[15, 15, 15]","[330, 298, 296]","[16, 20, 16]","[2399.0, 2637.0, 2416.0]",113.0,False,50000,7452,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",91,0.301132,1.832653,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,16,816,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[16, 16, 16]","[330, 298, 296]","[16, 20, 16]","[2603.0, 2812.0, 2567.0]",109.0,False,50000,7982,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",98,0.49643,1.968621,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,17,867,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[17, 17, 17]","[330, 298, 296]","[16, 20, 16]","[2731.0, 2975.0, 2721.0]",103.0,False,50000,8427,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",97,0.594357,1.989549,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,18,918,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[18, 18, 18]","[330, 298, 296]","[16, 20, 16]","[2915.0, 3212.0, 2855.0]",96.0,False,50000,8982,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",96,0.566842,2.094266,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,19,969,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[19, 19, 19]","[330, 298, 296]","[16, 20, 16]","[3035.0, 3451.0, 3022.0]",85.0,False,50000,9508,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",96,0.66575,2.233703,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,20,1020,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[20, 20, 20]","[330, 298, 296]","[16, 20, 16]","[3215.0, 3634.0, 3175.0]",77.0,False,50000,10024,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",98,0.568119,2.129513,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,21,1071,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[21, 21, 21]","[330, 298, 296]","[16, 20, 16]","[3335.0, 3816.0, 4010.0]",75.0,False,50000,11161,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",101,0.952895,2.179052,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,22,1122,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[22, 22, 21]","[330, 298, 296]","[16, 20, 16]","[3456.0, 4037.0, 4010.0]",70.0,False,50000,11503,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",99,0.554143,2.279152,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,23,1173,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[23, 23, 22]","[330, 298, 296]","[16, 20, 16]","[3683.0, 4158.0, 4186.0]",65.0,False,50000,12027,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",97,0.640453,2.235497,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,24,1224,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[24, 24, 22]","[330, 298, 296]","[16, 20, 16]","[3859.0, 4294.0, 4186.0]",63.0,False,50000,12339,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",98,0.203941,2.297554,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,25,1275,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[25, 25, 22]","[330, 298, 296]","[16, 20, 16]","[4078.0, 4494.0, 4186.0]",61.0,False,50000,12758,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",98,0.446414,2.281781,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,26,1326,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[26, 26, 22]","[330, 298, 296]","[16, 20, 16]","[4214.0, 4681.0, 4186.0]",60.0,False,50000,13081,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",98,0.302412,2.354041,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,27,1377,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[27, 27, 23]","[330, 298, 296]","[16, 20, 16]","[4403.0, 4870.0, 4419.0]",62.0,False,50000,13692,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",99,1.022668,2.330115,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,28,1428,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[28, 28, 23]","[330, 298, 296]","[16, 20, 16]","[4529.0, 5050.0, 4419.0]",58.0,False,50000,13998,"[0.002436726964469229, 8.841386604357475e-24, 0.0]",99,0.257519,2.263879,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,29,1479,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[29, 29, 24]","[330, 298, 296]","[16, 20, 16]","[4650.0, 5244.0, 4633.0]",52.0,False,50000,14527,"[-0.014917952843479299, 8.841386604357475e-24, 0.0]",101,0.885991,2.397283,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,30,1530,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[30, 30, 24]","[330, 298, 296]","[16, 20, 16]","[4771.0, 5425.0, 4633.0]",50.0,False,50000,14829,"[-0.018005268000301555, 8.841386604357475e-24, 0.0]",101,0.208536,2.362303,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
swap_big-mvns_DTLZ2,big,mvns,DTLZ2,12,3,50000,56,417,31,1581,c311_build,construcao treed-GP: +GP na folha de maior impureza,"[31, 31, 25]","[330, 298, 296]","[16, 20, 16]","[4928.0, 5552.0, 4832.0]",47.0,False,50000,15312,"[-0.018005268000301555, 8.841386604357475e-24, 0.0]",101,0.69785,2.380154,caminho;delta_total_point;early_stop;f_best;fe;geracao;iteracao;motivo;n_acumulado;n_folhas;n_front1;n_gps;profundidade;rec;tempo_busca_s;tempo_fit_s;total_points_per_model;ts
