label,exp,tier,dist,problema,M,geracao,pop,teto,fase
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,3,1714,104,105,final
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,1,49,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,10,60,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,25,60,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,50,60,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,51,62,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,52,62,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,100,72,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,510,105,105,build
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,511,78,105,final
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,1010,105,105,final
swap_medium-lhs_MMF16_20,sweep-medium-lhs,medium,lhs,MMF16_20,3,1510,105,105,final
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,1,18,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,10,19,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,25,19,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,50,19,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,51,8,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,52,7,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,100,7,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,306,34,50,build
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,307,10,50,final
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,806,50,50,final
swap_medium-lhs_WFG9,sweep-medium-lhs,medium,lhs,WFG9,2,1306,36,50,final
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,1,7,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,10,7,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,25,7,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,50,7,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,51,8,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,52,9,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,100,42,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,306,50,50,build
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,307,28,50,final
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,806,50,50,final
swap_medium-lhs_ZDT1,sweep-medium-lhs,medium,lhs,ZDT1,2,1306,50,50,final
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,1,32,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,10,40,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,25,40,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,50,40,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,51,39,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,52,38,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,100,40,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,357,38,50,build
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,358,38,50,final
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,857,50,50,final
swap_medium-lhs_ZDT4,sweep-medium-lhs,medium,lhs,ZDT4,2,1357,50,50,final
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,1,46,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,10,67,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,25,73,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,50,74,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,51,73,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,52,75,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,100,83,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,714,85,105,build
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,715,71,105,final
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,1214,86,105,final
swap_medium-mvns_DTLZ2,sweep-medium-mvns,medium,mvns,DTLZ2,3,1714,87,105,final
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,1,35,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,10,48,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,25,49,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,50,49,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,51,46,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,52,47,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,100,75,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,510,102,105,build
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,511,77,105,final
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,1010,100,105,final
swap_medium-mvns_MMF16_20,sweep-medium-mvns,medium,mvns,MMF16_20,3,1510,100,105,final
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,1,12,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,10,13,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,25,14,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,50,14,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,51,8,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,52,9,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,100,48,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,408,50,50,build
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,409,10,50,final
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,908,1,50,final
swap_medium-mvns_WFG9,sweep-medium-mvns,medium,mvns,WFG9,2,1408,1,50,final
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,1,5,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,10,5,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,25,5,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,50,5,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,51,5,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,52,5,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,100,7,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,357,50,50,build
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,358,40,50,final
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,857,50,50,final
swap_medium-mvns_ZDT1,sweep-medium-mvns,medium,mvns,ZDT1,2,1357,50,50,final
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,1,29,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,10,32,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,25,36,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,50,39,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,51,38,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,52,31,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,100,37,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,510,50,50,build
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,511,36,50,final
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,1010,40,50,final
swap_medium-mvns_ZDT4,sweep-medium-mvns,medium,mvns,ZDT4,2,1510,27,50,final
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,1,7,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,10,7,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,25,7,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,50,7,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,51,11,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,52,15,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,100,70,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,204,95,105,build
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,205,72,105,final
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,704,94,105,final
swap_small-lhs_DTLZ2,sweep-small-lhs,small,lhs,DTLZ2,3,1204,94,105,final
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,1,6,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,10,6,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,25,6,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,50,6,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,51,11,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,52,14,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,100,68,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,204,100,105,build
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,205,77,105,final
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,704,93,105,final
swap_small-lhs_MMF16_20,sweep-small-lhs,small,lhs,MMF16_20,3,1204,93,105,final
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,1,3,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,10,3,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,25,3,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,50,3,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,51,5,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,52,8,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,100,31,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,204,16,50,build
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,205,23,50,final
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,704,50,50,final
swap_small-lhs_WFG9,sweep-small-lhs,small,lhs,WFG9,2,1204,50,50,final
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,1,3,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,10,3,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,25,3,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,50,3,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,51,5,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,52,8,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,100,36,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,204,47,50,build
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,205,37,50,final
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,704,50,50,final
swap_small-lhs_ZDT1,sweep-small-lhs,small,lhs,ZDT1,2,1204,50,50,final
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,1,4,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,10,4,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,25,4,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,50,4,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,51,4,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,52,4,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,100,43,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,204,44,50,build
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,205,36,50,final
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,704,43,50,final
swap_small-lhs_ZDT4,sweep-small-lhs,small,lhs,ZDT4,2,1204,50,50,final
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,1,8,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,10,8,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,25,8,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,50,8,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,51,13,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,52,15,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,100,52,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,204,71,105,build
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,205,77,105,final
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,704,73,105,final
swap_small-mvns_DTLZ2,sweep-small-mvns,small,mvns,DTLZ2,3,1204,74,105,final
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,1,7,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,10,7,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,25,7,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,50,7,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,51,12,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,52,16,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,100,53,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,204,76,105,build
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,205,73,105,final
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,704,79,105,final
swap_small-mvns_MMF16_20,sweep-small-mvns,small,mvns,MMF16_20,3,1204,79,105,final
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,1,6,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,10,6,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,25,6,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,50,6,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,51,6,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,52,6,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,100,42,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,204,47,50,build
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,205,8,50,final
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,704,50,50,final
swap_small-mvns_WFG9,sweep-small-mvns,small,mvns,WFG9,2,1204,50,50,final
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,1,3,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,10,3,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,25,3,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,50,3,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,51,4,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,52,4,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,100,26,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,204,49,50,build
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,205,44,50,final
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,704,50,50,final
swap_small-mvns_ZDT1,sweep-small-mvns,small,mvns,ZDT1,2,1204,50,50,final
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,1,3,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,10,3,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,25,3,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,50,3,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,51,5,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,52,9,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,100,33,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,204,50,50,build
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,205,40,50,final
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,704,50,50,final
swap_small-mvns_ZDT4,sweep-small-mvns,small,mvns,ZDT4,2,1204,50,50,final
