label,exp,tier,dist,problema,bloco,obj,D,M,N,I_eff,wape,corr,cobertura95,n_sigma_valido,nan_share,mu_min,mu_max,f_min,f_max,mae,mae_ref
BBOB_F5,off,small,lhs,BBOB_F5,0,1,10,2,309,4,0.14094884197678909,0.4566642362530506,0.9617,20000,0.0,1620.78466796875,2217.12890625,493.7633001379723,3747.1318719990268,287.9138401608322,322.9720159394047
BBOB_F5,off,small,lhs,BBOB_F5,1,0,10,2,309,4,0.22756429786961557,0.5670504506877216,0.9411764705882353,5984,0.7008,52.75334930419922,192.2440643310547,4.28091515182762,291.0874455282069,26.305563502039607,32.47548597147532
BBOB_F5,off,small,lhs,BBOB_F5,1,1,10,2,309,4,0.14094884197678909,0.4566642362530506,0.9617,20000,0.0,1620.78466796875,2217.12890625,493.7633001379723,3747.1318719990268,287.9138401608322,322.9720159394047
BBOB_F55,off,small,lhs,BBOB_F55,0,0,10,2,309,4,0.058153048575489155,0.0925160175657082,0.965561387786455,7811,0.60945,70.94580841064453,82.60600280761719,11.746767103956262,86.5148713062384,4.567036691474648,4.451111282150004
BBOB_F55,off,small,lhs,BBOB_F55,0,1,10,2,309,4,0.05491836898228554,0.09451176681444082,0.9550118389897395,6335,0.68325,75.3724365234375,80.11334991455078,15.977962376013485,86.49980551176326,4.316285052631741,4.374086890732195
BBOB_F55,off,small,lhs,BBOB_F55,1,0,10,2,309,4,0.058153048575489155,0.0925160175657082,0.965561387786455,7811,0.60945,70.94580841064453,82.60600280761719,11.746767103956262,86.5148713062384,4.567036691474648,4.451111282150004
BBOB_F55,off,small,lhs,BBOB_F55,1,1,10,2,309,4,0.05491836898228554,0.09451176681444082,0.9550118389897395,6335,0.68325,75.3724365234375,80.11334991455078,15.977962376013485,86.49980551176326,4.316285052631741,4.374086890732195
DTLZ1,off,small,lhs,DTLZ1,0,0,7,3,216,4,0.2583892311475939,0.8997873011338013,0.89695,20000,0.0,-1.20441472530365,203.87245178222656,0.0007867178773757698,425.9462845886335,17.52615394725556,51.25905059337779
DTLZ1,off,small,lhs,DTLZ1,0,1,7,3,216,4,0.25486386117092497,0.9017237731964206,0.89135,20000,0.0,-1.5286014080047607,255.15936279296875,0.001271083578702773,442.47080664271755,17.290840064246055,51.25277828701635
DTLZ1,off,small,lhs,DTLZ1,0,2,7,3,216,4,0.2494534746443043,0.8483085552738449,0.9283,20000,0.0,4.5490851402282715,333.78338623046875,0.000462445156499098,481.0793737905896,33.841413528845706,75.05490826850017
DTLZ1,off,small,lhs,DTLZ1,1,0,7,3,216,4,0.2583892311475939,0.8997873011338013,0.89695,20000,0.0,-1.20441472530365,203.87245178222656,0.0007867178773757698,425.9462845886335,17.52615394725556,51.25905059337779
DTLZ1,off,small,lhs,DTLZ1,1,1,7,3,216,4,0.25486386117092497,0.9017237731964206,0.89135,20000,0.0,-1.5286014080047607,255.15936279296875,0.001271083578702773,442.47080664271755,17.290840064246055,51.25277828701635
DTLZ1,off,small,lhs,DTLZ1,1,2,7,3,216,4,0.2494534746443043,0.8483085552738449,0.9283,20000,0.0,4.5490851402282715,333.78338623046875,0.000462445156499098,481.0793737905896,33.841413528845706,75.05490826850017
DTLZ2,off,small,lhs,DTLZ2,0,0,12,3,371,4,0.05421659822093961,0.9945953420079665,0.9105,20000,0.0,-0.19018490612506866,2.4783122539520264,3.836977908068911e-06,2.57959020506767,0.04028372975606914,0.4688546706000642
DTLZ2,off,small,lhs,DTLZ2,0,1,12,3,371,4,0.06840641254035491,0.9919156735040852,0.87285,20000,0.0,-0.12716563045978546,2.4389352798461914,1.90431944785322e-05,2.5578628104646874,0.05082500064790167,0.4688918820700543
DTLZ2,off,small,lhs,DTLZ2,0,2,12,3,371,4,0.014784239416382561,0.9988207983613236,0.9584,20000,0.0,-0.023821810260415077,2.696883201599121,0.0001063285097157721,2.7334428509939714,0.017255380060208655,0.5020535753782746
DTLZ2,off,small,lhs,DTLZ2,1,0,12,3,371,4,0.05421659822093961,0.9945953420079665,0.9105,20000,0.0,-0.19018490612506866,2.4783122539520264,3.836977908068911e-06,2.57959020506767,0.04028372975606914,0.4688546706000642
DTLZ2,off,small,lhs,DTLZ2,1,1,12,3,371,4,0.06840641254035491,0.9919156735040852,0.87285,20000,0.0,-0.12716563045978546,2.4389352798461914,1.90431944785322e-05,2.5578628104646874,0.05082500064790167,0.4688918820700543
DTLZ2,off,small,lhs,DTLZ2,1,2,12,3,371,4,0.014784239416382561,0.9988207983613236,0.9584,20000,0.0,-0.023821810260415077,2.696883201599121,0.0001063285097157721,2.7334428509939714,0.017255380060208655,0.5020535753782746
DTLZ3,off,small,lhs,DTLZ3,0,0,12,3,371,4,0.17540037612431775,0.93889821380961,0.9478,20000,0.0,-4.7878007888793945,1066.8658447265625,0.01417123847804623,1749.5823835567157,77.08704690163593,282.4040561504086
DTLZ3,off,small,lhs,DTLZ3,0,1,12,3,371,4,0.17381975059244642,0.9405701997881082,0.95325,20000,0.0,-28.009197235107422,1018.0632934570312,0.003196656139419432,1675.7600204134487,76.38983552388152,282.4912595683782
