ts,rec,alg,geracao,modelo,motivo,n_pontos,tempo_pred_sonda_s,fe_treino_max,x_hash,ok,problema
2026-07-26T12:51:20Z,sonda,e74,108,RBF-local(s3),cadencia,2000,0.090801,210,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:20Z,sonda,e74,111,RBF-global(s2),cadencia,2000,0.098425,212,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:22Z,sonda,e74,114,PNN(s1),cadencia,2000,0.101588,209,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:26Z,sonda,e74,120,RBF-local(s3),cadencia,2000,0.088664,219,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:27Z,sonda,e74,123,RBF-global(s2),cadencia,2000,0.09224,221,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:29Z,sonda,e74,126,PNN(s1),cadencia,2000,0.09875,223,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:33Z,sonda,e74,132,RBF-local(s3),cadencia,2000,0.085544,228,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:33Z,sonda,e74,135,RBF-global(s2),cadencia,2000,0.095824,230,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:35Z,sonda,e74,138,PNN(s1),cadencia,2000,0.11279,232,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:39Z,sonda,e74,144,RBF-local(s3),cadencia,2000,0.087403,237,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:40Z,sonda,e74,147,RBF-global(s2),cadencia,2000,0.096291,239,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:42Z,sonda,e74,150,PNN(s1),cadencia,2000,0.101299,241,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:46Z,sonda,e74,156,RBF-local(s3),cadencia,2000,0.104287,246,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:47Z,sonda,e74,159,RBF-global(s2),cadencia,2000,0.112216,248,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:50Z,sonda,e74,162,PNN(s1),cadencia,2000,0.119996,250,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:54Z,sonda,e74,168,RBF-local(s3),cadencia,2000,0.095953,253,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:55Z,sonda,e74,171,RBF-global(s2),cadencia,2000,0.110228,257,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:57Z,sonda,e74,174,PNN(s1),cadencia,2000,0.10108,259,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:01Z,sonda,e74,180,RBF-local(s3),cadencia,2000,0.082887,264,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:01Z,sonda,e74,183,RBF-global(s2),cadencia,2000,0.094245,266,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:03Z,sonda,e74,186,PNN(s1),cadencia,2000,0.096664,268,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:07Z,sonda,e74,192,RBF-local(s3),cadencia,2000,0.085914,273,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:08Z,sonda,e74,195,RBF-global(s2),cadencia,2000,0.095082,275,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:10Z,sonda,e74,198,PNN(s1),cadencia,2000,0.093342,277,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:14Z,sonda,e74,204,RBF-local(s3),cadencia,2000,0.086637,280,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:14Z,sonda,e74,207,RBF-global(s2),cadencia,2000,0.095589,284,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:16Z,sonda,e74,210,PNN(s1),cadencia,2000,0.098295,284,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:20Z,sonda,e74,216,RBF-local(s3),cadencia,2000,0.088388,289,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:21Z,sonda,e74,219,RBF-global(s2),cadencia,2000,0.099054,293,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:23Z,sonda,e74,222,PNN(s1),cadencia,2000,0.100429,295,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:27Z,sonda,e74,228,RBF-local(s3),cadencia,2000,0.088473,299,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:28Z,sonda,e74,231,RBF-global(s2),cadencia,2000,0.103183,302,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:30Z,sonda,e74,234,PNN(s1),cadencia,2000,0.094752,304,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:34Z,sonda,e74,240,RBF-local(s3),cadencia,2000,0.086015,307,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:35Z,sonda,e74,243,RBF-global(s2),cadencia,2000,0.091938,311,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:37Z,sonda,e74,246,PNN(s1),cadencia,2000,0.097927,313,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:41Z,sonda,e74,252,RBF-local(s3),cadencia,2000,0.082782,316,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:41Z,sonda,e74,255,RBF-global(s2),cadencia,2000,0.103717,320,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:43Z,sonda,e74,258,PNN(s1),cadencia,2000,0.099729,322,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:47Z,sonda,e74,264,RBF-local(s3),cadencia,2000,0.084097,323,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:48Z,sonda,e74,267,RBF-global(s2),cadencia,2000,0.100207,329,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:50Z,sonda,e74,270,PNN(s1),cadencia,2000,0.090457,329,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:54Z,sonda,e74,276,RBF-local(s3),cadencia,2000,0.084102,336,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:54Z,sonda,e74,279,RBF-global(s2),cadencia,2000,0.102296,338,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:52:57Z,sonda,e74,282,PNN(s1),cadencia,2000,0.099482,340,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:01Z,sonda,e74,288,RBF-local(s3),cadencia,2000,0.079184,343,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:01Z,sonda,e74,291,RBF-global(s2),cadencia,2000,0.097476,347,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:03Z,sonda,e74,294,PNN(s1),cadencia,2000,0.096509,349,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:07Z,sonda,e74,300,RBF-local(s3),cadencia,2000,0.078605,352,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:08Z,sonda,e74,303,RBF-global(s2),cadencia,2000,0.102165,356,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:10Z,sonda,e74,306,PNN(s1),cadencia,2000,0.097646,358,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:14Z,sonda,e74,312,RBF-local(s3),cadencia,2000,0.07987,362,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:15Z,sonda,e74,315,RBF-global(s2),cadencia,2000,0.096031,365,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:17Z,sonda,e74,318,PNN(s1),cadencia,2000,0.095276,366,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:20Z,sonda,e74,319,RBF-global(s2),final,2000,0.097446,368,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:53:20Z,sonda,e74,320,RBF-local(s3),final,2000,0.086638,369,516dce80de451ebf743b7741581c88e39bc98e1bd9a17968f1bfcf77cbcb8a96,True,DTLZ3
2026-07-26T12:51:41Z,sonda,e74,1,RBF-global(boot),cadencia,2000,0.208804,130,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:41Z,sonda,e74,3,RBF-global(s2),cadencia,2000,0.111615,134,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:44Z,sonda,e74,6,PNN(s1),cadencia,2000,0.12345,136,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:49Z,sonda,e74,12,RBF-local(s3),cadencia,2000,0.10248,141,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:50Z,sonda,e74,15,RBF-global(s2),cadencia,2000,0.149567,143,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:53Z,sonda,e74,18,PNN(s1),cadencia,2000,0.105585,145,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:58Z,sonda,e74,24,RBF-local(s3),cadencia,2000,0.095684,150,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:51:59Z,sonda,e74,27,RBF-global(s2),cadencia,2000,0.098914,152,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:02Z,sonda,e74,30,PNN(s1),cadencia,2000,0.096321,154,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:07Z,sonda,e74,36,RBF-local(s3),cadencia,2000,0.088993,159,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:08Z,sonda,e74,39,RBF-global(s2),cadencia,2000,0.095443,161,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:10Z,sonda,e74,42,PNN(s1),cadencia,2000,0.098235,163,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:16Z,sonda,e74,48,RBF-local(s3),cadencia,2000,0.086794,168,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:17Z,sonda,e74,51,RBF-global(s2),cadencia,2000,0.091399,170,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:20Z,sonda,e74,54,PNN(s1),cadencia,2000,0.101734,172,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:25Z,sonda,e74,60,RBF-local(s3),cadencia,2000,0.089305,172,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:26Z,sonda,e74,63,RBF-global(s2),cadencia,2000,0.093006,179,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:29Z,sonda,e74,66,PNN(s1),cadencia,2000,0.10037,181,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:35Z,sonda,e74,72,RBF-local(s3),cadencia,2000,0.08681,186,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:36Z,sonda,e74,75,RBF-global(s2),cadencia,2000,0.089813,188,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:39Z,sonda,e74,78,PNN(s1),cadencia,2000,0.093924,190,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:45Z,sonda,e74,84,RBF-local(s3),cadencia,2000,0.085031,195,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:45Z,sonda,e74,87,RBF-global(s2),cadencia,2000,0.091488,197,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:48Z,sonda,e74,90,PNN(s1),cadencia,2000,0.09901,199,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:55Z,sonda,e74,96,RBF-local(s3),cadencia,2000,0.091159,204,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:55Z,sonda,e74,99,RBF-global(s2),cadencia,2000,0.093356,206,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:52:59Z,sonda,e74,102,PNN(s1),cadencia,2000,0.097906,204,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:05Z,sonda,e74,108,RBF-local(s3),cadencia,2000,0.082763,211,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:06Z,sonda,e74,111,RBF-global(s2),cadencia,2000,0.0913,215,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:09Z,sonda,e74,114,PNN(s1),cadencia,2000,0.09712,217,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:16Z,sonda,e74,120,RBF-local(s3),cadencia,2000,0.086475,222,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:16Z,sonda,e74,123,RBF-global(s2),cadencia,2000,0.093189,224,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:19Z,sonda,e74,126,PNN(s1),cadencia,2000,0.096416,226,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:26Z,sonda,e74,132,RBF-local(s3),cadencia,2000,0.089684,231,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:27Z,sonda,e74,135,RBF-global(s2),cadencia,2000,0.115586,233,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:30Z,sonda,e74,138,PNN(s1),cadencia,2000,0.100678,235,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:39Z,sonda,e74,144,RBF-local(s3),cadencia,2000,0.081896,238,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:40Z,sonda,e74,147,RBF-global(s2),cadencia,2000,0.092653,242,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:43Z,sonda,e74,150,PNN(s1),cadencia,2000,0.097232,244,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:51Z,sonda,e74,156,RBF-local(s3),cadencia,2000,0.085402,247,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:52Z,sonda,e74,159,RBF-global(s2),cadencia,2000,0.099167,251,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:53:56Z,sonda,e74,162,PNN(s1),cadencia,2000,0.100072,253,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:05Z,sonda,e74,168,RBF-local(s3),cadencia,2000,0.087734,256,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:05Z,sonda,e74,171,RBF-global(s2),cadencia,2000,0.088828,260,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:10Z,sonda,e74,174,PNN(s1),cadencia,2000,0.098136,262,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:18Z,sonda,e74,180,RBF-local(s3),cadencia,2000,0.082993,267,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:19Z,sonda,e74,183,RBF-global(s2),cadencia,2000,0.094206,269,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:23Z,sonda,e74,186,PNN(s1),cadencia,2000,0.098025,271,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:31Z,sonda,e74,192,RBF-local(s3),cadencia,2000,0.084891,274,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:32Z,sonda,e74,195,RBF-global(s2),cadencia,2000,0.094238,278,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:36Z,sonda,e74,198,PNN(s1),cadencia,2000,0.096249,280,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:43Z,sonda,e74,204,RBF-local(s3),cadencia,2000,0.084227,285,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:44Z,sonda,e74,207,RBF-global(s2),cadencia,2000,0.096979,287,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:48Z,sonda,e74,210,PNN(s1),cadencia,2000,0.099797,289,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:56Z,sonda,e74,216,RBF-local(s3),cadencia,2000,0.083618,292,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:54:57Z,sonda,e74,219,RBF-global(s2),cadencia,2000,0.096684,296,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:01Z,sonda,e74,222,PNN(s1),cadencia,2000,0.120002,298,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:09Z,sonda,e74,228,RBF-local(s3),cadencia,2000,0.083253,301,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:10Z,sonda,e74,231,RBF-global(s2),cadencia,2000,0.103755,305,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:14Z,sonda,e74,234,PNN(s1),cadencia,2000,0.092054,307,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:21Z,sonda,e74,240,RBF-local(s3),cadencia,2000,0.087759,310,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:22Z,sonda,e74,243,RBF-global(s2),cadencia,2000,0.101739,314,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:25Z,sonda,e74,246,PNN(s1),cadencia,2000,0.102157,315,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:32Z,sonda,e74,252,RBF-local(s3),cadencia,2000,0.08883,321,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:33Z,sonda,e74,255,RBF-global(s2),cadencia,2000,0.097307,323,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:37Z,sonda,e74,258,PNN(s1),cadencia,2000,0.096218,325,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:44Z,sonda,e74,264,RBF-local(s3),cadencia,2000,0.083143,329,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:45Z,sonda,e74,267,RBF-global(s2),cadencia,2000,0.094527,332,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:49Z,sonda,e74,270,PNN(s1),cadencia,2000,0.09528,334,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:57Z,sonda,e74,276,RBF-local(s3),cadencia,2000,0.081571,339,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:55:57Z,sonda,e74,279,RBF-global(s2),cadencia,2000,0.096646,341,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:02Z,sonda,e74,282,PNN(s1),cadencia,2000,0.093173,343,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:10Z,sonda,e74,288,RBF-local(s3),cadencia,2000,0.0831,348,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:11Z,sonda,e74,291,RBF-global(s2),cadencia,2000,0.093717,350,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:15Z,sonda,e74,294,PNN(s1),cadencia,2000,0.093786,352,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:23Z,sonda,e74,300,RBF-local(s3),cadencia,2000,0.078435,355,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:24Z,sonda,e74,303,RBF-global(s2),cadencia,2000,0.096351,359,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:28Z,sonda,e74,306,PNN(s1),cadencia,2000,0.096652,361,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:36Z,sonda,e74,312,RBF-local(s3),cadencia,2000,0.078989,364,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
2026-07-26T12:56:37Z,sonda,e74,315,RBF-global(s2),cadencia,2000,0.096283,368,9af00e6cff4bb863cc5ee5547f1e9bf5c6ce30840306ad6b4546cc16d07faa01,True,DTLZ4
