problema,D,M,geracao,N,arq,n_front1_ev,n_front1_rec,nf1_ok,fbest_dif,obs,obj,dec,ok_obj,ok_dec,ok_obj_n1,ok_dec_n1,frac_n1_ev,frac_n1_blk,frac_ok
MMF1,2,2,38,47,47,12,12,True,1.2726545234320596e-09,"[0, 33, 14, 0]","[12, 8, 21, 6]","[9, 12, 20, 6]",False,False,False,False,0.0,0.0,True
MMF1,2,2,42,49,49,12,12,True,1.2726545234320596e-09,"[0, 35, 14, 0]","[12, 8, 23, 6]","[9, 13, 18, 9]",False,False,False,False,0.0,0.0,True
MMF1,2,2,46,51,51,14,13,False,1.2726545234320596e-09,"[51, 0, 0, 0]","[13, 8, 24, 6]","[9, 13, 20, 9]",False,False,False,False,0.9411764705882353,1.0,False
MMF11_L,2,2,2,23,23,9,9,True,4.775243467314283e-08,"[21, 1, 1, 0]","[9, 9, 5, 0]","[8, 3, 9, 3]",False,False,False,False,0.9130434782608695,0.9130434782608695,True
MMF11_L,2,2,6,26,26,9,9,True,4.775243467314283e-08,"[26, 0, 0, 0]","[9, 11, 6, 0]","[3, 8, 12, 3]",False,False,False,False,0.9230769230769231,1.0,False
MMF11_L,2,2,10,29,29,8,8,True,2.1208913292269926e-08,"[28, 1, 0, 0]","[8, 15, 6, 0]","[4, 10, 12, 3]",False,False,False,False,0.6551724137931034,0.9655172413793104,False
MMF11_L,2,2,14,32,32,7,7,True,2.1208913292269926e-08,"[0, 30, 0, 2]","[7, 17, 7, 1]","[4, 9, 15, 4]",False,False,False,False,0.0,0.0,True
MMF11_L,2,2,18,34,34,8,8,True,2.1208913292269926e-08,"[26, 5, 2, 1]","[8, 18, 7, 1]","[4, 12, 12, 6]",False,False,False,False,0.4117647058823529,0.7647058823529411,False
MMF11_L,2,2,22,37,37,10,10,True,2.1208913292269926e-08,"[32, 4, 1, 0]","[10, 14, 10, 3]","[4, 14, 13, 6]",False,False,False,False,0.6486486486486487,0.8648648648648649,False
MMF11_L,2,2,26,40,40,11,11,True,2.1208913292269926e-08,"[0, 39, 0, 1]","[11, 11, 12, 6]","[4, 15, 13, 8]",False,False,False,False,0.0,0.0,True
MMF11_L,2,2,30,42,42,13,13,True,2.1208913292269926e-08,"[0, 42, 0, 0]","[13, 11, 12, 6]","[7, 11, 16, 8]",False,False,False,False,0.0,0.0,True
MMF11_L,2,2,34,44,44,14,14,True,2.1208913292269926e-08,"[0, 44, 0, 0]","[14, 12, 12, 6]","[7, 11, 20, 6]",False,False,False,False,0.0,0.0,True
MMF11_L,2,2,38,46,46,15,15,True,2.1208913292269926e-08,"[42, 2, 2, 0]","[15, 10, 14, 7]","[7, 15, 16, 8]",False,False,False,False,0.9130434782608695,0.9130434782608695,True
MMF11_L,2,2,42,49,49,16,15,False,2.1208913292269926e-08,"[46, 2, 1, 0]","[15, 11, 14, 9]","[5, 15, 21, 8]",False,False,False,False,0.9387755102040817,0.9387755102040817,True
MMF11_L,2,2,46,52,52,17,17,True,2.1208913292269926e-08,"[0, 52, 0, 0]","[17, 12, 14, 9]","[8, 17, 18, 9]",False,False,False,False,0.0,0.0,True
MMF16_20,20,3,2,100,222,50,50,True,1.761350180290444e-11,"[100, 0, 0, 0]","[50, 0, 50, 0]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
MMF16_20,20,3,46,100,255,53,53,True,2.992601245379063e-40,"[96, 4, 0, 0]","[53, 0, 47, 0]","[100, 0, 0, 0]",False,False,False,False,0.94,0.96,False
MMF16_20,20,3,90,100,288,54,54,True,2.992601245379063e-40,"[98, 2, 0, 0]","[54, 0, 46, 0]","[100, 0, 0, 0]",False,False,False,False,0.98,0.98,True
MMF16_20,20,3,134,100,321,57,57,True,2.992601245379063e-40,"[98, 2, 0, 0]","[57, 0, 43, 0]","[99, 0, 0, 1]",False,False,False,False,0.97,0.98,False
MMF16_20,20,3,178,100,354,57,58,False,2.992601245379063e-40,"[100, 0, 0, 0]","[58, 0, 42, 0]","[99, 0, 0, 1]",False,False,False,False,1.0,1.0,True
MMF16_20,20,3,222,100,387,65,65,True,2.992601245379063e-40,"[100, 0, 0, 0]","[65, 0, 35, 0]","[99, 0, 0, 1]",False,False,False,False,0.99,1.0,False
MMF16_20,20,3,266,100,420,76,76,True,2.992601245379063e-40,"[99, 1, 0, 0]","[76, 0, 24, 0]","[99, 0, 0, 1]",False,False,False,True,0.93,0.99,False
MMF16_20,20,3,310,100,453,80,80,True,2.0902153798328873e-41,"[100, 0, 0, 0]","[80, 0, 0, 20]","[100, 0, 0, 0]",False,True,False,True,0.9,1.0,False
MMF16_20,20,3,354,100,486,85,85,True,2.0902153798328873e-41,"[100, 0, 0, 0]","[85, 0, 0, 15]","[100, 0, 0, 0]",False,True,False,True,0.9,1.0,False
MMF16_20,20,3,398,100,519,91,91,True,2.0902153798328873e-41,"[100, 0, 0, 0]","[91, 0, 0, 9]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
MMF16_20,20,3,442,100,552,101,100,False,2.0902153798328873e-41,"[99, 1, 0, 0]","[100, 0, 0, 0]","[100, 0, 0, 0]",False,False,False,False,0.93,0.99,False
MMF16_20,20,3,486,100,585,106,106,True,2.0902153798328873e-41,"[99, 0, 1, 0]","[100, 0, 0, 0]","[100, 0, 0, 0]",False,False,False,False,0.91,0.99,False
MMF4,2,2,2,23,23,10,10,True,8.034932441614018e-10,"[22, 1, 0, 0]","[10, 0, 10, 3]","[3, 10, 9, 1]",False,False,False,False,0.9565217391304348,0.9565217391304348,True
MMF4,2,2,6,26,26,13,12,False,8.034932441614018e-10,"[26, 0, 0, 0]","[12, 0, 11, 3]","[5, 10, 8, 3]",False,False,False,False,0.9230769230769231,1.0,False
MMF4,2,2,10,29,29,13,13,True,8.034932441614018e-10,"[29, 0, 0, 0]","[13, 0, 13, 3]","[5, 12, 8, 4]",False,False,False,False,0.9310344827586207,1.0,False
MMF4,2,2,14,32,32,13,13,True,8.034932441614018e-10,"[32, 0, 0, 0]","[13, 0, 16, 3]","[5, 12, 12, 3]",False,False,False,False,0.9375,1.0,False
MMF4,2,2,18,35,35,13,13,True,8.034932441614018e-10,"[34, 1, 0, 0]","[13, 9, 10, 3]","[6, 13, 12, 4]",False,False,False,False,0.9142857142857143,0.9714285714285714,False
MMF4,2,2,22,38,38,15,15,True,8.034932441614018e-10,"[36, 2, 0, 0]","[15, 9, 9, 5]","[6, 13, 12, 7]",False,False,False,False,0.7105263157894737,0.9473684210526315,False
MMF4,2,2,26,41,41,16,15,False,0.052209527977705436,"[38, 1, 2, 0]","[15, 11, 9, 6]","[6, 11, 19, 5]",False,False,False,False,0.7560975609756098,0.926829268292683,False
MMF4,2,2,30,44,44,16,16,True,1.8537000753826582e-10,"[37, 0, 6, 1]","[16, 12, 10, 6]","[7, 11, 21, 5]",False,False,False,False,0.4772727272727273,0.8409090909090909,False
MMF4,2,2,34,47,47,19,18,False,1.8537000753826582e-10,"[46, 0, 0, 1]","[18, 12, 8, 9]","[7, 18, 16, 6]",False,False,False,False,0.9148936170212766,0.9787234042553191,False
MMF4,2,2,38,50,50,19,19,True,1.8537000753826582e-10,"[49, 0, 0, 1]","[19, 11, 10, 10]","[5, 15, 22, 8]",False,False,False,False,0.9,0.98,False
MMF4,2,2,42,53,53,21,20,False,1.8537000753826582e-10,"[51, 0, 2, 0]","[20, 11, 13, 9]","[8, 20, 15, 10]",False,False,False,False,0.9056603773584906,0.9622641509433962,False
MMF4,2,2,46,56,56,22,22,True,1.8537000753826582e-10,"[52, 0, 1, 3]","[22, 12, 13, 9]","[8, 18, 21, 9]",False,False,False,False,0.9107142857142857,0.9285714285714286,False
WFG1,22,2,2,100,243,19,18,False,1.719790535782408,"[98, 0, 2, 0]","[18, 25, 54, 3]","[100, 0, 0, 0]",False,False,False,False,0.97,0.98,False
WFG1,22,2,50,100,278,33,32,False,1.7498563820161905e-08,"[100, 0, 0, 0]","[32, 28, 20, 20]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
WFG1,22,2,98,100,314,40,39,False,1.7498563820161905e-08,"[100, 0, 0, 0]","[39, 32, 23, 6]","[99, 0, 0, 1]",False,False,False,False,0.96,1.0,False
WFG1,22,2,146,100,350,41,41,True,1.7498563820161905e-08,"[98, 0, 0, 2]","[41, 0, 42, 17]","[99, 0, 0, 1]",False,False,False,False,0.91,0.98,False
WFG1,22,2,194,100,386,47,47,True,1.7498563820161905e-08,"[97, 1, 2, 0]","[47, 0, 46, 7]","[99, 0, 0, 1]",False,False,False,False,0.93,0.97,False
WFG1,22,2,242,100,422,53,52,False,2.4806131038168644e-08,"[99, 0, 1, 0]","[52, 0, 48, 0]","[99, 0, 0, 1]",False,False,False,True,0.9,0.99,False
WFG1,22,2,290,100,458,54,54,True,2.4806131038168644e-08,"[94, 2, 4, 0]","[54, 0, 46, 0]","[99, 0, 0, 1]",False,False,False,False,0.94,0.94,True
WFG1,22,2,338,100,494,54,54,True,2.4806131038168644e-08,"[91, 4, 4, 1]","[54, 0, 46, 0]","[99, 0, 0, 1]",False,False,False,False,0.91,0.91,True
WFG1,22,2,386,100,530,55,55,True,1.9928841687999466e-08,"[99, 1, 0, 0]","[55, 0, 45, 0]","[99, 0, 0, 1]",False,False,False,True,0.9,0.99,False
WFG1,22,2,434,100,566,58,58,True,1.9928841687999466e-08,"[100, 0, 0, 0]","[58, 0, 42, 0]","[100, 0, 0, 0]",False,True,False,True,0.93,1.0,False
WFG1,22,2,482,100,602,62,62,True,1.9928841687999466e-08,"[99, 1, 0, 0]","[62, 0, 38, 0]","[100, 0, 0, 0]",False,False,False,False,0.9,0.99,False
WFG1,22,2,530,100,638,67,67,True,1.9928841687999466e-08,"[96, 4, 0, 0]","[67, 0, 33, 0]","[100, 0, 0, 0]",False,False,False,False,0.9,0.96,False
WFG2,22,2,2,100,243,8,8,True,2.8792879858130505e-08,"[10, 30, 40, 20]","[20, 29, 38, 13]","[100, 0, 0, 0]",False,False,False,False,1.0,0.1,False
WFG2,22,2,50,100,267,8,8,True,1.986821485111534e-08,"[10, 29, 40, 21]","[17, 26, 49, 8]","[100, 0, 0, 0]",False,False,False,False,0.93,0.1,False
WFG2,22,2,98,100,295,10,10,True,1.986821485111534e-08,"[10, 30, 40, 20]","[10, 34, 49, 7]","[100, 0, 0, 0]",False,False,True,False,0.91,0.1,False
WFG2,22,2,146,100,330,12,12,True,3.863828867967101e-09,"[91, 8, 1, 0]","[12, 36, 32, 20]","[100, 0, 0, 0]",False,False,False,False,0.9,0.91,False
WFG2,22,2,194,100,366,14,14,True,3.863828867967101e-09,"[99, 1, 0, 0]","[14, 40, 31, 15]","[100, 0, 0, 0]",False,False,False,False,0.92,0.99,False
WFG2,22,2,242,100,402,14,13,False,3.863828867967101e-09,"[94, 5, 1, 0]","[13, 39, 36, 12]","[100, 0, 0, 0]",False,False,False,False,0.94,0.94,True
WFG2,22,2,290,100,437,14,14,True,3.863828867967101e-09,"[98, 1, 0, 1]","[14, 27, 48, 11]","[100, 0, 0, 0]",False,False,False,False,0.9,0.98,False
WFG2,22,2,338,100,473,15,15,True,3.863828867967101e-09,"[97, 0, 2, 1]","[15, 29, 50, 6]","[100, 0, 0, 0]",False,False,False,False,0.75,0.97,False
WFG2,22,2,386,100,509,15,15,True,3.863828867967101e-09,"[99, 1, 0, 0]","[15, 27, 47, 11]","[100, 0, 0, 0]",False,False,False,False,0.91,0.99,False
WFG2,22,2,434,100,545,14,14,True,3.863828867967101e-09,"[95, 0, 4, 1]","[14, 28, 44, 14]","[100, 0, 0, 0]",False,False,False,False,0.79,0.95,False
WFG2,22,2,482,100,581,16,16,True,3.863828867967101e-09,"[100, 0, 0, 0]","[16, 30, 46, 8]","[100, 0, 0, 0]",False,True,False,True,0.9,1.0,False
WFG2,22,2,530,100,617,17,17,True,3.863828867967101e-09,"[100, 0, 0, 0]","[17, 28, 47, 8]","[100, 0, 0, 0]",False,True,False,True,0.93,1.0,False
WFG4,22,2,2,100,243,30,30,True,9.34377508698958e-09,"[98, 2, 0, 0]","[30, 36, 34, 0]","[100, 0, 0, 0]",False,False,False,False,0.98,0.98,True
WFG4,22,2,50,100,279,26,28,False,3.375255852589021e-09,"[100, 0, 0, 0]","[28, 38, 34, 0]","[100, 0, 0, 0]",False,True,False,True,0.9,1.0,False
WFG4,22,2,98,100,315,28,28,True,7.034696436480914e-09,"[95, 2, 1, 2]","[28, 41, 31, 0]","[100, 0, 0, 0]",False,False,False,False,0.95,0.95,True
WFG4,22,2,146,100,351,29,29,True,7.034696436480914e-09,"[92, 6, 2, 0]","[29, 37, 34, 0]","[100, 0, 0, 0]",False,False,False,False,0.9,0.92,False
WFG4,22,2,194,100,387,28,28,True,7.034696436480914e-09,"[100, 0, 0, 0]","[28, 34, 38, 0]","[100, 0, 0, 0]",False,True,False,True,0.92,1.0,False
WFG4,22,2,242,100,423,28,28,True,7.034696436480914e-09,"[99, 1, 0, 0]","[28, 37, 35, 0]","[99, 0, 0, 1]",False,False,False,True,0.94,0.99,False
WFG4,22,2,290,100,459,28,28,True,7.034696436480914e-09,"[100, 0, 0, 0]","[28, 34, 38, 0]","[99, 0, 0, 1]",False,False,False,False,0.91,1.0,False
WFG4,22,2,338,100,495,29,29,True,1.154822348858886e-09,"[99, 1, 0, 0]","[29, 34, 37, 0]","[99, 0, 0, 1]",False,False,False,True,0.9,0.99,False
WFG4,22,2,386,100,531,30,30,True,2.20407964102165e-09,"[99, 1, 0, 0]","[30, 34, 36, 0]","[99, 0, 0, 1]",False,False,False,True,0.92,0.99,False
WFG4,22,2,434,100,567,30,30,True,2.20407964102165e-09,"[99, 0, 1, 0]","[30, 36, 34, 0]","[99, 0, 0, 1]",False,False,False,True,0.83,0.99,False
WFG4,22,2,482,100,603,31,31,True,2.20407964102165e-09,"[99, 1, 0, 0]","[31, 35, 34, 0]","[100, 0, 0, 0]",False,False,False,False,0.93,0.99,False
WFG4,22,2,530,100,639,35,35,True,2.20407964102165e-09,"[99, 0, 1, 0]","[35, 35, 30, 0]","[100, 0, 0, 0]",False,False,False,False,0.9,0.99,False
WFG5,22,2,2,100,243,36,36,True,1.6654935874882426e-08,"[100, 0, 0, 0]","[36, 33, 31, 0]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
WFG5,22,2,50,100,279,8,8,True,1.6654935874882426e-08,"[100, 0, 0, 0]","[26, 24, 50, 0]","[100, 0, 0, 0]",False,True,False,True,0.9,1.0,False
WFG5,22,2,98,100,315,13,13,True,1.6654935874882426e-08,"[99, 1, 0, 0]","[13, 31, 53, 3]","[97, 0, 0, 3]",False,False,False,False,0.9,0.99,False
WFG5,22,2,146,100,351,16,16,True,1.6654935874882426e-08,"[100, 0, 0, 0]","[16, 34, 39, 11]","[97, 0, 0, 3]",False,False,False,False,0.9,1.0,False
WFG5,22,2,194,100,387,18,18,True,1.6654935874882426e-08,"[99, 0, 0, 1]","[18, 38, 37, 7]","[98, 0, 0, 2]",False,False,False,False,0.94,0.99,False
WFG5,22,2,242,100,423,19,19,True,7.184345840460793e-09,"[98, 2, 0, 0]","[19, 43, 32, 6]","[97, 0, 0, 3]",False,False,False,False,0.9,0.98,False
WFG5,22,2,290,100,459,21,21,True,1.2181731068316992e-08,"[95, 0, 4, 1]","[21, 44, 16, 19]","[96, 0, 0, 4]",False,False,False,False,0.71,0.95,False
WFG5,22,2,338,100,495,23,23,True,1.2181731068316992e-08,"[100, 0, 0, 0]","[23, 19, 48, 10]","[97, 0, 0, 3]",False,False,False,False,1.0,1.0,True
WFG5,22,2,386,100,531,27,27,True,1.2181731068316992e-08,"[99, 1, 0, 0]","[27, 23, 50, 0]","[96, 0, 0, 4]",False,False,False,False,0.9,0.99,False
WFG5,22,2,434,100,567,28,28,True,1.2181731068316992e-08,"[98, 1, 1, 0]","[28, 25, 47, 0]","[97, 0, 0, 3]",False,False,False,False,0.94,0.98,False
WFG5,22,2,482,100,603,27,27,True,1.2181731068316992e-08,"[93, 6, 0, 1]","[27, 31, 25, 17]","[97, 0, 0, 3]",False,False,False,False,0.67,0.93,False
WFG5,22,2,530,100,639,33,33,True,1.2181731068316992e-08,"[98, 0, 1, 1]","[33, 32, 24, 11]","[98, 0, 0, 2]",False,False,False,True,0.93,0.98,False
WFG9,22,2,2,100,243,15,15,True,3.209040499996263e-08,"[95, 2, 3, 0]","[15, 26, 59, 0]","[100, 0, 0, 0]",False,False,False,False,0.93,0.95,False
WFG9,22,2,50,100,276,14,14,True,2.500806661753785e-08,"[91, 9, 0, 0]","[14, 46, 33, 7]","[100, 0, 0, 0]",False,False,False,False,0.9,0.91,False
WFG9,22,2,98,100,312,16,16,True,1.0872094446945368e-08,"[98, 1, 1, 0]","[16, 47, 30, 7]","[100, 0, 0, 0]",False,False,False,False,0.93,0.98,False
WFG9,22,2,146,100,348,17,17,True,2.2900662477454148e-08,"[98, 2, 0, 0]","[17, 31, 51, 1]","[100, 0, 0, 0]",False,False,False,False,0.91,0.98,False
WFG9,22,2,194,100,384,19,19,True,2.2900662477454148e-08,"[100, 0, 0, 0]","[19, 30, 43, 8]","[100, 0, 0, 0]",False,True,False,True,0.93,1.0,False
WFG9,22,2,242,100,420,17,17,True,1.3066047910292866e-08,"[100, 0, 0, 0]","[17, 34, 41, 8]","[99, 0, 0, 1]",False,False,False,False,0.92,1.0,False
WFG9,22,2,290,100,456,21,21,True,1.3066047910292866e-08,"[95, 0, 2, 3]","[21, 32, 40, 7]","[97, 0, 0, 3]",False,False,False,False,0.84,0.95,False
WFG9,22,2,338,100,492,21,21,True,1.3066047910292866e-08,"[99, 0, 1, 0]","[21, 21, 58, 0]","[97, 0, 0, 3]",False,False,False,False,0.94,0.99,False
WFG9,22,2,386,100,528,22,22,True,1.3066047910292866e-08,"[98, 0, 2, 0]","[22, 22, 56, 0]","[97, 0, 0, 3]",False,False,False,False,0.9,0.98,False
WFG9,22,2,434,100,564,24,24,True,1.3066047910292866e-08,"[100, 0, 0, 0]","[24, 23, 35, 18]","[97, 0, 0, 3]",False,False,False,False,0.93,1.0,False
WFG9,22,2,482,100,600,25,25,True,1.3066047910292866e-08,"[96, 1, 2, 1]","[25, 25, 39, 11]","[96, 0, 0, 4]",False,False,False,True,0.95,0.96,False
WFG9,22,2,530,100,636,26,26,True,1.3066047910292866e-08,"[98, 2, 0, 0]","[26, 24, 40, 10]","[96, 0, 0, 4]",False,False,False,False,0.9,0.98,False
ZDT1,30,2,2,100,331,14,14,True,9.006027168467767e-08,"[100, 0, 0, 0]","[14, 42, 24, 20]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
ZDT1,30,2,70,100,366,6,6,True,3.740547427355523e-09,"[11, 29, 40, 20]","[15, 34, 39, 12]","[96, 0, 0, 4]",False,False,False,False,0.94,0.11,False
ZDT1,30,2,138,100,406,9,9,True,1.2400673266022011e-08,"[12, 29, 39, 20]","[16, 24, 41, 19]","[95, 0, 0, 5]",False,False,False,False,0.92,0.12,False
ZDT1,30,2,206,100,456,14,14,True,2.3089594347602826e-08,"[98, 2, 0, 0]","[14, 31, 36, 19]","[99, 0, 0, 1]",False,False,False,False,0.9,0.98,False
ZDT1,30,2,274,100,507,18,18,True,2.3114397729173675e-08,"[93, 7, 0, 0]","[18, 32, 35, 15]","[98, 0, 0, 2]",False,False,False,False,0.93,0.93,True
ZDT1,30,2,342,100,558,16,16,True,4.016035337617296e-09,"[100, 0, 0, 0]","[16, 25, 51, 8]","[100, 0, 0, 0]",False,True,False,True,0.96,1.0,False
ZDT1,30,2,410,100,609,16,15,False,5.982353612488112e-09,"[97, 3, 0, 0]","[15, 32, 41, 12]","[100, 0, 0, 0]",False,False,False,False,0.97,0.97,True
ZDT1,30,2,478,100,660,21,20,False,8.596265227422961e-10,"[92, 6, 2, 0]","[20, 20, 53, 7]","[100, 0, 0, 0]",False,False,False,False,0.92,0.92,True
ZDT1,30,2,546,100,711,27,27,True,8.596265227422961e-10,"[89, 3, 8, 0]","[27, 21, 37, 15]","[100, 0, 0, 0]",False,False,False,False,0.56,0.89,False
ZDT1,30,2,614,100,762,30,30,True,8.596265227422961e-10,"[94, 1, 5, 0]","[30, 22, 37, 11]","[100, 0, 0, 0]",False,False,False,False,0.82,0.94,False
ZDT1,30,2,682,100,813,36,36,True,8.876587243022982e-10,"[92, 2, 5, 1]","[36, 26, 20, 18]","[100, 0, 0, 0]",False,False,False,False,0.68,0.92,False
ZDT1,30,2,750,100,864,36,36,True,8.876587243022982e-10,"[94, 0, 1, 5]","[36, 22, 38, 4]","[100, 0, 0, 0]",False,False,False,False,0.68,0.94,False
ZDT3,30,2,2,100,331,12,12,True,9.107420417819867e-08,"[100, 0, 0, 0]","[12, 41, 47, 0]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
ZDT3,30,2,74,100,368,10,10,True,2.4944764920320495e-08,"[10, 30, 40, 20]","[10, 43, 42, 5]","[100, 0, 0, 0]",False,False,True,False,1.0,0.1,False
ZDT3,30,2,146,100,408,8,8,True,2.4944764920320495e-08,"[11, 29, 40, 20]","[19, 29, 44, 8]","[100, 0, 0, 0]",False,False,False,False,0.99,0.11,False
ZDT3,30,2,218,100,444,7,7,True,1.0686752949240486e-07,"[100, 0, 0, 0]","[16, 29, 38, 17]","[100, 0, 0, 0]",False,True,False,True,1.0,1.0,True
ZDT3,30,2,290,100,492,10,10,True,5.885248621773087e-08,"[99, 1, 0, 0]","[10, 30, 48, 12]","[100, 0, 0, 0]",False,False,False,False,0.95,0.99,False
ZDT3,30,2,362,100,546,12,12,True,7.0539634133837126e-09,"[90, 10, 0, 0]","[12, 29, 43, 16]","[100, 0, 0, 0]",False,False,False,False,0.9,0.9,True
ZDT3,30,2,434,100,600,13,13,True,7.0539634133837126e-09,"[100, 0, 0, 0]","[13, 27, 43, 17]","[99, 0, 0, 1]",False,False,False,False,0.91,1.0,False
ZDT3,30,2,506,100,654,12,12,True,7.0539634133837126e-09,"[100, 0, 0, 0]","[12, 33, 38, 17]","[99, 0, 0, 1]",False,False,False,False,0.92,1.0,False
ZDT3,30,2,578,100,708,13,13,True,7.0539634133837126e-09,"[98, 2, 0, 0]","[13, 32, 40, 15]","[100, 0, 0, 0]",False,False,False,False,0.95,0.98,False
ZDT3,30,2,650,100,762,15,15,True,7.613898178604472e-09,"[99, 1, 0, 0]","[15, 28, 40, 17]","[100, 0, 0, 0]",False,False,False,False,0.9,0.99,False
ZDT3,30,2,722,100,816,19,19,True,6.415082354216395e-10,"[97, 2, 1, 0]","[19, 26, 35, 20]","[100, 0, 0, 0]",False,False,False,False,0.83,0.97,False
ZDT3,30,2,794,100,870,20,20,True,6.5497453849427956e-09,"[99, 0, 1, 0]","[20, 30, 37, 13]","[100, 0, 0, 0]",False,False,False,False,0.91,0.99,False
ZDT4,10,2,2,100,111,8,8,True,2.820037764195149e-06,"[10, 30, 40, 20]","[17, 28, 39, 16]","[87, 0, 0, 13]",False,False,False,False,0.95,0.1,False
ZDT4,10,2,30,100,126,8,8,True,3.1493548533489957e-06,"[98, 1, 1, 0]","[17, 24, 42, 17]","[86, 0, 0, 14]",False,False,False,False,0.9,0.98,False
ZDT4,10,2,58,100,141,3,3,True,3.1493548533489957e-06,"[10, 30, 40, 20]","[16, 25, 44, 15]","[86, 0, 0, 14]",False,False,False,False,0.96,0.1,False
ZDT4,10,2,86,100,155,3,3,True,3.1493548533489957e-06,"[10, 30, 40, 20]","[13, 31, 44, 12]","[82, 0, 0, 18]",False,False,False,False,0.97,0.1,False
ZDT4,10,2,114,100,169,2,2,True,1.6505251210219285e-06,"[11, 29, 40, 20]","[10, 33, 39, 18]","[87, 0, 0, 13]",False,False,False,False,1.0,0.11,False
ZDT4,10,2,142,100,186,2,2,True,1.6505251210219285e-06,"[10, 30, 40, 20]","[11, 31, 38, 20]","[89, 0, 0, 11]",False,False,False,False,0.9,0.1,False
ZDT4,10,2,170,100,206,2,2,True,1.6505251210219285e-06,"[100, 0, 0, 0]","[10, 31, 39, 20]","[88, 0, 0, 12]",False,False,False,False,0.9,1.0,False
ZDT4,10,2,198,100,221,3,3,True,2.0477643545291357e-06,"[9, 31, 40, 20]","[10, 33, 40, 17]","[88, 0, 0, 12]",False,False,False,False,0.96,0.09,False
ZDT4,10,2,226,100,235,4,4,True,2.7912433893106936e-06,"[8, 32, 40, 20]","[11, 33, 44, 12]","[88, 0, 0, 12]",False,False,False,False,0.95,0.08,False
ZDT4,10,2,254,100,249,5,5,True,2.7912433893106936e-06,"[10, 30, 40, 20]","[14, 28, 42, 16]","[86, 0, 0, 14]",False,False,False,False,0.94,0.1,False
ZDT4,10,2,282,100,263,5,5,True,2.7912433893106936e-06,"[11, 29, 40, 20]","[10, 30, 42, 18]","[82, 0, 0, 18]",False,False,False,False,0.93,0.11,False
ZDT4,10,2,310,100,283,2,2,True,9.196688495194394e-07,"[98, 0, 2, 0]","[14, 30, 38, 18]","[85, 0, 0, 15]",False,False,False,False,0.75,0.98,False
ZDT6,10,2,2,100,111,7,7,True,4.009881671152016e-08,"[10, 30, 40, 20]","[14, 26, 44, 16]","[98, 0, 0, 2]",False,False,False,False,0.99,0.1,False
ZDT6,10,2,22,100,121,5,5,True,4.2350321471928964e-08,"[10, 30, 40, 20]","[10, 31, 44, 15]","[87, 0, 0, 13]",False,False,True,False,0.9,0.1,False
ZDT6,10,2,42,100,131,7,7,True,6.923376894008015e-08,"[10, 30, 40, 20]","[12, 34, 38, 16]","[77, 0, 19, 4]",False,False,False,False,0.9,0.1,False
ZDT6,10,2,62,100,143,8,8,True,2.408433807943311e-08,"[10, 30, 40, 20]","[13, 28, 39, 20]","[77, 0, 20, 3]",False,False,False,False,0.93,0.1,False
ZDT6,10,2,82,100,157,7,7,True,2.408433807943311e-08,"[99, 0, 1, 0]","[14, 30, 39, 17]","[77, 0, 20, 3]",False,False,False,False,0.91,0.99,False
ZDT6,10,2,102,100,172,10,10,True,5.070646480476171e-08,"[99, 0, 1, 0]","[10, 37, 40, 13]","[79, 0, 19, 2]",False,False,False,False,0.92,0.99,False
ZDT6,10,2,122,100,187,11,10,False,5.070646480476171e-08,"[100, 0, 0, 0]","[10, 33, 44, 13]","[79, 0, 18, 3]",False,False,False,False,0.9,1.0,False
ZDT6,10,2,142,100,202,10,10,True,5.38664615135076e-08,"[92, 1, 7, 0]","[10, 30, 50, 10]","[84, 0, 0, 16]",False,False,False,False,0.74,0.92,False
ZDT6,10,2,162,100,217,10,10,True,5.38664615135076e-08,"[92, 6, 0, 2]","[10, 30, 40, 20]","[86, 0, 0, 14]",False,False,False,False,0.79,0.92,False
ZDT6,10,2,182,100,232,8,8,True,5.38664615135076e-08,"[98, 0, 2, 0]","[16, 29, 38, 17]","[85, 0, 0, 15]",False,False,False,False,0.92,0.98,False
ZDT6,10,2,202,100,247,6,6,True,4.41531469164147e-08,"[100, 0, 0, 0]","[12, 35, 36, 17]","[70, 0, 26, 4]",False,False,False,False,0.92,1.0,False
ZDT6,10,2,222,100,262,7,7,True,1.9369212234110478e-08,"[97, 1, 1, 1]","[10, 39, 32, 19]","[53, 0, 45, 2]",False,False,False,False,0.92,0.97,False
