problema,n,fe_ini,fe_fim,inicio,fim,melhora_pct,violacoes,pior_salto
BBOB_F1,20,0.0,308.0,1.6651151931674129,0.0029526058549490353,99.82267858301549,0,0.0
BBOB_F17,20,0.0,308.0,2.4167899424756034,0.024340607226481164,98.99285383480418,0,0.0
BBOB_F22,20,0.0,308.0,6.550407018400444,0.08181532891961672,98.75098862269485,0,0.0
BBOB_F37,20,0.0,308.0,1.182738987190214,0.21128938416843165,82.13558642635232,0,0.0
BBOB_F49,20,0.0,308.0,1.3383037553621309,0.14938217600626777,88.83794688554494,0,0.0
BBOB_F5,20,0.0,308.0,0.9165469299595926,0.01597255360911935,98.25731197312248,0,0.0
BBOB_F55,20,0.0,308.0,1.388541999942182,0.5166514271613387,62.79180412383264,0,0.0
DTLZ1,20,0.0,215.0,541.7753550899159,63.01379932990874,88.36901702192587,0,0.0
DTLZ2,20,0.0,370.0,1.6297304711986438,0.12807624504876927,92.14126217112631,0,-0.00048036802964282477
DTLZ3,20,0.0,370.0,914.1600619307801,226.2287953273139,75.25282445073127,0,0.0
DTLZ4,20,0.0,370.0,1.2302654075242083,0.25281983114430273,79.44997643613515,0,0.0
DTLZ7,20,0.0,680.0,2.9506393479468724,0.09782801704334701,96.68451459134042,0,0.0
MMF1,20,0.0,60.0,2.8112970162129414,0.04291547970637327,98.47346333529055,0,0.0
MMF11_L,20,0.0,60.0,0.5728206234612008,0.01373614277960787,97.60201671919407,0,0.0
MMF16_20,20,0.0,618.0,0.8559201840763245,0.03469101172234727,95.94693379502618,0,-0.00048651241550072555
MMF4,20,0.0,60.0,0.3675238638476179,0.02191989870204418,94.03578900358629,0,0.0
WFG1,20,0.0,680.0,1.1163446066331106,0.5206788467027001,53.35859163837726,0,0.0
WFG2,20,0.0,680.0,0.6595702461706784,0.18088795488232462,72.5748764544003,0,0.0
WFG4,20,0.0,680.0,0.32820668172874007,0.1006705074504165,69.32709994806876,0,-0.0008729564954401969
WFG5,20,0.0,680.0,0.5435150445367514,0.049578196455729306,90.8782292313572,0,-8.079284945911036e-05
WFG9,20,0.0,680.0,0.6928485995065304,0.07996391666093876,88.45867384044773,0,-0.00042002395237485113
ZDT1,20,0.0,928.0,3.825360846748847,0.07885870122992987,97.93852908551224,0,0.0
ZDT3,20,0.0,928.0,2.5208579962367232,0.38146467917645716,84.86766490829993,0,0.0
ZDT4,20,0.0,308.0,160.0026906116995,63.54204099378331,60.286892207338255,0,0.0
ZDT6,20,0.0,308.0,8.952705826241381,1.6797022618694768,81.23804920579339,0,0.0
