problema,geracao,tipo,spr_log,spr_rec,rel
BBOB_F1,2,PNN,1.4309892878588228,1.4309892936524946,4.0487177742843905e-09
BBOB_F1,6,PNN,1.4631406001245704,1.4631406048221942,3.210644175326199e-09
BBOB_F1,10,PNN,1.4309892878588228,1.4309892936524946,4.0487177742843905e-09
BBOB_F1,14,PNN,1.4309892878588228,1.4309892936524946,4.0487177742843905e-09
BBOB_F1,18,PNN,1.4309892878588228,1.4309892936524946,4.0487177742843905e-09
BBOB_F1,3,RBF-global,10.653499667623162,10.653499692262148,2.312759818962632e-09
BBOB_F1,7,RBF-global,10.634492032124923,10.634492056719948,2.3127597076806206e-09
BBOB_F1,11,RBF-global,10.615850907070751,10.615850931622665,2.312759899732651e-09
BBOB_F1,15,RBF-global,10.59756303275299,10.59756305726261,2.312759938045926e-09
BBOB_F1,19,RBF-global,10.579615845633638,10.57961587010175,2.3127598818155275e-09
BBOB_F17,2,PNN,1.4671976412672572,1.4671976254670485,1.0768970895640076e-08
BBOB_F17,6,PNN,1.4671976412672572,1.4671976254670485,1.0768970895640076e-08
BBOB_F17,10,PNN,1.4671976412672572,1.4671976254670485,1.0768970895640076e-08
BBOB_F17,14,PNN,1.4671976412672572,1.4671976254670485,1.0768970895640076e-08
BBOB_F17,18,PNN,1.4671976412672572,1.4671976254670485,1.0768970895640076e-08
BBOB_F17,3,RBF-global,10.291325631593992,10.291325520767005,1.0768970943715773e-08
BBOB_F17,7,RBF-global,10.272964175499567,10.272964064870314,1.0768971002310758e-08
BBOB_F17,11,RBF-global,10.25495677004061,10.254956659605279,1.0768970992927072e-08
BBOB_F17,15,RBF-global,10.237290606283576,10.237290496038492,1.0768970854956585e-08
BBOB_F17,19,RBF-global,10.219953547797742,10.21995343773936,1.0768970861639229e-08
BBOB_F22,2,PNN,1.5155501538028548,1.5155501475161581,4.148128455521927e-09
BBOB_F22,6,PNN,1.5155501538028548,1.5155501475161581,4.148128455521927e-09
BBOB_F22,10,PNN,1.5155501538028548,1.5155501475161581,4.148128455521927e-09
BBOB_F22,14,PNN,1.5155501538028548,1.5155501475161581,4.148128455521927e-09
BBOB_F22,18,PNN,1.5155501538028548,1.5155501475161581,4.148128455521927e-09
BBOB_F22,3,RBF-global,10.630483382133834,10.630483338037225,4.148128306662086e-09
BBOB_F22,7,RBF-global,10.61151681156062,10.611516767542685,4.148128393723911e-09
BBOB_F22,11,RBF-global,10.59291595960632,10.592915915665543,4.1481284774084134e-09
BBOB_F22,15,RBF-global,10.574667595210126,10.574667551345048,4.148128372408779e-09
BBOB_F22,19,RBF-global,10.556759181976854,10.556759138186063,4.148128292271878e-09
BBOB_F37,2,PNN,1.5223894470714527,1.5223894663742357,1.2679267427097767e-08
BBOB_F37,6,PNN,1.5223894470714527,1.5223894663742357,1.2679267427097767e-08
BBOB_F37,10,PNN,1.5223894470714527,1.5223894663742357,1.2679267427097767e-08
BBOB_F37,14,PNN,1.5223894470714527,1.5223894663742357,1.2679267427097767e-08
BBOB_F37,18,PNN,1.7427483346031158,1.7427483456895259,6.3614520766503134e-09
BBOB_F37,3,RBF-global,10.67845605611954,10.67845619151454,1.2679267432374833e-08
BBOB_F37,7,RBF-global,10.659403894226154,10.659404029379587,1.2679267497033336e-08
BBOB_F37,11,RBF-global,10.640719101347006,10.64071923626353,1.2679267527866237e-08
BBOB_F37,15,RBF-global,10.622388386712872,10.622388521396976,1.2679267502410493e-08
BBOB_F37,19,RBF-global,12.139337280941957,12.139337358165772,6.361452286156671e-09
BBOB_F49,2,PNN,1.4211241286272918,1.421124136235427,5.353603587237087e-09
BBOB_F49,6,PNN,1.4484659368906792,1.4484659323355695,3.144782011654447e-09
BBOB_F49,10,PNN,1.4484659368906792,1.4484659323355695,3.144782011654447e-09
BBOB_F49,14,PNN,1.4484659368906792,1.4484659323355695,3.144782011654447e-09
BBOB_F49,18,PNN,1.4484659368906792,1.4484659323355695,3.144782011654447e-09
BBOB_F49,3,RBF-global,10.238055253502463,10.23805533968845,8.418199158923176e-09
BBOB_F49,7,RBF-global,10.219788840723492,10.219788926755712,8.418199329890175e-09
BBOB_F49,11,RBF-global,10.2018746459287,10.201874731810115,8.418199297776402e-09
BBOB_F49,15,RBF-global,10.184299926486661,10.184300012220127,8.418199303548273e-09
BBOB_F49,19,RBF-global,10.167052608787738,10.167052694376013,8.41819921062222e-09
BBOB_F5,2,PNN,1.358586122357324,1.3585861242946893,1.4260158758818307e-09
BBOB_F5,6,PNN,1.358586122357324,1.3585861242946893,1.4260158758818307e-09
BBOB_F5,10,PNN,1.358586122357324,1.3585861242946893,1.4260158758818307e-09
BBOB_F5,14,PNN,1.358586122357324,1.3585861242946893,1.4260158758818307e-09
BBOB_F5,18,PNN,1.358586122357324,1.3585861242946893,1.4260158758818307e-09
BBOB_F5,3,RBF-global,10.133055317953898,10.133055250939568,6.613437702883236e-09
BBOB_F5,7,RBF-global,10.114976242722637,10.114976175827872,6.6134377063696e-09
BBOB_F5,11,RBF-global,10.097245773181546,10.09724570640404,6.613437732563776e-09
BBOB_F5,15,RBF-global,10.079851297385689,10.07985123072322,6.613437773600783e-09
BBOB_F5,19,RBF-global,10.062780865550527,10.062780799000954,6.613437562901795e-09
BBOB_F55,2,PNN,1.4607014565115202,1.4607014422311875,9.776352745092936e-09
BBOB_F55,6,PNN,1.3785684383891674,1.3785684360208508,1.7179536307007532e-09
BBOB_F55,10,PNN,1.7844571122272055,1.7844571127005444,2.652565423785676e-10
BBOB_F55,14,PNN,1.7844571122272055,1.7844571127005444,2.652565423785676e-10
BBOB_F55,18,PNN,1.7844571122272055,1.7844571127005444,2.652565423785676e-10
BBOB_F55,3,RBF-global,10.245759614580399,10.24575951441424,9.7763525402363e-09
BBOB_F55,7,RBF-global,10.227479455925268,10.227479355937822,9.77635264967864e-09
BBOB_F55,11,RBF-global,12.472437270329655,12.472437273638052,2.652566647653804e-10
BBOB_F55,15,RBF-global,12.450951063785062,12.450951067087757,2.652564442225494e-10
BBOB_F55,19,RBF-global,12.429865126587519,12.429865129884622,2.652565415199598e-10
DTLZ1,3,RBF-global,0.7433878947178014,0.7433878972415523,3.3949313580198544e-09
DTLZ1,7,RBF-global,0.8573982423199129,0.8573982424843791,1.9182010214636727e-10
DTLZ1,11,RBF-global,0.8530602005461084,0.8530602007097425,1.918201155794284e-10
DTLZ1,15,RBF-global,0.8488917549056153,0.8488917550684498,1.9182012630189197e-10
DTLZ1,19,RBF-global,0.9076105248663463,0.907610517639249,7.962773740471375e-09
DTLZ2,3,RBF-global,1.159949684903978,1.1599496810556786,3.3176434348488735e-09
DTLZ2,7,RBF-global,1.2476332321844976,1.2476332311400486,8.371442382354021e-10
DTLZ2,11,RBF-global,1.2453992466111339,1.2453992455685552,8.371441470548096e-10
DTLZ2,15,RBF-global,1.24321617055804,1.2432161695172887,8.371442453819494e-10
DTLZ2,19,RBF-global,1.2410818188439792,1.2410818178050147,8.371442190494512e-10
DTLZ3,18,PNN,0.17649434860072843,0.17649434926148844,3.743802606188795e-09
DTLZ3,26,PNN,0.21227419580804832,0.21227419567775235,6.13809737745324e-10
DTLZ3,34,PNN,0.21227419580804832,0.21227419567775235,6.13809737745324e-10
DTLZ3,3,RBF-global,1.316618855192794,1.3166188614687975,4.766758025622587e-09
DTLZ3,7,RBF-global,1.314209575338499,1.3142095816030182,4.7667580903535905e-09
DTLZ3,11,RBF-global,1.3118563795787626,1.3118563858320647,4.766758157143609e-09
DTLZ3,15,RBF-global,1.309556809978773,1.3095568162211135,4.76675801674293e-09
DTLZ3,19,RBF-global,1.3395264485984932,1.3395264536134157,3.743802507620209e-09
DTLZ4,3,RBF-global,1.264869320533971,1.2648693426428845,1.747920771724266e-08
DTLZ4,7,RBF-global,1.2625547371142827,1.2625547591827393,1.7479207806953675e-08
DTLZ4,11,RBF-global,1.2602940334110342,1.2602940554399755,1.747920783066399e-08
DTLZ4,15,RBF-global,1.3171991293556295,1.317199139050602,7.360293644592084e-09
DTLZ4,19,RBF-global,1.3149377638054711,1.3149377734837993,7.360293700067223e-09
DTLZ7,6,PNN,0.19719885951111157,0.19719886249995458,1.5156492354133412e-08
DTLZ7,10,PNN,0.20162219246344432,0.20162219372744372,6.269148200898056e-09
DTLZ7,14,PNN,0.19719885951111157,0.19719886249995458,1.5156492354133412e-08
DTLZ7,18,PNN,0.199549081557637,0.19954908169262353,6.764577461671347e-10
DTLZ7,22,PNN,0.199549081557637,0.19954908169262353,6.764577461671347e-10
DTLZ7,3,RBF-global,1.929459467443209,1.929459479539277,6.269148499450136e-09
DTLZ7,7,RBF-global,1.9287465651445022,1.9287465772361005,6.269148372177663e-09
DTLZ7,11,RBF-global,1.9280396723481055,1.9280396844352723,6.269148397902622e-09
DTLZ7,15,RBF-global,1.9273386907330485,1.9273387028158209,6.269148435775012e-09
DTLZ7,19,RBF-global,2.1517071254566136,2.15170712000522,2.533520242737255e-09
MMF1,3,RBF-global,0.37126137029907713,0.37126136202628884,2.228292235488959e-08
MMF1,7,RBF-global,0.3500285767081164,0.3500285689084568,2.2282922320841674e-08
MMF1,11,RBF-global,0.3320662645633831,0.3320662571639763,2.2282922413763184e-08
MMF1,15,RBF-global,0.32152177812282223,0.3215217709583774,2.2282922348270272e-08
MMF1,19,RBF-global,0.3119219416792474,0.31192193472871504,2.2282922241557726e-08
MMF11_L,3,RBF-global,0.1627076462220029,0.1627076422686298,2.42974020760675e-08
MMF11_L,7,RBF-global,0.1609315866374464,0.1609315850689292,9.746484267171478e-09
MMF11_L,11,RBF-global,0.15267310837171463,0.1526731068836886,9.746484181747031e-09
MMF11_L,15,RBF-global,0.14782510153434275,0.14782510009356772,9.746484271664957e-09
MMF11_L,19,RBF-global,0.14134783242528642,0.14134783104764198,9.746484394773136e-09
MMF16_20,3,RBF-global,1.768260042307126,1.7682600228018812,1.1030755819853276e-08
MMF16_20,7,RBF-global,1.767078953841097,1.7670789343488806,1.1030755724371654e-08
MMF16_20,11,RBF-global,1.771070593052503,1.771070604325664,6.365167552057641e-09
MMF16_20,15,RBF-global,2.160201166058271,2.160201162925647,1.4501538038446989e-09
MMF16_20,19,RBF-global,2.1588138830880954,2.1588138799574828,1.4501540325095235e-09
MMF4,3,RBF-global,0.34205755742189997,0.34205755567564494,5.105149678984636e-09
MMF4,7,RBF-global,0.32249495787884314,0.32249495623245805,5.10514984373338e-09
MMF4,11,RBF-global,0.3059455802451624,0.30594557868326444,5.105149559806297e-09
MMF4,15,RBF-global,0.2917076651087977,0.2917076636195864,5.105149737044887e-09
MMF4,19,RBF-global,0.2792888261154707,0.2792888246896594,5.10514982711294e-09
WFG1,3,RBF-global,55.81685483029636,55.81685469029345,2.5082550964878596e-09
WFG1,7,RBF-global,55.785859431240134,55.785859291314964,2.508255166163777e-09
WFG1,11,RBF-global,57.3462982926019,57.34629780875764,8.437236143616458e-09
WFG1,15,RBF-global,58.360984387036986,58.36098417569742,3.6212474873026975e-09
WFG1,19,RBF-global,58.32972200406647,58.3297217928401,3.6212476975307718e-09
WFG2,2,PNN,5.580396391547033,5.580396389192958,4.2184730113353906e-10
WFG2,6,PNN,5.580396391547033,5.580396389192958,4.2184730113353906e-10
WFG2,10,PNN,5.580396391547033,5.580396389192958,4.2184730113353906e-10
WFG2,14,PNN,5.580396391547033,5.580396389192958,4.2184730113353906e-10
WFG2,18,PNN,5.580396391547033,5.580396389192958,4.2184730113353906e-10
WFG2,3,RBF-global,56.41475059008526,56.41475015202169,7.765053791600076e-09
WFG2,7,RBF-global,56.393735478988276,56.393735041087886,7.765053795561684e-09
WFG2,11,RBF-global,56.37289895749922,56.372898519760625,7.765053778246891e-09
WFG2,15,RBF-global,56.352238080168206,56.352237642590055,7.765053641142247e-09
WFG2,19,RBF-global,56.3317499732957,56.33174953587663,7.765053780242509e-09
WFG4,3,RBF-global,57.69137428123772,57.69137556936599,2.2327917877001754e-08
WFG4,7,RBF-global,57.659337951469844,57.6593392388828,2.2327917774028332e-08
WFG4,11,RBF-global,57.62770585677195,57.627707143478624,2.232791776240353e-08
WFG4,15,RBF-global,57.59646813651743,57.596469422526646,2.2327917963890417e-08
WFG4,19,RBF-global,57.56561528399027,57.5656165693106,2.2327917869511236e-08
WFG5,3,RBF-global,58.02412672122958,58.024127022182654,5.186688586275183e-09
WFG5,7,RBF-global,61.97401756623681,61.97401800914069,7.1466059463532315e-09
WFG5,11,RBF-global,61.94001842469075,61.940018867351654,7.146605966908981e-09
WFG5,15,RBF-global,61.90644316884213,61.90644361126309,7.146606062978938e-09
WFG5,19,RBF-global,62.029685112767424,62.029684637799726,7.65710317706089e-09
WFG9,14,PNN,5.688880000583467,5.688879965349424,6.193493683604219e-09
WFG9,18,PNN,5.688880000583467,5.688879965349424,6.193493683604219e-09
WFG9,22,PNN,5.688880000583467,5.688879965349424,6.193493683604219e-09
WFG9,3,RBF-global,56.44362261920018,56.443622004278595,1.0894438619698541e-08
WFG9,7,RBF-global,60.73981055352501,60.73980996002597,9.771170389745726e-09
WFG9,11,RBF-global,63.405639872311276,63.405639301675386,8.999765504916119e-09
WFG9,15,RBF-global,63.38267917175145,63.38267860132218,8.99976574304597e-09
WFG9,19,RBF-global,63.3599081968977,63.359907626673376,8.999765610440812e-09
ZDT1,6,PNN,0.22472121383715957,0.22472121328797665,2.4438410241012497e-09
ZDT1,10,PNN,0.22472121383715957,0.22472121328797665,2.4438410241012497e-09
ZDT1,14,PNN,0.22472121383715957,0.22472121328797665,2.4438410241012497e-09
ZDT1,18,PNN,0.2162624194756174,0.2162624206108437,5.249299922770817e-09
ZDT1,22,PNN,0.21987907397097917,0.21987907430415465,1.5152669200495616e-09
ZDT1,3,RBF-global,2.338211319293734,2.3382113135795177,2.4438407958108025e-09
ZDT1,7,RBF-global,2.3377432543673997,2.3377432486543275,2.4438407540429523e-09
ZDT1,11,RBF-global,2.337278076735399,2.337278071023464,2.443840543365636e-09
ZDT1,15,RBF-global,2.35917098773101,2.3591709867726793,4.062150446384675e-10
ZDT1,19,RBF-global,2.3587070849048635,2.358707083946721,4.0621510843708654e-10
ZDT3,6,PNN,0.21704964451105319,0.21704964406610042,2.0500045972272145e-09
ZDT3,10,PNN,0.21849418108447782,0.21849418081115915,1.250919689910914e-09
ZDT3,14,PNN,0.27637831066543855,0.2763783094931226,4.2417075482582375e-09
ZDT3,18,PNN,0.27637831066543855,0.2763783094931226,4.2417075482582375e-09
ZDT3,22,PNN,0.27637831066543855,0.2763783094931226,4.2417075482582375e-09
ZDT3,3,RBF-global,2.3564592752771465,2.3564593049022284,1.25718624777285e-08
ZDT3,7,RBF-global,2.355987557461057,2.3559875870802087,1.257186247951282e-08
ZDT3,11,RBF-global,2.509470056690214,2.5094700548457336,7.350080003397925e-10
ZDT3,15,RBF-global,2.873984074419892,2.8739840622292925,4.24170744346266e-09
ZDT3,19,RBF-global,2.8734189397427716,2.8734189275545687,4.2417075779717405e-09
ZDT4,2,PNN,1.4001054703223776,1.4001054765702774,4.462449355105747e-09
ZDT4,6,PNN,1.4001054703223776,1.4001054765702774,4.462449355105747e-09
ZDT4,10,PNN,1.628290553215855,1.6282905560470133,1.7387304822367445e-09
ZDT4,18,PNN,1.628290553215855,1.6282905560470133,1.7387304822367445e-09
ZDT4,22,PNN,1.628290553215855,1.6282905560470133,1.7387304822367445e-09
ZDT4,3,RBF-global,9.82072279043351,9.82072283425799,4.462449554895117e-09
ZDT4,7,RBF-global,10.827981432733715,10.827981322091938,1.0218135052852264e-08
ZDT4,11,RBF-global,11.380913356616059,11.380913376404399,1.7387303844207848e-09
ZDT4,15,RBF-global,11.351642370155357,11.351642389892802,1.73873038034521e-09
ZDT4,19,RBF-global,11.33257955455255,11.332579574256851,1.7387303851417482e-09
ZDT6,2,PNN,0.15684998713500575,0.15684998695166594,1.1688863920257348e-09
ZDT6,6,PNN,0.15684998713500575,0.15684998695166594,1.1688863920257348e-09
ZDT6,10,PNN,0.15684998713500575,0.15684998695166594,1.1688863920257348e-09
ZDT6,14,PNN,0.15684998713500575,0.15684998695166594,1.1688863920257348e-09
ZDT6,18,PNN,0.15684998713500575,0.15684998695166594,1.1688863920257348e-09
ZDT6,3,RBF-global,1.1001887186265176,1.1001887173405218,1.168886512429709e-09
ZDT6,7,RBF-global,1.0982257968829254,1.0982257955992243,1.168886351992524e-09
ZDT6,11,RBF-global,1.0963007247350909,1.09630072345364,1.1688863433579355e-09
ZDT6,15,RBF-global,1.0944121328507541,1.0944121315715105,1.168886529617035e-09
ZDT6,19,RBF-global,1.092558723791213,1.092558722514136,1.168886470739938e-09
