problema,geracao,aceito,range0,n_front_ev,n_sigma_val,hv_base,hv_gain,score_best,pos,is_argmax,dif_sig_score
BBOB_F22,167,1,False,100,100,0.7816173192562662,0.0786666411827347,0.8602839604390009,93,True,3.5435160250507636e-08
BBOB_F22,171,1,False,100,100,0.7820397435373823,0.21796025646261774,1.0,15,True,3.042288221344336e-08
BBOB_F22,175,1,False,100,100,0.7918999089828759,0.08226333460555801,0.8741632435884339,69,True,4.032933420550222e-08
BBOB_F22,179,1,False,100,100,0.7918999089828759,0.062230512290834095,0.85413042127371,86,True,4.032933420550222e-08
BBOB_F22,183,1,False,100,100,0.8432780372283086,0.03380189781932419,0.8770799350476328,45,True,3.15091237546028e-08
BBOB_F22,187,1,False,100,100,0.8795212375896451,0.032003339197098635,0.9115245767867437,6,True,4.293746980188473e-08
BBOB_F22,191,1,False,100,100,0.9064017174671035,0.019958367710606884,0.9263600851777104,19,True,3.5958494626342485e-08
BBOB_F22,195,1,False,100,100,0.9102856089480912,0.046457400255087156,0.9567430092031783,61,True,3.177008978116902e-08
BBOB_F22,199,1,False,100,100,0.758868741008447,0.12839046472992532,0.8872592057383724,60,True,3.1801865918446026e-08
BBOB_F22,203,1,False,100,100,0.7817560843761098,0.05151315081337826,0.833269235189488,44,True,4.0941966705787536e-08
BBOB_F22,207,1,False,100,100,0.7817560843761098,0.0636560548528935,0.8454121392290033,29,True,3.3563839263450745e-08
BBOB_F22,211,1,False,100,100,0.7817560843761098,0.21824391562389023,1.0,6,True,3.3563839263450745e-08
BBOB_F22,215,1,False,100,100,0.7830625913079483,0.2169374086920517,1.0,8,True,3.064315490242109e-08
BBOB_F22,219,1,False,100,100,0.7830625913079483,0.2169374086920517,1.0,6,True,3.064315490242109e-08
BBOB_F22,223,1,False,100,100,0.7830625913079483,0.16819559527722505,0.9512581865851734,69,True,4.386265106681719e-08
BBOB_F22,227,1,False,100,100,0.7918267240137564,0.20817327598624358,1.0,8,True,3.079466948108234e-08
BBOB_F22,231,1,False,100,100,0.7918267240137564,0.20817327598624358,1.0,14,True,3.079466948108234e-08
BBOB_F22,235,1,False,100,100,0.7918267240137564,0.20817327598624358,1.0,12,True,3.079466948108234e-08
BBOB_F22,239,1,False,100,100,0.7947564915531143,0.03826093279854692,0.8330174243516613,22,True,4.016227872494227e-08
BBOB_F22,243,1,False,100,100,0.7949366950023444,0.20506330499765557,1.0,5,True,2.9004785240260844e-08
BBOB_F22,247,1,False,100,100,0.7958138878459353,0.20418611215406468,1.0,10,True,3.026777317671758e-08
BBOB_F22,251,1,False,100,100,0.8009004714442212,0.04528678403653863,0.8461872554807598,27,True,3.254881320025049e-08
BBOB_F22,255,1,False,100,100,0.8093703378023102,0.0004511555455314342,0.8098214933478416,10,True,3.091679079414433e-08
BBOB_F22,259,1,False,100,100,0.813934776570674,0.18606522342932597,1.0,31,True,3.316628560678936e-08
BBOB_F22,263,1,False,100,100,0.8152518675096069,0.01735374927871358,0.8326056167883205,60,True,4.026961664127526e-08
BBOB_F22,267,1,False,100,100,0.8158319700846869,0.18416802991531311,1.0,9,True,2.5738258968566186e-08
BBOB_F22,271,1,False,100,100,0.818213449309469,0.18178655069053096,1.0,13,True,3.11833627808511e-08
BBOB_F22,275,1,False,100,100,0.8224017846955614,0.17759821530443864,1.0,23,True,3.691775041225753e-08
BBOB_F22,279,1,False,100,100,0.826094876710826,0.17390512328917396,1.0,3,True,4.071419823503675e-08
BBOB_F22,283,1,False,97,97,0.826094876710826,0.17390512328917396,1.0,4,True,3.3791607734201534e-08
BBOB_F37,3,1,False,100,100,0.6483571398694283,0.35164286013057167,1.0,3,True,3.163406914197253e-08
BBOB_F37,7,1,False,100,100,0.42226580272951975,0.5777341972704803,1.0,13,True,3.46783722848798e-08
BBOB_F37,11,1,False,100,100,0.5255838473687371,0.4744161526312629,1.0,18,True,4.371502004829608e-08
BBOB_F37,15,1,False,1,1,0.5255838473687371,0.4744161526312629,1.0,7,True,1.391269766060077e-08
BBOB_F37,19,1,False,100,100,0.5255838473687371,0.4744161526312629,1.0,0,True,1.391269766060077e-08
BBOB_F37,23,1,False,100,100,0.6236054270459135,0.3763945729540865,1.0,1,True,3.288259908806879e-08
BBOB_F37,27,1,False,100,100,0.3434272146243047,0.6565727853756953,1.0,0,True,2.6224236560068448e-08
BBOB_F37,31,1,False,100,100,0.5079359777834324,0.49206402221656764,1.0,0,True,6.76178013581108e-09
BBOB_F37,35,1,False,100,100,0.5079359777834324,0.49206402221656764,1.0,0,True,6.76178013581108e-09
BBOB_F37,39,1,False,100,100,0.5079359777834324,0.49206402221656764,1.0,0,True,6.76178013581108e-09
BBOB_F37,43,1,False,100,100,0.5399702495796637,0.46002975042033634,1.0,12,True,3.044437923982457e-08
BBOB_F37,47,1,False,100,100,0.5399702495796637,0.46002975042033634,1.0,12,True,3.044437923982457e-08
BBOB_F37,51,1,False,100,100,0.3169865446349295,0.6830134553650705,1.0,11,True,1.6186603724044346e-08
BBOB_F37,55,1,False,100,100,0.3169865446349295,0.6830134553650705,1.0,26,True,4.341804105134628e-08
BBOB_F37,59,1,False,100,100,0.4070267614070624,0.5929732385929376,1.0,0,True,6.323650492134902e-09
BBOB_F37,63,1,False,100,100,0.40738329915500293,0.5926167008449971,1.0,0,True,2.3560756345908374e-08
BBOB_F37,67,1,False,100,100,0.40738329915500293,0.5926167008449971,1.0,0,True,2.3560756345908374e-08
BBOB_F37,71,1,False,100,100,0.511253501015374,0.48874649898462597,1.0,0,True,4.929831654010286e-09
BBOB_F37,75,1,False,100,100,0.511253501015374,0.48874649898462597,1.0,0,True,4.929831654010286e-09
BBOB_F37,79,1,False,100,100,0.511253501015374,0.48874649898462597,1.0,0,True,4.929831654010286e-09
BBOB_F37,83,1,False,100,100,0.511253501015374,0.48874649898462597,1.0,0,True,4.929831654010286e-09
BBOB_F37,87,1,False,100,100,0.511253501015374,0.48874649898462597,1.0,0,True,2.4872490733685026e-08
BBOB_F37,91,1,False,100,100,0.511253501015374,0.48874649898462597,1.0,0,True,3.47321540417056e-08
