cel,prob,cfg,obj,wape,corr,mu_mean,mu_std,mu_min,mu_max,f_mean,f_std,sd_rel,mu_amp_rel,mu_mean_rel,col_wape1,col_inerte,col_inerte_frouxo,col_const_naozero
BBOB_F17,BBOB_F17,b5r,1,0.429216781603074,0.7601436447147455,139.01221763233178,164.6106055123216,-93.2039794921875,2292.904296875,174.22137223772143,250.98924913434666,0.6558472368041975,0.5886290676659651,0.7979056521415324,False,False,False,False
BBOB_F22,BBOB_F22,moead_media,0,0.13095219319352214,0.9532603357574942,754828.3462827472,422177.38211613026,-171353.453125,2405225.0,796555.6409718345,473977.13762411074,0.8907125441373915,0.8429618911740878,0.9476153421772544,False,False,False,False
BBOB_F22,BBOB_F22,moead_media,1,0.045659573575560095,0.9515212135554658,2002.9416219299317,368.25645101884544,793.6453247070312,3442.728759765625,2042.800250802987,405.06201119688313,0.9091359861931162,0.8464446542197225,0.9804882396811007,False,False,False,False
BBOB_F22,BBOB_F22,b5m,0,0.13095219318002774,0.9532603357693041,754828.3462997463,422177.3821175205,-171353.453125,2405225.0,796555.6409718345,473977.13762411074,0.8907125441403247,0.8429618911740878,0.9476153421985952,False,False,False,False
BBOB_F22,BBOB_F22,b5m,1,0.045659574569009626,0.9515212114456353,2002.9416207977295,368.25645076836054,793.6453247070312,3442.728759765625,2042.800250802987,405.06201119688313,0.9091359855747296,0.8464446542197225,0.9804882391268603,False,False,False,False
BBOB_F22,BBOB_F22,b5r,0,0.13095219348328382,0.9532603355557588,754828.3460808911,422177.3820283625,-171353.453125,2405225.0,796555.6409718345,473977.13762411074,0.8907125439522185,0.8429618911740878,0.9476153419238432,False,False,False,False
BBOB_F22,BBOB_F22,b5r,1,0.04565957255073848,0.9515212159627734,2002.9416234008788,368.25645164085023,793.6453247070312,3442.728759765625,2042.800250802987,405.06201119688313,0.9091359877286954,0.8464446542197225,0.9804882404011648,False,False,False,False
BBOB_F37,BBOB_F37,moead_media,0,0.05846988496805457,0.9373961402906166,2004.9107314666749,415.4645094745785,785.7272338867188,3514.610107421875,2061.2911553989584,458.5715103572168,0.9059972111022359,0.7706349938810517,0.9726480057004023,False,False,False,False
BBOB_F37,BBOB_F37,moead_media,1,0.3459923494828849,0.786412697734944,909.9890318858445,673.7963339306572,-372.7801818847656,6118.11279296875,1092.8199293268267,1087.073357327498,0.6198260028993291,0.3814889989922908,0.8326980570773399,False,False,False,False
BBOB_F37,BBOB_F37,b5m,0,0.05846988496805457,0.9373961402906166,2004.9107314666749,415.4645094745785,785.7272338867188,3514.610107421875,2061.2911553989584,458.5715103572168,0.9059972111022359,0.7706349938810517,0.9726480057004023,False,False,False,False
BBOB_F37,BBOB_F37,b5m,1,0.34599234948799,0.7864126977489453,909.9890318650067,673.7963338683073,-372.7801818847656,6118.11279296875,1092.8199293268267,1087.073357327498,0.6198260028419734,0.3814889989922908,0.832698057058272,False,False,False,False
BBOB_F37,BBOB_F37,b5r,0,0.05846988496805457,0.9373961402906166,2004.9107314666749,415.4645094745785,785.7272338867188,3514.610107421875,2061.2911553989584,458.5715103572168,0.9059972111022359,0.7706349938810517,0.9726480057004023,False,False,False,False
BBOB_F37,BBOB_F37,b5r,1,0.345992348139994,0.7864126998632974,909.9890341620982,673.7963366976104,-372.7801818847656,6118.11279296875,1092.8199293268267,1087.073357327498,0.6198260054446525,0.3814889989922908,0.8326980591602573,False,False,False,False
BBOB_F49,BBOB_F49,moead_media,0,0.3190702661266296,0.7693961567007988,1340.4783279374942,1074.4687255522895,-500.4633483886719,11240.5517578125,1534.4023647334884,1368.3264808612546,0.7852429523076944,0.5282623942463563,0.8736159163638431,False,False,False,False
BBOB_F49,BBOB_F49,moead_media,1,0.08569560266150265,0.25134514974239464,77.63668910420537,8.30849377322064,-4.399407386779785,103.66017150878906,78.56295272416537,6.13952685270936,1.35327916507998,1.5796086523821442,0.9882099184432119,False,False,False,False
BBOB_F49,BBOB_F49,b5m,0,0.3190702653597434,0.7693961580346241,1340.4783294590547,1074.4687267438464,-500.4633483886719,11240.5517578125,1534.4023647334884,1368.3264808612546,0.7852429531785078,0.5282623942463563,0.8736159173554737,False,False,False,False
BBOB_F49,BBOB_F49,b5m,1,0.08569560260035253,0.25134514690686643,77.6366890536964,8.308493735827835,-4.399406909942627,103.66017150878906,78.56295272416537,6.13952685270936,1.3532791589894773,1.5796086454117662,0.9882099178003011,False,False,False,False
BBOB_F49,BBOB_F49,b5r,0,0.3190702661206629,0.7693961567248101,1340.4783279588564,1074.46872557708,-500.4633483886719,11240.5517578125,1534.4023647334884,1368.3264808612546,0.7852429523258119,0.5282623942463563,0.8736159163777653,False,False,False,False
BBOB_F49,BBOB_F49,b5r,1,0.08569560268585649,0.2513451509160679,77.63668912670612,8.308493786752353,-4.399407386779785,103.66017150878906,78.56295272416537,6.13952685270936,1.3532791672840119,1.5796086523821442,0.9882099187296159,False,False,False,False
BBOB_F5,BBOB_F5,moead_media,0,0.0637794744068761,0.9690374074283957,112.5405669249177,35.96810340373095,-3.7661330699920654,240.46707153320312,115.59617984149496,40.3870688645556,0.8905846454060742,0.8515608214453323,0.9735664887821803,False,False,False,False
BBOB_F5,BBOB_F5,moead_media,1,0.05555800572293773,0.927931404312518,1988.8173672668456,358.4718064532045,727.4774780273438,3211.907470703125,2042.683260982341,405.64489108586633,0.8837084216532723,0.7636484885739797,0.9736298354500683,False,False,False,False
BBOB_F5,BBOB_F5,b5m,0,0.06377947128124137,0.9690374105141873,112.5405671044588,35.96810360367786,-3.766132354736328,240.46707153320312,115.59617984149496,40.3870688645556,0.8905846503568398,0.851560818951471,0.9735664903353554,False,False,False,False
BBOB_F5,BBOB_F5,b5m,1,0.05555800572293773,0.927931404312518,1988.8173672668456,358.4718064532045,727.4774780273438,3211.907470703125,2042.683260982341,405.64489108586633,0.8837084216532723,0.7636484885739797,0.9736298354500683,False,False,False,False
BBOB_F5,BBOB_F5,b5r,0,0.06377947492363864,0.9690374069314467,112.54056689798831,35.96810337982941,-3.7661330699920654,240.46707153320312,115.59617984149496,40.3870688645556,0.8905846448142625,0.8515608214453323,0.9735664885492195,False,False,False,False
BBOB_F5,BBOB_F5,b5r,1,0.05555800527175135,0.9279314056816055,1988.8173677124023,358.4718068206653,727.4774780273438,3211.907470703125,2042.683260982341,405.64489108586633,0.8837084225591405,0.7636484885739797,0.9736298356681916,False,False,False,False
BBOB_F55,BBOB_F55,moead_media,0,0.07725674111833734,0.2837190201755816,77.75241573886872,7.152374554456327,34.570465087890625,105.14765167236328,78.53477682337022,6.124322856814768,1.16786373313053,0.9439477881307365,0.990038030078559,False,False,False,False
BBOB_F55,BBOB_F55,moead_media,1,0.07309811396372976,0.19174202732137963,78.30570029754638,6.156133618313328,43.46137237548828,106.75214385986328,78.59456011929272,6.069728881439493,1.0142353535984203,0.8974633768794804,0.9963246842872089,False,False,False,False
BBOB_F55,BBOB_F55,b5m,0,0.0772567405524578,0.2837190161608622,77.75241565284729,7.152374436427449,34.570465087890625,105.14765167236328,78.53477682337022,6.124322856814768,1.1678637138583785,0.9439477881307365,0.9900380289832298,False,False,False,False
BBOB_F55,BBOB_F55,b5m,1,0.07309811393460791,0.1917420272113255,78.30570029449463,6.156133614522444,43.46137237548828,106.75214385986328,78.59456011929272,6.069728881439493,1.0142353529738644,0.8974633768794804,0.9963246842483798,False,False,False,False
BBOB_F55,BBOB_F55,b5r,0,0.07725674112076601,0.28371901989043236,77.7524157382965,7.152374553780052,34.570465087890625,105.14765167236328,78.53477682337022,6.124322856814768,1.1678637330201056,0.9439477881307365,0.9900380300712728,False,False,False,False
BBOB_F55,BBOB_F55,b5r,1,0.07309811399770524,0.19174202687603484,78.30570030021667,6.1561336216100555,43.46137237548828,106.75214385986328,78.59456011929272,6.069728881439493,1.0142353541415627,0.8974633768794804,0.9963246843211844,False,False,False,False
DTLZ1,DTLZ1,moead_media,0,0.9999999999999994,-0.005547775324167733,3.2326549770367326e-14,4.571550217956775e-12,0.0,6.465309954073462e-10,67.82849993173473,65.43289768407566,6.986623517774224e-14,1.5178725884867127e-12,4.76592432427402e-16,True,True,True,False
DTLZ1,DTLZ1,moead_media,1,0.35789823923228614,0.8189904185157356,62.991593625326594,54.975843950054454,-23.98173713684082,311.171142578125,67.8434360399567,65.44371251006801,0.8400477577062402,0.7574597859973358,0.9284847186723769,False,False,False,False
DTLZ1,DTLZ1,moead_media,2,0.9999999999999957,0.014551256224854174,5.852020201757573e-13,8.275799433862156e-11,0.0,1.1704040403515137e-08,135.66222549956532,90.84440496976566,9.10986145664828e-13,2.4328733036296382e-11,4.3136696159951494e-15,True,True,True,False
DTLZ1,DTLZ1,b5m,0,0.9999999999999994,-0.005547775324167733,3.2326549770367326e-14,4.571550217956775e-12,0.0,6.465309954073462e-10,67.82849993173473,65.43289768407566,6.986623517774224e-14,1.5178725884867127e-12,4.76592432427402e-16,True,True,True,False
DTLZ1,DTLZ1,b5m,1,0.999999999999999,-0.004870923976617459,4.9645509925255766e-14,7.020759819144763e-12,0.0,9.929101985051147e-10,67.8434360399567,65.44371251006801,1.072793634386905e-13,2.244019347570215e-12,7.317658541943073e-16,True,True,True,False
DTLZ1,DTLZ1,b5m,2,0.9999999999999957,0.014551256224854174,5.852020201757573e-13,8.275799433862156e-11,0.0,1.1704040403515137e-08,135.66222549956532,90.84440496976566,9.10986145664828e-13,2.4328733036296382e-11,4.3136696159951494e-15,True,True,True,False
DTLZ1,DTLZ1,b5r,0,0.3588878408928259,0.8046800768258457,61.899090742714016,53.93333544301451,-27.76609230041504,281.15625,67.82849993173473,65.43289768407566,0.8242541191346355,0.7252626071755095,0.9125823334588219,False,False,False,False
DTLZ1,DTLZ1,b5r,1,0.35789823922475045,0.8189904185184641,62.99159362521795,54.97584395005481,-23.98173713684082,311.171142578125,67.8434360399567,65.44371251006801,0.8400477577062456,0.7574597859973358,0.9284847186707755,False,False,False,False
DTLZ1,DTLZ1,b5r,2,0.9999924293584213,0.017333075294098454,0.0010270500850410385,0.0998988811357564,0.0,13.87158203125,135.66222549956532,90.84440496976566,0.0010996701576613795,0.02883431741469472,7.570641578810966e-06,True,False,True,False
DTLZ2,DTLZ2,moead_media,0,1.0,,0.0,0.0,0.0,0.0,0.7430147054211657,0.5496400509538225,0.0,0.0,0.0,True,True,True,False
DTLZ2,DTLZ2,moead_media,1,0.99999962472758,0.003838424476209991,2.788221203108095e-07,1.5607258993084494e-05,1.3560449317179114e-37,0.0017556162783876061,0.7429859096604218,0.5496381200352926,2.8395517749173482e-05,0.0006863657197723383,3.752724199551023e-07,True,True,True,False
DTLZ2,DTLZ2,moead_media,2,1.0,,0.0,0.0,0.0,0.0,1.1671469579346636,0.5883351237674466,0.0,0.0,0.0,True,True,True,False
DTLZ2,DTLZ2,b5m,0,0.09153489125461103,0.9861556575682549,0.7405179655842683,0.5247787370548086,-0.2848568260669708,2.422010660171509,0.7430147054211657,0.5496400509538225,0.9547680088889617,1.0493416773026958,0.9966397167933815,False,False,False,False
DTLZ2,DTLZ2,b5m,1,0.099358535595768,0.9837330322326961,0.7444566941716505,0.5283809563509414,-0.4374208450317383,2.3915584087371826,0.7429859096604218,0.5496381200352926,0.9613251648503087,1.106001582257729,1.001979559090025,False,False,False,False
DTLZ2,DTLZ2,b5m,2,0.05049021841639613,0.9910381431776324,1.1659780658345247,0.5665116581913286,-0.2648736238479614,2.680209159851074,1.1671469579346636,0.5883351237674466,0.9629064036898396,1.0774680539600479,0.9989985047793747,False,False,False,False
DTLZ2,DTLZ2,b5r,0,0.09153489095127032,0.9861556576610462,0.7405179655885938,0.5247787373700905,-0.2848568260669708,2.422010660171509,0.7430147054211657,0.5496400509538225,0.954768009462577,1.0493416773026958,0.996639716799203,False,False,False,False
DTLZ2,DTLZ2,b5r,1,0.10739302584463888,0.9811004450297933,0.7419521285673757,0.5191433329802511,-0.29689347743988037,2.266740560531616,0.7429859096604218,0.5496381200352926,0.9445184277737443,1.0022637311845934,0.9986086127884732,False,False,False,False
DTLZ2,DTLZ2,b5r,2,0.07762565341705194,0.9792695659606772,1.153449572471405,0.5413458302717529,-0.40873897075653076,2.344080924987793,1.1671469579346636,0.5883351237674466,0.9201317555294093,1.0071280550710822,0.9882642152557232,False,False,False,False
DTLZ3,DTLZ3,moead_media,0,1.0,,0.0,0.0,0.0,0.0,439.4919133297598,336.82536965597086,0.0,0.0,0.0,True,True,True,False
DTLZ3,DTLZ3,moead_media,1,0.9999993292520662,0.009545249263790249,0.0002947784941742688,0.018921392652117102,1.224529707724713e-37,2.084369659423828,439.4773048719421,336.5043987156877,5.6229257995833125e-05,0.0012438377871261445,6.707479337531739e-07,True,True,True,False
DTLZ3,DTLZ3,moead_media,2,0.2807585747320194,0.7412360742765689,624.2878306424767,310.29568151493106,-174.58555603027344,1623.7130126953125,690.3317293060779,369.47372984706914,0.8398315129017893,0.9868810382879086,0.9043301997287759,False,False,False,False
DTLZ3,DTLZ3,b5m,0,1.0,,0.0,0.0,0.0,0.0,439.4919133297598,336.82536965597086,0.0,0.0,0.0,True,True,True,False
DTLZ3,DTLZ3,b5m,1,1.0,,0.0,0.0,0.0,0.0,439.4773048719421,336.5043987156877,0.0,0.0,0.0,True,True,True,False
DTLZ3,DTLZ3,b5m,2,1.0,,0.0,0.0,0.0,0.0,690.3317293060779,369.47372984706914,0.0,0.0,0.0,True,True,True,False
DTLZ3,DTLZ3,b5r,0,0.9999997458105045,0.010538733864618144,0.00011171422768367356,0.007230688647616007,1.6535321879032841e-43,0.7905457615852356,439.4919133297598,336.82536965597086,2.1467173494090838e-05,0.00045185192324552774,2.5418949540455384e-07,True,True,True,False
DTLZ3,DTLZ3,b5r,1,1.0,,0.0,0.0,0.0,0.0,439.4773048719421,336.5043987156877,0.0,0.0,0.0,True,True,True,False
DTLZ3,DTLZ3,b5r,2,1.0,,0.0,0.0,0.0,0.0,690.3317293060779,369.47372984706914,0.0,0.0,0.0,True,True,True,False
DTLZ4,DTLZ4,moead_media,0,1.0,,0.0,0.0,0.0,0.0,1.8131181118482314,0.27126938244343296,0.0,0.0,0.0,True,True,True,False
DTLZ4,DTLZ4,moead_media,1,2.059249749943517,0.1275966390926729,0.015844875535322406,0.06677514710206706,-0.12453114986419678,0.9370982050895691,0.024680390047610933,0.16462785321697954,0.4056126943115598,0.4493818082583093,0.6420026387247553,False,False,False,False
DTLZ4,DTLZ4,moead_media,2,1.0,,0.0,0.0,0.0,0.0,0.024822518133846522,0.165218273969564,0.0,0.0,0.0,True,True,True,False
DTLZ4,DTLZ4,b5m,0,0.06301567882783099,0.7269432970102031,1.8050311100751162,0.24640110397011059,0.5948465466499329,2.8339076042175293,1.8131181118482314,0.27126938244343296,0.9083262613372591,0.7987510255411903,0.9955397269928149,False,False,False,False
DTLZ4,DTLZ4,b5m,1,1.0,,0.0,0.0,0.0,0.0,0.024680390047610933,0.16462785321697954,0.0,0.0,0.0,True,True,True,False
DTLZ4,DTLZ4,b5m,2,1.890278620748664,0.12467216980434773,0.015826552381108704,0.053691200914430165,-0.11035371571779251,0.7674064636230469,0.024822518133846522,0.165218273969564,0.32497132202410606,0.3805123299215422,0.6375885111965555,False,False,False,False
DTLZ4,DTLZ4,b5r,0,0.06392749837033301,0.7259668917719861,1.8078828242212535,0.2524122134241003,0.5865132212638855,2.8813819885253906,1.8131181118482314,0.27126938244343296,0.930485450110593,0.8186595783698212,0.9971125501462003,False,False,False,False
DTLZ4,DTLZ4,b5r,1,2.0592507660443595,0.12759666056795266,0.015844882775420233,0.06677518984727988,-0.12453124672174454,0.9370983839035034,0.024680390047610933,0.16462785321697954,0.4056129539590738,0.44938192494851625,0.642002932079026,False,False,False,False
DTLZ4,DTLZ4,b5r,2,1.0,,0.0,0.0,0.0,0.0,0.024822518133846522,0.165218273969564,0.0,0.0,0.0,True,True,True,False
DTLZ7,DTLZ7,moead_media,0,1.1150353039821345e-05,0.9999999997083637,0.49999983584433794,0.2886725446271852,4.779547452926636e-05,0.9999865293502808,0.4999999995313585,0.2886750504246374,0.9999913196604676,0.9999711913950392,0.9999996726259586,False,False,False,False
DTLZ7,DTLZ7,moead_media,1,1.039864769000964e-05,0.9999999997363459,0.5000000152251217,0.28867258468936674,3.152107819914818e-05,1.0000007152557373,0.50000001174137,0.2886744566850676,0.9999935152014406,1.0000216036249892,1.0000000069675032,False,False,False,False
DTLZ7,DTLZ7,moead_media,2,0.026713832510546973,0.948920633787776,18.247384498119356,1.9206407845526678,10.579143524169922,26.079565048217773,18.28784014746099,1.9246620070406333,0.9979106864097409,0.9539873453536302,0.9977878388582015,False,False,False,False
DTLZ7,DTLZ7,b5m,0,1.1136808815606017e-05,0.9999999997083238,0.49999996162839233,0.2886725643234027,4.8041343688964844e-05,0.9999865889549255,0.4999999995313585,0.2886750504246374,0.9999913878901864,0.9999710051244782,0.9999999241940676,False,False,False,False
DTLZ7,DTLZ7,b5m,1,1.0412982886138264e-05,0.9999999997357634,0.499999981764704,0.28867257927327417,3.187754191458225e-05,1.0000008344650269,0.50000001174137,0.2886744566850676,0.9999934964395015,1.0000213663581285,0.9999999400466695,False,False,False,False
DTLZ7,DTLZ7,b5m,2,0.026713832487080372,0.9489206340219084,18.24738448805809,1.920640776640995,10.579143524169922,26.079565048217773,18.28784014746099,1.9246620070406333,0.9979106822990592,0.9539873453536302,0.99778783830804,False,False,False,False
DTLZ7,DTLZ7,b5r,0,1.1131072799863584e-05,0.9999999997091938,0.49999973188862207,0.28867256584005463,4.7847628593444824e-05,0.9999866485595703,0.4999999995313585,0.2886750504246374,0.9999913931440243,0.9999712584524412,0.9999994647145266,False,False,False,False
DTLZ7,DTLZ7,b5r,1,1.0409919393733264e-05,0.999999999736234,0.5000001269360539,0.2886725707319815,3.17571684718132e-05,1.0000009536743164,0.50000001174137,0.2886744566850676,0.9999934668515263,1.0000216059534175,1.0000002303893625,False,False,False,False
DTLZ7,DTLZ7,b5r,2,0.02671383252619137,0.9489206338444506,18.247384497070314,1.920640784274019,10.579143524169922,26.079565048217773,18.28784014746099,1.9246620070406333,0.9979106862649628,0.9539873453536302,0.9977878388008388,False,False,False,False
MMF1,MMF1,moead_media,0,0.0711994588853909,0.9827712791517369,0.5060037161768559,0.2856234947703171,-0.008243698626756668,1.0745933055877686,0.5000003784164786,0.2886724280923779,0.9894380861303279,1.082912120311261,1.0120066664337137,False,False,False,False
MMF1,MMF1,moead_media,1,0.9556092387607243,0.21960370817267896,0.09031083461659829,0.42600599986248944,0.0,6.764087200164795,1.9999032863878798,1.8897036530919398,0.2254353475823878,0.7851643906921361,0.04515760098565215,False,False,False,False
MMF1,MMF1,b5m,0,0.07119945964111495,0.982771278843574,0.5060037165229107,0.28562349517597974,-0.008243699558079243,1.0745933055877686,0.5000003784164786,0.2886724280923779,0.9894380875355976,1.0829121212426482,1.0120066671258228,False,False,False,False
MMF1,MMF1,b5m,1,0.7968659549157028,0.2794535783395447,1.9017174899210818,1.7317486343216086,-0.6745650172233582,8.055829048156738,1.9999032863878798,1.8897036530919398,0.9164128097482986,1.0134101370957191,0.9509047276760387,False,False,False,False
MMF1,MMF1,b5r,0,0.07119945589759975,0.9827712803858372,0.5060037148879608,0.2856234929123069,-0.008243697695434093,1.074593186378479,0.5000003784164786,0.2886724280923779,0.9894380796939313,1.0829120001623147,1.0120066638559255,False,False,False,False
MMF1,MMF1,b5r,1,0.7635516455654615,0.3038067256296314,1.7702456971819533,1.6432199919113972,-0.6122174263000488,7.994474411010742,1.9999032863878798,1.8897036530919398,0.869564912584444,0.9990509809146857,0.8851656523747596,False,False,False,False
MMF11_L,MMF11_L,moead_media,0,0.0028597806666199915,0.9998411223510674,0.5990783675972372,0.28739430370248975,0.09903941303491592,1.098846673965454,0.5999999995343387,0.2886744552000391,0.9955654146929549,0.999899310103716,0.9984639467703054,False,False,False,False
MMF11_L,MMF11_L,moead_media,1,0.45767913143039324,0.69063869664043,2.358199642655812,2.3014090578533284,0.031055597588419914,18.764772415161133,4.291669602479531,3.3748474642699984,0.6819298004483703,0.9859588615413988,0.5494830359945118,False,False,False,False
MMF11_L,MMF11_L,b5m,0,3.824988289912926e-06,0.9999999994613996,0.5999989925086499,0.2886724115665478,0.10003652423620224,1.0999228954315186,0.5999999995343387,0.2886744552000391,0.9999929206292609,0.9999784276519325,0.9999983216238506,False,False,False,False
MMF11_L,MMF11_L,b5m,1,0.06770647183565547,0.9849617126825093,4.1873972512930635,3.1935395203235575,0.8070653676986694,19.381881713867188,4.291669602479531,3.3748474642699984,0.9462766996535474,0.9775959013552433,0.9757035464411744,False,False,False,False
MMF11_L,MMF11_L,b5r,0,4.1694150649206143e-07,0.999999999993261,0.5999999094557017,0.2886742238254745,0.10003165900707245,1.099931001663208,0.5999999995343387,0.2886744552000391,0.9999991984931107,0.9999914003069941,0.9999998498689382,False,False,False,False
MMF11_L,MMF11_L,b5r,1,0.09184753347542456,0.9675369235522311,4.110963505238295,3.0461171941474032,0.9081804156303406,19.20362091064453,4.291669602479531,3.3748474642699984,0.9025940361444745,0.9628923004185675,0.9578937537184055,False,False,False,False
MMF16_20,MMF16_20,moead_media,0,0.15528711291831396,0.9611597164203357,1.0752982418641899,0.7575603743773704,-0.4612082540988922,3.4691896438598633,1.0727753293687703,0.79085808535762,0.9578967306565594,1.311861496458884,1.0023517622249052,False,False,False,False
MMF16_20,MMF16_20,moead_media,1,0.1581587798989712,0.9601987276433953,1.0829411198856214,0.7715866197780692,-0.4840308427810669,3.476846694946289,1.072610166825179,0.7905741251040097,0.9759826375250487,1.3227510804330707,1.0096316009114672,False,False,False,False
MMF16_20,MMF16_20,moead_media,2,0.12682683618252422,0.9448455366111761,1.680591370198042,0.8139032627358042,-0.44310829043388367,3.480067014694214,1.6850888194010099,0.8443176624039392,0.963977539470702,1.307756553102979,0.9973310313669005,False,False,False,False
MMF16_20,MMF16_20,b5m,0,0.15528711287199726,0.9611597165604547,1.0752982433420604,0.7575603785671448,-0.4612082540988922,3.4691896438598633,1.0727753293687703,0.79085808535762,0.9578967359543169,1.311861496458884,1.0023517636025192,False,False,False,False
MMF16_20,MMF16_20,b5m,1,0.158158779926619,0.9601987276470685,1.0829411205548072,0.7715866212950943,-0.4840308427810669,3.476846694946289,1.072610166825179,0.7905741251040097,0.975982639443939,1.3227510804330707,1.0096316015353526,False,False,False,False
MMF16_20,MMF16_20,b5m,2,0.12682683613898993,0.9448455366396807,1.6805913700732389,0.8139032625123701,-0.44310829043388367,3.480067014694214,1.6850888194010099,0.8443176624039392,0.9639775392060693,1.307756553102979,0.9973310312928373,False,False,False,False
MMF16_20,MMF16_20,b5r,0,0.15528711274082735,0.9611597165344367,1.0752982426387185,0.7575603764956148,-0.4612082540988922,3.4691896438598633,1.0727753293687703,0.79085808535762,0.9578967333349722,1.311861496458884,1.002351762946891,False,False,False,False
MMF16_20,MMF16_20,b5r,1,0.15815877984214669,0.9601987277564324,1.0829411214275144,0.7715866242752073,-0.4840308725833893,3.476846694946289,1.072610166825179,0.7905741251040097,0.9759826432134945,1.3227510903856767,1.009631602348982,False,False,False,False
MMF16_20,MMF16_20,b5r,2,0.12682683615929247,0.9448455366270405,1.6805913701123922,0.8139032626168211,-0.44310829043388367,3.480067014694214,1.6850888194010099,0.8443176624039392,0.9639775393297798,1.307756553102979,0.9973310313160725,False,False,False,False
MMF4,MMF4,moead_media,0,0.20082153329530555,0.8430671636710156,0.4162109744025496,0.2544757934028814,0.0004849068645853549,0.9924765825271606,0.5,0.2886668886313233,0.8815551884369055,0.9920937232692821,0.8324219488050992,False,False,False,False
MMF4,MMF4,moead_media,1,0.23269501725994196,0.7705423606926037,1.1069873521670817,0.6148212852811542,-0.1234031617641449,2.8198986053466797,1.0600894145883688,0.5495046687900021,1.1188645341903607,0.9919184169456188,1.0442396055779155,False,False,False,False
MMF4,MMF4,b5m,0,0.10692532640993341,0.9628456939308129,0.48605445375149264,0.2905210375967066,-0.042174529284238815,1.0419389009475708,0.5,0.2886668886313233,1.0064231439018674,1.0842249545355593,0.9721089075029853,False,False,False,False
MMF4,MMF4,b5m,1,0.22330952311310673,0.7782912416574118,1.0969773091772836,0.60323374702291,-0.07315274327993393,2.778545379638672,1.0600894145883688,0.5495046687900021,1.0977772915946613,0.9610471883312359,1.0347969653137592,False,False,False,False
MMF4,MMF4,b5r,0,0.10692532634978338,0.9628456933798908,0.48605445268637887,0.29052103588517386,-0.04217452183365822,1.0419389009475708,0.5,0.2886668886313233,1.0064231379727746,1.0842249470842125,0.9721089053727577,False,False,False,False
MMF4,MMF4,b5r,1,0.22330948598463513,0.7782912718641927,1.096977261822456,0.6032336979433922,-0.07315254211425781,2.7785451412200928,1.0600894145883688,0.5495046687900021,1.0977772022787364,0.9610470401875004,1.0347969206431618,False,False,False,False
