ger,n_sub,slots_mudou,novos,p_min,p_med,p_max,n_chamadas,n_nan,flag
364,34,17,16,0.0,0.055522,0.606746,50,0,
365,18,14,14,0.0,0.05170525,0.638502,50,0,
366,21,16,16,0.0,0.04017875,0.657991,50,0,
367,14,9,9,0.0,0.076848,0.528974,50,0,
368,15,12,12,0.0,0.05855425,0.68058,50,0,
369,19,15,15,0.0,0.05159,0.800497,50,0,
370,12,8,8,0.0,0.044676,0.541084,50,0,
371,17,10,10,0.0,0.05962725,0.556641,50,0,
372,9,7,7,0.0,0.061054750000000005,0.974331,50,0,
373,6,6,6,0.0,0.04590225,0.596056,50,0,
374,12,11,11,0.0,0.052587499999999995,0.525867,50,0,
375,10,9,9,0.0,0.0689945,0.568302,50,0,
376,16,14,14,0.0,0.063799,0.539732,50,0,
377,17,16,16,0.0,0.062271,0.52815,50,0,
378,8,8,8,0.0,0.04879175,0.632274,50,0,
379,15,11,11,0.0,0.03973725,0.554664,50,0,
380,13,11,11,0.0,0.03390575,0.532612,50,0,
381,16,14,14,0.0,0.037610000000000005,0.536311,50,0,
382,22,16,16,0.0,0.060986,0.617026,50,0,
383,12,11,11,0.0,0.0402825,0.555711,50,0,
384,17,9,9,0.0,0.07787025,0.549691,50,0,
385,6,6,6,0.0,0.045790500000000005,0.544464,50,0,
386,4,4,4,0.0,0.039514,0.521524,50,0,
387,22,15,15,0.0,0.055993,0.532137,50,0,
388,7,7,7,0.0,0.034075999999999995,0.671216,50,0,
389,14,11,9,0.0,0.0693925,0.543492,50,0,
390,11,11,11,0.0,0.06428924999999999,0.518444,50,0,
391,12,10,10,0.0,0.058694750000000004,0.539311,50,0,
392,16,13,13,0.0,0.06437999999999999,0.738841,50,0,
393,15,13,13,0.0,0.05395225,0.55715,50,0,
394,17,15,14,0.0,0.047604,0.728117,50,0,
395,18,13,13,0.0,0.070748,0.6448,50,0,
396,8,8,8,0.0,0.056017750000000005,0.529462,50,0,
397,22,13,13,0.0,0.048950499999999994,0.59536,50,0,
398,12,10,10,0.0,0.04805475,0.539731,50,0,
399,7,5,5,0.0,0.05170775,0.622107,50,0,
400,14,11,11,0.0,0.07371074999999999,0.531431,50,0,
401,15,10,10,0.0,0.0622355,0.524171,50,0,
402,20,13,13,0.0,0.06421625,0.543594,50,0,
403,10,9,9,0.0,0.041220999999999994,0.544672,50,0,
404,14,10,10,0.0,0.045357499999999995,0.534746,50,0,
405,16,12,12,0.0,0.0494005,0.584617,50,0,
406,21,11,11,0.0,0.05548475,0.587442,50,0,
407,17,13,13,0.0,0.04214825,0.55207,50,0,
408,13,8,7,0.0,0.0511975,0.529941,50,0,
409,7,7,7,0.0,0.046358750000000004,0.536705,50,0,
410,13,12,12,0.0,0.06276675,0.536026,50,0,
411,12,11,11,0.0,0.046058,0.52687,50,0,
412,9,8,8,0.0,0.048548499999999994,0.544466,50,0,
413,12,9,9,0.0,0.050536250000000005,0.600829,50,0,
414,11,9,9,0.0,0.04244425,0.532891,50,0,
415,7,7,7,0.0,0.0358225,0.527075,50,0,
416,9,7,7,0.0,0.058460250000000005,0.528042,50,0,
417,8,8,8,0.0,0.03694025,0.513411,50,0,
418,12,9,9,0.0,0.0459725,0.525114,50,0,
419,8,8,8,0.0,0.061837,0.655085,50,0,
420,19,16,15,0.0,0.04591275,0.773869,50,0,
421,4,3,3,0.0,0.0306585,0.517238,50,0,
422,15,14,14,0.0,0.045048500000000005,0.777274,50,0,
423,17,13,13,0.0,0.0420015,0.613595,50,0,
424,11,10,10,0.0,0.03087575,0.551873,50,0,
425,9,9,9,0.0,0.032481499999999996,0.536553,50,0,
426,7,7,7,0.0,0.03915175,0.647658,50,0,
427,12,11,11,0.0,0.037634749999999995,0.612559,50,0,
428,10,10,10,0.0,0.03139625,0.666031,50,0,
429,10,8,8,0.0,0.0380575,0.524159,50,0,
430,9,8,8,0.0,0.03269725,0.541139,50,0,
431,8,7,7,0.0,0.03717125,0.585729,50,0,
432,8,8,8,0.0,0.032197,0.523698,50,0,
433,14,11,11,0.0,0.023871749999999997,0.665667,50,0,
434,11,8,8,0.0,0.040641250000000004,0.532051,50,0,
435,7,7,7,0.0,0.043462249999999994,0.530982,50,0,
436,15,10,10,0.0,0.040299999999999996,0.517854,50,0,
437,7,7,7,0.0,0.041890250000000004,0.520357,50,0,
438,10,9,9,0.0,0.0415205,0.796914,50,0,
439,23,17,17,0.0,0.06073275,0.846734,50,0,
440,13,9,9,0.0,0.025498,0.520507,50,0,
441,7,7,7,0.0,0.03287725,0.697909,50,0,
442,10,9,9,0.0,0.03408175,0.534363,50,0,
443,13,8,8,0.0,0.0196965,0.528118,50,0,
444,15,11,11,0.0,0.02774975,0.545719,50,0,
445,5,5,5,0.0,0.03479825,0.532556,50,0,
446,20,13,13,0.0,0.028891,0.545875,50,0,
447,11,8,8,0.0,0.0363895,0.525858,50,0,
448,15,12,12,0.0,0.02757425,0.521162,50,0,
449,18,14,14,0.0,0.018428,0.696499,50,0,
450,11,10,10,0.0,0.02010725,0.520065,50,0,
451,3,2,2,0.0,0.043103749999999996,0.528813,50,0,
452,18,14,14,0.0,0.03712725,0.666242,50,0,
453,13,11,11,0.0,0.04350425,0.600618,50,0,
454,21,9,9,0.0,0.03846425,0.71965,50,0,
455,11,10,10,0.0,0.0399485,0.62293,50,0,
456,8,8,8,0.0,0.043956999999999996,0.530709,50,0,
457,2,2,2,0.0,0.031920500000000004,0.507519,50,0,
458,7,7,7,0.0,0.0384055,0.574258,50,0,
459,17,13,13,0.0,0.027371,0.743529,50,0,
460,22,13,13,0.0,0.05119675,0.569292,50,0,
461,16,14,14,0.0,0.0322655,0.699697,50,0,
462,19,16,16,0.0,0.0235745,0.562712,50,0,
463,17,11,11,0.0,0.0535385,0.641272,50,0,
464,15,10,10,0.0,0.0204165,0.591317,50,0,
465,13,13,13,0.0,0.028635,0.711627,50,0,
466,7,7,7,0.0,0.0349345,0.528321,50,0,
467,6,6,6,0.0,0.03633525,0.517174,50,0,
468,9,7,7,0.0,0.021553999999999997,0.524285,50,0,
469,7,7,7,0.0,0.02561525,0.560217,50,0,
470,6,6,6,0.0,0.02842175,0.552007,50,0,
471,11,10,10,0.0,0.02471125,0.567343,50,0,
472,14,14,14,0.0,0.03433675,0.623359,50,0,
473,13,10,10,0.0,0.03315525,0.593994,50,0,
474,10,9,9,0.0,0.0399915,0.618381,50,0,
475,13,12,12,0.0,0.026456,0.663207,50,0,
476,3,3,3,0.0,0.02186375,0.621401,50,0,
477,15,10,10,0.0,0.03584675,0.562521,50,0,
478,10,9,9,0.0,0.038738,0.611783,50,0,
479,12,9,9,0.0,0.02848425,0.549013,50,0,
480,7,6,6,0.0,0.035201750000000004,0.518781,50,0,
481,8,8,8,0.0,0.037356,0.530203,50,0,
482,11,11,11,0.0,0.01505225,0.579844,50,0,
483,7,7,7,0.0,0.031683499999999996,0.701079,50,0,
484,11,9,9,0.0,0.0194415,0.532437,50,0,
485,9,8,8,0.0,0.035376000000000005,0.679888,50,0,
486,13,12,12,0.0,0.03007175,0.659408,50,0,
487,11,10,10,0.0,0.020788,0.539021,50,0,
488,7,6,6,0.0,0.03043725,0.543509,50,0,
489,13,9,9,0.0,0.028203,0.872485,50,0,
490,18,10,10,0.0,0.019071499999999998,0.52993,50,0,
491,10,9,9,0.0,0.025186,0.524578,50,0,
492,10,6,6,0.0,0.0258575,0.617404,50,0,
493,15,11,11,0.0,0.02837125,0.523955,50,0,
494,20,10,10,0.0,0.018356499999999998,0.541765,50,0,
495,10,9,9,0.0,0.0236045,0.521332,50,0,
496,10,6,6,0.0,0.021648,0.551551,50,0,
497,9,9,9,0.0,0.01894775,0.573685,50,0,
498,9,7,7,0.0,0.03286,0.540311,50,0,
499,14,7,7,0.0,0.02484525,0.531089,50,0,
500,4,4,4,0.0,0.019452499999999998,0.54035,50,0,
501,11,7,7,0.0,0.019480249999999998,0.519066,50,0,
502,8,8,8,0.0,0.0183515,0.585449,50,0,
503,14,10,10,0.0,0.037983,0.527377,50,0,
504,9,8,8,0.0,0.039842749999999996,0.743131,50,0,
505,7,7,7,0.0,0.02522,0.624579,50,0,
506,12,9,9,0.0,0.021610749999999998,0.529093,50,0,
507,12,9,9,0.0,0.036054749999999997,0.550575,50,0,
508,9,9,9,0.0,0.02708,0.557354,50,0,
509,12,8,8,0.0,0.01874725,0.525391,50,0,
510,14,11,11,0.0,0.02563575,0.535746,50,0,
511,8,7,7,0.0,0.032876749999999996,0.522855,50,0,
512,10,8,8,0.0,0.02477625,0.546663,50,0,
513,9,8,8,0.0,0.01877575,0.577602,50,0,
514,3,3,3,0.0,0.017581,0.539874,50,0,
515,11,11,11,0.0,0.019222,0.546517,50,0,
516,3,3,3,0.0,0.02288875,0.517877,50,0,
517,3,3,3,0.0,0.028060500000000002,0.582353,50,0,
518,14,10,10,0.0,0.041835,0.536482,50,0,
519,2,2,2,0.0,0.02623775,0.501504,50,0,
520,7,6,6,0.0,0.0282415,0.52516,50,0,
521,16,12,12,0.0,0.02848025,0.516659,50,0,
522,7,7,7,0.0,0.027445999999999998,0.530306,50,0,
523,3,3,3,0.0,0.023914249999999998,0.559312,50,0,
524,11,9,9,0.0,0.026696,0.532406,50,0,
525,15,12,12,0.0,0.01619475,0.53345,50,0,
526,10,9,9,0.0,0.030116749999999998,0.537504,50,0,
527,17,12,12,0.0,0.026356499999999998,0.549134,50,0,
528,16,7,7,0.0,0.03495675,0.528241,50,0,
529,7,5,5,0.0,0.03162525,0.523558,50,0,
530,5,5,5,0.0,0.033478,0.516871,50,0,
531,11,8,8,0.0,0.027104000000000003,0.531527,50,0,
532,15,10,10,0.0,0.023226,0.562669,50,0,
533,7,6,6,0.0,0.019702749999999998,0.538789,50,0,
534,11,8,8,0.0,0.027717,0.520537,50,0,
535,14,14,14,0.0,0.021490750000000003,0.521847,50,0,
536,3,3,3,0.0,0.01691925,0.522112,50,0,
537,15,11,11,0.0,0.02965075,0.526355,50,0,
538,10,9,8,0.0,0.02788425,0.533994,50,0,
539,8,8,8,0.0,0.027889499999999998,0.529774,50,0,
540,10,7,7,0.0,0.035769499999999996,0.523593,50,0,
541,8,7,7,0.0,0.027512500000000002,0.534008,50,0,
542,9,8,8,0.0,0.013650250000000001,0.529223,50,0,
543,11,8,8,0.0,0.0388105,0.525424,50,0,
544,16,12,12,0.0,0.029964499999999998,0.518427,50,0,
545,6,5,5,0.0,0.014914,0.527844,50,0,
546,3,3,3,0.0,0.0460435,0.510746,50,0,
547,12,8,8,0.0,0.0408455,0.522934,50,0,
548,11,7,7,0.0,0.022496000000000002,0.531078,50,0,
549,15,13,13,0.0,0.03958925,0.682051,50,0,
550,11,6,6,0.0,0.045872750000000004,0.519512,50,0,
551,12,11,11,0.0,0.031347,0.553249,50,0,
552,5,3,3,0.0,0.031207750000000003,0.554583,50,0,
553,5,5,5,0.0,0.025561,0.514055,50,0,
554,9,9,9,0.0,0.031652,0.536045,50,0,
555,13,12,12,0.0,0.02958025,0.526937,50,0,
556,4,3,3,0.0,0.030468000000000002,0.511587,50,0,
557,7,6,6,0.0,0.035836,0.531406,50,0,
558,5,4,4,0.0,0.029852749999999997,0.540836,50,0,
559,8,8,8,0.0,0.0185565,0.535691,50,0,
560,7,7,7,0.0,0.02632975,0.52228,50,0,
561,3,3,3,0.0,0.016953750000000004,0.53802,50,0,
562,8,7,7,0.0,0.0221445,0.563157,50,0,
563,6,5,5,0.0,0.027477750000000002,0.531029,50,0,
564,5,5,5,0.0,0.0252795,0.523199,50,0,
565,15,10,10,0.0,0.01070275,0.532172,50,0,
566,13,10,10,0.0,0.027081,0.521542,50,0,
567,11,10,10,0.0,0.02704375,0.57264,50,0,
568,11,9,9,0.0,0.027458000000000003,0.53547,50,0,
569,13,13,13,0.0,0.020593,0.541505,50,0,
570,8,7,7,0.0,0.026975000000000002,0.529066,50,0,
571,7,7,7,0.0,0.03361625,0.548689,50,0,
572,11,10,10,0.0,0.02649075,0.530181,50,0,
573,16,9,9,0.0,0.0207785,0.517593,50,0,
574,15,11,11,0.0,0.02334175,0.750975,50,0,
575,20,16,16,0.0,0.032830250000000005,0.539625,50,0,
576,9,8,8,0.0,0.0255815,0.54052,50,0,
577,2,2,2,0.0,0.02106475,0.505894,50,0,
578,5,5,5,0.0,0.035887,0.513487,50,0,
579,4,4,4,0.0,0.034499749999999996,0.844374,50,0,
580,25,15,15,0.0,0.0246655,0.51926,50,0,
581,16,11,11,0.0,0.01961825,0.529423,50,0,
582,11,8,8,0.0,0.024083,0.56729,50,0,
583,11,9,9,0.0,0.04032575000000001,0.535279,50,0,
584,10,7,7,0.0,0.02869725,0.521415,50,0,
585,3,3,3,0.0,0.025341250000000003,0.503182,50,0,
586,7,6,6,0.0,0.02949075,0.518953,50,0,
587,8,8,8,0.0,0.026172,0.543741,50,0,
588,9,9,9,0.0,0.01652325,0.651628,50,0,
589,14,9,9,0.0,0.02661375,0.534508,50,0,
590,7,7,7,0.0,0.024812,0.510969,50,0,
591,8,8,8,0.0,0.01807525,0.538875,50,0,
592,4,4,4,0.0,0.0223345,0.529919,50,0,
593,9,7,7,0.0,0.015760749999999997,0.534615,50,0,
594,11,8,8,0.0,0.027194250000000003,0.552782,50,0,
595,8,6,4,0.0,0.026037249999999998,0.534323,50,0,
596,12,8,8,0.0,0.025481749999999997,0.516405,50,0,
597,5,5,5,0.0,0.0237115,0.817888,50,0,
598,5,5,5,0.0,0.02540125,0.509216,50,0,
599,9,9,9,0.0,0.0301185,0.529399,50,0,
600,9,7,7,0.0,0.02366075,0.542305,50,0,
601,12,9,9,0.0,0.02357675,0.549327,50,0,
602,7,7,7,0.0,0.03015,0.541103,50,0,
603,11,9,9,0.0,0.038016499999999995,0.524662,50,0,
604,17,10,10,0.0,0.027936749999999996,0.525828,50,0,
605,8,6,6,0.0,0.0242245,0.526712,50,0,
606,13,7,7,0.0,0.0290615,0.517209,50,0,
607,3,3,3,0.0,0.028798749999999998,0.513698,50,0,
608,12,8,7,0.0,0.03188275,0.523831,50,0,
609,6,6,6,0.0,0.027947,0.522419,50,0,
610,7,7,7,0.0,0.030539999999999998,0.520134,50,0,
611,5,5,5,0.0,0.03078775,0.526275,50,0,
612,9,7,7,0.0,0.0205895,0.526922,50,0,
613,13,12,12,0.0,0.0259765,0.520605,50,0,
614,6,4,4,0.0,0.0433255,0.513801,50,0,
615,3,3,3,0.0,0.018326750000000003,0.508895,50,0,
616,10,8,8,0.0,0.025815249999999998,0.54212,50,0,
617,13,11,10,0.0,0.02339175,0.544753,50,0,
618,4,4,4,0.0,0.0111765,0.531137,50,0,
619,8,7,7,0.0,0.025141249999999997,0.519441,50,0,
620,11,9,9,0.0,0.02415325,0.521809,50,0,
621,9,7,7,0.0,0.016945500000000002,0.518372,50,0,
622,8,6,6,0.0,0.0342545,0.517597,50,0,
623,12,10,10,0.0,0.03431525,0.513648,50,0,
624,11,9,8,0.0,0.027580249999999997,0.571097,50,0,
625,16,12,12,0.0,0.0150975,0.616056,50,0,
626,7,7,7,0.0,0.024088000000000002,0.565633,50,0,
627,8,7,6,0.0,0.04339775,0.591946,50,0,
628,2,2,2,0.0,0.03322625,0.519742,50,0,
629,13,11,11,0.0,0.021054,0.675539,50,0,
630,9,9,9,0.0,0.0232725,0.540385,50,0,
631,7,7,7,0.0,0.029347750000000002,0.515448,50,0,
632,14,13,13,0.0,0.031519,0.650721,50,0,
633,12,10,10,0.0,0.032679,0.794266,50,0,
634,5,4,4,0.0,0.014727500000000001,0.574486,50,0,
635,3,3,3,0.0,0.030623,0.521461,50,0,
636,10,9,9,0.0,0.025639500000000003,0.584645,50,0,
637,4,4,4,0.0,0.033412,0.66248,50,0,
638,8,8,8,0.0,0.025966750000000004,0.536178,50,0,
639,19,10,10,0.0,0.033179749999999994,0.615976,50,0,
640,16,12,12,0.0,0.02265375,0.565015,50,0,
641,7,7,7,0.0,0.030997249999999997,0.512634,50,0,
642,11,9,9,0.0,0.03734275,0.596089,50,0,
643,3,3,3,0.0,0.024688500000000002,0.54494,50,0,
644,12,11,11,0.0,0.02902425,0.53729,50,0,
645,4,4,4,0.0,0.029360999999999998,0.531631,50,0,
646,14,7,7,0.0,0.029482249999999998,0.796379,50,0,
647,8,6,6,0.0,0.031059499999999997,0.541342,50,0,
648,8,8,8,0.0,0.0313955,0.554466,50,0,
649,6,6,6,0.0,0.025098750000000003,0.540766,50,0,
650,4,3,3,0.0,0.02635975,0.51761,50,0,
651,17,15,15,0.0,0.043389,0.556983,50,0,
652,7,6,6,0.0,0.0249395,0.520487,50,0,
653,9,9,9,0.0,0.03083425,0.534066,50,0,
654,7,6,6,0.0,0.032112999999999996,0.520155,50,0,
655,14,8,8,0.0,0.033747,0.557969,50,0,
656,9,7,7,0.0,0.0258595,0.528135,50,0,
657,7,3,3,0.0,0.02790475,0.523135,50,0,
658,11,7,7,0.0,0.0352055,0.517504,50,0,
659,16,12,12,0.0,0.02522125,0.529003,50,0,
660,19,11,11,0.0,0.02715025,0.793158,50,0,
661,7,6,6,0.0,0.029898499999999998,0.757424,50,0,
662,14,9,9,0.0,0.026624000000000002,0.559216,50,0,
663,15,10,10,0.0,0.012892250000000001,0.563333,50,0,
664,11,9,9,0.0,0.017947,0.520269,50,0,
665,17,11,11,0.0,0.029026250000000003,0.533941,50,0,
666,6,6,6,0.0,0.033571,0.532006,50,0,
667,13,10,10,0.0,0.0149755,0.578166,50,0,
668,10,8,8,0.0,0.025124249999999997,0.541857,50,0,
669,5,5,5,0.0,0.0315395,0.592326,50,0,
670,7,7,7,0.0,0.018479000000000002,0.518462,50,0,
671,6,5,5,0.0,0.02549725,0.520087,50,0,
672,9,9,9,0.0,0.03782525,0.754099,50,0,
673,5,5,5,0.0,0.027090499999999997,0.512721,50,0,
674,22,14,14,0.0,0.02059175,0.528153,50,0,
675,22,10,10,0.0,0.036359749999999996,0.533634,50,0,
676,4,4,4,0.0,0.0259965,0.527389,50,0,
677,13,12,12,0.0,0.035998249999999996,0.521931,50,0,
678,7,6,6,0.0,0.0163315,0.521582,50,0,
679,7,6,6,0.0,0.031729499999999994,0.52839,50,0,
680,13,10,10,0.0,0.03411875,0.517956,50,0,
681,4,4,4,0.0,0.0155385,0.52876,50,0,
682,5,5,5,0.0,0.025176999999999998,0.619008,50,0,
683,6,5,5,0.0,0.018009749999999998,0.535838,50,0,
684,5,4,4,0.0,0.039642750000000004,0.514533,50,0,
685,6,6,6,0.0,0.0209155,0.545281,50,0,
686,10,9,9,0.0,0.02914075,0.652254,50,0,
687,9,7,7,0.0,0.02458825,0.57807,50,0,
688,16,13,12,0.0,0.02598125,0.828601,50,0,
689,8,8,8,0.0,0.024025499999999998,0.5253,50,0,
690,5,4,4,0.0,0.029199,0.524799,50,0,
691,3,3,3,0.0,0.025069499999999998,0.519478,50,0,
692,3,3,3,0.0,0.012759,0.531624,50,0,
693,11,8,8,0.0,0.03226,0.523921,50,0,
