alg,problema,n_eventos,casam,pct,dif_med,dif_absmax
e81,DTLZ2,200,200,100.0,0.0,0
e81,MMF16_20,200,200,100.0,0.0,0
e81,WFG9,200,200,100.0,0.0,0
e81,ZDT1,200,200,100.0,0.0,0
e81,ZDT4,200,200,100.0,0.0,0
c149,DTLZ2,200,200,100.0,0.0,0
c149,MMF16_20,200,110,55.0,-1.222,2
c149,WFG9,200,200,100.0,0.0,0
c149,ZDT1,200,200,100.0,0.0,0
c149,ZDT4,200,200,100.0,0.0,0
