problema,alg,n_ger,N,igd_doe,igd_pop1,igd_popF,igd_arq,hv_popF,nd_popF,unicos_popF,reg_vs_doe,reg_vs_semeada,raz_popF_doe,raz_popF_pop1
BBOB_F1,moead,12,20,0.5081541720123823,0.5081541720123823,0.3283635725148472,0.2582138795238207,0.4827080867517209,3,16,False,False,0.6461888745584202,0.6461888745584202
BBOB_F1,nsga2,11,20,0.5081541720123823,0.5081541720123823,0.13798891635790728,0.13595311342573774,0.7899688023341588,20,18,False,False,0.27154931309812186,0.27154931309812186
BBOB_F1,nsga3,11,20,0.5081541720123823,0.5081541720123823,0.13732552540630874,0.137318662091244,0.7955966806384985,18,20,False,False,0.27024382159940724,0.27024382159940724
BBOB_F1,smsemoa,11,20,0.5081541720123823,0.5081541720123823,0.14809152271195844,0.14809152271195844,0.7674145172891725,19,20,False,False,0.29143029983496793,0.29143029983496793
BBOB_F17,moead,14,20,0.10567552474780093,0.10567552474780093,0.06305089821952825,0.03393355991902533,1.0365227149871425,8,11,False,False,0.5966461805607483,0.5966461805607483
BBOB_F17,nsga2,11,20,0.10567552474780093,0.10567552474780093,0.020718269452938146,0.020614125629914756,1.1386399234861055,13,17,False,False,0.19605551524237202,0.19605551524237202
BBOB_F17,nsga3,11,20,0.10567552474780093,0.10567552474780093,0.025083913931381874,0.02442208352444811,1.117954808119662,13,19,False,False,0.23736729948818033,0.23736729948818033
BBOB_F17,smsemoa,11,20,0.10567552474780093,0.10567552474780093,0.021335428148261813,0.021335428148261813,1.137887889108352,13,20,False,False,0.2018956442296332,0.2018956442296332
BBOB_F22,moead,14,20,0.9286986822481096,0.9286986822481096,0.8318516632462377,0.8116115946394648,0.07151453037709873,8,11,False,False,0.8957175014317524,0.8957175014317524
BBOB_F22,nsga2,11,20,0.9286986822481096,0.9286986822481096,0.26768648957035274,0.26768648957035274,0.6834633277618102,20,20,False,False,0.2882382571302476,0.2882382571302476
BBOB_F22,nsga3,11,20,0.9286986822481096,0.9286986822481096,0.30082214852246747,0.30071495365691436,0.6307160687518782,8,20,False,False,0.32391792329699926,0.32391792329699926
BBOB_F22,smsemoa,11,20,0.9286986822481096,0.9286986822481096,0.1591347621743357,0.15913000737066843,0.8363625928458522,20,20,False,False,0.17135241517638067,0.17135241517638067
BBOB_F37,moead,13,20,0.6755810637780066,0.6755810637780066,0.46171031634850207,0.45247877180897816,0.2681974425807958,6,15,False,False,0.6834269654725229,0.6834269654725229
BBOB_F37,nsga2,11,20,0.6755810637780066,0.6755810637780066,0.2762060842222105,0.2762060842222105,0.523263898349478,14,20,False,False,0.40884225303415367,0.40884225303415367
BBOB_F37,nsga3,11,20,0.6755810637780066,0.6755810637780066,0.32939066471267614,0.32685687688978954,0.44923098530745725,6,20,False,False,0.48756645556440975,0.48756645556440975
BBOB_F37,smsemoa,11,20,0.6755810637780066,0.6755810637780066,0.25391858716466637,0.25391858716466637,0.5475589034253596,8,20,False,False,0.3758521379280445,0.3758521379280445
BBOB_F49,moead,14,20,0.5068137110939831,0.5068137110939831,0.5896800618064069,0.40781886252870264,0.3622911849393798,10,12,True,True,1.1635045558131263,1.1635045558131263
BBOB_F49,nsga2,11,20,0.5068137110939831,0.5068137110939831,0.20706785737412292,0.2070601036537373,0.783307542222616,8,19,False,False,0.4085679863063619,0.4085679863063619
BBOB_F49,nsga3,11,20,0.5068137110939831,0.5068137110939831,0.306760266506344,0.306760266506344,0.677597236940307,17,20,False,False,0.6052722327582386,0.6052722327582386
BBOB_F49,smsemoa,11,20,0.5068137110939831,0.5068137110939831,0.2961792032016101,0.2961792032016101,0.6771122937642201,17,20,False,False,0.5843946142701868,0.5843946142701868
BBOB_F5,moead,14,20,0.6099084260423756,0.6099084260423756,0.29172050373391034,0.25581066846081935,0.4474174817880592,8,11,False,False,0.47830213730092325,0.47830213730092325
BBOB_F5,nsga2,11,20,0.6099084260423756,0.6099084260423756,0.19854284751325485,0.19852654061030375,0.5573688234000107,20,19,False,False,0.3255289467003697,0.3255289467003697
BBOB_F5,nsga3,11,20,0.6099084260423756,0.6099084260423756,0.19215355433085587,0.1907181227803057,0.5828436468513294,14,19,False,False,0.3150531229380086,0.3150531229380086
BBOB_F5,smsemoa,11,20,0.6099084260423756,0.6099084260423756,0.11928244822345649,0.11928244822345649,0.6744549289589444,11,20,False,False,0.19557435695300412,0.19557435695300412
BBOB_F55,moead,13,20,1.0904652008015157,1.0904652008015157,0.8661097678574322,0.8084348763217353,0.07739459143996846,4,15,False,False,0.794257136514602,0.794257136514602
BBOB_F55,nsga2,11,20,1.0904652008015157,1.0904652008015157,0.63244397934868,0.6061479210199184,0.27672043323473683,6,19,False,False,0.579976306335883,0.579976306335883
BBOB_F55,nsga3,11,20,1.0904652008015157,1.0904652008015157,0.6748567718159008,0.6739948007650018,0.26257663017487587,10,20,False,False,0.6188705254600205,0.6188705254600205
BBOB_F55,smsemoa,11,20,1.0904652008015157,1.0904652008015157,0.7289744263759702,0.7289744263759702,0.2086122482691195,10,20,False,False,0.6684985690879068,0.6684985690879068
DTLZ1,moead,11,15,115.24365938433125,133.140634641691,55.243198478786475,55.243198478786475,0.0,11,12,False,False,0.47935998191929546,0.4149236529287798
DTLZ1,nsga2,8,20,115.24365938433125,115.24365938433125,45.34570273153767,45.34570273153767,0.0,20,20,False,False,0.39347676890675826,0.39347676890675826
DTLZ1,nsga3,11,15,115.24365938433125,133.140634641691,54.579569419243406,54.579569419243406,0.0,15,15,False,False,0.4736014953952785,0.40993923129575216
DTLZ1,smsemoa,8,20,115.24365938433125,115.24365938433125,63.71341357744688,63.71341357744688,0.0,17,20,False,False,0.5528582996914924,0.5528582996914924
DTLZ2,moead,17,15,0.44841921489682934,0.6361384281945015,0.39674836618893,0.3518633395536835,0.12700464882271068,14,14,False,False,0.8847711092848963,0.623682438608508
DTLZ2,nsga2,13,20,0.44841921489682934,0.5360240879234731,0.23383838544657073,0.2314965985503017,0.2532511595136867,20,20,False,False,0.5214727149914203,0.4362460395249164
DTLZ2,nsga3,18,15,0.44841921489682934,0.6361384281945015,0.2697542533838885,0.24369417858072057,0.16904601115178808,15,15,False,False,0.6015671149282765,0.42404961157512433
DTLZ2,smsemoa,13,20,0.44841921489682934,0.5360240879234731,0.17084796686579043,0.17008204919332934,0.3695290078830636,20,20,False,False,0.38100054857171656,0.318731882978703
DTLZ3,moead,18,15,446.9151347401834,643.1068853011521,263.96982319834933,210.1594222538854,0.0,10,13,False,False,0.5906486549214979,0.4104602659863272
DTLZ3,nsga2,13,20,446.9151347401834,446.9151347401834,305.6544879630138,305.6544879630138,0.0,15,20,False,False,0.6839206466809582,0.6839206466809582
DTLZ3,nsga3,18,15,446.9151347401834,643.1068853011521,236.36467091755844,236.36467091755844,0.0,15,15,False,False,0.5288804351075967,0.36753559372463307
DTLZ3,smsemoa,13,20,446.9151347401834,446.9151347401834,129.76799112603217,129.76799112603217,0.0,12,20,False,False,0.29036383205387195,0.29036383205387195
