problema,alg,n_ger,N,igd_doe,igd_pop1,igd_popF,igd_arq,hv_popF,nd_popF,unicos_popF,reg_vs_doe,reg_vs_semeada,raz_popF_doe,raz_popF_pop1
DTLZ4,moead,18,15,0.8196035272025544,0.8196035272025544,0.32922512112474256,0.3237102553205356,0.052269150107944216,11,12,False,False,0.4016882677999735,0.4016882677999735
DTLZ4,nsga2,13,20,0.8196035272025544,0.8196035272025544,0.34804845163462933,0.34804684231745553,0.08705699954898757,12,20,False,False,0.42465465323529983,0.42465465323529983
DTLZ4,nsga3,18,15,0.8196035272025544,0.8196035272025544,0.2871989723337041,0.28239779155429323,0.09720858261391412,14,15,False,False,0.35041207462096075,0.35041207462096075
DTLZ4,smsemoa,13,20,0.8196035272025544,0.8196035272025544,0.3321667090240134,0.3321667090240134,0.06929857101446124,6,20,False,False,0.40527730542809476,0.40527730542809476
DTLZ7,moead,33,15,2.6969546366218813,2.6969546366218813,1.4354081911523826,1.4282933892698586,0.0,11,13,False,False,0.5322329755424914,0.5322329755424914
DTLZ7,nsga2,23,20,2.6969546366218813,2.6969546366218813,1.4967592027699832,1.4252844080178932,0.0,18,18,False,False,0.5549812304758583,0.5549812304758583
DTLZ7,nsga3,33,15,2.6969546366218813,2.6969546366218813,1.1254867871693044,1.1247085866087754,0.0,15,15,False,False,0.41731765595399595,0.41731765595399595
DTLZ7,smsemoa,23,20,2.6969546366218813,2.6969546366218813,1.8809617636365812,1.8809617636365812,0.0,4,20,False,False,0.6974391552957722,0.6974391552957722
MMF1,moead,3,20,0.11779195093222931,0.11779195093222931,0.14823814462649323,0.0685634160408346,0.6133885249196214,11,12,True,True,1.258474313850026,1.258474313850026
MMF1,nsga2,3,20,0.11779195093222931,0.11779195093222931,0.06281199314051879,0.06281199314051879,0.7301758179875709,13,20,False,False,0.5332452060044169,0.5332452060044169
MMF1,nsga3,3,20,0.11779195093222931,0.11779195093222931,0.059870974869549204,0.057013277038474704,0.7434421389878237,12,20,False,False,0.5082773007469373,0.5082773007469373
MMF1,smsemoa,3,20,0.11779195093222931,0.11779195093222931,0.07156166930639525,0.07143420485412859,0.6960433290588006,12,18,False,False,0.6075259704932445,0.6075259704932445
MMF11_L,moead,3,20,0.06137893229325984,0.06137893229325984,0.05213177030201497,0.043619430006996765,0.8872710935305789,8,13,False,False,0.8493430620939569,0.8493430620939569
MMF11_L,nsga2,3,20,0.06137893229325984,0.06137893229325984,0.03539226670417221,0.0317573340494481,0.9551683438077743,14,20,False,False,0.5766191326866518,0.5766191326866518
MMF11_L,nsga3,3,20,0.06137893229325984,0.06137893229325984,0.02315654989762927,0.02315654989762927,0.9944925151806285,12,20,False,False,0.3772719568823804,0.3772719568823804
MMF11_L,smsemoa,3,20,0.06137893229325984,0.06137893229325984,0.04486032732445447,0.041454399795826734,0.9148974204670933,19,20,False,False,0.7308750030078429,0.7308750030078429
MMF16_20,moead,29,15,0.07778609577957092,0.12628088052595593,0.14592338833946533,0.06001433635417364,0.38279631240148443,14,13,True,True,1.875957224450252,1.155546173986901
MMF16_20,nsga2,21,20,0.07778609577957092,0.11163572121779242,0.0888713088708394,0.04069976033168424,0.5285124189742078,20,20,True,False,1.14250892759397,0.7960830807681937
MMF16_20,nsga3,30,15,0.07778609577957092,0.12628088052595593,0.05960595451326371,0.0316883226836744,0.6317527092983122,15,15,False,False,0.7662803218993556,0.4720109193490477
MMF16_20,smsemoa,21,20,0.07778609577957092,0.11163572121779242,0.0504475763192692,0.03161584212723634,0.6629904265940395,20,20,False,False,0.6485423366950669,0.45189457074272843
MMF4,moead,3,20,0.06833914869566715,0.06833914869566715,0.07159610861382903,0.04187552479049216,0.39425588582088195,15,14,True,True,1.0476587721726827,1.0476587721726827
MMF4,nsga2,3,20,0.06833914869566715,0.06833914869566715,0.040381095197434984,0.04037712299384787,0.46445016720152843,20,20,False,False,0.5908925698981561,0.5908925698981561
MMF4,nsga3,3,20,0.06833914869566715,0.06833914869566715,0.03771193342760835,0.03771193342760835,0.46902778704732057,19,19,False,False,0.551834989861373,0.551834989861373
MMF4,smsemoa,3,20,0.06833914869566715,0.06833914869566715,0.04821446433670189,0.04709143896817028,0.4417530161777649,19,20,False,False,0.7055174853203694,0.7055174853203694
WFG1,moead,31,20,1.0002612839786904,1.0002612839786904,0.9586805000004908,0.7104681491693458,0.0,16,13,False,False,0.958430077576525,0.958430077576525
WFG1,nsga2,23,20,1.0002612839786904,1.0002612839786904,0.5034984846315016,0.49819436962435365,0.20130920372958913,20,20,False,False,0.5033669629086915,0.5033669629086915
WFG1,nsga3,23,20,1.0002612839786904,1.0002612839786904,0.5082055260319542,0.5074461679688114,0.16810461454341943,20,20,False,False,0.5080727747559017,0.5080727747559017
WFG1,smsemoa,23,20,1.0002612839786904,1.0002612839786904,0.49543000574784757,0.4953917959793528,0.19742997807206847,20,20,False,False,0.4953005916386165,0.4953005916386165
WFG2,moead,27,20,0.23508082231115943,0.23508082231115943,0.23359030457500685,0.22374120304800604,0.4206803263511013,5,15,False,False,0.9936595519723864,0.9936595519723864
WFG2,nsga2,23,20,0.23508082231115943,0.23508082231115943,0.12303693011272872,0.12275569381804297,0.5879683935794056,16,20,False,False,0.5233814009288842,0.5233814009288842
WFG2,nsga3,23,20,0.23508082231115943,0.23508082231115943,0.12486098819896474,0.12328732637085932,0.57507648711801,20,20,False,False,0.5311406816235112,0.5311406816235112
WFG2,smsemoa,23,20,0.23508082231115943,0.23508082231115943,0.14229872897499665,0.14229872897499665,0.5534151408041549,13,20,False,False,0.6053183223370138,0.6053183223370138
WFG4,moead,27,20,0.13446156282719976,0.13497302124795965,0.13911781421068545,0.10905015479779857,0.1854474611264585,10,16,True,True,1.034628865570078,1.0307083069223988
WFG4,nsga2,23,20,0.13446156282719976,0.13497302124795965,0.06558122170117744,0.06171042882089703,0.288692809260245,20,20,False,False,0.4877321096249467,0.48588392772728883
WFG4,nsga3,23,20,0.13446156282719976,0.13497302124795965,0.0770937989994173,0.07176144616873392,0.2648772876379799,20,20,False,False,0.573351948158543,0.5711793237389854
WFG4,smsemoa,23,20,0.13446156282719976,0.13497302124795965,0.04595929006141367,0.04442434645319808,0.3227319614690563,20,20,False,False,0.341802438519008,0.34050723349358547
WFG5,moead,26,20,0.2161614851404197,0.21643229313946585,0.20028589667245067,0.1873782241759709,0.14215887787670695,15,18,False,False,0.9265568125716006,0.9253974708080616
WFG5,nsga2,23,20,0.2161614851404197,0.21643229313946585,0.09722963743021633,0.0930752077028518,0.2621104305543735,20,20,False,False,0.4498009317758685,0.4492381244030111
WFG5,nsga3,23,20,0.2161614851404197,0.21643229313946585,0.11738974086540192,0.11263343041752817,0.23312473948851062,20,20,False,False,0.5430650182161031,0.5423855154080803
WFG5,smsemoa,23,20,0.2161614851404197,0.21643229313946585,0.09436881210979561,0.09415778830483724,0.27179266547986203,20,20,False,False,0.4365662645613908,0.43602001688807923
WFG9,moead,25,20,0.23871495888219296,0.23871495888219296,0.24239499715662383,0.14973231197043485,0.08004653309150805,9,19,True,True,1.0154160354745385,1.0154160354745385
WFG9,nsga2,23,20,0.23871495888219296,0.23871495888219296,0.10765066908840697,0.0999413549159468,0.23708087238145445,20,20,False,False,0.4509590416641343,0.4509590416641343
WFG9,nsga3,23,20,0.23871495888219296,0.23871495888219296,0.09818994970513321,0.09553468912835794,0.24811632340408568,20,20,False,False,0.4113271751586814,0.4113271751586814
WFG9,smsemoa,23,20,0.23871495888219296,0.23871495888219296,0.11159551353150371,0.11138753745331369,0.22946109312793192,20,20,False,False,0.46748437573439483,0.46748437573439483
ZDT1,moead,38,20,2.0959124181730164,2.0959124181730164,1.7054360041428953,1.686875225032134,0.0,6,14,False,False,0.8136962161947134,0.8136962161947134
ZDT1,nsga2,31,20,2.0959124181730164,2.0959124181730164,0.44482652652893495,0.4440783896843883,0.2320791936574473,20,19,False,False,0.21223526454253527,0.21223526454253527
ZDT1,nsga3,31,20,2.0959124181730164,2.0959124181730164,0.9740280854647896,0.9561683402822561,0.0,12,20,False,False,0.4647274747834354,0.4647274747834354
ZDT1,smsemoa,31,20,2.0959124181730164,2.0959124181730164,0.700594322143167,0.700594322143167,0.0816813679230008,20,20,False,False,0.3342669837100671,0.3342669837100671
ZDT3,moead,38,20,1.2547385087520777,1.2547385087520777,1.0288294576770132,1.0249933278408947,0.0,8,16,False,False,0.8199552739480783,0.8199552739480783
ZDT3,nsga2,31,20,1.2547385087520777,1.2547385087520777,0.35109281410564114,0.3442625865872861,0.24603540802968515,20,20,False,False,0.2798135321875366,0.2798135321875366
ZDT3,nsga3,31,20,1.2547385087520777,1.2547385087520777,0.4162847666654746,0.41212860259253137,0.1822952270351208,19,20,False,False,0.33177013677495076,0.33177013677495076
ZDT3,smsemoa,31,20,1.2547385087520777,1.2547385087520777,0.35068116858541176,0.3504989313662802,0.20185759442651371,19,20,False,False,0.2794854594318524,0.2794854594318524
ZDT4,moead,14,20,91.92166808266371,91.92166808266371,65.17103599448568,65.17103599448568,0.0,8,11,False,False,0.7089844794361041,0.7089844794361041
ZDT4,nsga2,11,20,91.92166808266371,91.92166808266371,43.898268794314845,43.898268794314845,0.0,5,20,False,False,0.4775617078101522,0.4775617078101522
ZDT4,nsga3,11,20,91.92166808266371,91.92166808266371,46.24627157931003,46.24627157931003,0.0,7,19,False,False,0.5031052258290339,0.5031052258290339
ZDT4,smsemoa,11,20,91.92166808266371,91.92166808266371,47.101878260869746,47.101878260869746,0.0,2,20,False,False,0.5124132235993778,0.5124132235993778
ZDT6,moead,14,20,7.997337194625095,7.997337194625095,7.921715883652044,7.605188993963688,0.0,7,14,False,False,0.9905441887552429,0.9905441887552429
ZDT6,nsga2,11,20,7.997337194625095,7.997337194625095,6.452725689675589,6.445675963031797,0.0,6,20,False,False,0.8068592748611851,0.8068592748611851
ZDT6,nsga3,11,20,7.997337194625095,7.997337194625095,6.662399706796948,6.662399706796948,0.0,8,20,False,False,0.8330772536732175,0.8330772536732175
ZDT6,smsemoa,11,20,7.997337194625095,7.997337194625095,6.605030137633778,6.605030137633778,0.0,6,20,False,False,0.825903669795608,0.825903669795608
