problema,ger,bate,min_rel_gap,q01
MMF16_20,15,True,0.0003142920233497298,0.001005117281152219
MMF16_20,16,True,6.328853559821906e-07,0.00010909039382580808
MMF16_20,17,True,0.00011010738057383096,0.00011044581470201343
MMF16_20,18,True,2.0518516593324368e-07,0.00017863403873314684
MMF16_20,19,True,0.0012770850023230062,0.001775315440701982
MMF16_20,20,True,0.0012817937089318618,0.0022020046717287673
MMF16_20,21,True,0.0012817937089318618,0.006590784708970146
MMF16_20,22,True,0.00019905582792760154,0.0012817948181144886
MMF16_20,23,True,4.822358105557286e-06,0.0012817948181144886
MMF16_20,24,True,0.0013102457502763675,0.008479026035464706
MMF16_20,25,True,0.0013102457502763675,0.008479026035464706
MMF16_20,26,True,0.0013102457502763675,0.007299146802871681
MMF16_20,27,True,3.055250580003055e-05,3.0592000836229775e-05
MMF16_20,28,True,3.133536956391291e-05,3.136559172358541e-05
MMF16_20,29,True,3.131010119731669e-05,3.133774629388288e-05
MMF4,1,True,0.0009761154866635159,0.012829939324667765
MMF4,2,True,0.0009761154866635159,0.0068273290189863126
MMF4,3,True,0.000265111415925833,0.0006125455307819207
WFG1,1,True,5.630507685336318e-05,0.0004970109565786271
WFG1,2,True,0.00019337417047819415,0.0006007349785720206
WFG1,3,True,0.00032205110612989584,0.0005868759580472608
WFG1,4,True,0.00024313847108078772,0.00043238919885809236
WFG1,5,True,0.00023362646494130973,0.0005295976284634774
WFG1,6,True,0.0001303790881925988,0.0006404669816255156
WFG1,7,True,1.0041039401540664e-05,0.0002550274634719764
WFG1,8,True,5.9321089349090575e-05,0.0002450643536887914
WFG1,9,True,4.202430140864957e-05,0.0002159318881492657
WFG1,10,True,5.330318946067281e-05,0.000402418284694126
WFG1,11,True,9.362710613467963e-05,0.00019547411887595184
WFG1,12,True,3.801878623168224e-05,0.0001053665908053691
WFG1,13,True,0.00011925986825370693,0.0003686541781874212
WFG1,14,True,0.00024811056507327144,0.00037464782853684496
WFG1,15,True,0.0002802099940396999,0.0005687334348978442
WFG1,16,True,1.684194017368585e-05,0.0001938375738930566
WFG1,17,True,1.684194017368585e-05,0.0001938375738930566
WFG1,18,True,1.7026253413050668e-05,0.0003813907197290675
WFG1,19,True,6.240090513404339e-07,0.00040152236179372255
WFG1,20,True,4.118462308804622e-05,0.0007860620041872904
WFG1,21,True,7.934597519769629e-06,0.0003898469679577654
WFG1,22,True,7.934597519769629e-06,0.0004381539401866754
WFG1,23,True,0.0006282893472010027,0.0011898012557716873
WFG1,24,True,9.370031643247679e-05,0.0005593558433190796
WFG1,25,True,0.00010270481877280045,0.0002382416358041845
WFG1,26,True,0.00016155142145190683,0.0003207924698505548
WFG1,27,True,0.00019864048951150577,0.0005744350696783478
WFG1,28,True,7.277190226911887e-05,0.00048748854129722255
WFG1,29,True,3.37118303820469e-05,0.00046029694493733195
WFG1,30,True,3.37118303820469e-05,0.00046029694493733195
WFG1,31,True,3.37118303820469e-05,0.00046029694493733195
WFG2,1,True,0.0011638686217460257,0.006503533160542313
WFG2,2,True,0.00042892543990595284,0.013064770949136953
WFG2,3,True,0.000605567296158278,0.012679658820256595
WFG2,4,True,0.000632100976640981,0.008106447640084774
WFG2,5,True,0.002517460863054509,0.003985277426724597
WFG2,6,True,0.0020534244192000825,0.005288294955745433
WFG2,7,True,4.949286312913678e-05,0.0016196732140148907
WFG2,8,True,4.903025910612445e-07,6.765168904159134e-05
WFG2,9,True,4.9037778659168324e-05,0.0005420971298318927
WFG2,10,True,0.0007926311119585423,0.0031716833675043982
WFG2,11,True,0.0006259009746320003,0.0010129292123725766
WFG2,12,True,5.5610693890475885e-05,0.00044035334313540387
WFG2,13,True,0.0008571931516389992,0.0013163871046444522
WFG2,14,True,8.001927863314121e-05,0.000630714607676939
WFG2,15,True,0.0008571931516389992,0.0013163871046444522
WFG2,16,True,0.0006663442845245617,0.002838487330357973
WFG2,17,True,0.0015601273714454553,0.002291474488170891
WFG2,18,True,0.0017017156036078182,0.0026960958216442773
WFG2,19,True,0.00013897262826072183,0.0017863199631856109
WFG2,20,True,0.0009583354955549582,0.0019230035641952883
WFG2,21,True,0.00015162423522556643,0.00041988453521138057
WFG2,22,True,0.0005002231207979662,0.0019318927924481348
WFG2,23,True,1.7037391793395047e-07,0.0015161383753210433
WFG2,24,True,0.0011625776153666666,0.0023439378891122486
WFG2,25,True,1.4540295085907933e-05,0.00010028704320611028
WFG2,26,True,0.0022322022734550975,0.0030303203701672415
WFG2,27,True,0.0005327831403600998,0.0037313285322264915
WFG4,1,True,0.004823177001833058,0.008641107746865481
WFG4,2,True,0.00034061246040126714,0.0028112221855219784
WFG4,3,True,0.00034061246040126714,0.002902363966986866
WFG4,4,True,0.001340046093885471,0.0026619063514414327
WFG4,5,True,0.0013523805450965222,0.002996415467702821
WFG4,6,True,0.00010130358983226054,0.004480851056875517
WFG4,7,True,0.0015296590105186405,0.0030211546060489552
WFG4,8,True,0.0017620242217134584,0.0029117447019354867
WFG4,9,True,0.0017287478349923059,0.002856886452828756
WFG4,10,True,0.0018203653741383403,0.0034218077033397105
WFG4,11,True,0.0011022198293534357,0.002938432887668732
WFG4,12,True,0.002938432887668732,0.004446710441965283
WFG4,13,True,0.002938432887668732,0.004446710441965283
WFG4,14,True,0.001511078147224355,0.0035824410432489157
WFG4,15,True,0.0009382812777830776,0.004767739295817075
WFG4,16,True,0.0030764143554448224,0.005891538653641765
WFG4,17,True,0.0011138300154035136,0.0042103001735180326
WFG4,18,True,0.0020689983828558367,0.0041857515392835516
WFG4,19,True,0.00020750322959595897,0.0008768820499531287
WFG4,20,True,0.0007438635999721245,0.0015922912371684685
WFG4,21,True,6.03354177034084e-06,0.00021726167538969974
WFG4,22,True,0.000162766247149417,0.001358244628847325
WFG4,23,True,0.000162766247149417,0.000496046525185288
WFG4,24,True,0.001205958767904985,0.0021728569645744805
WFG4,25,True,0.00021218015903157395,0.0009381099931691581
WFG4,26,True,0.00021218015903157395,0.0005918877803596794
WFG4,27,True,0.001205958767904985,0.0018733633496254226
WFG5,1,True,0.001970882918940455,0.009210524966585636
WFG5,2,True,0.0034693398056484795,0.004866990155445307
WFG5,3,True,0.004260464876593323,0.0047986373977175634
WFG5,4,True,0.004260464876593323,0.0047986373977175634
WFG5,5,True,0.0006723125275537921,0.0037127083641198253
WFG5,6,True,0.00029956180087247505,0.0025065985639341993
WFG5,7,True,0.00029956180087247505,0.0023981849565584334
WFG5,8,True,0.0014773899885631352,0.004066439531460157
WFG5,9,True,0.001917284462914677,0.004242282037815825
WFG5,10,True,0.001917284462914677,0.005421981545256441
WFG5,11,True,0.00044111889580540165,0.004752664965873863
WFG5,12,True,8.939354553271323e-05,0.0006006739427346137
WFG5,13,True,0.001451956737254221,0.0019016484705442257
WFG5,14,True,0.0006040419050652732,0.006998190220645741
WFG5,15,True,0.003868392878422947,0.005890280450207102
WFG5,16,True,0.003868392878422947,0.0070459005054168185
WFG5,17,True,0.004642910508682745,0.005470427927435358
WFG5,18,True,0.0011873293544748507,0.0016205606627304407
WFG5,19,True,0.0005975488419365711,0.0009820204432822864
WFG5,20,True,0.0005975488419365711,0.0009820204432822864
WFG5,21,True,0.00012585083053603025,0.001090762845803629
WFG5,22,True,5.776968639691757e-05,0.0014376822153702158
WFG5,23,True,0.0006993565496882461,0.0008767017646656071
WFG5,24,True,0.0006993565496882461,0.0015865603763178518
WFG5,25,True,1.729153691342864e-05,0.001818938992744496
WFG5,26,True,1.729153691342864e-05,0.0005734630911415025
WFG9,1,True,9.383707377458102e-05,0.0023624024898707147
WFG9,2,True,0.0007755250043926712,0.00213054828035997
WFG9,3,True,0.0012782008618639387,0.00213054828035997
WFG9,4,True,0.0013948001777308954,0.006201252703514322
WFG9,5,True,0.0029118482683131537,0.00538257407948747
WFG9,6,True,0.0002728690484521998,0.0029118482683131537
WFG9,7,True,0.00044727287885757203,0.0021236473455015295
WFG9,8,True,0.00044727287885757203,0.00418666099200227
WFG9,9,True,0.0002199204261895088,0.0034554156038761347
WFG9,10,True,0.0006774693893393775,0.004410367084846829
WFG9,11,True,0.0008299772571289239,0.004825053949259383
WFG9,12,True,0.0008299772571289239,0.004673118566628311
WFG9,13,True,0.00045792208491859563,0.000845086872047002
WFG9,14,True,0.00045792208491859563,0.0022604987580206524
WFG9,15,True,0.0010466401075703384,0.002511290137883953
WFG9,16,True,0.0010934944549464327,0.002585339482158516
WFG9,17,True,3.904376500497157e-05,0.0038904685250160847
WFG9,18,True,3.904376500497157e-05,0.004018450304049347
WFG9,19,True,3.904376500497157e-05,0.0016635013445466355
WFG9,20,True,3.904376500497157e-05,0.0029811365387142257
WFG9,21,True,3.904376500497157e-05,0.004346130107967779
WFG9,22,True,3.904376500497157e-05,0.005617316768898032
WFG9,23,True,0.0001371677995647978,0.006125210635310315
WFG9,24,True,0.0001371677995647978,0.0037078355645550174
WFG9,25,True,0.0018869626420328991,0.0037078355645550174
ZDT1,1,True,0.0034828481786923016,0.01495235518661237
ZDT1,2,True,0.0014345747642558416,0.018527209650935295
ZDT1,3,True,0.000121937614883421,0.0001710013498728756
ZDT1,4,True,1.4753460700003861e-05,0.0004843364091156561
ZDT1,5,False,0.0024805066187086693,0.008288300174127291
ZDT1,6,False,0.0028578038081755854,0.009512583202248109
ZDT1,7,False,0.002943965262720665,0.01037749141326525
ZDT1,8,False,0.000898058665197075,0.0033079977072011453
ZDT1,9,False,0.0007888126421781196,0.0033079977072011453
ZDT1,10,False,6.218087995147901e-05,0.007795579816281548
ZDT1,11,True,0.0029105271147355804,0.008567934734219254
ZDT1,12,True,0.0016665173271934578,0.0026432379885610387
ZDT1,13,True,0.0016665173271934578,0.0017498594409500118
ZDT1,14,True,0.00021094903748594609,0.006263580035100402
ZDT1,15,True,0.006069026274581896,0.011902667347050427
ZDT1,16,True,0.0017352519517601082,0.011506323743436214
ZDT1,17,True,0.0017352519517601082,0.00509560574028199
ZDT1,18,True,0.0017352519517601082,0.004393879146798148
ZDT1,19,True,0.0004130185732577554,0.0019363079771414196
ZDT1,20,True,0.0013617133866672653,0.004682365562859856
ZDT1,21,True,0.0015769930635036638,0.0076238448910175005
ZDT1,22,True,0.0009735565619982688,0.005608013332163664
ZDT1,23,True,2.140376429336393e-05,0.003724468006310013
ZDT1,24,True,0.0002788612677897132,0.0016526486911508174
ZDT1,25,True,0.0016526486911508174,0.003537243064648786
ZDT1,26,True,0.0006354879943725597,0.001745578945853778
ZDT1,27,True,2.5238247458652244e-05,0.006228785565723241
ZDT1,28,True,3.8337545990678607e-07,0.008071197854392809
ZDT1,29,True,0.0033101301484644696,0.006995697720154417
ZDT1,30,True,0.0024090433524984354,0.006751038224011104
ZDT1,31,True,0.0024090433524984354,0.010419007676660801
ZDT1,32,True,0.002024696781429451,0.010775419229546633
ZDT1,33,True,0.00037528410978447446,0.009559574344810196
ZDT1,34,False,0.0065991917843769695,0.015866171503747212
ZDT1,35,True,0.00015298425925002108,0.005352361142876152
ZDT1,36,True,0.00014926780522331675,0.009159233014544209
ZDT1,37,True,0.00014776817559971806,0.007801843648479443
ZDT1,38,True,0.0012815207370717163,0.009552349957452586
ZDT3,1,True,0.0011282305954463197,0.009712733750991161
ZDT3,2,True,0.0027636226961624956,0.006147903621431656
ZDT3,3,True,0.0027636226961624956,0.007615989569619099
ZDT3,4,True,0.0027636226961624956,0.003408996820718771
ZDT3,5,True,0.0005280186151657788,0.0027636226961624956
ZDT3,6,True,0.00014469841873390328,0.002024293971111439
ZDT3,7,True,0.00014469841873390328,0.002024293971111439
ZDT3,8,True,0.00014469841873390328,0.002116713495333667
ZDT3,9,True,0.00014469841873390328,0.000175371869096337
ZDT3,10,True,0.000175371869096337,0.00038205569592078873
ZDT3,11,True,0.0005034414354843557,0.0024512139414114248
ZDT3,12,True,0.0008737930065951398,0.000895880579804735
ZDT3,13,True,0.001124046937010434,0.0017608187312047894
ZDT3,14,True,0.0016113435309699816,0.001960610334728204
ZDT3,15,True,5.2406581694952724e-05,0.0027500808741965925
ZDT3,16,True,0.002242761914427002,0.002920795605432512
ZDT3,17,True,0.002242761914427002,0.002920795605432512
ZDT3,18,True,0.002242761914427002,0.002920795605432512
ZDT3,19,True,0.0014566199909959252,0.0031835255126614233
ZDT3,20,True,0.0013042073582688995,0.002809085920842467
ZDT3,21,True,0.0014742209383437341,0.003696511117332011
ZDT3,22,True,0.0009838630780903941,0.0011736223176641713
ZDT3,23,True,1.9371552922961514e-05,0.002106820460760495
ZDT3,24,True,0.0002694261392759981,0.011077440212103865
ZDT3,25,True,0.001749373430092891,0.00947857720855397
ZDT3,26,True,0.0010175397517159194,0.007828627714077366
ZDT3,27,True,2.430343403868315e-05,0.007828627714077366
ZDT3,28,True,3.6547405578864e-07,0.0065852495563449975
ZDT3,29,True,0.00247545826561562,0.002854335598675719
ZDT3,30,True,0.002663754556905575,0.006249073795544227
ZDT3,31,True,0.002663754556905575,0.006249073795544227
ZDT3,32,True,0.002663677433812882,0.016298689690336366
ZDT3,33,True,0.0006639775668787551,0.011920583268788905
ZDT3,34,False,0.0005381296638163449,0.01537972284338191
ZDT3,35,True,0.00014764166936094504,0.004779293601901899
ZDT3,36,True,0.0001440213803391151,0.004779293601901899
ZDT3,37,True,0.00014258574122610752,0.002760732056164396
ZDT3,38,True,0.0012363147493392294,0.004527764576483227
ZDT4,1,True,0.0009939941549835386,0.013287156438584843
ZDT4,2,True,0.0009939941549835386,0.005246974940941362
ZDT4,3,True,0.00019915633902187934,0.00583521159407994
ZDT4,4,True,7.242999544367042e-06,0.0012205301438837682
ZDT4,5,True,7.242999544367042e-06,0.010344623329159867
ZDT4,6,True,0.0019957526832864647,0.003815292478996825
ZDT4,7,True,0.003815292478996825,0.00584563310841015
ZDT4,8,True,0.009413478784605245,0.010344623329159867
ZDT4,9,True,0.0077602872494439154,0.009233358814882008
ZDT4,10,True,0.0077602872494439154,0.009233358814882008
ZDT4,11,True,4.341794548503348e-06,0.007827460188480148
ZDT4,12,True,0.009481709014298394,0.009793957119431236
ZDT4,13,True,0.010029512707513908,0.010344623329159867
ZDT4,14,True,0.0004244407861080551,0.00791785084925729
ZDT6,1,True,0.001980054319497918,0.003093525044158362
ZDT6,2,True,9.560938887140544e-07,0.0013489250889024216
ZDT6,3,False,9.560938887140544e-07,0.0015059834284617275
ZDT6,4,True,0.00010754106953771466,0.002987889314668382
ZDT6,5,True,0.00114995006163023,0.003723917365186234
ZDT6,6,True,0.002721334755972177,0.0034025636537463456
ZDT6,7,True,0.003723917365186234,0.003944134225340982
ZDT6,8,True,0.0021389160253830275,0.003644672490435746
ZDT6,9,True,0.0015411221014132892,0.003177554266037716
ZDT6,10,True,5.4533724369003264e-05,0.002280512535233153
