problema,ger,bate,min_rel_gap,q01
BBOB_F1,1,True,0.0012095695903421668,0.008519626012150177
BBOB_F1,2,True,0.0006076836742743488,0.0072712835138125514
BBOB_F1,3,True,0.003245267918435069,0.014704798934108686
BBOB_F1,4,True,0.00541237608695555,0.01488982540741559
BBOB_F1,5,True,0.0006241872219789641,0.004621720597539971
BBOB_F1,6,True,0.0006015186884012877,0.005526830647452218
BBOB_F1,7,True,0.0018992512256572603,0.017475211582939576
BBOB_F1,8,True,0.0063713957582307345,0.014910832562970065
BBOB_F1,9,True,0.0013925783789749512,0.005941848810028488
BBOB_F1,10,True,0.0013925783789749512,0.003017484006125379
BBOB_F1,11,True,0.002982395855722408,0.009796773396343009
BBOB_F1,12,True,0.001649273694858191,0.010531212277495556
BBOB_F17,1,True,0.003801916965199908,0.011728178512821968
BBOB_F17,2,True,0.0013117229251975709,0.04555354328884775
BBOB_F17,3,True,0.006796924225322302,0.013997374471763201
BBOB_F17,4,True,0.00836416126866782,0.023751493838754544
BBOB_F17,5,True,5.598262000900947e-06,0.00836416126866782
BBOB_F17,6,True,0.006295941132439898,0.043263055484633356
BBOB_F17,7,True,0.0008248116109217695,0.024243096372396418
BBOB_F17,8,True,5.811297860396354e-07,0.0002272573440318294
BBOB_F17,9,True,0.0012183814693752036,0.02352946252233251
BBOB_F17,10,True,0.0012183814693752036,0.006968928016922684
BBOB_F17,11,True,3.7311649046629067e-06,0.005076747543933479
BBOB_F17,12,True,0.00047234215714966985,0.008033793097262723
BBOB_F17,13,True,0.0038220981494993633,0.007834218166745491
BBOB_F17,14,True,2.692819137156971e-06,0.014017187110317764
BBOB_F22,1,True,6.018737438360407e-05,0.0020738955356917874
BBOB_F22,2,True,0.001961650507490261,0.010548542021259636
BBOB_F22,3,True,0.0013894274804710184,0.008730481242688366
BBOB_F22,4,True,0.004693940955932812,0.011646181623088087
BBOB_F22,5,True,0.003316259976085535,0.006759605863668902
BBOB_F22,6,True,0.0007033465250964228,0.004468426813528014
BBOB_F22,7,True,6.980459068014141e-06,7.943659374875683e-05
BBOB_F22,8,True,0.0009851497190621146,0.00613472103089144
BBOB_F22,9,True,0.0006028685588034068,0.0009851497190621146
BBOB_F22,10,True,0.0027673792883824056,0.007546618363373912
BBOB_F22,11,True,0.0010985043415753834,0.006784445696246493
BBOB_F22,12,True,0.0005951051132482414,0.0038277540363497392
BBOB_F22,13,True,0.010452398559838495,0.019593944364531515
BBOB_F22,14,True,0.0017733434354038782,0.011589909054428083
BBOB_F37,1,True,0.00047704383081053074,0.007579214677481769
BBOB_F37,2,True,0.00047704383081053074,0.005190794641097486
BBOB_F37,3,True,0.00047704383081053074,0.007005869773642119
BBOB_F37,4,True,0.0046923408635128954,0.007005869773642119
BBOB_F37,5,True,0.000868025334572984,0.010908951499840181
BBOB_F37,6,True,0.002635720643120718,0.006515572008889714
BBOB_F37,7,True,0.002635720643120718,0.006782334688020467
BBOB_F37,8,True,9.519682548267318e-05,0.0020026906802016833
BBOB_F37,9,True,0.0012307992424069822,0.0032298309822229674
BBOB_F37,10,True,0.0011673095155295271,0.0023127010170336886
BBOB_F37,11,True,0.0012307992424069822,0.003455608357130321
BBOB_F37,12,True,0.0012307992424069822,0.004558105699185659
BBOB_F37,13,True,0.0012307992424069822,0.0045823042728722245
BBOB_F49,1,True,0.00039550600766248914,0.003382014380382159
BBOB_F49,2,True,0.0009659974550787469,0.008332954175329317
BBOB_F49,3,True,0.0016677833263463286,0.004521525515653289
BBOB_F49,4,True,0.0008910433851504492,0.004384355702602952
BBOB_F49,5,True,0.0008910433851504492,0.002382081561585472
BBOB_F49,6,True,0.0008910433851504492,0.002364293158992598
BBOB_F49,7,True,0.0008000174461524042,0.001191910979539036
BBOB_F49,8,True,0.0001807803450274384,0.0011564108633297986
BBOB_F49,9,True,0.0001807803450274384,0.002620306896775952
BBOB_F49,10,True,0.0001807803450274384,0.002620306896775952
BBOB_F49,11,True,7.80806787369084e-05,0.002620306896775952
BBOB_F49,12,True,7.80806787369084e-05,0.002620306896775952
BBOB_F49,13,True,0.0009626545254251933,0.0010655277522037161
BBOB_F49,14,True,0.0009626545254251933,0.0010655277522037161
BBOB_F5,1,True,5.54461268666893e-05,0.0015413219089275639
BBOB_F5,2,True,0.00013921831190473965,0.0016764665607109368
BBOB_F5,3,True,0.0004697525268096406,0.002823862942804567
BBOB_F5,4,True,7.805915084879993e-05,0.007398965299129688
BBOB_F5,5,True,0.001683083793904836,0.0021427644607234547
BBOB_F5,6,True,0.0012086788400995615,0.0015669876477858388
BBOB_F5,7,True,0.0012086788400995615,0.0015669876477858388
BBOB_F5,8,True,0.00022637187507077713,0.0011197830221159647
BBOB_F5,9,True,0.00022637187507077713,0.001305483547535125
BBOB_F5,10,True,0.0008842588251821912,0.002804274511063254
BBOB_F5,11,True,0.0036269181738888727,0.004896014038599767
BBOB_F5,12,True,0.00704992696339708,0.00816904621222245
BBOB_F5,13,True,0.003247402633220367,0.004915064822093306
BBOB_F5,14,True,0.0012600785438536515,0.004402404127496701
BBOB_F55,1,True,4.429922286207667e-05,0.001552652179661575
BBOB_F55,2,True,0.0002574865655209298,0.00191158768006775
BBOB_F55,3,True,0.0007969700164988599,0.0014011921496390513
BBOB_F55,4,True,0.00017918932480960725,0.0016758346723297405
BBOB_F55,5,True,0.001999973824633247,0.004276252761272892
BBOB_F55,6,True,9.382252674513436e-05,0.0005503950864588637
BBOB_F55,7,True,0.0014377348087331208,0.005778494916720974
BBOB_F55,8,True,0.0014377348087331208,0.011524041774058932
BBOB_F55,9,True,0.0008630535546344654,0.00124866626253026
BBOB_F55,10,True,0.0011296071492088978,0.0021619266717702625
BBOB_F55,11,True,0.0004495875190929451,0.0013883190035771733
BBOB_F55,12,True,0.00014173817745269268,0.0005827068579515517
BBOB_F55,13,True,0.0001106407710615262,0.00053496726494777
DTLZ1,1,True,0.009067792395743336,0.030615952631539017
DTLZ1,2,True,0.010139696456157036,0.053303090288020945
DTLZ1,3,True,0.005087100600994337,0.039583338224509636
DTLZ1,4,True,0.0012796450343678333,0.01263834349375746
DTLZ1,5,True,0.0012796450343678333,0.0104220519343256
DTLZ1,6,True,0.0018575872474728846,0.008611474403782796
DTLZ1,7,True,4.431272409088988e-05,0.0002519166536046424
DTLZ1,8,True,0.00015460527539995077,0.0002815466023750429
DTLZ1,9,True,0.0002150744450863333,0.001003177607751764
DTLZ1,10,True,0.0002150744450863333,0.0007806333892541072
DTLZ1,11,True,0.00067219084908178,0.014047769871010944
DTLZ2,1,True,0.020000035789566706,0.04522310782529107
DTLZ2,2,True,0.000505896923649178,0.015382801562707143
DTLZ2,3,True,0.000505896923649178,0.00736533524595423
DTLZ2,4,True,0.00541219570191773,0.00736533524595423
DTLZ2,5,True,0.0013673180635843816,0.014368326262180962
DTLZ2,6,True,0.0010478161533697525,0.0032375956519114708
DTLZ2,7,True,5.1958668277160456e-05,0.0016001184546721088
DTLZ2,8,True,0.0015484767430642293,0.006801193463114669
DTLZ2,9,True,0.00026856477229684133,0.00026863629910958676
DTLZ2,10,True,0.007238154447390358,0.012069378094765907
DTLZ2,11,True,0.006814285975669535,0.007092188881830222
DTLZ2,12,True,0.0013723485621646477,0.006814285975669535
DTLZ2,13,True,0.00011129056150865732,0.00016863695679523094
DTLZ2,14,True,0.00027724954951003456,0.003033037969220596
DTLZ2,15,True,6.989131690547249e-08,1.2509297360078403e-07
DTLZ2,16,True,0.0039725166389375285,0.015386549599302869
DTLZ2,17,True,0.00021411668741877686,0.0023330347131900442
DTLZ3,1,True,0.03575230953546511,0.05107178490178665
DTLZ3,2,True,0.007373744924604057,0.02825228532339494
DTLZ3,3,True,0.006693209284683048,0.015681136949496178
DTLZ3,4,True,0.002335616006118495,0.0033177877850338465
DTLZ3,5,True,0.002335616006118495,0.0033177863606626812
DTLZ3,6,True,0.00014044612030536999,0.003296868875685165
DTLZ3,7,True,0.002335616006118495,0.0033177863606626812
DTLZ3,8,True,0.0033177863496160393,0.0035527590517541612
DTLZ3,9,True,0.0032820420472054147,0.012966810110397282
DTLZ3,10,True,0.0032820420472054147,0.004122216452627173
DTLZ3,11,True,0.0002723940301816658,0.0002724317397052025
DTLZ3,12,True,0.0002723940301816658,0.0002724293937441372
DTLZ3,13,True,0.0002723940301816658,0.0002724293937441372
DTLZ3,14,True,0.00016527098792607612,0.00027239572016108716
DTLZ3,15,True,0.00017451682973469728,0.0002094149873469044
DTLZ3,16,True,0.0018425975771304759,0.005621634344036197
DTLZ3,17,True,0.0018425975771304759,0.01887710032435569
DTLZ3,18,False,0.002425381723722438,0.010713341601525827
DTLZ4,1,False,0.00627457929337554,0.01958702733604893
DTLZ4,2,False,0.001038000469841665,0.0012366567898943312
DTLZ4,3,False,0.004456569870794348,0.004579517069109076
DTLZ4,4,False,0.0006319299318125988,0.01633835999253249
DTLZ4,5,False,0.013456392502392257,0.016566768112526997
DTLZ4,6,False,0.0004765169445743204,0.0025656673125021567
DTLZ4,7,False,1.2857371887910223e-06,0.0007836269122372515
DTLZ4,8,False,7.219825641210765e-05,7.487314414583725e-05
DTLZ4,9,False,0.0016794066583338812,0.0036849308008392845
DTLZ4,10,False,2.0439009484722352e-07,0.0019765794815327364
DTLZ4,11,True,3.896399001175827e-05,0.0006826170099071398
DTLZ4,12,True,3.896399001175827e-05,0.0006826170099071398
DTLZ4,13,True,3.896399001175827e-05,0.0006826170099071398
DTLZ4,14,True,0.0006826170099071398,0.0006850227389492513
DTLZ4,15,True,0.00025600435961928145,0.0002679118187385181
DTLZ4,16,False,0.0004359260477030091,0.0017464367061689858
DTLZ4,17,False,4.967870739551836e-06,0.005973469431796328
DTLZ4,18,True,0.0008501089420800696,0.005685717937462222
DTLZ7,1,True,0.013062717118707315,0.022677249454469105
DTLZ7,2,True,0.010324856191827806,0.012661514325561929
DTLZ7,3,True,0.00010628606832091452,0.005929537218571624
DTLZ7,4,True,0.00033619767419059646,0.0007411240130288018
DTLZ7,5,True,1.0655948275891325e-05,0.0003336106603209403
DTLZ7,6,True,6.108505381084199e-07,0.0005962109295318836
DTLZ7,7,True,0.00016386944557686325,0.00038942946948216034
DTLZ7,8,True,2.5536041164933323e-05,0.00016386944557686325
DTLZ7,9,False,4.951911772122134e-05,0.0012043160626248343
DTLZ7,10,True,0.00016246251907491848,0.00027915934291973706
DTLZ7,11,True,0.00016246251907491848,0.0002803929429118762
DTLZ7,12,True,4.684941756878443e-06,1.9303327397094645e-05
DTLZ7,13,True,2.1260148866712017e-06,0.0006913987729029189
DTLZ7,14,True,2.1260148866712017e-06,0.002071322874569713
DTLZ7,15,True,2.1260148866712017e-06,0.00014441059603311052
DTLZ7,16,False,7.207600150317712e-06,2.5115995424383274e-05
DTLZ7,17,False,0.0011597296438960033,0.0011902356855583705
DTLZ7,18,False,4.7628456129151227e-07,3.5144649889565666e-05
DTLZ7,19,False,4.7628456129151227e-07,5.6978083124776514e-05
DTLZ7,20,True,4.7628456129151227e-07,0.00011664075774216225
DTLZ7,21,True,4.7628456129151227e-07,0.0004423120866713264
DTLZ7,22,True,4.7628456129151227e-07,8.86893616368891e-05
DTLZ7,23,True,5.715200626654939e-06,7.161720775259154e-05
DTLZ7,24,True,6.0107364454364975e-05,0.004196563803697369
DTLZ7,25,True,0.00042533167691343924,0.0008402171699359716
DTLZ7,26,True,3.5069948723458144e-06,4.2800641616644306e-05
DTLZ7,27,False,4.2800641616644306e-05,0.00031422738664796385
DTLZ7,28,True,0.00031422738664796385,0.0003324403383123143
DTLZ7,29,True,1.2230418081450092e-05,0.0003948829392424642
DTLZ7,30,False,6.0204074611769726e-05,0.0003948829392424642
DTLZ7,31,True,6.0204074611769726e-05,0.00036819257767927306
DTLZ7,32,True,1.632144725537103e-05,5.669346442325783e-05
DTLZ7,33,True,1.632144725537103e-05,2.0070881482959233e-05
MMF1,1,True,0.00702399631228883,0.03840876870158554
MMF1,2,True,0.023702772992200357,0.02644393121123247
MMF1,3,True,0.001600157303599337,0.006114816085434335
MMF11_L,1,True,0.015155528908020912,0.03781220485052041
MMF11_L,2,True,0.0021846237062715136,0.011018005696868864
MMF11_L,3,False,0.003611957679709287,0.011018005696868864
MMF16_20,1,True,0.012198091215929987,0.05280798739431418
MMF16_20,2,True,0.00016505196518837778,0.0013219695080497356
MMF16_20,3,True,0.0003043017860182559,0.0006369540613588156
MMF16_20,4,True,0.006448852074405688,0.0064488808314602415
MMF16_20,5,True,0.002413735712529137,0.02634286553019698
MMF16_20,6,True,0.0022858467471654756,0.044896369472496415
MMF16_20,7,True,0.00030096418370240276,0.00030101349696358225
MMF16_20,8,True,0.0008204547023768425,0.019728731967605283
MMF16_20,9,True,0.0008204547023768425,0.001564360916883435
MMF16_20,10,True,0.0008204547023768425,0.001484424855287801
MMF16_20,11,True,0.0008204547023768425,0.001478174398168612
MMF16_20,12,True,0.0008204547023768425,0.01896436572977229
MMF16_20,13,True,0.001290393332358532,0.002174289000799567
MMF16_20,14,True,0.001872658995161839,0.0022708923914980953
