problema,ciclo,ramo,n_inf,n_achados,rank_min,ranks,km_ok,nf1_log,nf1_pop,nf1_arq,warm_inter,head_mean,head_std
BBOB_F1,1,convergencia,3,3,0,"[0, 11, 64]",2,2,41,7,0.0,-0.37840789556503296,2.6949543952941895
BBOB_F1,2,incerteza,3,3,0,"[0, 4, 7]",3,4,30,2,0.0,-0.2576132118701935,2.788347005844116
BBOB_F1,3,incerteza,3,3,0,"[0, 1, 3]",3,5,20,4,0.0,-0.3746689260005951,2.6925454139709473
BBOB_F1,4,convergencia,3,3,0,"[0, 3, 55]",3,5,21,5,0.0,-0.25235432386398315,2.734877347946167
BBOB_F1,5,convergencia,3,3,0,"[0, 34, 52]",2,8,20,5,0.0,-0.23600006103515625,2.6500260829925537
BBOB_F1,6,convergencia,3,3,0,"[0, 6, 57]",3,9,25,8,0.0,-0.3815104067325592,2.713404893875122
BBOB_F1,7,convergencia,3,3,0,"[0, 5, 95]",3,9,23,9,0.0,-0.3585375249385834,2.60815167427063
BBOB_F1,8,convergencia,3,3,0,"[0, 30, 85]",1,5,19,9,0.0,-0.5704248547554016,2.6522717475891113
BBOB_F1,9,convergencia,3,3,0,"[0, 9, 68]",3,6,18,5,0.0,-0.2679273784160614,2.6675593852996826
BBOB_F1,10,convergencia,3,3,0,"[0, 2, 77]",3,8,22,6,0.0,-0.5017281770706177,2.5526139736175537
BBOB_F1,11,convergencia,3,3,0,"[0, 3, 71]",3,8,30,8,0.0,-0.5117465257644653,2.629503011703491
BBOB_F1,12,convergencia,3,3,0,"[0, 7, 87]",3,8,26,8,0.0,-0.2694103419780731,2.7360782623291016
BBOB_F1,13,incerteza,3,3,0,"[0, 3, 8]",2,6,15,8,0.0,-0.4750276505947113,2.680708646774292
BBOB_F1,14,convergencia,3,3,0,"[0, 5, 89]",3,7,11,6,0.0,-0.33345651626586914,2.5778510570526123
BBOB_F1,15,convergencia,3,3,0,"[0, 1, 84]",3,9,16,7,0.0,-0.2666047215461731,2.7257778644561768
BBOB_F1,16,convergencia,3,3,0,"[0, 4, 87]",3,9,23,9,0.0,-0.4437766671180725,2.532543182373047
BBOB_F1,17,convergencia,3,3,0,"[0, 8, 90]",2,9,34,9,0.0,-0.43766218423843384,2.5848677158355713
BBOB_F1,18,incerteza,3,3,0,"[0, 5, 14]",2,9,15,9,0.0,-0.4178575575351715,2.6319565773010254
BBOB_F1,19,convergencia,3,3,0,"[0, 18, 56]",2,9,21,9,0.0,-0.45121678709983826,2.6527390480041504
BBOB_F1,20,incerteza,3,3,0,"[0, 2, 12]",2,9,13,9,0.0,-0.37176838517189026,2.6643989086151123
BBOB_F1,21,convergencia,3,3,0,"[0, 25, 83]",2,9,30,9,0.0,-0.5764089226722717,2.711170196533203
BBOB_F1,22,convergencia,3,3,0,"[0, 9, 82]",2,9,27,9,0.0,-0.3673848807811737,2.6199874877929688
BBOB_F1,23,convergencia,3,3,0,"[0, 1, 71]",3,9,24,9,0.0,-0.678252637386322,2.7070562839508057
BBOB_F1,24,incerteza,3,3,0,"[0, 4, 14]",2,11,13,9,0.0,-0.6074179410934448,2.599214792251587
BBOB_F1,25,convergencia,3,3,0,"[0, 15, 90]",3,12,24,11,0.0,-0.3395521342754364,2.6045608520507812
BBOB_F1,26,convergencia,3,3,0,"[0, 58, 83]",1,13,23,12,0.0,-0.33291104435920715,2.5483269691467285
BBOB_F1,27,convergencia,3,3,0,"[0, 19, 74]",1,11,30,13,0.0,-0.29102978110313416,2.7663490772247314
BBOB_F1,28,incerteza,3,3,0,"[0, 6, 24]",3,12,20,11,0.0,-0.27459579706192017,2.7108330726623535
BBOB_F1,29,convergencia,3,3,0,"[0, 6, 85]",3,13,48,12,0.0,-0.4319981038570404,2.554810047149658
BBOB_F1,30,incerteza,3,3,0,"[0, 1, 21]",3,14,24,13,0.0,-0.34902411699295044,2.687666893005371
BBOB_F1,31,convergencia,3,3,0,"[0, 58, 88]",3,13,24,14,0.0,-0.3622826933860779,2.5300815105438232
BBOB_F1,32,convergencia,3,3,0,"[0, 1, 57]",3,13,39,13,0.0,-0.2805440127849579,2.667649984359741
BBOB_F1,33,incerteza,3,3,0,"[0, 4, 6]",2,13,23,13,0.0,-0.4623333215713501,2.6838929653167725
BBOB_F1,34,convergencia,3,3,0,"[0, 8, 55]",1,13,28,13,0.0,-0.33852437138557434,2.6606929302215576
BBOB_F1,35,convergencia,3,3,0,"[0, 1, 73]",3,13,31,13,0.0,-0.4297246038913727,2.638500213623047
BBOB_F1,36,convergencia,3,3,0,"[0, 34, 52]",1,13,36,13,0.0,-0.35816192626953125,2.6217942237854004
BBOB_F1,37,convergencia,3,3,0,"[0, 2, 66]",3,12,32,13,0.0,-0.38230207562446594,2.483616590499878
BBOB_F1,38,incerteza,3,3,0,"[0, 3, 20]",2,12,26,12,0.0,-0.46168261766433716,2.598294734954834
BBOB_F1,39,convergencia,3,3,0,"[0, 9, 57]",3,12,31,12,0.0,-0.39947474002838135,2.582566738128662
BBOB_F1,40,incerteza,3,3,0,"[0, 9, 18]",3,12,20,12,0.0,-0.28526103496551514,2.5307533740997314
BBOB_F1,41,convergencia,3,3,0,"[0, 4, 77]",3,12,47,12,0.0,-0.2582978308200836,2.5630693435668945
BBOB_F1,42,incerteza,3,3,0,"[0, 10, 11]",2,12,34,12,0.0,-0.1451045423746109,2.755596160888672
BBOB_F1,43,convergencia,3,3,0,"[0, 27, 66]",3,12,32,12,0.0,-0.26479870080947876,2.507174015045166
BBOB_F1,44,convergencia,3,3,0,"[0, 22, 67]",2,12,40,12,0.0,-0.27786970138549805,2.6230571269989014
BBOB_F1,45,incerteza,3,3,0,"[0, 1, 18]",3,13,30,12,0.0,-0.365390419960022,2.607882499694824
BBOB_F1,46,convergencia,3,3,0,"[0, 12, 83]",2,13,60,13,0.0,-0.45008862018585205,2.59517502784729
BBOB_F1,47,incerteza,3,3,0,"[0, 11, 24]",2,14,39,13,0.0,-0.15978315472602844,2.7378175258636475
BBOB_F1,48,convergencia,3,3,0,"[0, 2, 81]",1,14,39,14,0.0,-0.2676772177219391,2.6144585609436035
BBOB_F1,49,convergencia,3,3,0,"[0, 3, 78]",1,15,61,14,0.0,-0.3765050768852234,2.631385087966919
BBOB_F1,50,incerteza,3,3,0,"[0, 1, 19]",2,15,34,15,0.0,-0.3003385066986084,2.6847639083862305
BBOB_F1,51,convergencia,3,3,0,"[0, 16, 37]",1,15,72,15,0.0,-0.339117169380188,2.6218338012695312
BBOB_F1,52,incerteza,3,3,0,"[0, 5, 8]",3,15,28,15,0.0,-0.2751520872116089,2.59529972076416
BBOB_F1,53,convergencia,3,3,0,"[0, 6, 69]",1,15,52,15,0.0,-0.3483532667160034,2.7214725017547607
BBOB_F1,54,incerteza,3,3,0,"[0, 13, 20]",3,17,36,15,0.0,-0.3330003619194031,2.6191012859344482
BBOB_F1,55,convergencia,3,3,0,"[0, 1, 55]",1,17,51,17,0.0,-0.41321825981140137,2.616858720779419
BBOB_F1,56,incerteza,3,3,0,"[0, 1, 34]",3,18,34,17,0.0,-0.36485162377357483,2.635437488555908
BBOB_F1,57,convergencia,3,3,0,"[0, 4, 88]",2,18,35,18,0.0,-0.2938030958175659,2.4299724102020264
BBOB_F1,58,convergencia,3,3,0,"[0, 1, 67]",3,18,40,18,0.0,-0.7232560515403748,2.418480157852173
BBOB_F1,59,convergencia,3,3,0,"[0, 23, 47]",2,18,39,18,0.0,-0.4020785391330719,2.5438084602355957
BBOB_F1,60,incerteza,3,3,0,"[0, 1, 21]",2,18,28,18,0.0,-0.4321151673793793,2.5728278160095215
BBOB_F1,61,convergencia,3,3,0,"[0, 5, 62]",1,19,35,18,0.0,-0.548750638961792,2.6991312503814697
BBOB_F1,62,convergencia,3,3,0,"[0, 45, 54]",1,19,62,19,0.0,-0.4164764881134033,2.6310927867889404
BBOB_F1,63,incerteza,3,3,0,"[0, 2, 11]",3,20,43,19,0.0,-0.1968107670545578,2.550729274749756
BBOB_F1,64,convergencia,3,3,0,"[0, 30, 42]",3,21,40,20,0.0,-0.5374555587768555,2.5988569259643555
BBOB_F1,65,convergencia,3,3,0,"[0, 3, 85]",3,21,54,21,0.0,-0.3762057423591614,2.6172966957092285
BBOB_F1,66,incerteza,3,3,0,"[0, 14, 39]",3,22,29,21,,,
BBOB_F17,1,convergencia,3,3,0,"[0, 46, 87]",3,5,22,6,0.0,0.019523194059729576,2.934828519821167
BBOB_F17,2,convergencia,3,3,0,"[0, 57, 77]",3,4,24,5,0.0,0.1392299234867096,2.9694457054138184
BBOB_F17,3,convergencia,3,3,0,"[0, 66, 80]",2,4,47,4,0.0,0.056718215346336365,2.9255692958831787
BBOB_F17,4,incerteza,3,3,0,"[0, 2, 5]",2,5,29,4,0.0,0.2683592736721039,2.9496958255767822
BBOB_F17,5,convergencia,3,3,0,"[0, 58, 89]",3,6,49,5,0.0,0.2984640896320343,2.825760841369629
BBOB_F17,6,incerteza,3,3,0,"[0, 1, 4]",3,7,36,6,0.0,0.014036784879863262,2.9509975910186768
BBOB_F17,7,convergencia,3,3,0,"[0, 42, 79]",2,7,28,7,0.0,-0.04180007055401802,2.786820411682129
BBOB_F17,8,convergencia,3,3,0,"[0, 46, 75]",2,7,33,7,0.0,-0.10978753119707108,2.8929731845855713
BBOB_F17,9,incerteza,3,3,0,"[0, 32, 34]",2,7,25,7,0.0,0.21804559230804443,2.780951499938965
BBOB_F17,10,convergencia,3,3,0,"[0, 67, 90]",3,7,30,7,0.0,0.2401006817817688,2.785938262939453
BBOB_F17,11,convergencia,3,3,0,"[0, 47, 69]",2,7,33,7,0.0,-0.1347847878932953,2.8445558547973633
BBOB_F17,12,convergencia,3,3,0,"[0, 61, 86]",3,7,36,7,0.0,0.05731571093201637,2.8680737018585205
BBOB_F17,13,incerteza,3,3,0,"[0, 15, 19]",3,7,24,7,0.0,-0.06425253301858902,2.8152518272399902
BBOB_F17,14,incerteza,3,3,0,"[0, 6, 24]",3,7,21,7,0.0,0.1509445458650589,2.7573938369750977
BBOB_F17,15,convergencia,3,3,0,"[0, 85, 91]",3,7,21,7,0.0,0.006154648028314114,2.976240873336792
BBOB_F17,16,convergencia,3,3,0,"[0, 60, 84]",3,8,25,7,0.0,-0.03155192732810974,2.872056484222412
BBOB_F17,17,convergencia,3,3,0,"[0, 67, 90]",3,5,28,8,0.0,0.09269323945045471,2.864433526992798
BBOB_F17,18,convergencia,3,3,0,"[0, 56, 60]",2,5,35,5,0.0,-0.320549339056015,2.811028242111206
BBOB_F17,19,incerteza,3,3,0,"[0, 24, 32]",3,6,21,5,0.0,-0.06238780915737152,2.8679590225219727
BBOB_F17,20,convergencia,3,3,0,"[0, 60, 75]",3,6,25,6,0.0,0.07106266170740128,2.814467430114746
BBOB_F17,21,convergencia,3,3,0,"[0, 45, 73]",2,6,25,6,0.0,0.06977487355470657,2.8629627227783203
BBOB_F17,22,convergencia,3,3,0,"[0, 61, 82]",3,6,34,6,0.0,0.1346684694290161,2.882373571395874
BBOB_F17,23,convergencia,3,3,0,"[0, 43, 81]",3,6,37,6,0.0,-0.11627300083637238,2.8935647010803223
BBOB_F17,24,incerteza,3,3,0,"[0, 14, 29]",2,6,25,6,0.0,-0.04103633761405945,2.758810520172119
BBOB_F17,25,convergencia,3,3,0,"[0, 66, 94]",3,7,22,6,0.0,0.1786157786846161,2.854285955429077
BBOB_F17,26,incerteza,3,3,0,"[0, 21, 22]",2,7,9,7,0.0,0.1295159012079239,2.750187635421753
BBOB_F17,27,convergencia,3,3,0,"[0, 78, 98]",3,7,26,7,0.0,-0.008946878835558891,2.810870885848999
BBOB_F17,28,convergencia,3,3,0,"[0, 41, 80]",3,7,23,7,0.0,-0.05356631055474281,2.9560861587524414
BBOB_F17,29,incerteza,3,3,0,"[0, 1, 10]",3,7,17,7,0.0,0.005284133832901716,2.861503839492798
BBOB_F17,30,convergencia,3,3,0,"[0, 26, 76]",3,7,16,7,0.0,0.02080913633108139,2.909308433532715
BBOB_F17,31,convergencia,3,3,0,"[0, 72, 92]",3,8,28,7,0.0,0.04685269296169281,2.7764792442321777
BBOB_F17,32,incerteza,3,3,0,"[0, 29, 30]",2,8,18,8,0.0,0.240801140666008,2.840693235397339
BBOB_F17,33,convergencia,3,3,0,"[0, 60, 71]",3,8,28,8,0.0,0.10582874715328217,2.8513600826263428
BBOB_F17,34,convergencia,3,3,0,"[0, 38, 75]",3,8,37,8,0.0,0.09419196844100952,2.7380990982055664
BBOB_F17,35,incerteza,3,3,0,"[0, 1, 35]",3,8,30,8,0.0,0.026905342936515808,2.724325656890869
BBOB_F17,36,incerteza,3,3,0,"[0, 2, 11]",3,7,9,8,0.0,0.049285437911748886,2.7808589935302734
BBOB_F17,37,convergencia,3,3,0,"[0, 12, 88]",1,7,32,7,0.0,0.2085394561290741,2.7634658813476562
BBOB_F17,38,incerteza,3,3,0,"[0, 1, 6]",3,6,18,7,0.0,-0.003540222067385912,2.775785446166992
BBOB_F17,39,convergencia,3,3,3,"[3, 67, 77]",2,6,17,6,0.0,0.10450275242328644,2.8184046745300293
BBOB_F17,40,convergencia,3,3,0,"[0, 68, 94]",2,6,26,6,0.0,0.024775344878435135,2.7675628662109375
BBOB_F17,41,incerteza,3,3,0,"[0, 9, 11]",3,6,16,6,0.0,-0.03287728130817413,2.7729992866516113
BBOB_F17,42,convergencia,3,3,0,"[0, 72, 92]",2,6,27,6,0.0,0.20979788899421692,2.790167808532715
BBOB_F17,43,incerteza,3,3,0,"[0, 18, 25]",2,6,22,6,0.0,0.051521528512239456,2.7757487297058105
BBOB_F17,44,convergencia,3,3,0,"[0, 37, 88]",2,6,18,6,0.0,0.19503049552440643,2.8236069679260254
BBOB_F17,45,convergencia,3,3,0,"[0, 48, 78]",1,6,15,6,0.0,0.14691036939620972,2.8164660930633545
BBOB_F17,46,convergencia,3,3,0,"[0, 76, 86]",3,6,22,6,0.0,-0.07115449756383896,2.910417079925537
BBOB_F17,47,convergencia,3,3,0,"[0, 81, 94]",3,7,27,6,0.0,0.3264658451080322,2.881718158721924
BBOB_F17,48,incerteza,3,3,0,"[0, 9, 10]",3,7,21,7,0.0,0.1700017899274826,2.741406202316284
BBOB_F17,49,convergencia,3,3,0,"[0, 64, 82]",3,7,17,7,0.0,0.17704537510871887,2.7886064052581787
BBOB_F17,50,convergencia,3,3,0,"[0, 63, 79]",1,7,22,7,0.0,0.0343635194003582,2.85129714012146
BBOB_F17,51,convergencia,3,3,0,"[0, 66, 84]",3,8,36,7,0.0,0.10939111560583115,2.8230228424072266
BBOB_F17,52,incerteza,3,3,0,"[0, 11, 23]",3,8,20,8,0.0,0.18362963199615479,2.765380859375
BBOB_F17,53,incerteza,3,3,0,"[0, 2, 3]",3,8,11,8,0.0,0.4607865512371063,2.880505084991455
BBOB_F17,54,convergencia,3,3,0,"[0, 73, 83]",3,10,23,8,0.0,0.23375308513641357,2.7267324924468994
BBOB_F17,55,convergencia,3,3,0,"[0, 70, 82]",3,10,31,10,0.0,0.10050319135189056,2.7406721115112305
BBOB_F17,56,incerteza,3,3,0,"[0, 3, 35]",3,11,15,10,0.0,0.02748597040772438,2.909400463104248
BBOB_F17,57,convergencia,3,3,0,"[0, 47, 48]",3,11,25,11,0.0,0.12139774858951569,2.712759017944336
BBOB_F17,58,convergencia,3,3,0,"[0, 66, 82]",3,12,22,11,0.0,0.11678557097911835,2.776759147644043
BBOB_F17,59,convergencia,3,3,0,"[0, 59, 67]",3,12,25,12,0.0,0.2399337887763977,2.7953619956970215
BBOB_F17,60,convergencia,3,3,0,"[0, 64, 89]",3,12,25,12,0.0,-0.038403235375881195,2.8060901165008545
BBOB_F17,61,convergencia,3,3,0,"[0, 88, 98]",3,12,28,12,0.0,-0.05227338522672653,2.8535304069519043
BBOB_F17,62,convergencia,3,3,0,"[0, 75, 95]",3,13,27,12,0.0,-0.061175476759672165,2.8956634998321533
BBOB_F17,63,incerteza,3,3,0,"[0, 3, 20]",3,14,18,13,0.0,0.018080420792102814,2.8005666732788086
BBOB_F17,64,convergencia,3,3,0,"[0, 92, 99]",3,15,24,14,0.0,0.1371545046567917,2.8472900390625
BBOB_F17,65,convergencia,3,3,0,"[0, 62, 85]",3,15,32,15,0.0,0.08577374368906021,2.8356356620788574
BBOB_F17,66,incerteza,3,3,0,"[0, 1, 6]",2,15,11,15,,,
BBOB_F22,1,convergencia,3,3,0,"[0, 34, 48]",2,6,14,5,0.0,0.5100536346435547,2.787686347961426
BBOB_F22,2,convergencia,3,3,0,"[0, 31, 38]",1,3,18,6,0.0,0.44094640016555786,2.927889585494995
BBOB_F22,3,convergencia,3,3,0,"[0, 25, 55]",3,3,26,3,0.0,0.5291655659675598,2.804877281188965
BBOB_F22,4,convergencia,3,3,0,"[0, 22, 66]",3,4,26,3,0.0,0.5442060232162476,2.833322763442993
BBOB_F22,5,convergencia,3,3,0,"[0, 40, 44]",3,5,27,4,0.0,0.5801610350608826,2.7160894870758057
BBOB_F22,6,incerteza,3,3,0,"[0, 9, 46]",1,5,12,5,0.0,0.5500975847244263,2.9143383502960205
BBOB_F22,7,convergencia,3,3,0,"[0, 13, 76]",1,5,10,5,0.0,0.4378073811531067,2.7446377277374268
BBOB_F22,8,convergencia,3,3,0,"[0, 42, 63]",1,5,16,5,0.0,0.23889705538749695,2.786130666732788
BBOB_F22,9,convergencia,3,3,0,"[0, 52, 96]",3,7,19,5,0.0,0.5815891623497009,2.6473093032836914
BBOB_F22,10,convergencia,3,3,0,"[0, 27, 28]",3,7,19,7,0.0,0.3323357403278351,2.628082036972046
BBOB_F22,11,incerteza,3,3,0,"[0, 1, 2]",3,7,11,7,0.0,0.33230334520339966,2.8262863159179688
BBOB_F22,12,convergencia,3,3,0,"[0, 61, 90]",1,6,14,7,0.0,0.4399937093257904,2.8614749908447266
BBOB_F22,13,convergencia,3,3,0,"[0, 40, 92]",2,6,18,6,0.0,0.22711382806301117,2.869514226913452
BBOB_F22,14,convergencia,3,3,0,"[0, 9, 81]",3,6,13,6,0.0,0.4141683578491211,2.5886688232421875
BBOB_F22,15,convergencia,3,3,0,"[0, 63, 69]",3,6,20,6,0.0,0.39628884196281433,2.980536460876465
BBOB_F22,16,convergencia,3,3,0,"[0, 25, 71]",1,5,25,6,0.0,0.16036894917488098,2.7903642654418945
BBOB_F22,17,incerteza,3,3,0,"[0, 1, 40]",2,5,8,5,0.0,0.47731465101242065,2.8111085891723633
BBOB_F22,18,convergencia,3,3,0,"[0, 19, 85]",3,5,21,5,0.0,0.3327443599700928,2.7099123001098633
BBOB_F22,19,incerteza,3,3,2,"[2, 3, 20]",2,6,8,5,0.0,0.3479013442993164,2.728886604309082
BBOB_F22,20,convergencia,3,3,0,"[0, 41, 49]",1,7,21,6,0.0,0.2178422063589096,2.752554178237915
BBOB_F22,21,convergencia,3,3,0,"[0, 28, 74]",1,7,25,7,0.0,0.5690150260925293,2.8168742656707764
BBOB_F22,22,incerteza,3,3,0,"[0, 1, 6]",2,8,19,7,0.0,0.4434961676597595,2.8283300399780273
BBOB_F22,23,convergencia,3,3,0,"[0, 27, 67]",2,8,17,8,0.0,0.4010876417160034,2.823085308074951
BBOB_F22,24,convergencia,3,3,0,"[0, 32, 71]",1,9,18,8,0.0,0.32663270831108093,2.8314437866210938
BBOB_F22,25,convergencia,3,3,0,"[0, 46, 81]",3,8,17,9,0.0,0.4309384226799011,2.812037706375122
BBOB_F22,26,incerteza,3,3,0,"[0, 3, 22]",3,8,6,8,0.0,0.46099963784217834,2.680835008621216
BBOB_F22,27,convergencia,3,3,0,"[0, 28, 39]",3,8,17,8,0.0,0.4079653322696686,2.843549966812134
BBOB_F22,28,convergencia,3,3,0,"[0, 30, 72]",1,7,23,8,0.0,0.3156519830226898,2.765857458114624
BBOB_F22,29,incerteza,3,3,0,"[0, 2, 4]",3,8,11,7,0.0,0.16780082881450653,2.773190498352051
BBOB_F22,30,convergencia,3,3,0,"[0, 56, 84]",1,8,26,8,0.0,0.43264472484588623,2.8059401512145996
BBOB_F22,31,incerteza,3,3,0,"[0, 2, 5]",3,9,19,8,0.0,0.39069274067878723,2.703258991241455
BBOB_F22,32,convergencia,3,3,0,"[0, 38, 71]",3,10,23,9,0.0,0.5608724355697632,2.721881151199341
BBOB_F22,33,convergencia,3,3,0,"[0, 53, 86]",2,10,24,10,0.0,0.17701968550682068,2.8161520957946777
BBOB_F22,34,incerteza,3,3,0,"[0, 1, 5]",3,10,14,10,0.0,0.36892378330230713,2.71401309967041
BBOB_F22,35,convergencia,3,3,0,"[0, 23, 71]",3,10,34,10,0.0,0.4451580345630646,2.6424899101257324
BBOB_F22,36,incerteza,3,3,0,"[0, 7, 9]",3,10,19,10,0.0,0.2571045756340027,2.6441235542297363
BBOB_F22,37,convergencia,3,3,0,"[0, 41, 84]",1,10,21,10,0.0,0.34544891119003296,2.695087432861328
BBOB_F22,38,convergencia,3,3,0,"[0, 4, 78]",1,10,21,10,0.0,0.3805093467235565,2.736785411834717
BBOB_F22,39,incerteza,3,3,0,"[0, 6, 18]",2,10,11,10,0.0,0.45431458950042725,2.8074212074279785
BBOB_F22,40,convergencia,3,3,0,"[0, 37, 81]",3,10,16,10,0.0,0.44172266125679016,2.6626436710357666
BBOB_F22,41,convergencia,3,3,0,"[0, 44, 49]",1,10,21,10,0.0,0.3889848291873932,2.723849296569824
BBOB_F22,42,incerteza,3,3,0,"[0, 14, 22]",3,11,13,10,0.0,0.48518267273902893,2.7881572246551514
BBOB_F22,43,convergencia,3,3,0,"[0, 34, 71]",3,11,13,11,0.0,0.481594979763031,2.6724674701690674
BBOB_F22,44,convergencia,3,3,0,"[0, 59, 97]",2,11,20,11,0.0,0.27056971192359924,2.7565219402313232
BBOB_F22,45,convergencia,3,3,0,"[0, 37, 59]",1,11,16,11,0.0,0.4658692479133606,2.822756767272949
BBOB_F22,46,convergencia,3,3,0,"[0, 57, 88]",3,12,23,11,0.0,0.3321002721786499,2.755622386932373
BBOB_F22,47,incerteza,3,3,0,"[0, 1, 3]",3,13,18,12,0.0,0.6464094519615173,2.767334222793579
BBOB_F22,48,convergencia,3,3,0,"[0, 47, 91]",3,14,16,13,0.0,0.5178272724151611,2.6552393436431885
BBOB_F22,49,convergencia,3,3,0,"[0, 33, 87]",3,14,24,14,0.0,0.5074222087860107,2.8089640140533447
BBOB_F22,50,convergencia,3,3,0,"[0, 37, 79]",3,14,23,14,0.0,0.2998061180114746,2.824903726577759
BBOB_F22,51,convergencia,3,3,0,"[0, 52, 93]",1,14,23,14,0.0,0.38445281982421875,2.8352301120758057
BBOB_F22,52,convergencia,3,3,0,"[0, 47, 81]",3,14,24,14,0.0,0.4673067629337311,2.667463541030884
BBOB_F22,53,convergencia,3,3,0,"[0, 28, 79]",3,14,33,14,0.0,0.5730912089347839,2.862478017807007
BBOB_F22,54,incerteza,3,3,0,"[0, 20, 23]",3,14,25,14,0.0,0.5656213164329529,2.8226261138916016
BBOB_F22,55,convergencia,3,3,0,"[0, 44, 73]",1,14,20,14,0.0,0.3475491404533386,2.7425320148468018
BBOB_F22,56,incerteza,3,3,0,"[0, 3, 4]",2,14,14,14,0.0,0.13271990418434143,2.8233325481414795
BBOB_F22,57,convergencia,3,3,0,"[0, 16, 79]",3,14,24,14,0.0,0.2118067890405655,2.686295747756958
BBOB_F22,58,incerteza,3,3,0,"[0, 3, 11]",2,13,15,14,0.0,0.15471068024635315,2.817203998565674
BBOB_F22,59,convergencia,3,3,0,"[0, 43, 89]",3,13,20,13,0.0,0.6614736318588257,2.7113888263702393
BBOB_F22,60,convergencia,3,3,0,"[0, 3, 83]",3,13,36,13,0.0,0.21917569637298584,2.77504301071167
BBOB_F22,61,incerteza,3,3,0,"[0, 3, 5]",3,14,17,13,0.0,0.2405141294002533,2.8080925941467285
BBOB_F22,62,convergencia,3,3,0,"[0, 54, 90]",1,14,21,14,0.0,0.22598150372505188,2.8084983825683594
BBOB_F22,63,convergencia,3,3,0,"[0, 19, 69]",1,14,38,14,0.0,0.3221789002418518,2.7891621589660645
BBOB_F22,64,incerteza,3,3,0,"[0, 1, 4]",3,14,19,14,0.0,0.3976721167564392,2.8325307369232178
BBOB_F22,65,convergencia,3,3,0,"[0, 50, 83]",1,14,18,14,0.0,0.4218465983867645,2.867835760116577
BBOB_F22,66,convergencia,3,3,0,"[0, 41, 88]",2,14,40,14,,,
BBOB_F37,1,convergencia,3,3,0,"[0, 1, 72]",2,4,22,5,0.0,-0.21821260452270508,2.783916473388672
BBOB_F37,2,convergencia,3,3,0,"[0, 37, 90]",3,3,27,4,0.0,-0.2364160418510437,2.838167428970337
BBOB_F37,3,convergencia,3,3,0,"[0, 37, 69]",3,4,43,3,0.0,-0.22676391899585724,2.7968430519104004
BBOB_F37,4,incerteza,3,3,0,"[0, 2, 11]",3,5,26,4,0.0,-0.12049353867769241,2.831360101699829
BBOB_F37,5,incerteza,3,3,0,"[0, 3, 37]",3,4,19,5,0.0,-0.2191319614648819,2.7062017917633057
BBOB_F37,6,convergencia,3,3,0,"[0, 35, 78]",1,4,27,4,0.0,-0.24883154034614563,2.8059120178222656
BBOB_F37,7,convergencia,3,3,0,"[0, 60, 97]",1,6,24,4,0.0,-0.33119654655456543,2.599588394165039
BBOB_F37,8,incerteza,3,3,0,"[0, 1, 18]",2,7,14,6,0.0,-0.3324836194515228,2.6585335731506348
BBOB_F37,9,incerteza,3,3,0,"[0, 5, 7]",3,7,9,7,0.0,-0.4127102196216583,2.678741693496704
BBOB_F37,10,convergencia,3,3,0,"[0, 26, 61]",3,4,19,7,0.0,-0.2983036935329437,2.5819144248962402
BBOB_F37,11,convergencia,3,3,0,"[0, 49, 84]",3,5,27,4,0.0,-0.3710341453552246,2.739370107650757
BBOB_F37,12,convergencia,3,3,0,"[0, 52, 84]",1,6,25,5,0.0,-0.3575843572616577,2.7467010021209717
BBOB_F37,13,incerteza,3,3,0,"[0, 2, 24]",3,6,7,6,0.0,-0.1636565923690796,2.6552999019622803
BBOB_F37,14,convergencia,3,3,0,"[0, 52, 85]",3,6,10,6,0.0,-0.33009859919548035,2.648484468460083
BBOB_F37,15,convergencia,3,3,0,"[0, 48, 67]",3,6,16,6,0.0,-0.3111117482185364,2.8308839797973633
BBOB_F37,16,convergencia,3,3,0,"[0, 37, 69]",3,6,18,6,0.0,-0.3439048230648041,2.711796760559082
BBOB_F37,17,convergencia,3,3,0,"[0, 45, 88]",3,7,17,6,0.0,-0.12647558748722076,2.75578236579895
BBOB_F37,18,convergencia,3,3,0,"[0, 59, 83]",2,7,20,7,0.0,-0.3964640498161316,2.6166162490844727
BBOB_F37,19,incerteza,3,3,0,"[0, 6, 72]",3,7,14,7,0.0,-0.16060076653957367,2.709301710128784
BBOB_F37,20,convergencia,3,3,0,"[0, 61, 74]",2,4,14,7,0.0,-0.3637186586856842,2.584306478500366
BBOB_F37,21,convergencia,3,3,16,"[16, 80, 89]",2,5,19,4,0.0,-0.29323920607566833,2.8044631481170654
BBOB_F37,22,convergencia,3,3,0,"[0, 59, 90]",3,5,24,5,0.0,-0.1627228856086731,2.6266019344329834
BBOB_F37,23,incerteza,3,3,0,"[0, 4, 8]",3,6,12,5,0.0,-0.4829349219799042,2.7818551063537598
BBOB_F37,24,convergencia,3,3,0,"[0, 39, 79]",3,6,20,6,0.0,-0.4055631756782532,2.6789751052856445
BBOB_F37,25,convergencia,3,3,0,"[0, 61, 95]",3,6,18,6,0.0,-0.44944068789482117,2.677647829055786
BBOB_F37,26,convergencia,3,3,0,"[0, 3, 52]",3,4,16,6,0.0,-0.21046246588230133,2.6945934295654297
BBOB_F37,27,convergencia,3,3,0,"[0, 60, 91]",2,4,19,4,0.0,-0.2544601261615753,2.8201355934143066
