problema,ciclo,ramo,w1,w19,delta
BBOB_F1,50,incerteza,128.53240582135118,23.862215020212197,-0.8143486471934666
BBOB_F1,51,convergencia,128.62482469671968,21.00179144975589,-0.8367205436487448
BBOB_F1,52,incerteza,128.06562787522327,23.921232198288454,-0.8132111434178471
BBOB_F1,53,convergencia,132.02564451996207,21.73278575375632,-0.8353896636310656
BBOB_F1,54,incerteza,128.3632839321144,22.53474995638973,-0.8244455169259509
BBOB_F1,55,convergencia,133.43547140802667,21.9744192989875,-0.8353180075199581
BBOB_F1,56,incerteza,125.08550934172644,26.12154798929457,-0.7911704710900445
BBOB_F1,57,convergencia,125.38692158848919,25.653099247792657,-0.7954084929847447
BBOB_F1,58,convergencia,124.00929562111708,23.709498994317887,-0.8088086955452356
BBOB_F1,59,convergencia,124.27541941846,21.70099169621543,-0.8253798555034936
BBOB_F1,60,incerteza,131.00097173609248,23.906946299957784,-0.8175055804309648
BBOB_F1,61,convergencia,131.4622779831453,23.20799591467029,-0.8234626976595844
BBOB_F1,62,convergencia,140.61433779659808,23.148351255067983,-0.8353770204532585
BBOB_F1,63,incerteza,133.69158856640234,23.895456250046664,-0.8212643255549454
BBOB_F1,64,convergencia,128.97726419344787,23.95422695741257,-0.8142755848698684
BBOB_F1,65,convergencia,126.26153400295625,22.018210622286418,-0.8256142633133945
BBOB_F1,66,incerteza,131.72277350968363,24.392652770124176,-0.814818257160893
BBOB_F17,1,convergencia,17602920.546204973,3345021.657861973,-0.8099734842816677
BBOB_F17,2,convergencia,16618137.695485855,8989476.196761414,-0.459056341842485
BBOB_F17,3,convergencia,14089657.437619831,10370152.19553805,-0.26398833744180217
BBOB_F17,4,incerteza,14042058.904935502,2602445.460877077,-0.8146678148485497
BBOB_F17,5,convergencia,14981590.77389804,9777955.587880304,-0.3473352906611138
BBOB_F17,6,incerteza,14769009.926379016,4516606.409541135,-0.6941835348438626
BBOB_F17,7,convergencia,18234786.254118133,8216868.424478172,-0.549384988122771
BBOB_F17,8,convergencia,16747234.916551208,13764219.788717037,-0.17811985934980062
BBOB_F17,9,incerteza,16024911.726446144,14578043.555706229,-0.09028868273590099
BBOB_F17,10,convergencia,21878051.353354756,12200560.070752734,-0.44233789958254605
BBOB_F17,11,convergencia,15601833.291957997,15921324.076271616,0.02047777196019018
BBOB_F17,12,convergencia,14071501.827052616,11656844.75199742,-0.17159910183950589
BBOB_F17,13,incerteza,17161526.01464031,8522504.112728564,-0.5033947385880423
BBOB_F17,14,incerteza,18603893.69197958,10637064.470193725,-0.42823450583468314
BBOB_F17,15,convergencia,17258715.558051597,5609770.92054094,-0.6749601149823777
BBOB_F17,16,convergencia,13585771.03177689,7126721.192176369,-0.47542755022831695
BBOB_F17,17,convergencia,13381818.754976979,8489951.446919963,-0.3655607206783927
BBOB_F17,18,convergencia,10242981.772857225,13294596.498642575,0.29792249888326405
BBOB_F17,19,incerteza,10926030.584551182,6754917.06446582,-0.3817592755033188
BBOB_F17,20,convergencia,17297452.972749002,6662701.872551787,-0.6148160146439805
BBOB_F17,21,convergencia,18325630.542333823,10367463.280793779,-0.43426430774951924
BBOB_F17,22,convergencia,18792856.598069094,12283919.50102433,-0.34635166096640874
BBOB_F17,23,convergencia,16212191.623898173,21010598.121960454,0.2959751901148895
BBOB_F17,24,incerteza,17207761.127253205,12073911.50971822,-0.29834500720748186
BBOB_F17,25,convergencia,13140666.601350464,1911476.105568184,-0.8545373561664108
BBOB_F17,26,incerteza,15746896.51255102,5669373.562239409,-0.6399688308283064
BBOB_F17,27,convergencia,13383889.624075472,8375140.580909496,-0.37423717498058556
BBOB_F17,28,convergencia,14387462.984945817,4353939.194123744,-0.6973796423539407
BBOB_F17,29,incerteza,11502292.488086345,1586688.8866945945,-0.8620545523131123
BBOB_F17,30,convergencia,14761076.66238665,876144.5052969535,-0.940644945803344
BBOB_F17,31,convergencia,10920347.503242819,3710309.9956980036,-0.6602388344696706
BBOB_F17,32,incerteza,12157157.902832279,9235497.47457453,-0.24032429714325607
BBOB_F17,33,convergencia,16316842.975028543,14757153.600796318,-0.0955876928287653
BBOB_F17,34,convergencia,17914594.23440963,12546904.498324862,-0.29962664327471766
BBOB_F17,35,incerteza,15809076.768140545,8638230.995252948,-0.45359042011477485
BBOB_F17,36,incerteza,12105220.006834004,724828.1381114401,-0.9401226794967593
BBOB_F17,37,convergencia,10576463.620084595,1007112.862992706,-0.9047779201849464
BBOB_F17,38,incerteza,20503659.01954609,977208.7305528368,-0.952339788248465
BBOB_F17,39,convergencia,12457654.770276919,6212063.574936896,-0.501345663410224
BBOB_F17,40,convergencia,15102434.570509477,7131623.23566957,-0.527783205921283
BBOB_F17,41,incerteza,14823948.507450087,1262705.828511002,-0.9148198721901657
BBOB_F17,42,convergencia,10961836.870529348,6018164.615216266,-0.4509894020229432
BBOB_F17,43,incerteza,14848103.159344034,16184149.426935012,0.08998093919829701
BBOB_F17,44,convergencia,9869673.321760451,651005.3908717395,-0.93403982384742
BBOB_F17,45,convergencia,14571955.783490086,1239046.741532572,-0.9149704569556544
BBOB_F17,46,convergencia,15158290.406565035,9668470.158947147,-0.36216618763553005
BBOB_F17,47,convergencia,9545091.347101782,1627721.21640819,-0.8294703364046461
BBOB_F17,48,incerteza,15706297.657869427,967043.3587126203,-0.938429579027614
BBOB_F17,49,convergencia,12729063.340312142,1131533.5984127684,-0.9111062952425357
BBOB_F17,50,convergencia,12502751.16666023,957416.6512282549,-0.9234235218740259
BBOB_F17,51,convergencia,18490588.18399045,10385372.96317555,-0.43834274714054633
BBOB_F17,52,incerteza,17598275.36298196,8587131.343353815,-0.5120469951608508
BBOB_F17,53,incerteza,15053930.101975625,826305.0959490427,-0.9451103405986586
BBOB_F17,54,convergencia,11127442.204971917,3799823.724491702,-0.6585177748401262
BBOB_F17,55,convergencia,9767384.86230001,3466901.8663832075,-0.6450532138070346
BBOB_F17,56,incerteza,14189287.76794764,8683392.073821373,-0.38803185784727007
BBOB_F17,57,convergencia,13248534.419670189,1008732.1311792134,-0.9238608513797917
BBOB_F17,58,convergencia,13129736.396968078,10935425.543839257,-0.16712527858788784
BBOB_F17,59,convergencia,13319753.481422553,3945460.781310477,-0.7037887535371188
BBOB_F17,60,convergencia,11122186.079628125,2893094.2839694386,-0.7398807875307396
BBOB_F17,61,convergencia,16267365.014567517,4566788.7830468,-0.7192668401454559
BBOB_F17,62,convergencia,16478747.101771897,4560849.2490072455,-0.7232283971081251
BBOB_F17,63,incerteza,10350662.526212383,1145607.137257158,-0.8893204049155324
BBOB_F17,64,convergencia,19927677.102885142,1864980.0992704942,-0.9064125693304976
BBOB_F17,65,convergencia,15873713.209518872,8885367.31581793,-0.4402464503081921
BBOB_F17,66,incerteza,10749211.388257008,1072027.845489298,-0.9002691633117909
BBOB_F22,1,convergencia,477477.0765505992,59797.61782179953,-0.8747633744979113
BBOB_F22,2,convergencia,484142.3511416495,52810.51096017561,-0.8909194561565542
BBOB_F22,3,convergencia,445278.1188742209,45271.94020747324,-0.8983288459762351
BBOB_F22,4,convergencia,466735.332797485,58473.194760439816,-0.8747187310419219
BBOB_F22,5,convergencia,463238.2593043601,36088.257473423306,-0.9220956888845566
BBOB_F22,6,incerteza,427151.6418985165,26430.18097122946,-0.9381245946901715
BBOB_F22,7,convergencia,492020.9167744254,17875.58850295956,-0.9636690476084884
BBOB_F22,8,convergencia,448029.07783991285,9926.505688279856,-0.9778440592826282
BBOB_F22,9,convergencia,564138.0918568061,41986.03929878299,-0.9255748904304796
BBOB_F22,10,convergencia,415735.7086025409,26668.512122967535,-0.9358522456187096
BBOB_F22,11,incerteza,380302.6570767516,21215.882028884764,-0.9442131638207223
BBOB_F22,12,convergencia,483760.6789914952,17835.839531858866,-0.9631308613816204
BBOB_F22,13,convergencia,411668.7116750471,16982.131589500703,-0.9587480634114705
BBOB_F22,14,convergencia,499278.06577384763,12817.662461708205,-0.9743276075189851
BBOB_F22,15,convergencia,449533.71423954226,21678.030997890797,-0.9517766291799434
BBOB_F22,16,convergencia,462727.6093248297,19015.574938816808,-0.9589054671568817
BBOB_F22,17,incerteza,428789.89665220433,8230.200459586209,-0.9808059832476375
BBOB_F22,18,convergencia,416088.99531941814,13737.542708306133,-0.9669841239185857
BBOB_F22,19,incerteza,460361.8975731151,13510.695246838708,-0.9706520124318218
BBOB_F22,20,convergencia,388243.909633605,17568.96005994966,-0.9547476222446608
BBOB_F22,21,convergencia,448679.51287423685,15530.60214071711,-0.9653859788666788
BBOB_F22,22,incerteza,430970.9605269866,10094.51945895825,-0.9765772630095197
BBOB_F22,23,convergencia,421938.9321445958,19234.97964013227,-0.9544128825885624
BBOB_F22,24,convergencia,448621.2692295266,13690.785294847743,-0.9694825318506173
BBOB_F22,25,convergencia,506060.0168620175,19865.010919412955,-0.96074574110282
BBOB_F22,26,incerteza,447691.1456731195,17280.050612554754,-0.9614018486191556
BBOB_F22,27,convergencia,443635.77534575725,15820.413829016381,-0.9643391838345625
BBOB_F22,28,convergencia,366199.59592122666,12470.835028864933,-0.9659452518032065
BBOB_F22,29,incerteza,470428.8475788417,7322.310426023094,-0.984434818434905
BBOB_F22,30,convergencia,408257.4355869879,15995.183130820134,-0.9608208406349723
BBOB_F22,31,incerteza,439534.612553585,13593.491118995584,-0.9690729905432911
BBOB_F22,32,convergencia,436881.53107611014,12607.14126344682,-0.9711428834439547
BBOB_F22,33,convergencia,374437.29592075356,19235.11404997115,-0.9486292784946239
BBOB_F22,34,incerteza,486781.95169458335,9844.921115328772,-0.9797755009587831
BBOB_F22,35,convergencia,397570.3594373374,11011.986958934944,-0.9723017908716343
BBOB_F22,36,incerteza,447268.0717531796,10803.853010209154,-0.9758447926589959
BBOB_F22,37,convergencia,438551.66515002755,9223.150959895418,-0.9789690663772986
BBOB_F22,38,convergencia,484209.5771372367,7324.123015170056,-0.9848740641222505
BBOB_F22,39,incerteza,417916.41718466463,18945.74094897249,-0.9546661959905707
BBOB_F22,40,convergencia,403111.2799068473,11400.274659440905,-0.971719286391402
BBOB_F22,41,convergencia,396148.2059051475,7450.868801947941,-0.9811917138816175
BBOB_F22,42,incerteza,460107.2641949708,13544.887924154802,-0.9705614560381834
BBOB_F22,43,convergencia,366114.6152180552,8225.630865113168,-0.9775326345269936
BBOB_F22,44,convergencia,385629.57463811757,11721.482521027454,-0.9696042956974265
BBOB_F22,45,convergencia,428945.20251523063,14133.231869933512,-0.9670511949147359
BBOB_F22,46,convergencia,441481.6531464212,15583.665041781298,-0.9647014435804587
BBOB_F22,47,incerteza,402581.24044731533,9665.589983042635,-0.9759909578193385
BBOB_F22,48,convergencia,401854.9792076695,10105.129293185677,-0.9748537910041335
BBOB_F22,49,convergencia,430727.9927786357,7557.369055776125,-0.9824544278930576
BBOB_F22,50,convergencia,408567.53408858547,14854.281663412421,-0.9636430200051291
BBOB_F22,51,convergencia,512743.4676181064,9284.427253766087,-0.981892646439952
BBOB_F22,52,convergencia,449869.9688060015,15935.061512417906,-0.9645785168663045
BBOB_F22,53,convergencia,373167.34103690647,8272.839246014515,-0.9778307522222414
BBOB_F22,54,incerteza,354089.92288625153,12770.43028963584,-0.9639344995035676
BBOB_F22,55,convergencia,375200.79636572895,12428.12972183506,-0.9668760571880005
BBOB_F22,56,incerteza,451781.88907221804,7019.55144938939,-0.984462521364447
BBOB_F22,57,convergencia,492362.688547427,6683.138658415401,-0.9864263909230571
BBOB_F22,58,incerteza,473806.1832783892,9703.685627344741,-0.9795197150864465
BBOB_F22,59,convergencia,408359.1094505307,13949.694299101198,-0.9658396397282009
BBOB_F22,60,convergencia,337649.7333391642,8190.351494883678,-0.9757430535665297
BBOB_F22,61,incerteza,481461.785610616,5505.033310604576,-0.9885660015495876
BBOB_F22,62,convergencia,425343.0164353111,13103.811241230385,-0.9691923677246425
BBOB_F22,63,convergencia,382005.5717807511,11269.858383925239,-0.9704981832296586
BBOB_F22,64,incerteza,464428.4364872218,10870.672248238046,-0.976593439604043
BBOB_F22,65,convergencia,485037.616238666,18329.95290648747,-0.9622092136922674
BBOB_F22,66,convergencia,352260.50887625956,7030.625604944461,-0.9800414028033606
BBOB_F37,1,convergencia,1965.3533165960862,1003.249043532565,-0.4895324748681054
BBOB_F37,2,convergencia,1323.9768449074209,434.7115398289397,-0.6716622790639991
BBOB_F37,3,convergencia,1330.0681048849708,581.1519758503674,-0.5630660011198242
BBOB_F37,4,incerteza,1443.9197544891588,657.7322281789315,-0.5444814532566395
BBOB_F37,5,incerteza,1448.6328020868712,552.0584689573677,-0.6189106941648129
BBOB_F37,6,convergencia,1499.0680199246917,568.8286111537451,-0.6205451629991272
BBOB_F37,7,convergencia,1525.0906885348304,704.4807037258056,-0.5380729100099567
BBOB_F37,8,incerteza,1546.6177465894957,539.5601313748888,-0.6511354324203942
BBOB_F37,9,incerteza,1640.2039515730858,482.05766963356257,-0.7060989463101641
BBOB_F37,10,convergencia,1433.9517281857468,446.4159408981213,-0.6886813327649932
BBOB_F37,11,convergencia,1639.6550315350732,636.1115617160792,-0.6120454915931063
BBOB_F37,12,convergencia,1754.9902355371987,597.4442808731623,-0.6595740142734834
BBOB_F37,13,incerteza,1541.1651114302483,313.13343512481885,-0.7968203193788748
BBOB_F37,14,convergencia,1618.0335658277138,262.8113527028946,-0.8375736089452185
BBOB_F37,15,convergencia,1560.6059085851086,739.9137912673187,-0.5258804370809115
BBOB_F37,16,convergencia,1690.2272538240736,1140.796416695647,-0.3250632930485298
BBOB_F37,17,convergencia,1617.7750609945558,419.5419490834834,-0.74066731574811
BBOB_F37,18,convergencia,1604.637468839465,1047.1691224147048,-0.3474107748636473
BBOB_F37,19,incerteza,1628.2216693995006,1461.0461972939688,-0.10267365632542357
BBOB_F37,20,convergencia,1645.1559183213558,391.91418013925386,-0.7617768773313925
BBOB_F37,21,convergencia,1535.27087724716,411.35384157654045,-0.7320643231934911
BBOB_F37,22,convergencia,1541.759796137479,363.1852275534746,-0.7644346230435177
BBOB_F37,23,incerteza,1600.533350081343,330.63697154613453,-0.7934207546944705
BBOB_F37,24,convergencia,1625.3861237444623,382.98564826517963,-0.7643725126784758
BBOB_F37,25,convergencia,1607.5050711680042,407.4117821587836,-0.7465564560472829
BBOB_F37,26,convergencia,1554.9483710583102,278.08800298013176,-0.8211593335469635
BBOB_F37,27,convergencia,1608.7180464194557,338.9260684219046,-0.7893191605724467
BBOB_F37,28,convergencia,1749.327841473674,453.193151287059,-0.7409329797750897
BBOB_F37,29,incerteza,1554.4649086426784,322.9710031295448,-0.7922301099665509
BBOB_F37,30,incerteza,1491.143959046046,244.8563729319841,-0.8357929350505968
BBOB_F37,31,convergencia,1601.211277019789,349.0469966334685,-0.7820106555312782
BBOB_F37,32,convergencia,1562.522007038825,343.58737034023704,-0.7801071800637367
BBOB_F37,33,incerteza,1553.2050514464763,240.6425256243173,-0.8450671240090221
BBOB_F37,34,convergencia,1658.5801698893138,292.4993008422825,-0.8236447618556765
BBOB_F37,35,convergencia,1637.8972511297297,845.6851388775367,-0.4836763183440045
BBOB_F37,36,incerteza,1649.7596501326684,663.287098725757,-0.5979492535943538
BBOB_F37,37,convergencia,1682.4207860130634,862.8759041135926,-0.48712241831105585
BBOB_F37,38,convergencia,1677.6890214803059,279.2810262642205,-0.8335323038486613
BBOB_F37,39,convergencia,1663.0891890385394,1329.9212010961305,-0.20033080013887833
BBOB_F37,40,incerteza,1559.9884617360606,234.39140632086756,-0.8497479871998406
BBOB_F37,41,convergencia,1758.1147089243523,551.0984624804662,-0.6865400990714431
BBOB_F37,42,convergencia,1535.033137236353,241.0154776353406,-0.8429900490166221
BBOB_F37,43,convergencia,1747.2531286822614,347.748010854936,-0.8009744523295261
BBOB_F37,44,convergencia,1583.7712185604385,1079.718527437422,-0.3182610500910434
BBOB_F37,45,convergencia,1699.6990590766668,295.64743397502497,-0.8260589529680445
BBOB_F37,46,incerteza,1611.9304272280983,208.07155395184964,-0.8709177825313138
BBOB_F37,47,convergencia,1609.0746231799296,251.4150018993439,-0.8437518072328518
BBOB_F37,48,convergencia,1642.4478887158982,263.7535301242912,-0.8394143692860176
BBOB_F37,49,convergencia,1585.0980841502812,223.29980227682373,-0.8591255616862805
BBOB_F37,50,convergencia,1651.7584483128937,222.55208673226858,-0.8652635396176823
BBOB_F37,51,incerteza,1769.8329369721187,249.4410056915611,-0.8590595753527381
BBOB_F37,52,convergencia,1629.346432099615,258.98671344951094,-0.841048712325853
BBOB_F37,53,incerteza,1741.3887278535344,319.0106866919078,-0.8168067349987238
BBOB_F37,54,convergencia,1731.776448278138,767.694853224936,-0.5567009506404619
BBOB_F37,55,convergencia,1716.7994634264242,251.12339293902062,-0.8537258437640566
BBOB_F37,56,incerteza,1562.5921870531236,222.53920096835995,-0.8575833139239969
BBOB_F37,57,convergencia,1789.841597745584,236.2122271753812,-0.8680261831701168
BBOB_F37,58,incerteza,1648.868293493803,292.56917183104576,-0.8225636498770208
BBOB_F37,59,convergencia,1702.0974484522233,529.1542739862674,-0.6891163461484265
BBOB_F37,60,incerteza,1703.7763510028328,259.8221336058721,-0.8475022068166739
BBOB_F37,61,convergencia,1712.2891437746648,527.7986482064556,-0.6917584567271464
BBOB_F37,62,convergencia,1706.6533764123578,223.0671788005855,-0.8692955570922631
BBOB_F37,63,convergencia,1657.423189750278,211.98276685597196,-0.8721010010195941
BBOB_F37,64,incerteza,1736.0637432887809,339.59315825808807,-0.8043890038191994
BBOB_F37,65,convergencia,1637.1312178616106,307.099500714511,-0.8124160743109899
BBOB_F37,66,convergencia,1600.7691274180831,215.58931608962325,-0.8653214180627333
BBOB_F49,1,convergencia,914.3480418002235,443.2235077019699,-0.515257333707059
BBOB_F49,2,incerteza,883.5623242226234,297.4117520570496,-0.66339471036328
BBOB_F49,3,convergencia,911.8610848389636,288.71571599653834,-0.6833775223037114
BBOB_F49,4,convergencia,900.5989704727114,486.9972271184148,-0.4592518500628565
BBOB_F49,5,convergencia,786.2763940406138,535.113916838027,-0.31943280900483634
BBOB_F49,6,incerteza,908.5276906756804,477.6151489026119,-0.47429764243354533
BBOB_F49,7,convergencia,1107.9823421458586,412.0939596405486,-0.6280681162820382
BBOB_F49,8,incerteza,928.9282345254136,319.58193331953396,-0.6559670365894225
BBOB_F49,9,convergencia,900.5240761937047,328.19474728533453,-0.6355513906163025
BBOB_F49,10,convergencia,877.8840923147674,295.7460761272268,-0.6631148932800274
BBOB_F49,11,convergencia,877.4895888553978,255.85612383455174,-0.7084226102690382
BBOB_F49,12,incerteza,1013.1239345154173,420.80709140474954,-0.5846440133644422
BBOB_F49,13,convergencia,877.1178819931271,297.038144297569,-0.6613475219287611
BBOB_F49,14,incerteza,810.3099078725049,318.0602663649031,-0.6074831823296093
BBOB_F49,15,convergencia,817.9040834154729,414.1051608401052,-0.4936996045907364
BBOB_F49,16,incerteza,884.0556360558477,242.8158663322065,-0.7253387044558502
BBOB_F49,17,convergencia,833.8368781573628,286.35007921655676,-0.656587413296781
BBOB_F49,18,convergencia,887.5138722973602,264.61096477837106,-0.7018514605372687
BBOB_F49,19,convergencia,816.6533773995095,307.436613624779,-0.6235408777665779
BBOB_F49,20,convergencia,874.1300062219138,279.0100258521225,-0.6808140392548306
BBOB_F49,21,incerteza,841.832742567669,317.29032401814817,-0.623095767158708
BBOB_F49,22,convergencia,838.5767262415643,374.056310874705,-0.5539390741844263
BBOB_F49,23,convergencia,898.8311848665196,326.1621817388557,-0.6371263177887044
BBOB_F49,24,convergencia,880.1124144488515,300.7983191988228,-0.6582273874784618
BBOB_F49,25,convergencia,839.9620224844286,372.8774884003635,-0.556078157798764
BBOB_F49,26,convergencia,859.2976991875776,402.67324169538676,-0.531392622049269
BBOB_F49,27,incerteza,898.9421147923644,340.8145453509054,-0.6208715336141237
BBOB_F49,28,convergencia,975.8379571811894,252.21158995823146,-0.7415435748300147
BBOB_F49,29,convergencia,853.3468408712039,265.36368357059865,-0.6890318556758445
BBOB_F49,30,convergencia,974.2390165633263,252.36986017011458,-0.7409569357421539
BBOB_F49,31,convergencia,880.2828123004756,541.6862074313715,-0.38464525279578854
BBOB_F49,32,convergencia,938.0391035462833,358.63772089426647,-0.6176729525044036
BBOB_F49,33,convergencia,960.9027005468862,310.53372151965016,-0.6768312532133445
BBOB_F49,34,incerteza,836.6854913555985,211.6864655747143,-0.7469939806990801
BBOB_F49,35,incerteza,828.9306743235106,331.4943810292186,-0.6000939628639623
BBOB_F49,36,convergencia,844.9105927818938,307.0955957797313,-0.6365348021397037
BBOB_F49,37,incerteza,840.5168623168353,220.28840012306708,-0.7379131698609175
BBOB_F49,38,convergencia,747.3283875044289,231.47544172487503,-0.6902627471467444
BBOB_F49,39,convergencia,807.2472157617547,255.49201990338207,-0.6835021355108816
BBOB_F49,40,convergencia,917.9350629949896,264.59159715812365,-0.7117534694721996
BBOB_F49,41,convergencia,841.5029335534061,354.03931961323326,-0.5792773792026666
BBOB_F49,42,incerteza,765.4483484741228,297.5426292437306,-0.6112832043639983
BBOB_F49,43,convergencia,852.9799130534562,285.16948931614826,-0.6656785406642082
BBOB_F49,44,incerteza,1115.268089348595,204.4212666536587,-0.816706611974295
BBOB_F49,45,convergencia,753.5130435296226,245.307513622378,-0.6744482186090593
BBOB_F49,46,convergencia,834.6829314761054,258.67375412683845,-0.6900933943031714
BBOB_F49,47,convergencia,850.7598197269544,223.1748264494912,-0.7376758736430246
BBOB_F49,48,convergencia,893.5835950579038,224.84351472916785,-0.7483799882040156
BBOB_F49,49,convergencia,808.8402857704671,205.06909022672073,-0.746465286368148
BBOB_F49,50,convergencia,775.2584575928361,224.43707334330466,-0.7105003226405581
BBOB_F49,51,incerteza,940.04086834087,241.81772059827526,-0.7427582898336402
BBOB_F49,52,convergencia,856.5021304808856,275.03270878171276,-0.6788884709168268
BBOB_F49,53,convergencia,928.6040151459079,274.27992492989586,-0.7046319847251583
BBOB_F49,54,incerteza,777.9957205788118,294.3729280206992,-0.6216265459639133
BBOB_F49,55,convergencia,818.7407102420409,160.4935526312489,-0.8039751161465968
BBOB_F49,56,convergencia,698.2823945055385,334.245290959598,-0.5213322094476107
BBOB_F49,57,convergencia,1092.4838555538545,323.46661706348374,-0.7039163412630053
BBOB_F49,58,convergencia,913.3712622824994,347.435686931151,-0.6196117599945996
BBOB_F49,59,incerteza,833.2238297134893,224.4484229676051,-0.7306264955902864
BBOB_F49,60,convergencia,840.7900041713702,143.5423206630904,-0.8292768468334055
BBOB_F49,61,convergencia,809.0863689637714,212.95194494010192,-0.7367994900064404
BBOB_F49,62,incerteza,1030.2328756444085,285.9262343887547,-0.7224644629886147
BBOB_F49,63,convergencia,838.9184702603935,157.60582486034923,-0.8121321314913598
BBOB_F49,64,convergencia,866.1266186151188,198.95054734401725,-0.7702985417280831
BBOB_F49,65,incerteza,878.0507524992818,163.07131236254304,-0.8142803113619831
BBOB_F49,66,convergencia,649.9711653427181,176.20149477697774,-0.7289087513842712
BBOB_F5,1,convergencia,1853.8971381835881,1109.5615484750458,-0.4014977823623093
BBOB_F5,2,convergencia,1277.8824549331841,330.5891855519926,-0.7412992217900997
BBOB_F5,3,incerteza,1378.9281869692388,295.0090474569088,-0.7860591651945905
BBOB_F5,4,convergencia,1312.4188843594914,220.17607902118482,-0.8322364287461171
BBOB_F5,5,convergencia,1348.695174212678,203.67681383960135,-0.8489823217774165
BBOB_F5,6,convergencia,1322.8278775247945,178.9248092522117,-0.8647406723941997
BBOB_F5,7,incerteza,1442.3964509784098,209.34169510419792,-0.8548653562186757
BBOB_F5,8,convergencia,1277.7714566493273,159.34755753204234,-0.8752925989207052
BBOB_F5,9,convergencia,1410.4117470909312,154.16842350069513,-0.8906926124100443
