label,geracao,M,kflag,n_pares_total,n_pares_ok,n_obj_full,frac_ok,modelo_lider
BBOB_F17,42,2,0,40000.0,4322.0,0,0.10805,RBFN
BBOB_F17,43,2,0,40000.0,4168.0,0,0.1042,RBFN
BBOB_F17,44,2,0,40000.0,5424.0,0,0.1356,RBFN
BBOB_F17,45,2,0,40000.0,5982.0,0,0.14955,RBFN
BBOB_F17,46,2,0,40000.0,5438.0,0,0.13595,RBFN
BBOB_F17,47,2,0,40000.0,6304.0,0,0.1576,RBFN
BBOB_F17,48,2,0,40000.0,5198.0,0,0.12995,RBFN
BBOB_F17,49,2,0,40000.0,4834.0,0,0.12085,RBFN
BBOB_F17,50,2,0,40000.0,3826.0,0,0.09565,RBFN
BBOB_F17,51,2,0,40000.0,4662.0,0,0.11655,RBFN
BBOB_F17,52,2,0,40000.0,4472.0,0,0.1118,RBFN
BBOB_F17,53,2,0,40000.0,4438.0,0,0.11095,RBFN
BBOB_F17,54,2,0,40000.0,3012.0,0,0.0753,RBFN
BBOB_F17,55,2,0,40000.0,4946.0,0,0.12365,RBFN
BBOB_F17,56,2,0,40000.0,5440.0,0,0.136,RBFN
BBOB_F17,57,2,0,40000.0,5746.0,0,0.14365,RBFN
BBOB_F17,58,2,0,40000.0,5382.0,0,0.13455,RBFN
BBOB_F17,59,2,0,40000.0,4732.0,0,0.1183,RBFN
BBOB_F17,60,2,0,40000.0,4950.0,0,0.12375,RBFN
BBOB_F17,61,2,0,40000.0,4608.0,0,0.1152,RBFN
BBOB_F17,62,2,0,40000.0,5472.0,0,0.1368,RBFN
BBOB_F17,63,2,0,40000.0,4774.0,0,0.11935,RBFN
BBOB_F17,64,2,0,40000.0,4060.0,0,0.1015,RBFN
BBOB_F17,65,2,0,40000.0,4996.0,0,0.1249,RBFN
BBOB_F17,66,2,0,40000.0,4640.0,0,0.116,RBFN
BBOB_F17,67,2,0,40000.0,4952.0,0,0.1238,RBFN
BBOB_F17,68,2,0,40000.0,4058.0,0,0.10145,RBFN
BBOB_F17,69,2,0,40000.0,4294.0,0,0.10735,RBFN
BBOB_F17,70,2,0,40000.0,5240.0,0,0.131,RBFN
BBOB_F17,71,2,0,40000.0,4160.0,0,0.104,RBFN
BBOB_F17,72,2,0,40000.0,6034.0,0,0.15085,RBFN
BBOB_F17,73,2,0,40000.0,3786.0,0,0.09465,RBFN
BBOB_F17,74,2,0,40000.0,4840.0,0,0.121,RBFN
BBOB_F17,75,2,0,40000.0,5166.0,0,0.12915,RBFN
BBOB_F17,76,2,0,40000.0,5136.0,0,0.1284,RBFN
BBOB_F17,77,2,0,40000.0,4714.0,0,0.11785,RBFN
BBOB_F17,78,2,0,40000.0,5048.0,0,0.1262,RBFN
BBOB_F17,79,2,0,40000.0,3382.0,0,0.08455,RBFN
BBOB_F17,80,2,0,40000.0,3824.0,0,0.0956,RBFN
BBOB_F17,81,2,0,40000.0,5850.0,0,0.14625,RBFN
BBOB_F17,82,2,0,40000.0,5204.0,0,0.1301,RBFN
BBOB_F17,83,2,0,40000.0,5424.0,0,0.1356,RBFN
BBOB_F17,84,2,0,40000.0,3952.0,0,0.0988,RBFN
BBOB_F17,85,2,0,40000.0,4760.0,0,0.119,RBFN
BBOB_F17,86,2,0,40000.0,5366.0,0,0.13415,RBFN
BBOB_F17,87,2,0,40000.0,4310.0,0,0.10775,RBFN
BBOB_F17,88,2,0,40000.0,4154.0,0,0.10385,RBFN
BBOB_F17,89,2,0,40000.0,4182.0,0,0.10455,RBFN
BBOB_F17,90,2,0,40000.0,4392.0,0,0.1098,RBFN
BBOB_F17,91,2,0,40000.0,5510.0,0,0.13775,RBFN
BBOB_F17,92,2,0,40000.0,5546.0,0,0.13865,RBFN
BBOB_F17,93,2,0,40000.0,4962.0,0,0.12405,RBFN
BBOB_F17,94,2,0,40000.0,4130.0,0,0.10325,RBFN
BBOB_F17,95,2,0,40000.0,6186.0,0,0.15465,RBFN
BBOB_F17,96,2,0,40000.0,4382.0,0,0.10955,RBFN
BBOB_F17,97,2,0,40000.0,3502.0,0,0.08755,RBFN
BBOB_F17,98,2,0,40000.0,4228.0,0,0.1057,RBFN
BBOB_F17,99,2,0,40000.0,5616.0,0,0.1404,RBFN
BBOB_F22,1,2,0,167281.0,151809.0,0,0.9075089221130912,RBFN
BBOB_F22,2,2,0,40000.0,20210.0,0,0.50525,RBFN
BBOB_F22,3,2,0,40000.0,12752.0,0,0.3188,RBFN
BBOB_F22,4,2,0,40000.0,11512.0,0,0.2878,RBFN
BBOB_F22,5,2,0,40000.0,8692.0,0,0.2173,RBFN
BBOB_F22,6,2,0,40000.0,5066.0,0,0.12665,RBFN
BBOB_F22,7,2,0,40000.0,2676.0,0,0.0669,RBFN
BBOB_F22,8,2,0,40000.0,1620.0,0,0.0405,RBFN
BBOB_F22,9,2,0,40000.0,1130.0,0,0.02825,RBFN
BBOB_F22,10,2,0,40000.0,1240.0,0,0.031,RBFN
BBOB_F22,11,2,0,40000.0,1366.0,0,0.03415,RBFN
BBOB_F22,12,2,0,40000.0,1004.0,0,0.0251,RBFN
BBOB_F22,13,2,0,40000.0,884.0,0,0.0221,RBFN
BBOB_F22,14,2,0,40000.0,500.0,0,0.0125,RBFN
BBOB_F22,15,2,0,40000.0,600.0,0,0.015,RBFN
BBOB_F22,16,2,0,40000.0,732.0,0,0.0183,RBFN
BBOB_F22,17,2,0,40000.0,492.0,0,0.0123,RBFN
BBOB_F22,18,2,0,40000.0,426.0,0,0.01065,RBFN
BBOB_F22,19,2,0,40000.0,352.0,0,0.0088,RBFN
BBOB_F22,20,2,0,40000.0,624.0,0,0.0156,RBFN
BBOB_F22,21,2,0,40000.0,462.0,0,0.01155,RBFN
BBOB_F22,22,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,23,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,24,2,0,40000.0,238.0,0,0.00595,RBFN
BBOB_F22,25,2,0,40000.0,212.0,0,0.0053,RBFN
BBOB_F22,26,2,0,40000.0,202.0,0,0.00505,RBFN
BBOB_F22,27,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,28,2,0,40000.0,232.0,0,0.0058,RBFN
BBOB_F22,29,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,30,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,31,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,32,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,33,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,34,2,0,40000.0,202.0,0,0.00505,RBFN
BBOB_F22,35,2,0,40000.0,224.0,0,0.0056,RBFN
BBOB_F22,36,2,0,40000.0,206.0,0,0.00515,RBFN
BBOB_F22,37,2,0,40000.0,212.0,0,0.0053,RBFN
BBOB_F22,38,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,39,2,0,40000.0,278.0,0,0.00695,RBFN
BBOB_F22,40,2,0,40000.0,212.0,0,0.0053,RBFN
BBOB_F22,41,2,0,40000.0,272.0,0,0.0068,RBFN
BBOB_F22,42,2,0,40000.0,256.0,0,0.0064,RBFN
BBOB_F22,43,2,0,40000.0,326.0,0,0.00815,RBFN
BBOB_F22,44,2,0,40000.0,330.0,0,0.00825,RBFN
BBOB_F22,45,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,46,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,47,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,48,2,0,40000.0,248.0,0,0.0062,RBFN
BBOB_F22,49,2,0,40000.0,270.0,0,0.00675,RBFN
BBOB_F22,50,2,0,40000.0,206.0,0,0.00515,RBFN
BBOB_F22,51,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,52,2,0,40000.0,250.0,0,0.00625,RBFN
BBOB_F22,53,2,0,40000.0,230.0,0,0.00575,RBFN
BBOB_F22,54,2,0,40000.0,202.0,0,0.00505,RBFN
BBOB_F22,55,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,56,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,57,2,0,40000.0,336.0,0,0.0084,RBFN
BBOB_F22,58,2,0,40000.0,342.0,0,0.00855,RBFN
BBOB_F22,59,2,0,40000.0,250.0,0,0.00625,RBFN
BBOB_F22,60,2,0,40000.0,258.0,0,0.00645,RBFN
BBOB_F22,61,2,0,40000.0,246.0,0,0.00615,RBFN
BBOB_F22,62,2,0,40000.0,226.0,0,0.00565,RBFN
BBOB_F22,63,2,0,40000.0,256.0,0,0.0064,RBFN
BBOB_F22,64,2,0,40000.0,202.0,0,0.00505,RBFN
BBOB_F22,65,2,0,40000.0,220.0,0,0.0055,RBFN
BBOB_F22,66,2,0,40000.0,270.0,0,0.00675,RBFN
BBOB_F22,67,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,68,2,0,40000.0,256.0,0,0.0064,RBFN
BBOB_F22,69,2,0,40000.0,286.0,0,0.00715,RBFN
BBOB_F22,70,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,71,2,0,40000.0,218.0,0,0.00545,RBFN
BBOB_F22,72,2,0,40000.0,238.0,0,0.00595,RBFN
BBOB_F22,73,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,74,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,75,2,0,40000.0,270.0,0,0.00675,RBFN
BBOB_F22,76,2,0,40000.0,222.0,0,0.00555,RBFN
BBOB_F22,77,2,0,40000.0,294.0,0,0.00735,RBFN
BBOB_F22,78,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,79,2,0,40000.0,248.0,0,0.0062,RBFN
BBOB_F22,80,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,81,2,0,40000.0,388.0,0,0.0097,RBFN
BBOB_F22,82,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,83,2,0,40000.0,316.0,0,0.0079,RBFN
BBOB_F22,84,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,85,2,0,40000.0,282.0,0,0.00705,RBFN
BBOB_F22,86,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,87,2,0,40000.0,258.0,0,0.00645,RBFN
BBOB_F22,88,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,89,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F22,90,2,0,40000.0,226.0,0,0.00565,RBFN
BBOB_F22,91,2,0,40000.0,236.0,0,0.0059,RBFN
BBOB_F22,92,2,0,40000.0,304.0,0,0.0076,RBFN
BBOB_F22,93,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,94,2,0,40000.0,202.0,0,0.00505,RBFN
BBOB_F22,95,2,0,40000.0,224.0,0,0.0056,RBFN
BBOB_F22,96,2,0,40000.0,218.0,0,0.00545,RBFN
BBOB_F22,97,2,0,40000.0,240.0,0,0.006,RBFN
BBOB_F22,98,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F22,99,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F37,1,2,0,167281.0,143851.0,0,0.8599362748907526,RBFN
BBOB_F37,2,2,0,40000.0,20258.0,0,0.50645,RBFN
BBOB_F37,3,2,0,40000.0,12894.0,0,0.32235,RBFN
BBOB_F37,4,2,0,40000.0,9706.0,0,0.24265,RBFN
BBOB_F37,5,2,0,40000.0,9216.0,0,0.2304,RBFN
BBOB_F37,6,2,0,40000.0,8354.0,0,0.20885,RBFN
BBOB_F37,7,2,0,40000.0,7586.0,0,0.18965,RBFN
BBOB_F37,8,2,0,40000.0,5782.0,0,0.14455,RBFN
BBOB_F37,9,2,0,40000.0,4936.0,0,0.1234,RBFN
BBOB_F37,10,2,0,40000.0,3488.0,0,0.0872,RBFN
BBOB_F37,11,2,0,40000.0,3846.0,0,0.09615,RBFN
BBOB_F37,12,2,0,40000.0,3270.0,0,0.08175,RBFN
BBOB_F37,13,2,0,40000.0,3666.0,0,0.09165,RBFN
BBOB_F37,14,2,0,40000.0,2042.0,0,0.05105,RBFN
BBOB_F37,15,2,0,40000.0,414.0,0,0.01035,RBFN
BBOB_F37,16,2,0,40000.0,988.0,0,0.0247,RBFN
BBOB_F37,17,2,0,40000.0,888.0,0,0.0222,RBFN
BBOB_F37,18,2,0,40000.0,328.0,0,0.0082,RBFN
BBOB_F37,19,2,0,40000.0,684.0,0,0.0171,RBFN
BBOB_F37,20,2,0,40000.0,240.0,0,0.006,RBFN
BBOB_F37,21,2,0,40000.0,260.0,0,0.0065,RBFN
BBOB_F37,22,2,0,40000.0,336.0,0,0.0084,RBFN
BBOB_F37,23,2,0,40000.0,262.0,0,0.00655,RBFN
BBOB_F37,24,2,0,40000.0,522.0,0,0.01305,RBFN
BBOB_F37,25,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F37,26,2,0,40000.0,232.0,0,0.0058,RBFN
BBOB_F37,27,2,0,40000.0,322.0,0,0.00805,RBFN
BBOB_F37,28,2,0,40000.0,320.0,0,0.008,RBFN
BBOB_F37,29,2,0,40000.0,416.0,0,0.0104,RBFN
BBOB_F37,30,2,0,40000.0,382.0,0,0.00955,RBFN
BBOB_F37,31,2,0,40000.0,454.0,0,0.01135,RBFN
BBOB_F37,32,2,0,40000.0,224.0,0,0.0056,RBFN
BBOB_F37,33,2,0,40000.0,264.0,0,0.0066,RBFN
BBOB_F37,34,2,0,40000.0,264.0,0,0.0066,RBFN
BBOB_F37,35,2,0,40000.0,312.0,0,0.0078,RBFN
BBOB_F37,36,2,0,40000.0,244.0,0,0.0061,RBFN
BBOB_F37,37,2,0,40000.0,224.0,0,0.0056,RBFN
BBOB_F37,38,2,0,40000.0,220.0,0,0.0055,RBFN
BBOB_F37,39,2,0,40000.0,214.0,0,0.00535,RBFN
BBOB_F37,40,2,0,40000.0,292.0,0,0.0073,RBFN
BBOB_F37,41,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F37,42,2,0,40000.0,206.0,0,0.00515,RBFN
BBOB_F37,43,2,0,40000.0,242.0,0,0.00605,RBFN
BBOB_F37,44,2,0,40000.0,242.0,0,0.00605,RBFN
BBOB_F37,45,2,0,40000.0,204.0,0,0.0051,RBFN
BBOB_F37,46,2,0,40000.0,206.0,0,0.00515,RBFN
BBOB_F37,47,2,0,40000.0,262.0,0,0.00655,RBFN
BBOB_F37,48,2,0,40000.0,748.0,0,0.0187,RBFN
BBOB_F37,49,2,0,40000.0,350.0,0,0.00875,RBFN
BBOB_F37,50,2,0,40000.0,200.0,0,0.005,RBFN
BBOB_F37,51,2,0,40000.0,214.0,0,0.00535,RBFN
BBOB_F37,52,2,0,40000.0,270.0,0,0.00675,RBFN
BBOB_F37,53,2,0,40000.0,218.0,0,0.00545,RBFN
BBOB_F37,54,2,0,40000.0,474.0,0,0.01185,RBFN
BBOB_F37,55,2,0,40000.0,798.0,0,0.01995,RBFN
BBOB_F37,56,2,0,40000.0,762.0,0,0.01905,RBFN
BBOB_F37,57,2,0,40000.0,546.0,0,0.01365,RBFN
BBOB_F37,58,2,0,40000.0,338.0,0,0.00845,RBFN
BBOB_F37,59,2,0,40000.0,544.0,0,0.0136,RBFN
BBOB_F37,60,2,0,40000.0,958.0,0,0.02395,RBFN
BBOB_F37,61,2,0,40000.0,824.0,0,0.0206,RBFN
BBOB_F37,62,2,0,40000.0,662.0,0,0.01655,RBFN
BBOB_F37,63,2,0,40000.0,656.0,0,0.0164,RBFN
BBOB_F37,64,2,0,40000.0,930.0,0,0.02325,RBFN
BBOB_F37,65,2,0,40000.0,968.0,0,0.0242,RBFN
BBOB_F37,66,2,0,40000.0,574.0,0,0.01435,RBFN
BBOB_F37,67,2,0,40000.0,1212.0,0,0.0303,RBFN
BBOB_F37,68,2,0,40000.0,400.0,0,0.01,RBFN
BBOB_F37,69,2,0,40000.0,594.0,0,0.01485,RBFN
BBOB_F37,70,2,0,40000.0,322.0,0,0.00805,RBFN
BBOB_F37,71,2,0,40000.0,844.0,0,0.0211,RBFN
BBOB_F37,72,2,0,40000.0,1386.0,0,0.03465,RBFN
BBOB_F37,73,2,0,40000.0,616.0,0,0.0154,RBFN
BBOB_F37,74,2,0,40000.0,772.0,0,0.0193,RBFN
BBOB_F37,75,2,0,40000.0,554.0,0,0.01385,RBFN
BBOB_F37,76,2,0,40000.0,872.0,0,0.0218,RBFN
BBOB_F37,77,2,0,40000.0,718.0,0,0.01795,RBFN
BBOB_F37,78,2,0,40000.0,490.0,0,0.01225,RBFN
BBOB_F37,79,2,0,40000.0,506.0,0,0.01265,RBFN
BBOB_F37,80,2,0,40000.0,290.0,0,0.00725,RBFN
BBOB_F37,81,2,0,40000.0,400.0,0,0.01,RBFN
BBOB_F37,82,2,0,40000.0,972.0,0,0.0243,RBFN
BBOB_F37,83,2,0,40000.0,704.0,0,0.0176,RBFN
BBOB_F37,84,2,0,40000.0,748.0,0,0.0187,RBFN
BBOB_F37,85,2,0,40000.0,436.0,0,0.0109,RBFN
BBOB_F37,86,2,0,40000.0,234.0,0,0.00585,RBFN
BBOB_F37,87,2,0,40000.0,436.0,0,0.0109,RBFN
BBOB_F37,88,2,0,40000.0,248.0,0,0.0062,RBFN
BBOB_F37,89,2,0,40000.0,280.0,0,0.007,RBFN
BBOB_F37,90,2,0,40000.0,306.0,0,0.00765,RBFN
BBOB_F37,91,2,0,40000.0,626.0,0,0.01565,RBFN
BBOB_F37,92,2,0,40000.0,384.0,0,0.0096,RBFN
BBOB_F37,93,2,0,40000.0,316.0,0,0.0079,RBFN
BBOB_F37,94,2,0,40000.0,840.0,0,0.021,RBFN
BBOB_F37,95,2,0,40000.0,458.0,0,0.01145,RBFN
BBOB_F37,96,2,0,40000.0,572.0,0,0.0143,RBFN
