label,geracao,M,kflag,n_pares_total,n_pares_ok,n_obj_full,frac_ok,modelo_lider
BBOB_F1,1,2,0,167281.0,145717.0,0,0.8710911579916428,RBFN
BBOB_F1,2,2,0,40000.0,20154.0,0,0.50385,RBFN
BBOB_F1,3,2,0,40000.0,14090.0,0,0.35225,RBFN
BBOB_F1,4,2,0,40000.0,9248.0,0,0.2312,RBFN
BBOB_F1,5,2,0,40000.0,8284.0,0,0.2071,RBFN
BBOB_F1,6,2,0,40000.0,6510.0,0,0.16275,RBFN
BBOB_F1,7,2,0,40000.0,4374.0,0,0.10935,RBFN
BBOB_F1,8,2,0,40000.0,5394.0,0,0.13485,RBFN
BBOB_F1,9,2,0,40000.0,6736.0,0,0.1684,RBFN
BBOB_F1,10,2,0,40000.0,5956.0,0,0.1489,RBFN
BBOB_F1,11,2,0,40000.0,4976.0,0,0.1244,RBFN
BBOB_F1,12,2,0,40000.0,4262.0,0,0.10655,RBFN
BBOB_F1,13,2,0,40000.0,4506.0,0,0.11265,RBFN
BBOB_F1,14,2,0,40000.0,3188.0,0,0.0797,RBFN
BBOB_F1,15,2,0,40000.0,2944.0,0,0.0736,RBFN
BBOB_F1,16,2,0,40000.0,2880.0,0,0.072,RBFN
BBOB_F1,17,2,0,40000.0,1678.0,0,0.04195,RBFN
BBOB_F1,18,2,0,40000.0,1354.0,0,0.03385,RBFN
BBOB_F1,19,2,0,40000.0,1348.0,0,0.0337,RBFN
BBOB_F1,20,2,0,40000.0,1412.0,0,0.0353,RBFN
BBOB_F1,21,2,0,40000.0,1104.0,0,0.0276,RBFN
BBOB_F1,22,2,0,40000.0,1072.0,0,0.0268,RBFN
BBOB_F1,23,2,0,40000.0,1040.0,0,0.026,RBFN
BBOB_F1,24,2,0,40000.0,1334.0,0,0.03335,RBFN
BBOB_F1,25,2,0,40000.0,1430.0,0,0.03575,RBFN
BBOB_F1,26,2,0,40000.0,1428.0,0,0.0357,RBFN
BBOB_F1,27,2,0,40000.0,1132.0,0,0.0283,RBFN
BBOB_F1,28,2,0,40000.0,782.0,0,0.01955,RBFN
BBOB_F1,29,2,0,40000.0,586.0,0,0.01465,RBFN
BBOB_F1,30,2,0,40000.0,848.0,0,0.0212,RBFN
BBOB_F1,31,2,0,40000.0,514.0,0,0.01285,RBFN
BBOB_F1,32,2,0,40000.0,486.0,0,0.01215,RBFN
BBOB_F1,33,2,0,40000.0,534.0,0,0.01335,RBFN
BBOB_F1,34,2,0,40000.0,852.0,0,0.0213,RBFN
BBOB_F1,35,2,0,40000.0,274.0,0,0.00685,RBFN
BBOB_F1,36,2,0,40000.0,466.0,0,0.01165,RBFN
BBOB_F1,37,2,0,40000.0,470.0,0,0.01175,RBFN
BBOB_F1,38,2,0,40000.0,312.0,0,0.0078,RBFN
BBOB_F1,39,2,0,40000.0,314.0,0,0.00785,RBFN
BBOB_F1,40,2,0,40000.0,462.0,0,0.01155,RBFN
BBOB_F1,41,2,0,40000.0,524.0,0,0.0131,RBFN
BBOB_F1,42,2,0,40000.0,300.0,0,0.0075,RBFN
BBOB_F1,43,2,0,40000.0,360.0,0,0.009,RBFN
BBOB_F1,44,2,0,40000.0,276.0,0,0.0069,RBFN
BBOB_F1,45,2,0,40000.0,392.0,0,0.0098,RBFN
BBOB_F1,46,2,0,40000.0,270.0,0,0.00675,RBFN
BBOB_F1,47,2,0,40000.0,274.0,0,0.00685,RBFN
BBOB_F1,48,2,0,40000.0,522.0,0,0.01305,RBFN
BBOB_F1,49,2,0,40000.0,350.0,0,0.00875,RBFN
BBOB_F1,50,2,0,40000.0,264.0,0,0.0066,RBFN
BBOB_F1,51,2,0,40000.0,326.0,0,0.00815,RBFN
BBOB_F1,52,2,0,40000.0,318.0,0,0.00795,RBFN
BBOB_F1,53,2,0,40000.0,282.0,0,0.00705,RBFN
BBOB_F1,54,2,0,40000.0,476.0,0,0.0119,RBFN
BBOB_F1,55,2,0,40000.0,332.0,0,0.0083,RBFN
BBOB_F1,56,2,0,40000.0,288.0,0,0.0072,RBFN
BBOB_F1,57,2,0,40000.0,290.0,0,0.00725,RBFN
BBOB_F1,58,2,0,40000.0,250.0,0,0.00625,RBFN
BBOB_F1,59,2,0,40000.0,266.0,0,0.00665,RBFN
BBOB_F1,60,2,0,40000.0,292.0,0,0.0073,RBFN
BBOB_F1,61,2,0,40000.0,448.0,0,0.0112,RBFN
BBOB_F1,62,2,0,40000.0,234.0,0,0.00585,RBFN
BBOB_F1,63,2,0,40000.0,524.0,0,0.0131,RBFN
BBOB_F1,64,2,0,40000.0,248.0,0,0.0062,RBFN
BBOB_F1,65,2,0,40000.0,240.0,0,0.006,RBFN
BBOB_F1,66,2,0,40000.0,232.0,0,0.0058,RBFN
BBOB_F1,67,2,0,40000.0,370.0,0,0.00925,RBFN
BBOB_F1,68,2,0,40000.0,364.0,0,0.0091,RBFN
BBOB_F1,69,2,0,40000.0,254.0,0,0.00635,RBFN
BBOB_F1,70,2,0,40000.0,258.0,0,0.00645,RBFN
BBOB_F1,71,2,0,40000.0,276.0,0,0.0069,RBFN
BBOB_F1,72,2,0,40000.0,440.0,0,0.011,RBFN
BBOB_F1,73,2,0,40000.0,404.0,0,0.0101,RBFN
BBOB_F1,74,2,0,40000.0,372.0,0,0.0093,RBFN
BBOB_F1,75,2,0,40000.0,592.0,0,0.0148,RBFN
BBOB_F1,76,2,0,40000.0,748.0,0,0.0187,RBFN
BBOB_F1,77,2,0,40000.0,468.0,0,0.0117,RBFN
BBOB_F1,78,2,0,40000.0,302.0,0,0.00755,RBFN
BBOB_F1,79,2,0,40000.0,290.0,0,0.00725,RBFN
BBOB_F1,80,2,0,40000.0,290.0,0,0.00725,RBFN
BBOB_F1,81,2,0,40000.0,346.0,0,0.00865,RBFN
BBOB_F1,82,2,0,40000.0,550.0,0,0.01375,RBFN
BBOB_F1,83,2,0,40000.0,432.0,0,0.0108,RBFN
BBOB_F1,84,2,0,40000.0,304.0,0,0.0076,RBFN
BBOB_F1,85,2,0,40000.0,398.0,0,0.00995,RBFN
BBOB_F1,86,2,0,40000.0,374.0,0,0.00935,RBFN
BBOB_F1,87,2,0,40000.0,512.0,0,0.0128,RBFN
BBOB_F1,88,2,0,40000.0,380.0,0,0.0095,RBFN
BBOB_F1,89,2,0,40000.0,502.0,0,0.01255,RBFN
BBOB_F1,90,2,0,40000.0,500.0,0,0.0125,RBFN
BBOB_F1,91,2,0,40000.0,454.0,0,0.01135,RBFN
BBOB_F1,92,2,0,40000.0,306.0,0,0.00765,RBFN
BBOB_F1,93,2,0,40000.0,304.0,0,0.0076,RBFN
BBOB_F1,94,2,0,40000.0,474.0,0,0.01185,RBFN
BBOB_F1,95,2,0,40000.0,332.0,0,0.0083,RBFN
BBOB_F1,96,2,0,40000.0,406.0,0,0.01015,RBFN
BBOB_F1,97,2,0,40000.0,346.0,0,0.00865,RBFN
BBOB_F1,98,2,0,40000.0,302.0,0,0.00755,RBFN
BBOB_F1,99,2,0,40000.0,378.0,0,0.00945,RBFN
BBOB_F17,1,2,0,167281.0,149909.0,0,0.8961507881947143,RBFN
BBOB_F17,2,2,0,40000.0,18370.0,0,0.45925,RBFN
BBOB_F17,3,2,0,40000.0,11606.0,0,0.29015,RBFN
BBOB_F17,4,2,0,40000.0,12066.0,0,0.30165,RBFN
BBOB_F17,5,2,0,40000.0,15102.0,0,0.37755,RBFN
BBOB_F17,6,2,0,40000.0,15870.0,0,0.39675,RBFN
BBOB_F17,7,2,0,40000.0,17614.0,0,0.44035,RBFN
BBOB_F17,8,2,0,40000.0,18018.0,0,0.45045,RBFN
BBOB_F17,9,2,0,40000.0,16900.0,0,0.4225,RBFN
BBOB_F17,10,2,0,40000.0,14976.0,0,0.3744,RBFN
BBOB_F17,11,2,0,40000.0,10674.0,0,0.26685,RBFN
BBOB_F17,12,2,0,40000.0,6680.0,0,0.167,RBFN
BBOB_F17,13,2,0,40000.0,2890.0,0,0.07225,RBFN
BBOB_F17,14,2,0,40000.0,4108.0,0,0.1027,RBFN
BBOB_F17,15,2,0,40000.0,4990.0,0,0.12475,RBFN
BBOB_F17,16,2,0,40000.0,3690.0,0,0.09225,RBFN
BBOB_F17,17,2,0,40000.0,3220.0,0,0.0805,RBFN
BBOB_F17,18,2,0,40000.0,4310.0,0,0.10775,RBFN
BBOB_F17,19,2,0,40000.0,4034.0,0,0.10085,RBFN
BBOB_F17,20,2,0,40000.0,4034.0,0,0.10085,RBFN
BBOB_F17,21,2,0,40000.0,4364.0,0,0.1091,RBFN
BBOB_F17,22,2,0,40000.0,4244.0,0,0.1061,RBFN
BBOB_F17,23,2,0,40000.0,6214.0,0,0.15535,RBFN
BBOB_F17,24,2,0,40000.0,3828.0,0,0.0957,RBFN
BBOB_F17,25,2,0,40000.0,4144.0,0,0.1036,RBFN
BBOB_F17,26,2,0,40000.0,4682.0,0,0.11705,RBFN
BBOB_F17,27,2,0,40000.0,4744.0,0,0.1186,RBFN
BBOB_F17,28,2,0,40000.0,5954.0,0,0.14885,RBFN
BBOB_F17,29,2,0,40000.0,5270.0,0,0.13175,RBFN
BBOB_F17,30,2,0,40000.0,6712.0,0,0.1678,RBFN
BBOB_F17,31,2,0,40000.0,4228.0,0,0.1057,RBFN
BBOB_F17,32,2,0,40000.0,6948.0,0,0.1737,RBFN
BBOB_F17,33,2,0,40000.0,5790.0,0,0.14475,RBFN
BBOB_F17,34,2,0,40000.0,5196.0,0,0.1299,RBFN
BBOB_F17,35,2,0,40000.0,5686.0,0,0.14215,RBFN
BBOB_F17,36,2,0,40000.0,5458.0,0,0.13645,RBFN
BBOB_F17,37,2,0,40000.0,3866.0,0,0.09665,RBFN
BBOB_F17,38,2,0,40000.0,5166.0,0,0.12915,RBFN
BBOB_F17,39,2,0,40000.0,6264.0,0,0.1566,RBFN
BBOB_F17,40,2,0,40000.0,4580.0,0,0.1145,RBFN
BBOB_F17,41,2,0,40000.0,5292.0,0,0.1323,RBFN
