label,problema,n_orfas,D,M,n_dataset,n_gen_ev,tier,dist,I1_n_real,I1_fase_init_pct,I1_fe_final_eq_maxfe_eq_nds,I1_dup_x,I1_ds_artefato,I1_dX,I1_dF,I1_t_aval_real_s,I2_opt_linhas,I2_opt_esperado,I2_ger_densa,I2_orcamento_surrogate,I2_regimes,I2_sonda_linhas,I3_tim_linhas,I3_tim_ger0,I3_fit_series_len,I3_fe_treino_uniq,I3_fe_treino_ok,I4_njulg_g1,I4_g1_eq_nds_mais_100,I4_g2p_todos_200,I4_nsel_100,I5_npares_eq_n2,I6_identidade_ok,I6_total_ger,I7_kflag_trocas,I7_kflag_lider,I7_kflag_1,I6_estrito_kriging,I8_center_num,I8_center_esperado,I8_center_stock_11D,I8_ok,I8_spread,I9_theta_min,I9_theta_max,I9_dentro_bounds,I9_theta_congelado_10,I9_warn_setup,I10_K_linhas,I10_R_linhas,I10_sigmaK_null_pct,I10_sigmaR_null_pct,I10_sigmaK_neg,I10_n_mse_neg,I11_n_final,I11_mtime,I11_nd_recomputo_ok,I11_nd,I11_fantasia,I11_ger_uniq,I11_linha_densa,I11_rsid_null,I11_link_dX_max,I11_link_bit,I11_modelo_primeiro,I11_n_final_man,I12_censo,I12_n_recs,I12_termino,I12_status_man,I12_guards,I12_params,I12_sigma_dict,I12_schema_version,I12_campanha_id,I12_repo_hash,I12_sonda_desligada_presente,E7_margem_3sigma_stats,E7_margem_3sigma_plano,E14_gen_com_tempo_busca,E14_gen_com_tempo_fit,E14_busca_ev,E14_busca_campos,E14_busca_tem_tempo_geracao_s
WFG9,WFG9,1,22,2,681,99,small,lhs,681,1.0,True,0,True,1.9072075332360328e-06,2.3810529548029535e-07,0.002885999999999968,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[680],True,781,True,True,True,99,99,99,0,RBFN,0,0,27,27,16,True,241.42247991166371,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:24,True,19,0.19,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
ZDT1,ZDT1,0,30,2,929,99,small,lhs,929,1.0,True,0,True,2.980037727695617e-08,2.376354313327056e-07,0.0032289999999999697,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[928],True,1029,True,True,True,99,99,99,0,Kriging,99,0,31,31,19,True,6.846572812083778,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:17,True,95,0.95,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
ZDT3,ZDT3,0,30,2,929,99,small,lhs,929,1.0,True,0,True,2.979953372950206e-08,2.3800583726085733e-07,0.002932000000000004,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[928],True,1029,True,True,True,99,99,99,0,Kriging,99,0,31,31,19,True,6.891818693321116,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:17,True,26,0.26,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
ZDT4,ZDT4,0,10,2,309,99,small,lhs,309,1.0,True,0,True,2.3757670319923818e-07,9.745333500177367e-06,0.0021280000000000006,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[308],True,409,True,True,True,99,99,99,0,Kriging,99,0,18,18,11,True,58.77018153625232,0.2670840254844483,1000.0,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:18,True,7,0.07,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
ZDT6,ZDT6,0,10,2,309,99,small,lhs,309,1.0,True,0,True,2.977401436510263e-08,4.748938096099664e-07,0.00198299999999999,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[308],True,409,True,True,True,99,99,99,0,RBFN,0,0,18,18,11,True,5.948427770579107,0.058527620190495094,5.000000000000031,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:18,True,5,0.05,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-lhs_DTLZ2,DTLZ2,0,12,3,2000,99,medium,lhs,2000,1.0,True,0,True,2.9798237433098507e-08,1.1888313089514213e-07,0.0029040000000000285,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,RBFN,0,0,45,45,12,True,6.5176320636488585,0.0018114473285278,1.523767067755575,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:34,True,70,0.7,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-lhs_MMF16_20,MMF16_20,0,20,3,2000,99,medium,lhs,2000,1.0,True,0,True,2.980105584526882e-08,1.1918143139055815e-07,0.002429999999999986,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,RBFN,0,0,45,45,15,True,6.8153614866239245,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:33,True,100,1.0,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-lhs_WFG9,WFG9,0,22,2,2000,99,medium,lhs,2000,1.0,True,0,True,1.906856184064054e-06,2.3840927543261614e-07,0.0030329999999999997,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,RBFN,0,0,45,45,16,True,254.81721135653655,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:34,True,11,0.11,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-lhs_ZDT1,ZDT1,0,30,2,2000,99,medium,lhs,2000,1.0,True,0,True,2.980167124189137e-08,2.3787962710741795e-07,0.0027800000000000403,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,Kriging,99,0,45,45,19,True,6.826206642180306,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:35,True,92,0.92,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-lhs_ZDT4,ZDT4,0,10,2,2000,99,medium,lhs,2000,1.0,True,0,True,2.383002675188095e-07,7.594360823759416e-06,0.004991708333333349,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,Kriging,99,0,45,45,11,True,66.14731403624701,0.06960146235471344,16.817928305074293,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-29 13:29:14,True,5,0.05,[99],True,True,0.0,True,Kriging-DACE,200,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-mvns_DTLZ2,DTLZ2,0,12,3,2000,99,medium,mvns,2000,1.0,True,0,True,2.9798697731564516e-08,1.1916023190394753e-07,0.0027320000000000317,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,RBFN,0,0,45,45,12,True,6.162108229319053,0.001723945642493945,7.429971445684767,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:36,True,22,0.22,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-mvns_MMF16_20,MMF16_20,0,20,3,2000,99,medium,mvns,2000,1.0,True,0,True,2.9799464229540717e-08,1.1915035891263415e-07,0.0026290000000000133,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,RBFN,0,0,45,45,15,True,6.341070299237996,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:35,True,99,0.99,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-mvns_WFG9,WFG9,0,22,2,2000,99,medium,mvns,2000,1.0,True,0,True,1.9072702386324636e-06,2.3797562231919756e-07,0.0028190000000000424,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,RBFN,0,0,45,45,16,True,236.16767489479147,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:37,True,19,0.19,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-mvns_ZDT1,ZDT1,0,30,2,2000,99,medium,mvns,2000,1.0,True,0,True,2.9801809353635633e-08,2.366272298104377e-07,0.0026620000000000224,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,Kriging,99,0,45,45,19,True,9.710433354772816,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:38,True,94,0.94,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_medium-mvns_ZDT4,ZDT4,0,10,2,2000,99,medium,mvns,2000,1.0,True,0,True,2.3840217888704274e-07,7.626677444250163e-06,0.0023269999999999693,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[1999],True,2100,True,True,True,99,99,99,0,Kriging,99,0,45,45,11,True,59.38911861355889,0.10428436360703348,10.204225362734825,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:36,True,4,0.04,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-lhs_DTLZ2,DTLZ2,0,12,3,371,99,small,lhs,371,1.0,True,0,True,2.9790983235855606e-08,1.1915787334615402e-07,0.0017589999999999821,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[370],True,471,True,True,True,99,99,99,0,RBFN,0,0,20,20,12,True,6.271725949897901,0.001,14.229930063768872,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:29,True,81,0.81,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-lhs_MMF16_20,MMF16_20,0,20,3,619,99,small,lhs,619,1.0,True,0,True,2.979175250938937e-08,1.1919028608531335e-07,0.00153799999999996,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[618],True,719,True,True,True,99,99,99,0,RBFN,0,0,25,25,15,True,6.71382006092009,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:28,True,100,1.0,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-lhs_WFG9,WFG9,0,22,2,681,99,small,lhs,681,1.0,True,0,True,1.9072075332360328e-06,2.3810529548029535e-07,0.0015239999999999598,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[680],True,781,True,True,True,99,99,99,0,RBFN,0,0,27,27,16,True,241.42247991166371,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:30,True,19,0.19,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-lhs_ZDT1,ZDT1,0,30,2,929,99,small,lhs,929,1.0,True,0,True,2.980037727695617e-08,2.376354313327056e-07,0.0018079999999999414,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[928],True,1029,True,True,True,99,99,99,0,Kriging,99,0,31,31,19,True,6.846572812083778,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:30,True,95,0.95,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-lhs_ZDT4,ZDT4,0,10,2,309,99,small,lhs,309,1.0,True,0,True,2.3757670319923818e-07,9.745333500177367e-06,0.0012799999999999817,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[308],True,409,True,True,True,99,99,99,0,Kriging,99,0,18,18,11,True,58.77018153625232,0.2670840254844483,1000.0,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:29,True,7,0.07,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-mvns_DTLZ2,DTLZ2,0,12,3,371,99,small,mvns,371,1.0,True,0,True,2.9776452747931614e-08,1.1890154105742567e-07,0.001356999999999978,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[370],True,471,True,True,True,99,99,99,0,RBFN,0,0,20,20,12,True,7.981868749810986,0.001,826.7060950956685,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:32,True,52,0.52,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-mvns_MMF16_20,MMF16_20,0,20,3,619,99,small,mvns,619,1.0,True,0,True,2.9799314349432393e-08,1.1912640118794116e-07,0.0014999999999999625,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[618],True,719,True,True,True,99,99,99,0,RBFN,0,0,25,25,15,True,6.950168466266615,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:31,True,51,0.51,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-mvns_WFG9,WFG9,0,22,2,681,99,small,mvns,681,1.0,True,0,True,1.9025075346235099e-06,2.3532352333432982e-07,0.0014609999999999604,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[680],True,781,True,True,True,99,99,99,0,RBFN,0,0,27,27,16,True,232.26767568526728,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:32,True,13,0.13,[99],True,False,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-mvns_ZDT1,ZDT1,0,30,2,929,99,small,mvns,929,1.0,True,0,True,2.9799417378129078e-08,2.337807032404271e-07,0.0017479999999999406,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[928],True,1029,True,True,True,99,99,99,0,Kriging,99,0,31,31,19,True,6.579338414055897,10.0,10.0,True,True,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:33,True,96,0.96,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
swap_small-mvns_ZDT4,ZDT4,0,10,2,309,99,small,mvns,309,1.0,True,0,True,2.3778434954380145e-07,7.625199742733457e-06,0.0012219999999999811,19800,19800,True,9900,"[""offline"", ""sonda""]",40000,1,True,1,[308],True,409,True,True,True,99,99,99,0,Kriging,99,0,18,18,11,True,60.03402520668934,0.013810679320049759,10.0,True,False,,9900,9900,0.0,100.0,0,0,100,2026-07-28 21:57:31,True,1,0.01,[99],True,True,0.0,True,Kriging-DACE,100,"{""decision"": 1, ""e103_busca"": 1, ""e103_gen"": 99, ""e103_setup"": 1, ""f_best_dataset"": 1, ""footer"": 1, ""header"": 1, ""sonda"": 2}",107,normal,ok,0,True,True,1,,,False,99,0,0,0,1,"[""rec"", ""tempo_busca_s"", ""tempo_fit_s"", ""tempo_pred_sonda_s"", ""ts""]",False
