problema,geracao,estado,fd_gated,fd_rand,nd_gated,nd_rand,nviz
BBOB_F1,124,1,0.75,0.5972437285864801,False,0.2653061224489796,49
BBOB_F1,124,1,0.5708154506437768,0.5972437285864801,False,0.2653061224489796,49
BBOB_F1,124,1,0.6111111111111112,0.5972437285864801,False,0.2653061224489796,49
BBOB_F1,124,1,0.6297872340425532,0.5972437285864801,False,0.2653061224489796,49
BBOB_F1,124,1,0.826271186440678,0.5972437285864801,False,0.2653061224489796,49
BBOB_F1,124,1,0.4388185654008439,0.5972437285864801,False,0.2653061224489796,49
BBOB_F1,128,1,0.6348547717842323,0.6059708637726752,False,0.2653061224489796,49
BBOB_F1,128,1,0.3677685950413223,0.6059708637726752,True,0.2653061224489796,49
BBOB_F1,128,1,0.6502057613168725,0.6059708637726752,True,0.2653061224489796,49
BBOB_F1,128,1,0.639344262295082,0.6059708637726752,True,0.2653061224489796,49
BBOB_F1,128,1,0.689795918367347,0.6059708637726752,True,0.2653061224489796,49
BBOB_F1,128,1,0.5975609756097561,0.6059708637726752,False,0.2653061224489796,49
BBOB_F17,147,1,0.3464566929133858,0.37091497844503274,False,0.22,50
BBOB_F17,147,1,0.3843137254901961,0.37091497844503274,False,0.22,50
BBOB_F17,147,1,0.81640625,0.37091497844503274,True,0.22,50
BBOB_F17,147,1,0.2062256809338521,0.37091497844503274,False,0.22,50
BBOB_F17,147,1,0.4767441860465116,0.37091497844503274,True,0.22,50
BBOB_F17,147,1,0.5212355212355212,0.37091497844503274,False,0.22,50
BBOB_F22,69,1,0.7909604519774012,0.5542645020101241,True,0.1702127659574468,47
BBOB_F22,69,1,0.5449438202247191,0.5542645020101241,False,0.1702127659574468,47
BBOB_F22,69,1,0.5195530726256983,0.5542645020101241,False,0.1702127659574468,47
BBOB_F22,69,1,0.9277777777777778,0.5542645020101241,True,0.1702127659574468,47
BBOB_F22,69,1,0.6022099447513812,0.5542645020101241,True,0.1702127659574468,47
BBOB_F22,69,1,0.7637362637362637,0.5542645020101241,False,0.1702127659574468,47
BBOB_F22,74,1,0.5935828877005348,0.5630944822672354,False,0.17777777777777778,45
BBOB_F22,74,1,0.6117021276595744,0.5630944822672354,True,0.17777777777777778,45
BBOB_F22,74,1,0.7936507936507936,0.5630944822672354,True,0.17777777777777778,45
BBOB_F22,74,1,0.8263157894736842,0.5630944822672354,True,0.17777777777777778,45
BBOB_F22,74,1,0.8534031413612565,0.5630944822672354,True,0.17777777777777778,45
BBOB_F22,74,1,0.5885416666666666,0.5630944822672354,False,0.17777777777777778,45
BBOB_F22,79,1,0.482233502538071,0.5689679615455777,False,0.17777777777777778,45
BBOB_F22,79,1,0.5454545454545454,0.5689679615455777,False,0.17777777777777778,45
BBOB_F22,79,1,0.7386934673366834,0.5689679615455777,False,0.17777777777777778,45
BBOB_F22,79,1,0.705,0.5689679615455777,False,0.17777777777777778,45
BBOB_F22,79,1,0.7910447761194029,0.5689679615455777,False,0.17777777777777778,45
BBOB_F22,79,1,0.7772277227722773,0.5689679615455777,True,0.17777777777777778,45
BBOB_F22,87,2,0.6523809523809524,0.5843699525390903,False,0.19047619047619047,42
BBOB_F22,87,2,0.7203791469194313,0.5843699525390903,False,0.19047619047619047,42
BBOB_F22,87,2,0.410377358490566,0.5843699525390903,False,0.19047619047619047,42
BBOB_F22,87,2,0.5492957746478874,0.5843699525390903,False,0.19047619047619047,42
BBOB_F22,87,2,0.5747663551401869,0.5843699525390903,True,0.19047619047619047,42
BBOB_F22,87,2,0.586046511627907,0.5843699525390903,True,0.19047619047619047,42
BBOB_F22,98,1,0.6283185840707964,0.5754260566324585,False,0.14634146341463414,41
BBOB_F22,98,1,0.7400881057268722,0.5754260566324585,False,0.14634146341463414,41
BBOB_F22,98,1,0.5877192982456141,0.5754260566324585,False,0.14634146341463414,41
BBOB_F22,98,1,0.611353711790393,0.5754260566324585,False,0.14634146341463414,41
BBOB_F22,98,1,0.7391304347826086,0.5754260566324585,False,0.14634146341463414,41
BBOB_F22,98,1,0.6103896103896104,0.5754260566324585,False,0.14634146341463414,41
BBOB_F22,99,1,0.4655172413793103,0.5646505234528265,False,0.12195121951219512,41
BBOB_F22,99,1,0.8068669527896996,0.5646505234528265,True,0.12195121951219512,41
BBOB_F22,99,1,0.6239316239316239,0.5646505234528265,True,0.12195121951219512,41
BBOB_F22,99,1,0.502127659574468,0.5646505234528265,False,0.12195121951219512,41
BBOB_F22,99,1,0.6610169491525424,0.5646505234528265,False,0.12195121951219512,41
BBOB_F22,99,1,0.8649789029535865,0.5646505234528265,True,0.12195121951219512,41
BBOB_F22,106,1,0.6475409836065574,0.5606226429608294,False,0.16279069767441862,43
BBOB_F22,106,1,0.5346938775510204,0.5606226429608294,False,0.16279069767441862,43
BBOB_F22,106,1,0.6747967479674797,0.5606226429608294,False,0.16279069767441862,43
BBOB_F22,106,1,0.5465587044534413,0.5606226429608294,False,0.16279069767441862,43
BBOB_F22,106,1,0.5645161290322581,0.5606226429608294,False,0.16279069767441862,43
BBOB_F22,106,1,0.7831325301204819,0.5606226429608294,True,0.16279069767441862,43
BBOB_F22,107,1,0.672,0.5515830949382304,False,0.16279069767441862,43
BBOB_F22,107,1,0.7330677290836654,0.5515830949382304,False,0.16279069767441862,43
BBOB_F22,107,1,0.5555555555555556,0.5515830949382304,False,0.16279069767441862,43
BBOB_F22,107,1,0.7786561264822134,0.5515830949382304,True,0.16279069767441862,43
BBOB_F22,107,1,0.6811023622047244,0.5515830949382304,False,0.16279069767441862,43
BBOB_F22,107,1,0.6392156862745098,0.5515830949382304,False,0.16279069767441862,43
BBOB_F22,112,1,0.6269230769230769,0.5390540025837277,False,0.14285714285714285,42
BBOB_F22,112,1,0.5095785440613027,0.5390540025837277,True,0.14285714285714285,42
BBOB_F22,112,1,0.3931297709923664,0.5390540025837277,False,0.14285714285714285,42
BBOB_F22,112,1,0.6121673003802282,0.5390540025837277,True,0.14285714285714285,42
BBOB_F22,112,1,0.696969696969697,0.5390540025837277,False,0.14285714285714285,42
BBOB_F22,112,1,0.6867924528301886,0.5390540025837277,False,0.14285714285714285,42
BBOB_F22,115,2,0.3432835820895522,0.5359442840301791,False,0.14634146341463414,41
BBOB_F22,115,2,0.4275092936802974,0.5359442840301791,True,0.14634146341463414,41
BBOB_F22,115,2,0.6074074074074074,0.5359442840301791,False,0.14634146341463414,41
BBOB_F22,115,2,0.4944649446494465,0.5359442840301791,False,0.14634146341463414,41
BBOB_F22,115,2,0.4227941176470588,0.5359442840301791,False,0.14634146341463414,41
BBOB_F22,115,2,0.6666666666666666,0.5359442840301791,False,0.14634146341463414,41
BBOB_F22,123,1,0.7046263345195729,0.5537371703325922,False,0.15151515151515152,33
BBOB_F22,123,1,0.7801418439716312,0.5537371703325922,False,0.15151515151515152,33
BBOB_F22,123,1,0.7667844522968198,0.5537371703325922,False,0.15151515151515152,33
BBOB_F22,123,1,0.7007042253521126,0.5537371703325922,False,0.15151515151515152,33
BBOB_F22,123,1,0.7087719298245614,0.5537371703325922,True,0.15151515151515152,33
BBOB_F22,123,1,0.6608391608391608,0.5537371703325922,False,0.15151515151515152,33
