problema,geracao,fe,aceito,slot_perdido,n_cand,N,count,frac_n1,n_desal,flag_copia,cand_dist,cand_classe,n1_pop,nan_s0,match_dx,pos,rank_global,is_argmax_global,is_argmax_S,pos_in_S,chosen_in_S,|S1|,limiar_pre
BBOB_F55,266,293,1,0,1,100,51,0.58,28,False,6.518511028664678,1,84,0,0.0,25.0,15.0,0.0,0.0,11.0,1.0,84.0,1.0
BBOB_F55,270,296,1,0,1,100,51,0.54,34,False,3.0578166253935177,1,88,0,0.0,25.0,99.0,0.0,0.0,88.0,1.0,88.0,1.0
BBOB_F55,274,299,1,0,1,100,51,0.77,17,False,4.525583108027972,1,94,0,0.0,41.0,61.0,0.0,0.0,57.0,1.0,94.0,1.0
BBOB_F55,278,302,1,0,1,100,51,0.77,18,False,4.985481810567034,1,95,0,0.0,23.0,47.0,0.0,0.0,43.0,1.0,95.0,1.0
BBOB_F55,282,305,1,0,1,100,51,0.54,35,False,4.944917684698046,2,86,0,0.0,45.0,31.0,0.0,0.0,-1.0,0.0,86.0,1.0
BBOB_F55,286,308,1,0,1,100,51,0.76,21,False,4.785405400017666,1,97,0,0.0,57.0,97.0,0.0,0.0,94.0,1.0,97.0,1.0
DTLZ1,2,80,1,0,1,79,20,0.9113924050632911,6,False,0.3138394610531042,1,78,0,0.0,65.0,71.0,0.0,0.0,70.0,1.0,78.0,1.0
DTLZ1,6,83,1,0,1,82,2,1.0,0,False,0.49280190762506104,1,82,0,0.0,61.0,1.0,1.0,1.0,1.0,1.0,82.0,1.0
DTLZ1,10,86,1,0,1,85,12,0.9529411764705882,4,False,0.36473758234556974,1,85,0,0.0,23.0,50.0,0.0,0.0,50.0,1.0,85.0,1.0
DTLZ1,14,89,1,0,1,88,36,0.9545454545454546,3,False,0.3754830384151519,1,87,0,0.0,5.0,48.0,0.0,0.0,47.0,1.0,87.0,1.0
DTLZ1,18,92,1,0,1,91,11,0.9120879120879121,6,False,0.33886274651874043,1,89,0,0.0,78.0,62.0,0.0,0.0,60.0,1.0,89.0,1.0
DTLZ1,22,95,1,0,1,94,41,0.9468085106382979,4,False,0.5700536149229178,1,93,0,0.0,48.0,7.0,0.0,0.0,7.0,1.0,93.0,1.0
DTLZ1,26,98,1,0,1,97,9,0.9072164948453608,7,False,0.5012131392934427,1,95,0,0.0,29.0,12.0,0.0,0.0,11.0,1.0,95.0,1.0
DTLZ1,30,101,1,0,1,100,25,0.91,6,False,0.44106078974959384,1,97,0,0.0,43.0,21.0,0.0,0.0,18.0,1.0,97.0,1.0
DTLZ1,34,104,1,0,1,100,23,0.9,8,False,0.21519002714941177,1,98,0,0.0,56.0,79.0,0.0,0.0,77.0,1.0,98.0,1.0
DTLZ1,38,107,1,0,1,100,2,0.95,2,False,0.2592850665124177,1,96,0,0.0,51.0,46.0,0.0,0.0,43.0,1.0,96.0,1.0
DTLZ1,42,110,1,0,1,100,10,0.92,7,False,0.2513081191914741,1,99,0,0.0,79.0,89.0,0.0,0.0,88.0,1.0,99.0,1.0
DTLZ1,46,113,1,0,1,100,16,0.9,7,False,0.6914877356841497,1,97,0,0.0,66.0,4.0,0.0,0.0,4.0,1.0,97.0,1.0
DTLZ1,50,116,1,0,1,100,8,0.93,7,False,0.16893030613420873,1,100,0,0.0,10.0,91.0,0.0,0.0,91.0,1.0,100.0,1.0
DTLZ1,54,119,1,0,1,100,37,0.9,9,False,0.5812015983925909,1,98,0,0.0,40.0,21.0,0.0,0.0,21.0,1.0,98.0,1.0
DTLZ1,58,122,1,0,1,100,9,0.91,9,False,0.2683932200793804,1,100,0,0.0,52.0,55.0,0.0,0.0,55.0,1.0,100.0,1.0
DTLZ1,62,125,1,0,1,100,51,0.81,16,False,0.45049831701113807,1,97,0,0.0,31.0,66.0,0.0,0.0,64.0,1.0,97.0,1.0
DTLZ1,66,128,1,0,1,100,26,0.9,8,False,0.2954029601595514,1,98,0,0.0,65.0,83.0,0.0,0.0,81.0,1.0,98.0,1.0
DTLZ1,70,131,1,0,1,100,8,0.94,6,False,0.3363402644981435,1,100,0,0.0,63.0,75.0,0.0,0.0,75.0,1.0,100.0,1.0
DTLZ1,74,134,1,0,1,100,38,0.92,7,False,0.5709653624546976,1,99,0,0.0,54.0,30.0,0.0,0.0,30.0,1.0,99.0,1.0
DTLZ1,78,137,1,0,1,100,51,0.69,25,False,0.37059653822435146,1,94,0,0.0,22.0,55.0,0.0,0.0,49.0,1.0,94.0,1.0
DTLZ1,82,140,1,0,1,100,51,0.71,24,False,0.4276099844624442,1,95,0,0.0,34.0,59.0,0.0,0.0,54.0,1.0,95.0,1.0
DTLZ1,86,143,1,0,1,100,13,0.92,7,False,0.6679880785312713,1,99,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
DTLZ1,90,146,1,0,1,100,20,0.94,6,False,0.36734557285763136,1,100,0,0.0,11.0,19.0,0.0,0.0,19.0,1.0,100.0,1.0
DTLZ1,94,149,1,0,1,100,10,0.9,9,False,0.6471449196398682,1,99,0,0.0,36.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
DTLZ1,98,152,1,0,1,100,51,0.61,31,False,0.14617105116808932,1,90,0,0.0,9.0,100.0,0.0,0.0,90.0,1.0,90.0,1.0
DTLZ1,102,155,1,0,1,100,11,0.9,10,False,0.5378487151293223,1,100,0,0.0,64.0,14.0,0.0,0.0,14.0,1.0,100.0,1.0
DTLZ1,106,158,1,0,1,100,30,0.9,8,False,0.4594970701910394,1,98,0,0.0,84.0,56.0,0.0,0.0,54.0,1.0,98.0,1.0
DTLZ1,110,161,1,0,1,100,16,0.91,9,False,0.3710713728911928,1,100,0,0.0,31.0,57.0,0.0,0.0,57.0,1.0,100.0,1.0
DTLZ1,114,164,1,0,1,100,45,0.9,8,False,0.6780388483229021,1,98,0,0.0,46.0,3.0,0.0,0.0,3.0,1.0,98.0,1.0
DTLZ1,118,167,1,0,1,100,25,0.9,10,False,0.2830130698788695,1,100,0,0.0,35.0,79.0,0.0,0.0,79.0,1.0,100.0,1.0
DTLZ1,122,170,1,0,1,100,21,0.93,7,False,0.2660768932001554,1,100,0,0.0,38.0,82.0,0.0,0.0,82.0,1.0,100.0,1.0
DTLZ1,126,173,1,0,1,100,51,0.78,18,False,0.5136391403785545,1,96,0,0.0,20.0,50.0,0.0,0.0,48.0,1.0,96.0,1.0
DTLZ1,130,176,1,0,1,100,11,0.91,8,False,0.46661429124226894,1,99,0,0.0,52.0,31.0,0.0,0.0,30.0,1.0,99.0,1.0
DTLZ1,134,179,1,0,1,100,12,0.9,9,False,0.4700284155920107,1,99,0,0.0,70.0,57.0,0.0,0.0,56.0,1.0,99.0,1.0
DTLZ1,138,182,1,0,1,100,11,0.91,8,False,0.10685284492594266,1,99,0,0.0,60.0,100.0,0.0,0.0,99.0,1.0,99.0,1.0
DTLZ1,142,185,1,0,1,100,20,0.9,10,False,0.45241055222278287,1,100,0,0.0,71.0,48.0,0.0,0.0,48.0,1.0,100.0,1.0
DTLZ1,146,188,1,0,1,100,49,0.9,10,False,0.6191226860489752,1,100,0,0.0,47.0,13.0,0.0,0.0,13.0,1.0,100.0,1.0
DTLZ1,150,191,1,0,1,100,2,0.9,4,False,0.07568876580801137,1,91,0,0.0,85.0,82.0,0.0,0.0,76.0,1.0,91.0,1.0
DTLZ1,154,194,1,0,1,100,4,0.93,6,False,0.43947272832447093,1,99,0,0.0,8.0,16.0,0.0,0.0,16.0,1.0,99.0,1.0
DTLZ1,158,197,1,0,1,100,38,0.9,8,False,0.42438234833087085,3,98,0,0.0,84.0,43.0,0.0,0.0,-1.0,0.0,98.0,1.0
DTLZ1,162,200,1,0,1,100,21,0.94,6,False,0.4889644984691776,1,100,0,0.0,78.0,47.0,0.0,0.0,47.0,1.0,100.0,1.0
DTLZ1,166,203,1,0,1,100,18,0.9,8,False,0.727743278950307,1,98,0,0.0,24.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
DTLZ1,170,206,1,0,1,100,17,0.96,4,False,0.5125324231609706,1,100,0,0.0,14.0,36.0,0.0,0.0,36.0,1.0,100.0,1.0
DTLZ1,174,209,1,0,1,100,31,0.9,9,False,0.288974492705458,1,99,0,0.0,88.0,92.0,0.0,0.0,91.0,1.0,99.0,1.0
DTLZ1,178,212,1,0,1,100,51,0.74,16,False,0.541860181397226,1,89,0,0.0,19.0,37.0,0.0,0.0,32.0,1.0,89.0,1.0
DTLZ1,182,215,1,0,1,100,12,0.91,9,False,0.4828372429674748,1,100,0,0.0,78.0,20.0,0.0,0.0,20.0,1.0,100.0,1.0
DTLZ2,2,135,1,0,1,100,2,0.92,6,False,0.8695386362602707,2,94,0,0.0,87.0,2.0,0.0,0.0,-1.0,0.0,94.0,1.0
DTLZ2,6,138,1,0,1,100,3,0.96,3,False,0.6191531519615407,1,99,0,0.0,55.0,19.0,0.0,0.0,19.0,1.0,99.0,1.0
DTLZ2,10,141,1,0,1,100,2,0.91,2,False,0.33001716388180374,1,91,0,0.0,79.0,75.0,0.0,0.0,66.0,1.0,91.0,1.0
DTLZ2,14,144,1,0,1,100,33,0.92,7,False,0.8187361928285837,1,99,0,0.0,19.0,58.0,0.0,0.0,57.0,1.0,99.0,1.0
DTLZ2,18,147,1,0,1,100,2,0.93,0,False,0.6877149649496446,1,93,0,0.0,52.0,10.0,0.0,0.0,8.0,1.0,93.0,1.0
DTLZ2,22,150,1,0,1,100,2,0.94,0,False,0.7918810519455891,2,94,0,0.0,24.0,8.0,0.0,0.0,-1.0,0.0,94.0,1.0
DTLZ2,26,153,1,0,1,100,14,0.9,10,False,0.9088553363783819,1,100,0,0.0,48.0,18.0,0.0,0.0,18.0,1.0,100.0,1.0
DTLZ2,30,156,1,0,1,100,3,0.93,7,False,0.8470388204883635,1,98,0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
DTLZ2,34,159,1,0,1,100,51,0.72,25,False,0.9284175165917856,1,97,0,0.0,1.0,49.0,0.0,0.0,48.0,1.0,97.0,1.0
DTLZ2,38,162,1,0,1,100,2,0.91,3,False,0.41564345575921213,1,92,0,0.0,77.0,71.0,0.0,0.0,63.0,1.0,92.0,1.0
DTLZ2,42,165,1,0,1,100,2,0.99,1,False,0.7484585432432399,1,100,0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
DTLZ2,46,168,1,0,1,100,41,0.92,7,False,0.9063790153947182,1,99,0,0.0,86.0,58.0,0.0,0.0,57.0,1.0,99.0,1.0
DTLZ2,50,171,1,0,1,100,2,0.9,1,False,0.7762760709179936,1,90,0,0.0,24.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0
DTLZ2,54,174,1,0,1,100,21,0.9,10,False,0.9368409856155026,1,100,0,0.0,33.0,55.0,0.0,0.0,55.0,1.0,100.0,1.0
DTLZ2,58,177,1,0,1,100,17,0.96,4,False,0.8508681409708254,1,100,0,0.0,16.0,12.0,0.0,0.0,12.0,1.0,100.0,1.0
DTLZ2,62,180,1,0,1,100,3,0.93,5,False,0.6044424514385065,1,98,0,0.0,30.0,8.0,0.0,0.0,7.0,1.0,98.0,1.0
DTLZ2,66,183,1,0,1,100,3,0.91,7,False,0.4606034652610105,1,97,0,0.0,40.0,61.0,0.0,0.0,59.0,1.0,97.0,1.0
DTLZ2,70,186,1,0,1,100,27,0.9,9,False,0.78844289132764,1,99,0,0.0,68.0,76.0,0.0,0.0,75.0,1.0,99.0,1.0
DTLZ2,74,189,1,0,1,100,20,0.93,6,False,0.9246223829008865,3,99,0,0.0,65.0,11.0,0.0,0.0,-1.0,0.0,99.0,1.0
DTLZ2,78,192,1,0,1,100,45,0.9,9,False,0.7398734334016888,1,99,0,0.0,66.0,77.0,0.0,0.0,76.0,1.0,99.0,1.0
DTLZ2,82,195,1,0,1,100,2,1.0,0,False,0.6425075032211588,1,100,0,0.0,70.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
DTLZ2,86,198,1,0,1,100,51,0.72,22,False,1.1207321145870108,1,93,0,0.0,10.0,9.0,0.0,0.0,9.0,1.0,93.0,1.0
DTLZ2,90,201,1,0,1,100,3,0.9,10,False,0.6273323981930214,1,100,0,0.0,49.0,15.0,0.0,0.0,15.0,1.0,100.0,1.0
DTLZ2,94,204,1,0,1,100,18,0.91,9,False,0.7979516821668801,1,100,0,0.0,35.0,61.0,0.0,0.0,61.0,1.0,100.0,1.0
DTLZ2,98,207,1,0,1,100,2,0.94,0,False,0.6357954670265987,1,94,0,0.0,31.0,20.0,0.0,0.0,15.0,1.0,94.0,1.0
DTLZ2,102,210,1,0,1,100,41,0.91,7,False,0.7952974979726044,1,98,0,0.0,25.0,71.0,0.0,0.0,70.0,1.0,98.0,1.0
DTLZ2,106,213,1,0,1,100,2,0.94,0,False,0.544548965120214,1,94,0,0.0,69.0,21.0,0.0,0.0,19.0,1.0,94.0,1.0
DTLZ2,110,216,1,0,1,100,5,0.91,8,False,0.5871303378337874,1,99,0,0.0,9.0,19.0,0.0,0.0,19.0,1.0,99.0,1.0
DTLZ2,114,219,1,0,1,100,15,0.93,7,False,0.8315460858001165,1,100,0,0.0,44.0,41.0,0.0,0.0,41.0,1.0,100.0,1.0
DTLZ2,118,222,1,0,1,100,8,0.9,8,False,0.389249201687001,1,98,0,0.0,82.0,96.0,0.0,0.0,94.0,1.0,98.0,1.0
DTLZ2,122,225,1,0,1,100,4,0.94,6,False,0.5602333438050985,1,100,0,0.0,87.0,48.0,0.0,0.0,48.0,1.0,100.0,1.0
DTLZ2,126,228,1,0,1,100,4,0.9,10,False,0.3582456682340412,1,100,0,0.0,63.0,73.0,0.0,0.0,73.0,1.0,100.0,1.0
DTLZ2,130,231,1,0,1,100,3,0.95,5,False,0.696397505707423,1,99,0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
DTLZ2,134,234,1,0,1,100,5,0.9,9,False,0.43550974321834485,1,99,0,0.0,15.0,48.0,0.0,0.0,47.0,1.0,99.0,1.0
DTLZ2,138,237,1,0,1,100,2,1.0,0,False,0.6396857861054573,1,100,0,0.0,93.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
DTLZ2,142,240,1,0,1,100,27,0.9,8,False,1.0902664161386246,1,98,0,0.0,79.0,10.0,0.0,0.0,10.0,1.0,98.0,1.0
DTLZ2,146,243,1,0,1,100,19,0.93,7,False,0.7428653223823527,1,100,0,0.0,87.0,68.0,0.0,0.0,68.0,1.0,100.0,1.0
DTLZ2,150,246,1,0,1,100,3,0.91,7,False,0.44827617508187073,2,98,0,0.0,77.0,75.0,0.0,0.0,-1.0,0.0,98.0,1.0
DTLZ2,154,249,1,0,1,100,25,0.9,9,False,0.7216982573785529,1,99,0,0.0,29.0,83.0,0.0,0.0,82.0,1.0,99.0,1.0
DTLZ2,158,252,1,0,1,100,51,0.8,13,False,0.7741749717207564,1,93,0,0.0,18.0,70.0,0.0,0.0,64.0,1.0,93.0,1.0
DTLZ2,162,255,1,0,1,100,32,0.9,10,False,0.7981449269910572,1,99,0,0.0,25.0,80.0,0.0,0.0,79.0,1.0,99.0,1.0
DTLZ2,166,258,1,0,1,100,3,0.93,7,False,0.4040482514659147,1,100,0,0.0,50.0,56.0,0.0,0.0,56.0,1.0,100.0,1.0
DTLZ2,170,261,1,0,1,100,5,0.92,6,False,0.5936195984290402,1,98,0,0.0,44.0,33.0,0.0,0.0,32.0,1.0,98.0,1.0
DTLZ2,174,264,1,0,1,100,51,0.68,29,False,0.6693594964968999,1,97,0,0.0,49.0,83.0,0.0,0.0,80.0,1.0,97.0,1.0
DTLZ2,178,267,1,0,1,100,21,0.96,3,False,0.8473020157411965,1,99,0,0.0,85.0,12.0,0.0,0.0,12.0,1.0,99.0,1.0
DTLZ2,182,270,1,0,1,100,27,0.92,7,False,0.8970462180474402,1,99,0,0.0,17.0,44.0,0.0,0.0,44.0,1.0,99.0,1.0
DTLZ2,186,273,1,0,1,100,19,0.9,8,False,0.5025021339080148,1,98,0,0.0,20.0,99.0,0.0,0.0,98.0,1.0,98.0,1.0
DTLZ2,190,276,1,0,1,100,17,0.93,6,False,0.6769422206964616,1,99,0,0.0,33.0,80.0,0.0,0.0,79.0,1.0,99.0,1.0
DTLZ2,194,279,1,0,1,100,2,1.0,0,False,0.582829907731806,1,100,0,0.0,88.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
DTLZ2,198,282,1,0,1,100,51,0.84,15,False,0.7781169975643303,1,99,0,0.0,79.0,74.0,0.0,0.0,73.0,1.0,99.0,1.0
DTLZ2,202,285,1,0,1,100,10,0.92,6,False,0.6472952543738036,1,98,0,0.0,65.0,28.0,0.0,0.0,27.0,1.0,98.0,1.0
DTLZ2,206,288,1,0,1,100,51,0.81,18,False,0.8545100351290381,1,99,0,0.0,67.0,27.0,0.0,0.0,27.0,1.0,99.0,1.0
DTLZ2,210,291,1,0,1,100,40,0.93,6,False,0.6714140551785648,1,99,0,0.0,35.0,87.0,0.0,0.0,86.0,1.0,99.0,1.0
DTLZ2,214,294,1,0,1,100,4,0.9,10,False,0.5755525311992662,1,100,0,0.0,78.0,38.0,0.0,0.0,38.0,1.0,100.0,1.0
DTLZ2,218,297,1,0,1,100,11,0.91,9,False,0.674635307221272,1,100,0,0.0,80.0,34.0,0.0,0.0,34.0,1.0,100.0,1.0
DTLZ2,222,300,1,0,1,100,3,0.93,5,False,0.5132219671378997,1,98,0,0.0,27.0,19.0,0.0,0.0,18.0,1.0,98.0,1.0
DTLZ2,226,303,1,0,1,100,11,0.9,8,False,0.6514345599707934,1,98,0,0.0,64.0,58.0,0.0,0.0,56.0,1.0,98.0,1.0
DTLZ2,230,306,1,0,1,100,11,0.91,9,False,0.6108738029538928,1,100,0,0.0,9.0,29.0,0.0,0.0,29.0,1.0,100.0,1.0
DTLZ2,234,309,1,0,1,100,30,0.9,9,False,0.8707593286149248,1,99,0,0.0,23.0,54.0,0.0,0.0,54.0,1.0,99.0,1.0
DTLZ2,238,312,1,0,1,100,12,0.94,5,False,0.7473916275292356,1,99,0,0.0,44.0,17.0,0.0,0.0,17.0,1.0,99.0,1.0
DTLZ2,242,315,1,0,1,100,12,0.9,8,False,0.6267535279447514,1,98,0,0.0,22.0,92.0,0.0,0.0,90.0,1.0,98.0,1.0
DTLZ2,246,318,1,0,1,100,6,0.94,6,False,0.6280129871634668,1,100,0,0.0,64.0,38.0,0.0,0.0,38.0,1.0,100.0,1.0
DTLZ2,250,321,1,0,1,100,51,0.81,16,False,0.7744086962129105,1,97,0,0.0,57.0,72.0,0.0,0.0,71.0,1.0,97.0,1.0
DTLZ2,254,324,1,0,1,100,51,0.72,21,False,1.0767448527555297,1,90,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0
DTLZ2,258,327,1,0,1,100,22,0.91,8,False,0.5961547511385881,1,99,0,0.0,42.0,87.0,0.0,0.0,86.0,1.0,99.0,1.0
DTLZ2,262,330,1,0,1,100,50,0.93,5,False,0.9202692586343459,1,98,0,0.0,4.0,39.0,0.0,0.0,38.0,1.0,98.0,1.0
DTLZ2,266,333,1,0,1,100,2,0.94,0,False,0.3476747127494783,1,94,0,0.0,16.0,56.0,0.0,0.0,52.0,1.0,94.0,1.0
DTLZ2,270,336,1,0,1,100,23,0.9,8,False,0.7694734785536046,1,98,0,0.0,34.0,51.0,0.0,0.0,51.0,1.0,98.0,1.0
DTLZ2,274,339,1,0,1,100,33,0.9,9,False,0.6344668081209829,1,99,0,0.0,34.0,90.0,0.0,0.0,89.0,1.0,99.0,1.0
DTLZ2,278,342,1,0,1,100,19,0.92,6,False,0.8989415141598504,1,98,0,0.0,28.0,15.0,0.0,0.0,14.0,1.0,98.0,1.0
DTLZ2,282,345,1,0,1,100,5,0.91,8,False,0.7289424522237493,1,99,0,0.0,22.0,19.0,0.0,0.0,19.0,1.0,99.0,1.0
DTLZ2,286,348,1,0,1,100,2,0.99,0,False,0.550574359409193,1,99,0,0.0,37.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
DTLZ2,290,351,1,0,1,100,3,0.9,6,False,0.2835530906568295,1,96,0,0.0,13.0,76.0,0.0,0.0,72.0,1.0,96.0,1.0
DTLZ2,294,354,1,0,1,100,7,0.91,9,False,0.4617050625081405,1,100,0,0.0,4.0,63.0,0.0,0.0,63.0,1.0,100.0,1.0
DTLZ2,298,357,1,0,1,100,41,0.9,7,False,0.6923864612404137,1,96,0,0.0,64.0,72.0,0.0,0.0,69.0,1.0,96.0,1.0
DTLZ2,302,360,1,0,1,100,51,0.74,23,False,0.6504792917435412,1,97,0,0.0,9.0,85.0,0.0,0.0,82.0,1.0,97.0,1.0
DTLZ2,306,363,1,0,1,100,2,0.98,1,False,0.39701368622364197,1,99,0,0.0,27.0,56.0,0.0,0.0,55.0,1.0,99.0,1.0
DTLZ2,310,366,1,0,1,100,51,0.68,24,False,0.6660738636119482,1,92,0,0.0,40.0,80.0,0.0,0.0,73.0,1.0,92.0,1.0
DTLZ2,314,369,1,0,1,100,51,0.81,16,False,0.8477965234373148,1,96,0,0.0,77.0,32.0,0.0,0.0,31.0,1.0,96.0,1.0
DTLZ3,2,135,1,0,1,100,2,0.98,1,False,0.47208183812252724,1,99,0,0.0,27.0,55.0,0.0,0.0,54.0,1.0,99.0,1.0
DTLZ3,6,138,1,0,1,100,2,0.96,2,False,0.19275472343490224,1,97,0,0.0,42.0,96.0,0.0,0.0,93.0,1.0,97.0,1.0
DTLZ3,10,141,1,0,1,100,2,0.97,1,False,0.8361572512735892,1,98,0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
DTLZ3,14,144,1,0,1,100,51,0.8,18,False,1.0398497600554397,1,98,0,0.0,79.0,28.0,0.0,0.0,28.0,1.0,98.0,1.0
DTLZ3,18,146,0,1,1,100,0,0.91,88,True,0.0,1,10,0,,,,,,,,,
DTLZ3,22,149,1,0,1,100,13,0.9,9,False,1.086181973826913,1,99,0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
DTLZ3,26,151,0,1,1,100,0,0.91,88,True,0.0,1,10,0,,,,,,,,,
DTLZ3,30,154,1,0,1,100,38,0.91,9,False,0.7827719702251327,1,100,0,0.0,43.0,58.0,0.0,0.0,58.0,1.0,100.0,1.0
DTLZ3,34,156,0,1,1,100,0,0.94,89,True,0.0,1,10,0,,,,,,,,,
DTLZ3,38,159,1,0,1,100,2,0.94,1,False,0.7158192358804872,1,95,0,0.0,15.0,14.0,0.0,0.0,10.0,1.0,95.0,1.0
DTLZ3,42,162,1,0,1,100,3,0.9,10,False,0.7166335450124693,1,100,0,0.0,64.0,25.0,0.0,0.0,25.0,1.0,100.0,1.0
DTLZ3,46,165,1,0,1,100,20,0.94,6,False,0.7096486143837453,1,100,0,0.0,59.0,79.0,0.0,0.0,79.0,1.0,100.0,1.0
DTLZ3,50,168,1,0,1,100,51,0.84,16,False,1.1023878888466352,1,100,0,0.0,22.0,12.0,0.0,0.0,12.0,1.0,100.0,1.0
DTLZ3,54,171,1,0,1,100,16,0.91,9,False,0.6408933737493522,1,100,0,0.0,14.0,78.0,0.0,0.0,78.0,1.0,100.0,1.0
DTLZ3,58,174,1,0,1,100,23,0.95,4,False,0.7416448508758682,1,99,0,0.0,42.0,54.0,0.0,0.0,53.0,1.0,99.0,1.0
DTLZ3,62,177,1,0,1,100,51,0.9,9,False,1.1000373355037603,1,99,0,0.0,52.0,2.0,0.0,0.0,2.0,1.0,99.0,1.0
DTLZ3,66,180,1,0,1,100,15,0.9,8,False,0.43697257839267545,1,98,0,0.0,68.0,70.0,0.0,0.0,69.0,1.0,98.0,1.0
DTLZ3,70,183,1,0,1,100,25,0.94,6,False,0.7449610277510921,1,100,0,0.0,79.0,53.0,0.0,0.0,53.0,1.0,100.0,1.0
DTLZ3,74,186,1,0,1,100,36,0.92,6,False,0.5862649906369841,1,97,0,0.0,90.0,70.0,0.0,0.0,67.0,1.0,97.0,1.0
DTLZ3,78,189,1,0,1,100,8,0.9,10,False,0.8328805400463852,1,100,0,0.0,7.0,31.0,0.0,0.0,31.0,1.0,100.0,1.0
DTLZ3,82,192,1,0,1,100,33,0.97,3,False,0.5970965097582103,1,100,0,0.0,40.0,68.0,0.0,0.0,68.0,1.0,100.0,1.0
DTLZ3,86,195,1,0,1,100,51,0.84,14,False,0.8164902747431219,3,98,0,0.0,3.0,25.0,0.0,0.0,-1.0,0.0,98.0,1.0
DTLZ3,90,198,1,0,1,100,10,0.9,9,False,0.6373023455740066,1,99,0,0.0,24.0,31.0,0.0,0.0,30.0,1.0,99.0,1.0
DTLZ3,94,201,1,0,1,100,9,0.9,8,False,1.0115736546337535,1,98,0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
DTLZ3,98,204,1,0,1,100,3,0.91,8,False,0.5124561652737015,1,99,0,0.0,47.0,25.0,0.0,0.0,24.0,1.0,99.0,1.0
DTLZ3,102,207,1,0,1,100,51,0.74,22,False,0.6240193819060861,1,96,0,0.0,27.0,90.0,0.0,0.0,86.0,1.0,96.0,1.0
DTLZ3,106,210,1,0,1,100,39,0.92,8,False,0.6521522230421054,1,100,0,0.0,38.0,54.0,0.0,0.0,54.0,1.0,100.0,1.0
DTLZ3,110,213,1,0,1,100,2,0.98,2,False,0.5010275153745696,1,98,0,0.0,25.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
DTLZ3,114,216,1,0,1,100,32,0.9,7,False,0.538670515654798,1,97,0,0.0,20.0,81.0,0.0,0.0,78.0,1.0,97.0,1.0
DTLZ3,118,219,1,0,1,100,24,0.91,7,False,0.6605484070193128,1,98,0,0.0,69.0,64.0,0.0,0.0,63.0,1.0,98.0,1.0
DTLZ3,122,222,1,0,1,100,31,0.93,5,False,0.7712637653404814,1,98,0,0.0,63.0,32.0,0.0,0.0,30.0,1.0,98.0,1.0
DTLZ3,126,225,1,0,1,100,46,0.9,10,False,0.8154183210804327,1,100,0,0.0,28.0,83.0,0.0,0.0,83.0,1.0,100.0,1.0
DTLZ3,130,228,1,0,1,100,2,1.0,0,False,0.4418715025878618,1,100,0,0.0,49.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
DTLZ3,134,231,1,0,1,100,40,0.9,9,False,0.9178191221050547,1,99,0,0.0,24.0,18.0,0.0,0.0,18.0,1.0,99.0,1.0
DTLZ3,138,234,1,0,1,100,22,0.9,9,False,0.44957216406496237,1,99,0,0.0,84.0,83.0,0.0,0.0,82.0,1.0,99.0,1.0
DTLZ3,142,237,1,0,1,100,31,0.9,10,False,0.6613002791313355,1,100,0,0.0,35.0,81.0,0.0,0.0,81.0,1.0,100.0,1.0
DTLZ3,146,240,1,0,1,100,23,0.95,5,False,0.9460112343753802,1,100,0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
DTLZ3,150,243,1,0,1,100,22,0.93,6,False,0.19490774827108076,1,99,0,0.0,19.0,90.0,0.0,0.0,89.0,1.0,99.0,1.0
DTLZ3,154,246,1,0,1,100,19,0.94,6,False,0.8011184049506826,1,100,0,0.0,67.0,6.0,0.0,0.0,6.0,1.0,100.0,1.0
DTLZ3,158,249,1,0,1,100,51,0.86,13,False,0.730949746253689,1,99,0,0.0,68.0,26.0,0.0,0.0,26.0,1.0,99.0,1.0
DTLZ3,162,252,1,0,1,100,10,0.91,9,False,0.46759074546693463,1,100,0,0.0,31.0,59.0,0.0,0.0,59.0,1.0,100.0,1.0
DTLZ3,166,255,1,0,1,100,12,0.94,6,False,0.6348796897373398,1,100,0,0.0,61.0,47.0,0.0,0.0,47.0,1.0,100.0,1.0
DTLZ3,170,258,1,0,1,100,28,0.92,7,False,1.085683971436195,1,99,0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
