exp,alg,problema,igd_plus,hv,igd,gd,spacing,n_nd,erro
batch,c149,DTLZ2,0.44841921489682934,0.05217196099724282,0.45591205019161646,1.5614685486457678,0.18525589322742841,149,
batch,c149,MMF16_20,0.04436671344861178,0.6828519414429548,0.07880064409239403,0.11083674645885595,0.07110147134430457,129,
batch,c149,WFG9,0.14204619142861874,0.173356786159572,0.15285594244041736,0.14779538748129248,0.1514130493631717,11,
batch,c149,ZDT1,0.0736823839455764,0.7566066589821218,0.07430445956129382,0.1690238283407046,0.09356226500343519,58,
batch,c149,ZDT4,91.92166808266371,0.0,91.9219260069599,178.5639120504598,7.624052545202489,16,
batch,e81,DTLZ2,0.22485942536155712,0.25046915564118416,0.26673218582323355,0.5122744141772487,0.13699882848951123,134,
batch,e81,MMF16_20,0.01169013331416833,0.7761280375058218,0.023834748337439423,0.015229772202810826,0.021548143322554295,858,
batch,e81,WFG9,0.1789022799236918,0.13469937299773807,0.18164951178702804,0.18942828517503218,0.06488753859241583,14,
batch,e81,ZDT1,0.7498353725459795,0.041704315824701764,0.7499659413761876,1.1986225023920722,0.08641290910707872,33,
batch,e81,ZDT4,40.866806163251304,0.0,40.8671966519207,86.38783006878087,20.49081701328141,11,
batch,sobol_batch,DTLZ2,0.29939265920795055,0.16647146889829056,0.30908362009558354,0.5371318364756806,0.10869837447921815,116,
batch,sobol_batch,MMF16_20,0.028344487374127807,0.7155453731523123,0.04775595173005727,0.06673423709760438,0.0431987919995752,221,
batch,sobol_batch,WFG9,0.20387767339914784,0.12421681517581287,0.20641364008812474,0.2296847371890983,0.06765946818447943,24,
batch,sobol_batch,ZDT1,1.8086455999126825,0.0,1.8086479892977536,2.4802683070832634,0.11552954178342502,26,
batch,sobol_batch,ZDT4,68.13137113595556,0.0,68.13145458346226,97.74732790272017,11.965673405031625,7,
main,b1,BBOB_F1,0.032570490779905065,0.9839327011067097,0.03644165512097967,0.03011566366653119,0.019922868443813385,41,
main,b1,BBOB_F17,0.026447830137758636,1.0907714210741917,0.17027121543846155,0.02600827045147107,0.18456353279539203,4,
main,b1,BBOB_F22,0.08344284958966704,0.9489453416085135,0.10178683919921017,0.10596805865640058,0.04951227832251284,16,
main,b1,BBOB_F37,0.20563313374300202,0.5499163780802737,0.21114054861869302,0.10684649079333094,0.25980813845585216,9,
main,b1,BBOB_F49,0.13743017805404528,0.8722624209666889,0.1589738022356132,0.13593499990467542,0.04963642972811843,20,
main,b1,BBOB_F5,0.035178295949926004,0.8402141539068555,0.0386019415159657,0.029858983491150466,0.02047390626210965,36,
main,b1,BBOB_F55,0.558756822784922,0.4116882792058892,0.5589240842836977,0.35487569767806915,0.039883171556355734,26,
main,b1,DTLZ1,86.49558217812276,0.0,86.49624759178498,112.30354567469693,24.044731843904856,15,
main,b1,DTLZ2,0.09008555585322335,0.5388030832287153,0.12517097759776577,0.3926454040344067,0.1621431061867825,73,
main,b1,DTLZ3,225.3801074228402,0.0,225.38119319848005,260.02493719227397,51.74502347644563,24,
main,b1,DTLZ7,0.04880335959150588,0.5032250974527701,0.07332555793914941,0.032231554377178034,0.07825376576109251,73,
main,b1,MMF1,0.06343362509826872,0.7549001713379427,0.09951723293057894,0.09638364415401848,0.07838544083925157,13,
main,b1,MMF11_L,0.02994903572123206,0.9682223933349731,0.08209774043313686,0.15965346953732296,0.12577778086432212,13,
main,b1,MMF16_20,0.027875977991899885,0.7295233826380499,0.06205433247889613,0.019640578027141777,0.05232279366267376,136,
main,b1,MMF4,0.025297962404417708,0.4940557470302433,0.03140106546093301,0.06808141494828156,0.25123938718062466,22,
main,b1,WFG2,0.22257981203122404,0.4552433470073791,0.22372659913178358,0.18714768008563698,0.1258351103014638,15,
