label,problema,obj,M,mu_uniq,mu_amp,f_amp,razao_amp,f_media,mu_media,sig_uniq,sig_med,sig_cv,sig_no_teto,sig_zero,mu_colapso,sig_busca_uniq
BBOB_F5,BBOB_F5,0,2,19985,244.2332000732422,199.31183433532715,1.2253823305962768,115.59603375678695,112.54057312011719,19988,5.609653472900391,0.33216363191604614,0.0,0.0,False,8425
BBOB_F5,BBOB_F5,1,2,19967,2484.429931640625,2233.0112915039062,1.1125917459948853,2046.5139375458257,1988.8173828125,19976,8.68405818939209,0.29649949073791504,0.0,0.0,False,8413
BBOB_F55,BBOB_F55,0,2,19949,70.57718658447266,40.698455810546875,1.7341490034170486,78.26963476532872,77.7524185180664,19989,6.760153293609619,0.31881019473075867,0.0,0.0,False,8023
BBOB_F55,BBOB_F55,1,2,19933,63.290771484375,28.229480743408203,2.2420097648857347,78.91403680943363,78.30570220947266,19989,5.242567539215088,0.3369719684123993,0.0,0.0,False,8020
DTLZ1,DTLZ1,0,3,19996,308.9223327636719,297.154551461339,1.039601551598189,65.67986889259407,61.899085998535156,19982,19.415803909301758,0.21598048508167267,0.0,0.0,False,15833
DTLZ1,DTLZ1,1,3,19996,335.15289306640625,324.177761554718,1.0338552880958052,68.77939765486452,62.99159240722656,19974,18.16157341003418,0.23270945250988007,0.0,0.0,False,15833
DTLZ1,DTLZ1,2,3,17846,13.87158203125,410.06056904792786,0.03382812949671513,136.8139948386837,0.0010270500788465142,18,31.622758865356445,8.227802027249709e-05,0.9997,0.0,False,751
DTLZ2,DTLZ2,0,3,19996,2.7068674564361572,2.0781712393509224,1.302523779167301,0.7502904719945465,0.7405179738998413,19985,0.06656017154455185,0.3521966338157654,0.0,0.0,False,8532
DTLZ2,DTLZ2,1,3,19991,2.563633918762207,2.1770759037462994,1.1775583544656025,0.7393134458896119,0.741952121257782,19983,0.1460222452878952,0.3330390453338623,0.0,0.0,False,8529
DTLZ2,DTLZ2,2,3,19989,2.7528200149536133,2.35276166012045,1.1700377737423187,1.1690298065651745,1.1534496545791626,19990,0.6548147201538086,0.3017706871032715,0.0,0.0,False,8531
DTLZ3,DTLZ3,0,3,19997,0.7905457615852356,1502.2573155909777,0.0005262385833509757,445.5004620360075,0.00011171423102496192,4,31.622777938842773,6.788928175183173e-08,0.99995,0.0,False,1
DTLZ3,DTLZ3,1,3,1,0.0,1481.0291275680065,0.0,438.4730903017071,0.0,1,31.622777938842773,6.031565646935633e-08,1.0,0.0,True,1
DTLZ3,DTLZ3,2,3,1,0.0,1616.5561068058014,0.0,686.7576585503601,0.0,1,31.622777938842773,6.031565646935633e-08,1.0,0.0,True,1
DTLZ4,DTLZ4,0,3,19974,2.2948687076568604,2.274040997028351,1.0091588984788429,1.8139412465763862,1.8078827857971191,19986,0.11856384575366974,0.33519861102104187,0.0,0.0,False,14141
DTLZ4,DTLZ4,1,3,19999,1.0616296529769897,1.6711305379867554,0.6352763167477966,0.02471338328628352,0.015844881534576416,19931,0.1498769223690033,0.08230196684598923,0.0,0.0,False,14136
DTLZ4,DTLZ4,2,3,1,0.0,1.9099067449569702,0.0,0.02549406575459393,0.0,1,0.17294193804264069,1.723255991237238e-07,0.0,0.0,True,1
DTLZ7,DTLZ7,0,3,19998,0.9999387860298157,0.9980984686408192,1.0018438234771592,0.49997926303342793,0.4999997019767761,4964,0.14349262416362762,1.9664711952209473,0.0,0.75185,False,1033
DTLZ7,DTLZ7,1,3,20000,0.9999691843986511,0.9988655152264982,1.0011049226901207,0.5000029524058998,0.5000001192092896,16944,0.7195151448249817,0.5680448412895203,0.0,0.1523,False,4372
DTLZ7,DTLZ7,2,3,19950,15.500421524047852,11.305331230163574,1.3710718605653431,18.287809713646528,18.247385025024414,19980,0.4930568337440491,0.2263243943452835,0.0,0.0,False,7000
MMF1,MMF1,0,2,19996,1.0828368663787842,0.9854249423369765,1.0988527079604777,0.4993198717196212,0.506003737449646,19997,0.022219473496079445,1.067897915840149,0.0,0.0,False,8568
MMF1,MMF1,1,2,19995,8.606691360473633,7.511297918856144,1.145832777963399,2.185938900245018,1.7702456712722778,19988,1.5258370637893677,0.4075707495212555,0.0,0.0,False,8568
MMF11_L,MMF11_L,0,2,19999,0.9998993277549744,0.9865924343466759,1.0134877310478367,0.5997062224100848,0.5999999642372131,11539,0.19648627936840057,1.0284465551376343,0.0,0.42295,False,2637
MMF11_L,MMF11_L,1,2,19993,18.295440673828125,17.27719235420227,1.0589359832749787,4.323398642852658,4.110963344573975,19995,0.5545042753219604,0.749313235282898,0.0,0.0,False,6376
MMF16_20,MMF16_20,0,3,19990,3.9303979873657227,2.9747590022161603,1.3212492119319994,1.0788384196028769,1.0752981901168823,19984,0.19638843834400177,0.20897191762924194,0.0,0.0,False,8537
MMF16_20,MMF16_20,1,3,19995,3.9608776569366455,2.9501680455869064,1.3425939118490684,1.0679661931950744,1.0829411745071411,19978,0.1836525946855545,0.2177736610174179,0.0,0.0,False,8541
MMF16_20,MMF16_20,2,3,19989,3.92317533493042,2.9867431009188294,1.3135295545584453,1.6805171190666242,1.6805914640426636,19981,0.23740361630916595,0.20983071625232697,0.0,0.0,False,8540
MMF4,MMF4,0,2,19993,1.0841134786605835,0.9687532093375921,1.1190811738336037,0.4991757611698303,0.4860544800758362,19994,0.040421389043331146,1.0441195964813232,0.0,0.0,False,8054
MMF4,MMF4,1,2,19992,2.8516976833343506,2.5954601541161537,1.0987252795277278,1.1114827593574759,1.0969772338867188,19994,0.22571337223052979,0.7536205649375916,0.0,0.0,False,8053
WFG1,WFG1,0,2,19728,0.42045116424560547,0.3011634349822998,1.3960896822362134,2.919710851100748,2.9177253246307373,19981,0.02841757796704769,0.2720426619052887,0.0,0.0,False,7186
WFG1,WFG1,1,2,19887,0.47926777601242065,0.36367571353912354,1.3178437772168197,0.9946219057238574,0.9933226704597473,19985,0.033970918506383896,0.25612667202949524,0.0,0.0,False,7186
WFG2,WFG2,0,2,19985,2.7650136947631836,2.072506994009018,1.3341396206410836,1.2135591497767864,1.2092199325561523,19984,0.13018019497394562,0.2711339294910431,0.0,0.0,False,9029
WFG2,WFG2,1,2,19981,5.191694259643555,3.3787407875061035,1.5365766675092047,3.530243473256037,3.4592926502227783,19982,0.8902341723442078,0.181499183177948,0.0,0.0,False,9031
WFG4,WFG4,0,2,19985,2.4818732738494873,1.9620449841022491,1.2649420854053914,1.3892668270329547,1.35154390335083,19967,0.4943879246711731,0.15590238571166992,0.0,0.0,False,9632
WFG4,WFG4,1,2,19966,4.427926540374756,3.2798186540603638,1.3500522459963,3.601638448746019,3.5225327014923096,19976,0.7273212671279907,0.19114390015602112,0.0,0.0,False,9633
WFG5,WFG5,0,2,19969,2.5779364109039307,1.910105288028717,1.349630529301573,1.9274389233533156,1.9164825677871704,19972,0.4395156800746918,0.1772937923669815,0.0,0.0,False,9237
WFG5,WFG5,1,2,19975,4.998192310333252,3.927600920200348,1.2725815101597167,3.116222393932847,2.990605354309082,19978,0.9361292123794556,0.1605634242296219,0.0,0.0,False,9237
WFG9,WFG9,0,2,19978,3.4672672748565674,2.2777079939842224,1.5222615383596818,2.0161241418989744,1.9380617141723633,19976,0.5881425738334656,0.1654532551765442,0.0,0.0,False,8529
WFG9,WFG9,1,2,19978,5.947698593139648,4.072437286376953,1.4604764112723816,3.3766867375758953,3.3139922618865967,19964,1.1151411533355713,0.15644101798534393,0.0,0.0,False,8532
ZDT1,ZDT1,0,2,19999,0.9999199509620667,0.9992559815727873,1.000664463762563,0.49999828149752346,0.5000131726264954,19067,0.3965672254562378,0.36771804094314575,0.0,0.046,False,7707
ZDT1,ZDT1,1,2,19977,4.551559925079346,4.198408126831055,1.084115642781696,3.9372219651841243,3.9364235401153564,19975,0.06221463531255722,0.19526709616184235,0.0,0.0,False,8811
ZDT3,ZDT3,0,2,19998,0.9998961091041565,0.9996310608112253,1.000265146115724,0.49999161259228847,0.500012218952179,8122,0.1066599115729332,1.3932781219482422,0.0,0.59385,False,3304
ZDT3,ZDT3,1,2,19973,4.999444961547852,4.3962026834487915,1.1372189413309353,3.9701557111945425,3.9361612796783447,19960,0.4725078046321869,0.1553589254617691,0.0,0.0,False,12439
ZDT4,ZDT4,0,2,19994,1.0004243850708008,0.9984990209341049,1.0019282584122062,0.4999654759776486,0.49999451637268066,1611,0.004124633967876434,3.7793869972229004,0.0,0.9195,False,1048
ZDT4,ZDT4,1,2,19959,203.37869262695312,182.99776458740234,1.1113725519298163,157.39064544381446,148.162109375,19980,15.386503219604492,0.2341327965259552,0.0,0.0,False,14390
ZDT6,ZDT6,0,2,19966,1.5959547758102417,0.7181926965713501,2.2221818509563316,0.9250322340182888,0.9025080800056458,19987,0.1415451169013977,0.2884127199649811,0.0,0.0,False,9813
ZDT6,ZDT6,1,2,19849,2.851323127746582,2.1038193702697754,1.3553079546847946,8.439108825424343,8.433365821838379,19993,0.08406422287225723,0.3950425386428833,0.0,0.0,False,9814
swap_medium-lhs_DTLZ2,DTLZ2,0,3,19994,2.702690601348877,2.2764762972219614,1.18722545218109,0.7464474496481416,0.7438585162162781,19993,0.015514001250267029,0.46906670928001404,0.0,0.0,False,5389
swap_medium-lhs_DTLZ2,DTLZ2,1,3,19993,2.62528920173645,2.284479962749174,1.1491846041744844,0.7450495900419628,0.743323564529419,19991,0.032739292830228806,0.4475732147693634,0.0,0.0,False,5388
swap_medium-lhs_DTLZ2,DTLZ2,2,3,19990,2.4991633892059326,2.619970398256555,0.9538899335919929,1.165683072125772,1.1638480424880981,19987,0.20663291215896606,0.4146370589733124,0.0,0.0,False,5389
swap_medium-lhs_MMF16_20,MMF16_20,0,3,19997,3.864710807800293,2.982536184368655,1.2957800237445827,1.0776985752379695,1.0647506713867188,19986,0.1850433051586151,0.22332365810871124,0.0,0.0,False,9257
swap_medium-lhs_MMF16_20,MMF16_20,1,3,19997,3.977689743041992,2.989377446123399,1.3306080663049857,1.061718778225535,1.0669983625411987,19982,0.1718006283044815,0.22855441272258759,0.0,0.0,False,9259
swap_medium-lhs_MMF16_20,MMF16_20,2,3,19993,3.9147439002990723,2.9938912368379533,1.307577193229535,1.6882662619816837,1.675993800163269,19979,1.163832187652588,0.21587228775024414,0.0,0.0,False,9259
swap_medium-lhs_WFG9,WFG9,0,2,19984,3.6847691535949707,2.323853313922882,1.5856289773190266,1.9832353956699371,1.9110764265060425,19967,0.5956810712814331,0.16218742728233337,0.0,0.0,False,8850
swap_medium-lhs_WFG9,WFG9,1,2,19977,6.166843414306641,4.305110037326813,1.4324473383578926,3.447124433964491,3.3745405673980713,19967,1.0957876443862915,0.15698258578777313,0.0,0.0,False,8847
swap_medium-lhs_ZDT1,ZDT1,0,2,19998,0.999932050704956,0.9995995516655967,1.0003326322413864,0.5000017194755201,0.5000125169754028,1664,0.03060099482536316,3.6930055618286133,0.0,0.91685,False,330
swap_medium-lhs_ZDT1,ZDT1,1,2,19979,4.6293182373046875,4.638890862464905,0.9979364409631464,3.9381109607815743,3.93715238571167,19980,0.051734935492277145,0.21623538434505463,0.0,0.0,False,11575
swap_medium-lhs_ZDT4,ZDT4,0,2,19988,1.011818289756775,0.9993803694378585,1.0124456320128767,0.49999781055678616,0.4998534619808197,19991,0.0165615975856781,0.557304859161377,0.0,0.0,False,14383
swap_medium-lhs_ZDT4,ZDT4,1,2,19971,217.19845581054688,219.00292205810547,0.991760538030265,157.44602489089965,133.3115997314453,19967,22.185949325561523,0.12264012545347214,0.0,0.0,False,14378
swap_medium-mvns_DTLZ2,DTLZ2,0,3,19993,2.8884713649749756,2.748216152191162,1.0510350005300666,1.283381609571632,0.7580030560493469,19993,0.03688932955265045,0.6564111709594727,0.0,0.0,False,5955
swap_medium-mvns_DTLZ2,DTLZ2,1,3,19989,2.6872639656066895,2.9826810359954834,0.9009558625868297,0.7047950289276196,0.7311878204345703,19996,0.06456845998764038,0.6175978183746338,0.0,0.0,False,5956
swap_medium-mvns_DTLZ2,DTLZ2,2,3,19989,2.52614688873291,2.5930287837982178,0.9742070371593252,0.9124821092950879,1.1399997472763062,19991,0.3839070200920105,0.5587356686592102,0.0,0.0,False,5955
swap_medium-mvns_MMF16_20,MMF16_20,0,3,19994,4.0132646560668945,3.0,1.3377548853556316,1.6844694322534488,0.9665391445159912,19974,0.4555448293685913,0.2123870849609375,0.0,0.0,False,7900
swap_medium-mvns_MMF16_20,MMF16_20,1,3,19999,4.334158897399902,2.991093873977661,1.4490213547314001,0.9490706657015253,1.04146409034729,19981,0.391521692276001,0.3178011178970337,0.0,0.0,False,7899
swap_medium-mvns_MMF16_20,MMF16_20,2,3,19994,3.926098346710205,3.0,1.3086994489034016,1.1853478006899822,1.5140995979309082,19976,1.6153318881988525,0.2595492899417877,0.0,0.0,False,7901
swap_medium-mvns_WFG9,WFG9,0,2,19977,3.5121829509735107,2.4402836561203003,1.4392519255558085,2.2837035007476807,1.9865273237228394,19980,0.7910019755363464,0.1880163699388504,0.0,0.0,False,11082
swap_medium-mvns_WFG9,WFG9,1,2,19980,5.210851192474365,4.152269124984741,1.2549406205681608,3.0825527935624124,2.411776065826416,19975,1.4373582601547241,0.1475626826286316,0.0,0.0,False,11077
swap_medium-mvns_ZDT1,ZDT1,0,2,19998,0.9999135732650757,1.0,0.9999135732650757,0.3173745137092774,0.5000074505805969,12487,0.5014044046401978,0.9280021786689758,0.0,0.3755,False,2756
swap_medium-mvns_ZDT1,ZDT1,1,2,19978,4.514097213745117,4.361734926700592,1.0349315787421725,2.993975705653429,3.8871867656707764,19985,0.2105122059583664,0.254460871219635,0.0,0.0,False,8561
swap_medium-mvns_ZDT4,ZDT4,0,2,19992,1.0298612117767334,1.0,1.0298612117767334,0.33105593202332967,0.48957547545433044,19992,0.03774116188287735,0.7845708727836609,0.0,0.0,False,13420
swap_medium-mvns_ZDT4,ZDT4,1,2,19980,235.73068237304688,195.14629364013672,1.2079690470973052,159.23630238342284,114.04462432861328,19972,23.871816635131836,0.22823458909988403,0.0,0.0,False,13401
swap_small-lhs_DTLZ2,DTLZ2,0,3,19996,2.7068674564361572,2.0781712393509224,1.302523779167301,0.7502904719945465,0.7405179738998413,19985,0.06656017154455185,0.3521966338157654,0.0,0.0,False,8532
swap_small-lhs_DTLZ2,DTLZ2,1,3,19991,2.563633918762207,2.1770759037462994,1.1775583544656025,0.7393134458896119,0.741952121257782,19983,0.1460222452878952,0.3330390453338623,0.0,0.0,False,8529
swap_small-lhs_DTLZ2,DTLZ2,2,3,19989,2.7528200149536133,2.35276166012045,1.1700377737423187,1.1690298065651745,1.1534496545791626,19990,0.6548147201538086,0.3017706871032715,0.0,0.0,False,8531
swap_small-lhs_MMF16_20,MMF16_20,0,3,19990,3.9303979873657227,2.9747590022161603,1.3212492119319994,1.0788384196028769,1.0752981901168823,19984,0.19638843834400177,0.20897191762924194,0.0,0.0,False,8537
swap_small-lhs_MMF16_20,MMF16_20,1,3,19995,3.9608776569366455,2.9501680455869064,1.3425939118490684,1.0679661931950744,1.0829411745071411,19978,0.1836525946855545,0.2177736610174179,0.0,0.0,False,8541
swap_small-lhs_MMF16_20,MMF16_20,2,3,19989,3.92317533493042,2.9867431009188294,1.3135295545584453,1.6805171190666242,1.6805914640426636,19981,0.23740361630916595,0.20983071625232697,0.0,0.0,False,8540
swap_small-lhs_WFG9,WFG9,0,2,19978,3.4672672748565674,2.2777079939842224,1.5222615383596818,2.0161241418989744,1.9380617141723633,19976,0.5881425738334656,0.1654532551765442,0.0,0.0,False,8529
swap_small-lhs_WFG9,WFG9,1,2,19978,5.947698593139648,4.072437286376953,1.4604764112723816,3.3766867375758953,3.3139922618865967,19964,1.1151411533355713,0.15644101798534393,0.0,0.0,False,8532
swap_small-lhs_ZDT1,ZDT1,0,2,19999,0.9999199509620667,0.9992559815727873,1.000664463762563,0.49999828149752346,0.5000131726264954,19067,0.3965672254562378,0.36771804094314575,0.0,0.046,False,7707
swap_small-lhs_ZDT1,ZDT1,1,2,19977,4.551559925079346,4.198408126831055,1.084115642781696,3.9372219651841243,3.9364235401153564,19975,0.06221463531255722,0.19526709616184235,0.0,0.0,False,8811
swap_small-lhs_ZDT4,ZDT4,0,2,19994,1.0004243850708008,0.9984990209341049,1.0019282584122062,0.4999654759776486,0.49999451637268066,1611,0.004124633967876434,3.7793869972229004,0.0,0.9195,False,1048
swap_small-lhs_ZDT4,ZDT4,1,2,19959,203.37869262695312,182.99776458740234,1.1113725519298163,157.39064544381446,148.162109375,19980,15.386503219604492,0.2341327965259552,0.0,0.0,False,14390
swap_small-mvns_DTLZ2,DTLZ2,0,3,19994,2.845353364944458,2.878926992416382,0.988338145579807,1.2309503237644055,0.7669357657432556,19994,0.1142740473151207,0.45484817028045654,0.0,0.0,False,8479
swap_small-mvns_DTLZ2,DTLZ2,1,3,19993,2.7815213203430176,2.545930862426758,1.0925360784116884,0.728183549660637,0.7105082273483276,19988,0.21993514895439148,0.423073947429657,0.0,0.0,False,8483
swap_small-mvns_DTLZ2,DTLZ2,2,3,19985,2.473512887954712,2.416848659515381,1.0234455013210024,0.9409365956357748,1.1194190979003906,19988,0.9408774375915527,0.3777027130126953,0.0,0.0,False,8481
swap_small-mvns_MMF16_20,MMF16_20,0,3,19994,4.173550605773926,3.0,1.3911835352579753,1.6539721972992123,1.1086267232894897,19979,0.4896344840526581,0.21690675616264343,0.0,0.0,False,10248
swap_small-mvns_MMF16_20,MMF16_20,1,3,19998,3.8119916915893555,3.0,1.270663897196452,0.921086816776917,0.9469148516654968,19975,0.3400675654411316,0.24772940576076508,0.0,0.0,False,10252
swap_small-mvns_MMF16_20,MMF16_20,2,3,19987,4.341751575469971,3.0,1.447250525156657,1.2289980495038633,1.5653841495513916,19980,0.3931225538253784,0.23376160860061646,0.0,0.0,False,10251
swap_small-mvns_WFG9,WFG9,0,2,19978,3.6805994510650635,2.262127161026001,1.6270524108802558,2.2637114383050525,2.0479085445404053,19977,0.7706661224365234,0.20921026170253754,0.0,0.0,False,10377
swap_small-mvns_WFG9,WFG9,1,2,19982,5.069356918334961,4.1868637800216675,1.2107766540015608,3.1229276360394147,2.5317821502685547,19971,1.3951759338378906,0.16249598562717438,0.0,0.0,False,10376
swap_small-mvns_ZDT1,ZDT1,0,2,19999,0.9999181628227234,1.0,0.9999181628227234,0.33215002982227576,0.5000062584877014,7003,0.12436700612306595,1.558294415473938,0.0,0.6498,False,1423
swap_small-mvns_ZDT1,ZDT1,1,2,19973,4.327853679656982,3.891371488571167,1.1121666724361192,2.9609288412223465,3.8595218658447266,19978,0.20644888281822205,0.23412175476551056,0.0,0.0,False,10058
swap_small-mvns_ZDT4,ZDT4,0,2,19995,1.0005784034729004,1.0,1.0005784034729004,0.34129652236121133,0.49995967745780945,9789,0.059440068900585175,1.189745306968689,0.0,0.51055,False,7172
swap_small-mvns_ZDT4,ZDT4,1,2,19987,221.936279296875,153.34276580810547,1.4473214835227903,157.214367789358,108.49690246582031,19977,23.323753356933594,0.2080957591533661,0.0,0.0,False,15065
