alg,label,problema,tier,dist,n7,n7_nd,fantasia,igdp7,hv7,igdp7nd,hv7nd
c311,MMF4,MMF4,main,lhs,50,25,0.5,0.06282126523140986,0.4160002070816614,0.06282126523140986,0.4160002070816614
c311,WFG1,WFG1,main,lhs,50,22,0.44,0.7210883287869593,0.056979851202812085,0.7210883287869593,0.056979851202812085
c311,WFG2,WFG2,main,lhs,34,2,0.058823529411764705,0.7371541982406319,0.07739098016162622,0.7371541982406319,0.07739098016162622
c311,WFG4,WFG4,main,lhs,50,5,0.1,0.9675342882647918,0.0,0.9675342882647918,0.0
c311,WFG5,WFG5,main,lhs,50,1,0.02,0.39338062403237456,0.09382859177365721,0.39338062403237456,0.09382859177365721
c311,WFG9,WFG9,main,lhs,50,2,0.04,0.4970372996847357,0.0,0.4970372996847357,0.0
c311,ZDT1,ZDT1,main,lhs,50,50,1.0,0.033352713265521416,0.821311390444246,0.033352713265521416,0.821311390444246
c311,ZDT3,ZDT3,main,lhs,50,40,0.8,0.12099203356769277,0.511995031867333,0.12099203356769277,0.511995031867333
c311,ZDT4,ZDT4,main,lhs,50,49,0.98,184.67447910236896,0.0,184.67447910236896,0.0
c311,ZDT6,ZDT6,main,lhs,50,2,0.04,1.0735287988472275,0.0,1.0735287988472275,0.0
c311,swap_big-lhs_DTLZ2,DTLZ2,big,lhs,105,101,0.9619047619047619,0.025473955142717556,0.7389576411827242,0.025473955142717556,0.7389576411827242
c311,swap_big-lhs_MMF16_20,MMF16_20,big,lhs,105,100,0.9523809523809523,0.025122533443712472,0.7403244567790156,0.025122533443712472,0.7403244567790156
c311,swap_big-lhs_WFG9,WFG9,big,lhs,50,49,0.98,0.23244007741394226,0.21032231295095544,0.23244007741394226,0.21032231295095544
c311,swap_big-lhs_ZDT1,ZDT1,big,lhs,50,28,0.56,0.21744391922476142,0.5946067972545955,0.21744391922476142,0.5946067972545955
c311,swap_big-lhs_ZDT4,ZDT4,big,lhs,50,4,0.08,67.39269819299894,0.0,67.39269819299894,0.0
c311,swap_big-mvns_DTLZ2,DTLZ2,big,mvns,105,95,0.9047619047619048,0.030153565679733027,0.7293105461794948,0.030153565679733027,0.7293105461794948
c311,swap_big-mvns_MMF16_20,MMF16_20,big,mvns,105,105,1.0,0.022269986590148155,0.746922853444508,0.022269986590148155,0.746922853444508
c311,swap_big-mvns_WFG9,WFG9,big,mvns,50,1,0.02,0.38840497873104624,0.07713816212902773,0.38840497873104624,0.07713816212902773
c311,swap_big-mvns_ZDT1,ZDT1,big,mvns,49,32,0.6530612244897959,0.04450457670332329,0.793392647939346,0.04450457670332329,0.793392647939346
c311,swap_big-mvns_ZDT4,ZDT4,big,mvns,50,7,0.14,75.4155615740765,0.0,75.4155615740765,0.0
c311,swap_medium-lhs_DTLZ2,DTLZ2,medium,lhs,104,102,0.9807692307692307,0.0254885959313541,0.737335341113488,0.0254885959313541,0.737335341113488
c311,swap_medium-lhs_MMF16_20,MMF16_20,medium,lhs,105,74,0.7047619047619048,0.05823579149529923,0.6280726885414838,0.05823579149529923,0.6280726885414838
c311,swap_medium-lhs_WFG9,WFG9,medium,lhs,36,7,0.19444444444444445,0.46218076118469137,0.005321166066300197,0.46218076118469137,0.005321166066300197
c311,swap_medium-lhs_ZDT1,ZDT1,medium,lhs,50,50,1.0,0.13821431562314807,0.6968094088824512,0.13821431562314807,0.6968094088824512
c311,swap_medium-lhs_ZDT4,ZDT4,medium,lhs,50,17,0.34,170.6257559148754,0.0,170.6257559148754,0.0
c311,swap_medium-mvns_DTLZ2,DTLZ2,medium,mvns,87,84,0.9655172413793104,0.03402255781410214,0.6966248818129797,0.03402255781410214,0.6966248818129797
c311,swap_medium-mvns_MMF16_20,MMF16_20,medium,mvns,100,98,0.98,0.026030108079004674,0.732597658613065,0.026030108079004674,0.732597658613065
c311,swap_medium-mvns_WFG9,WFG9,medium,mvns,1,1,1.0,0.3880131419716946,0.07756133273061762,0.3880131419716946,0.07756133273061762
c311,swap_medium-mvns_ZDT1,ZDT1,medium,mvns,50,50,1.0,0.009432128694068351,0.8590510795044556,0.009432128694068351,0.8590510795044556
c311,swap_medium-mvns_ZDT4,ZDT4,medium,mvns,27,3,0.1111111111111111,138.3949347489042,0.0,138.3949347489042,0.0
c311,swap_small-lhs_DTLZ2,DTLZ2,small,lhs,94,93,0.9893617021276596,0.040805524934593454,0.7018994539659531,0.040805524934593454,0.7018994539659531
c311,swap_small-lhs_MMF16_20,MMF16_20,small,lhs,93,92,0.989247311827957,0.02645161790854685,0.7359053769830957,0.02645161790854685,0.7359053769830957
c311,swap_small-lhs_WFG9,WFG9,small,lhs,50,2,0.04,0.4970372996847357,0.0,0.4970372996847357,0.0
c311,swap_small-lhs_ZDT1,ZDT1,small,lhs,50,50,1.0,0.033352713265521416,0.821311390444246,0.033352713265521416,0.821311390444246
c311,swap_small-lhs_ZDT4,ZDT4,small,lhs,50,49,0.98,184.67447910236896,0.0,184.67447910236896,0.0
c311,swap_small-mvns_DTLZ2,DTLZ2,small,mvns,74,61,0.8243243243243243,0.04884526815967059,0.6771046651351569,0.04884526815967059,0.6771046651351569
c311,swap_small-mvns_MMF16_20,MMF16_20,small,mvns,79,65,0.8227848101265823,0.04716194448443607,0.6608725547793504,0.04716194448443607,0.6608725547793504
c311,swap_small-mvns_WFG9,WFG9,small,mvns,50,1,0.02,0.38813074643818446,0.07743424509735983,0.38813074643818446,0.07743424509735983
c311,swap_small-mvns_ZDT1,ZDT1,small,mvns,50,50,1.0,0.006215972652747267,0.863646542545192,0.006215972652747267,0.863646542545192
c311,swap_small-mvns_ZDT4,ZDT4,small,mvns,50,5,0.1,201.28129151367582,0.0,201.28129151367582,0.0
