alg,label,problema,tier,dist,n7,n7_nd,fantasia,igdp7,hv7,igdp7nd,hv7nd
e103,BBOB_F49,BBOB_F49,main,lhs,100,15,0.15,0.3347313389783466,0.5628991429732192,0.3347313389783466,0.5628991429732192
e103,BBOB_F5,BBOB_F5,main,lhs,100,74,0.74,0.08428194447892468,0.7342992828165342,0.08428194447892468,0.7342992828165342
e103,BBOB_F55,BBOB_F55,main,lhs,100,4,0.04,0.9561693974866271,0.03203052147834735,0.9561693974866271,0.03203052147834735
e103,DTLZ1,DTLZ1,main,lhs,100,24,0.24,75.32358173827524,0.0,75.32358173827524,0.0
e103,DTLZ2,DTLZ2,main,lhs,100,81,0.81,0.07575006422749106,0.5867407654860621,0.07575006422749106,0.5867407654860621
e103,DTLZ3,DTLZ3,main,lhs,100,46,0.46,250.61629106443735,0.0,250.61629106443735,0.0
e103,DTLZ4,DTLZ4,main,lhs,100,22,0.22,0.5921455226533678,0.11918296790122998,0.5921455226533678,0.11918296790122998
e103,DTLZ7,DTLZ7,main,lhs,100,40,0.4,0.054448651346112625,0.5151803758967477,0.054448651346112625,0.5151803758967477
e103,MMF1,MMF1,main,lhs,100,37,0.37,0.04894027381483341,0.7677347664904137,0.04894027381483341,0.7677347664904137
e103,MMF11_L,MMF11_L,main,lhs,100,73,0.73,0.028169703899792387,0.9860056273406983,0.028169703899792387,0.9860056273406983
e103,MMF16_20,MMF16_20,main,lhs,100,100,1.0,0.5060223598911855,0.03687283442807217,0.5060223598911855,0.03687283442807217
e103,MMF4,MMF4,main,lhs,100,71,0.71,0.10999491512959264,0.3869076607382809,0.10999491512959264,0.3869076607382809
e103,WFG1,WFG1,main,lhs,100,38,0.38,0.7174542109437405,0.05741068445062671,0.7174542109437405,0.05741068445062671
e103,WFG2,WFG2,main,lhs,100,12,0.12,0.22507756881624255,0.4412059584679351,0.22507756881624255,0.4412059584679351
e103,WFG4,WFG4,main,lhs,100,26,0.26,0.11543547198704476,0.21763385686691114,0.11543547198704476,0.21763385686691114
e103,WFG5,WFG5,main,lhs,100,31,0.31,0.1383278281911061,0.24282859538391938,0.1383278281911061,0.24282859538391938
e103,WFG9,WFG9,main,lhs,100,19,0.19,0.28426160538928247,0.04852454001849574,0.28426160538928247,0.04852454001849574
e103,ZDT1,ZDT1,main,lhs,100,95,0.95,0.0052058683064078945,0.8650145673930815,0.0052058683064078945,0.8650145673930815
e103,ZDT3,ZDT3,main,lhs,100,26,0.26,0.008483288987786617,0.7127045407773699,0.008483288987786617,0.7127045407773699
e103,ZDT4,ZDT4,main,lhs,100,7,0.07,71.04039062238674,0.0,71.04039062238674,0.0
e103,ZDT6,ZDT6,main,lhs,100,5,0.05,0.4607021940394449,0.0604812978246083,0.4607021940394449,0.0604812978246083
e103,swap_medium-lhs_DTLZ2,DTLZ2,medium,lhs,100,70,0.7,0.07025194443304997,0.5978695098580783,0.07025194443304997,0.5978695098580783
e103,swap_medium-lhs_MMF16_20,MMF16_20,medium,lhs,100,100,1.0,0.507181524415269,0.033187889615820275,0.507181524415269,0.033187889615820275
e103,swap_medium-lhs_WFG9,WFG9,medium,lhs,100,11,0.11,0.20985964404129137,0.06315514232083781,0.20985964404129137,0.06315514232083781
e103,swap_medium-lhs_ZDT1,ZDT1,medium,lhs,100,92,0.92,0.007175837372302388,0.8624781144314376,0.007175837372302388,0.8624781144314376
e103,swap_medium-lhs_ZDT4,ZDT4,medium,lhs,200,10,0.05,53.94899049075502,0.0,53.94899049075502,0.0
e103,swap_medium-mvns_DTLZ2,DTLZ2,medium,mvns,100,22,0.22,0.4788276948729606,0.01773605473705821,0.4788276948729606,0.01773605473705821
e103,swap_medium-mvns_MMF16_20,MMF16_20,medium,mvns,100,99,0.99,0.5018220138976047,0.04053742922827345,0.5018220138976047,0.04053742922827345
e103,swap_medium-mvns_WFG9,WFG9,medium,mvns,100,19,0.19,0.1466116600848864,0.19708838711856272,0.1466116600848864,0.19708838711856272
e103,swap_medium-mvns_ZDT1,ZDT1,medium,mvns,100,94,0.94,0.0030789241964703155,0.8690738454079749,0.0030789241964703155,0.8690738454079749
e103,swap_medium-mvns_ZDT4,ZDT4,medium,mvns,100,4,0.04,118.47034570952688,0.0,118.47034570952688,0.0
e103,swap_small-lhs_DTLZ2,DTLZ2,small,lhs,100,81,0.81,0.07575006422749106,0.5867407654860621,0.07575006422749106,0.5867407654860621
e103,swap_small-lhs_MMF16_20,MMF16_20,small,lhs,100,100,1.0,0.5060223598911855,0.03687283442807217,0.5060223598911855,0.03687283442807217
e103,swap_small-lhs_WFG9,WFG9,small,lhs,100,19,0.19,0.28426160538928247,0.04852454001849574,0.28426160538928247,0.04852454001849574
e103,swap_small-lhs_ZDT1,ZDT1,small,lhs,100,95,0.95,0.0052058683064078945,0.8650145673930815,0.0052058683064078945,0.8650145673930815
e103,swap_small-lhs_ZDT4,ZDT4,small,lhs,100,7,0.07,71.04039062238674,0.0,71.04039062238674,0.0
e103,swap_small-mvns_DTLZ2,DTLZ2,small,mvns,100,52,0.52,0.4650504000568012,0.0024225387799942347,0.4650504000568012,0.0024225387799942347
e103,swap_small-mvns_MMF16_20,MMF16_20,small,mvns,100,51,0.51,0.2297896344181093,0.18231487598733917,0.2297896344181093,0.18231487598733917
e103,swap_small-mvns_WFG9,WFG9,small,mvns,100,13,0.13,0.1875123882893775,0.1330165568059591,0.1875123882893775,0.1330165568059591
e103,swap_small-mvns_ZDT1,ZDT1,small,mvns,100,96,0.96,0.003236177617453243,0.8694323654922773,0.003236177617453243,0.8694323654922773
e103,swap_small-mvns_ZDT4,ZDT4,small,mvns,100,1,0.01,133.7068243973414,0.0,133.7068243973414,0.0
c311,BBOB_F1,BBOB_F1,main,lhs,50,17,0.34,0.20226216714496442,0.6817583241964288,0.20226216714496442,0.6817583241964288
c311,BBOB_F17,BBOB_F17,main,lhs,2,1,0.5,0.4330362768845093,0.46012042521295615,0.4330362768845093,0.46012042521295615
c311,BBOB_F22,BBOB_F22,main,lhs,14,2,0.14285714285714285,4.805768382200147,0.0,4.805768382200147,0.0
c311,BBOB_F37,BBOB_F37,main,lhs,50,5,0.1,1.987471031562861,0.0,1.987471031562861,0.0
c311,BBOB_F49,BBOB_F49,main,lhs,32,5,0.15625,0.8548833881197233,0.09107226871124716,0.8548833881197233,0.09107226871124716
c311,BBOB_F5,BBOB_F5,main,lhs,50,2,0.04,0.8747236189537269,0.0,0.8747236189537269,0.0
c311,BBOB_F55,BBOB_F55,main,lhs,50,7,0.14,1.2451971161596374,0.0,1.2451971161596374,0.0
c311,DTLZ1,DTLZ1,main,lhs,104,21,0.20192307692307693,72.24903120824662,0.0,72.24903120824662,0.0
c311,DTLZ2,DTLZ2,main,lhs,94,93,0.9893617021276596,0.040805524934593454,0.7018994539659531,0.040805524934593454,0.7018994539659531
c311,DTLZ3,DTLZ3,main,lhs,95,36,0.37894736842105264,641.1793621164978,0.0,641.1793621164978,0.0
c311,DTLZ4,DTLZ4,main,lhs,99,79,0.797979797979798,1.3738542800007214,0.0,1.3738542800007214,0.0
c311,DTLZ7,DTLZ7,main,lhs,79,63,0.7974683544303798,0.09241131248172559,0.4765917523037824,0.09241131248172559,0.4765917523037824
c311,MMF1,MMF1,main,lhs,50,9,0.18,0.05141295530255617,0.7613716663834181,0.05141295530255617,0.7613716663834181
c311,MMF11_L,MMF11_L,main,lhs,50,49,0.98,0.12828737644249757,0.8231652630857257,0.12828737644249757,0.8231652630857257
c311,MMF16_20,MMF16_20,main,lhs,93,92,0.989247311827957,0.02645161790854685,0.7359053769830957,0.02645161790854685,0.7359053769830957
