alg,problema,semente,status,fe_final,maxfe,exp,camadas
c149,DTLZ3,10,ok,371,371,main,①②④⑥
c149,DTLZ3,19,ok,371,371,main,①②④⑥
c149,DTLZ3,26,ok,371,371,main,①②④⑥
c149,DTLZ3,8,ok,371,371,main,①②④⑥
c149,DTLZ3,21,ok,371,371,main,①②④⑥
c149,DTLZ3,24,ok,371,371,main,①②④⑥
c149,DTLZ3,23,ok,371,371,main,①②④⑥
c149,DTLZ3,4,ok,371,371,main,①②④⑥
c149,DTLZ3,15,ok,371,371,main,①②④⑥
c149,DTLZ3,3,ok,371,371,main,①②④⑥
c149,DTLZ3,12,ok,371,371,main,①②④⑥
c149,DTLZ3,2,ok,371,371,main,①②④⑥
c149,DTLZ3,13,ok,371,371,main,①②④⑥
c149,DTLZ3,5,ok,371,371,main,①②④⑥
c149,DTLZ3,14,ok,371,371,main,①②④⑥
c149,DTLZ3,22,ok,371,371,main,①②④⑥
c149,DTLZ3,25,ok,371,371,main,①②④⑥
c149,BBOB_F1,20,ok,309,309,main,①②④⑥
c149,BBOB_F1,18,ok,309,309,main,①②④⑥
c149,BBOB_F1,27,ok,309,309,main,①②④⑥
c149,BBOB_F1,9,ok,309,309,main,①②④⑥
c149,BBOB_F1,0,ok,309,309,main,①②④⑥
c149,BBOB_F1,11,ok,309,309,main,①②④⑥
c149,BBOB_F1,7,ok,309,309,main,①②③④⑥
c149,BBOB_F1,16,ok,309,309,main,①②④⑥
c149,BBOB_F1,42,ok,309,309,main,①②④⑥
c149,BBOB_F1,6,ok,309,309,main,①②④⑥
c149,BBOB_F1,28,ok,309,309,main,①②④⑥
c149,BBOB_F1,17,ok,309,309,main,①②④⑥
c149,BBOB_F1,1,ok,309,309,main,①②④⑥
c149,BBOB_F1,10,ok,309,309,main,①②④⑥
c149,BBOB_F1,19,ok,309,309,main,①②④⑥
c149,BBOB_F1,8,ok,309,309,main,①②④⑥
c149,BBOB_F1,21,ok,309,309,main,①②④⑥
c149,BBOB_F1,24,ok,309,309,main,①②④⑥
c149,BBOB_F1,23,ok,309,309,main,①②④⑥
c149,BBOB_F1,4,ok,309,309,main,①②④⑥
c149,BBOB_F1,15,ok,309,309,main,①②④⑥
c149,BBOB_F1,3,ok,309,309,main,①②④⑥
c149,BBOB_F1,12,ok,309,309,main,①②④⑥
c149,BBOB_F1,2,ok,309,309,main,①②④⑥
c149,BBOB_F1,13,ok,309,309,main,①②④⑥
c149,BBOB_F1,5,ok,309,309,main,①②④⑥
c149,BBOB_F1,14,ok,309,309,main,①②④⑥
c149,BBOB_F1,22,ok,309,309,main,①②④⑥
c149,BBOB_F1,25,ok,309,309,main,①②④⑥
c149,DTLZ4,20,ok,371,371,main,①②④⑥
c149,DTLZ4,27,ok,371,371,main,①②④⑥
c149,DTLZ4,9,ok,371,371,main,①②④⑥
c149,DTLZ4,0,ok,371,371,main,①②④⑥
c149,DTLZ4,11,ok,371,371,main,①②④⑥
c149,DTLZ4,7,ok,371,371,main,①②④⑥
c149,DTLZ4,16,ok,371,371,main,①②④⑥
c149,DTLZ4,42,ok,371,371,main,①②④⑥
c149,DTLZ4,6,ok,371,371,main,①②④⑥
c149,DTLZ4,28,ok,371,371,main,①②④⑥
c149,DTLZ4,17,ok,371,371,main,①②④⑥
c149,DTLZ4,1,ok,371,371,main,①②④⑥
c149,DTLZ4,10,ok,371,371,main,①②④⑥
c149,DTLZ4,19,ok,371,371,main,①②④⑥
c149,DTLZ4,26,ok,371,371,main,①②④⑥
c149,DTLZ4,8,ok,371,371,main,①②④⑥
c149,DTLZ4,21,ok,371,371,main,①②④⑥
c149,DTLZ4,24,ok,371,371,main,①②④⑥
c149,DTLZ4,23,ok,371,371,main,①②④⑥
c149,DTLZ4,4,ok,371,371,main,①②④⑥
c149,DTLZ4,15,ok,371,371,main,①②④⑥
c149,DTLZ4,3,ok,371,371,main,①②④⑥
c149,DTLZ4,12,ok,371,371,main,①②④⑥
c149,DTLZ4,2,ok,371,371,main,①②④⑥
c149,DTLZ4,13,ok,371,371,main,①②④⑥
c149,DTLZ4,5,ok,371,371,main,①②④⑥
c149,DTLZ4,14,ok,371,371,main,①②④⑥
c149,DTLZ4,22,ok,371,371,main,①②④⑥
c149,DTLZ4,25,ok,371,371,main,①②④⑥
c149,MMF4,20,ok,61,61,main,①②④⑥
c149,MMF4,18,ok,61,61,main,①②④⑥
c149,MMF4,27,ok,61,61,main,①②④⑥
c149,MMF4,9,ok,61,61,main,①②④⑥
c149,MMF4,0,ok,61,61,main,①②④⑥
c149,MMF4,11,ok,61,61,main,①②④⑥
c149,MMF4,7,ok,61,61,main,①②③④⑥
c149,MMF4,16,ok,61,61,main,①②④⑥
c149,MMF4,42,ok,61,61,main,①②④⑥
c149,MMF4,6,ok,61,61,main,①②④⑥
c149,MMF4,28,ok,61,61,main,①②④⑥
c149,MMF4,17,ok,61,61,main,①②④⑥
c149,MMF4,1,ok,61,61,main,①②④⑥
c149,MMF4,10,ok,61,61,main,①②④⑥
c149,MMF4,19,ok,61,61,main,①②④⑥
c149,MMF4,26,ok,61,61,main,①②④⑥
c149,MMF4,8,ok,61,61,main,①②④⑥
c149,MMF4,21,ok,61,61,main,①②④⑥
c149,MMF4,24,ok,61,61,main,①②④⑥
c149,MMF4,23,ok,61,61,main,①②④⑥
c149,MMF4,4,ok,61,61,main,①②④⑥
c149,MMF4,15,ok,61,61,main,①②④⑥
c149,MMF4,3,ok,61,61,main,①②④⑥
c149,MMF4,12,ok,61,61,main,①②④⑥
c149,MMF4,2,ok,61,61,main,①②④⑥
c149,MMF4,13,ok,61,61,main,①②④⑥
c149,MMF4,5,ok,61,61,main,①②④⑥
c149,MMF4,14,ok,61,61,main,①②④⑥
c149,MMF4,22,ok,61,61,main,①②④⑥
c149,MMF4,25,ok,61,61,main,①②④⑥
c149,MMF11_L,20,ok,61,61,main,①②④⑥
c149,MMF11_L,18,ok,61,61,main,①②④⑥
c149,MMF11_L,27,ok,61,61,main,①②④⑥
c149,MMF11_L,9,ok,61,61,main,①②④⑥
c149,MMF11_L,0,ok,61,61,main,①②④⑥
c149,MMF11_L,11,ok,61,61,main,①②④⑥
c149,MMF11_L,7,ok,61,61,main,①②③④⑥
c149,MMF11_L,16,ok,61,61,main,①②④⑥
c149,MMF11_L,42,ok,61,61,main,①②④⑥
c149,MMF11_L,6,ok,61,61,main,①②④⑥
c149,MMF11_L,28,ok,61,61,main,①②④⑥
c149,MMF11_L,17,ok,61,61,main,①②④⑥
c149,MMF11_L,1,ok,61,61,main,①②④⑥
c149,MMF11_L,10,ok,61,61,main,①②④⑥
c149,MMF11_L,19,ok,61,61,main,①②④⑥
c149,MMF11_L,26,ok,61,61,main,①②④⑥
c149,MMF11_L,8,ok,61,61,main,①②④⑥
c149,MMF11_L,21,ok,61,61,main,①②④⑥
c149,MMF11_L,24,ok,61,61,main,①②④⑥
c149,MMF11_L,23,ok,61,61,main,①②④⑥
c149,MMF11_L,4,ok,61,61,main,①②④⑥
c149,MMF11_L,15,ok,61,61,main,①②④⑥
c149,MMF11_L,3,ok,61,61,main,①②④⑥
c149,MMF11_L,12,ok,61,61,main,①②④⑥
c149,MMF11_L,2,ok,61,61,main,①②④⑥
c149,MMF11_L,13,ok,61,61,main,①②④⑥
c149,MMF11_L,5,ok,61,61,main,①②④⑥
c149,MMF11_L,14,ok,61,61,main,①②④⑥
c149,MMF11_L,22,ok,61,61,main,①②④⑥
c149,MMF11_L,25,ok,61,61,main,①②④⑥
c149,DTLZ2,20,ok,371,371,main,①②④⑥
c149,DTLZ2,18,ok,371,371,main,①②④⑥
c149,DTLZ2,27,ok,371,371,main,①②④⑥
c149,DTLZ2,9,ok,371,371,main,①②④⑥
c149,DTLZ2,0,ok,371,371,main,①②④⑥
c149,DTLZ2,11,ok,371,371,main,①②④⑥
c149,DTLZ2,7,ok,371,371,main,①②④⑥
c149,DTLZ2,16,ok,371,371,main,①②④⑥
c149,DTLZ2,42,ok,371,371,main,①②④⑥
c149,DTLZ2,6,ok,371,371,main,①②④⑥
c149,DTLZ2,28,ok,371,371,main,①②④⑥
c149,DTLZ2,17,ok,371,371,main,①②④⑥
c149,DTLZ2,1,ok,371,371,main,①②④⑥
c149,DTLZ2,10,ok,371,371,main,①②④⑥
c149,DTLZ2,19,ok,371,371,main,①②④⑥
c149,DTLZ2,26,ok,371,371,main,①②④⑥
c149,DTLZ2,8,ok,371,371,main,①②④⑥
c149,DTLZ2,21,ok,371,371,main,①②④⑥
c149,DTLZ2,24,ok,371,371,main,①②④⑥
c149,DTLZ2,23,ok,371,371,main,①②④⑥
c149,DTLZ2,4,ok,371,371,main,①②④⑥
c149,DTLZ2,15,ok,371,371,main,①②④⑥
c149,DTLZ2,3,ok,371,371,main,①②④⑥
c149,DTLZ2,12,ok,371,371,main,①②④⑥
c149,DTLZ2,2,ok,371,371,main,①②④⑥
c149,DTLZ2,13,ok,371,371,main,①②④⑥
c149,DTLZ2,5,ok,371,371,main,①②④⑥
c149,DTLZ2,14,ok,371,371,main,①②④⑥
c149,DTLZ2,22,ok,371,371,main,①②④⑥
c149,DTLZ2,25,ok,371,371,main,①②④⑥
c149,ZDT3,20,failed,851,929,main,①②④⑥
c149,ZDT3,27,failed,810,929,main,①②④⑥
c149,ZDT3,9,failed,809,929,main,①②④⑥
c149,ZDT3,0,ok,929,929,main,①②④⑥
c149,ZDT3,11,ok,929,929,main,①②④⑥
c149,ZDT3,7,failed,604,929,main,①②③④⑥
c149,ZDT3,16,ok,929,929,main,①②④⑥
c149,ZDT3,42,failed,795,929,main,①②④⑥
c149,ZDT3,6,ok,929,929,main,①②④⑥
c149,ZDT3,28,failed,813,929,main,①②④⑥
c149,ZDT3,17,failed,927,929,main,①②④⑥
c149,ZDT3,1,ok,929,929,main,①②④⑥
c149,ZDT3,10,ok,929,929,main,①②④⑥
c149,ZDT3,19,failed,854,929,main,①②④⑥
c149,ZDT3,8,failed,813,929,main,①②④⑥
c149,ZDT3,21,failed,851,929,main,①②④⑥
c149,ZDT3,24,failed,834,929,main,①②④⑥
c149,ZDT3,23,failed,848,929,main,①②④⑥
c149,ZDT3,4,ok,929,929,main,①②④⑥
c149,ZDT3,15,failed,925,929,main,①②④⑥
c149,ZDT3,3,ok,929,929,main,①②④⑥
c149,ZDT3,12,ok,929,929,main,①②④⑥
c149,ZDT3,2,ok,929,929,main,①②④⑥
c149,ZDT3,13,failed,925,929,main,①②④⑥
c149,ZDT3,5,ok,929,929,main,①②④⑥
c149,ZDT3,14,ok,929,929,main,①②④⑥
c149,ZDT3,22,failed,850,929,main,①②④⑥
c149,ZDT4,20,ok,309,309,main,①②④⑥
c149,ZDT4,18,ok,309,309,main,①②④⑥
c149,ZDT4,27,ok,309,309,main,①②④⑥
c149,ZDT4,9,ok,309,309,main,①②④⑥
c149,ZDT4,0,ok,309,309,main,①②④⑥
c149,ZDT4,11,ok,309,309,main,①②④⑥
c149,ZDT4,7,ok,309,309,main,①②③④⑥
c149,ZDT4,16,ok,309,309,main,①②④⑥
c149,ZDT4,42,ok,309,309,main,①②④⑥
c149,ZDT4,6,ok,309,309,main,①②④⑥
c149,ZDT4,28,ok,309,309,main,①②④⑥
c149,ZDT4,17,ok,309,309,main,①②④⑥
c149,ZDT4,1,ok,309,309,main,①②④⑥
c149,ZDT4,10,ok,309,309,main,①②④⑥
c149,ZDT4,19,ok,309,309,main,①②④⑥
c149,ZDT4,26,ok,309,309,main,①②④⑥
c149,ZDT4,8,ok,309,309,main,①②④⑥
c149,ZDT4,21,ok,309,309,main,①②④⑥
c149,ZDT4,24,ok,309,309,main,①②④⑥
c149,ZDT4,23,ok,309,309,main,①②④⑥
c149,ZDT4,4,ok,309,309,main,①②④⑥
c149,ZDT4,15,ok,309,309,main,①②④⑥
c149,ZDT4,3,ok,309,309,main,①②④⑥
c149,ZDT4,12,ok,309,309,main,①②④⑥
c149,ZDT4,2,ok,309,309,main,①②④⑥
c149,ZDT4,13,ok,309,309,main,①②④⑥
c149,ZDT4,5,ok,309,309,main,①②④⑥
c149,ZDT4,14,ok,309,309,main,①②④⑥
c149,ZDT4,22,ok,309,309,main,①②④⑥
c149,ZDT4,25,ok,309,309,main,①②④⑥
c149,BBOB_F49,20,ok,309,309,main,①②④⑥
c149,BBOB_F49,18,ok,309,309,main,①②④⑥
c149,BBOB_F49,27,ok,309,309,main,①②④⑥
c149,BBOB_F49,9,ok,309,309,main,①②④⑥
c149,BBOB_F49,0,ok,309,309,main,①②④⑥
c149,BBOB_F49,11,ok,309,309,main,①②④⑥
c149,BBOB_F49,7,ok,309,309,main,①②③④⑥
c149,BBOB_F49,16,ok,309,309,main,①②④⑥
c149,BBOB_F49,42,ok,309,309,main,①②④⑥
c149,BBOB_F49,6,ok,309,309,main,①②④⑥
c149,BBOB_F49,28,ok,309,309,main,①②④⑥
c149,BBOB_F49,17,ok,309,309,main,①②④⑥
c149,BBOB_F49,1,ok,309,309,main,①②④⑥
c149,BBOB_F49,10,ok,309,309,main,①②④⑥
c149,BBOB_F49,19,ok,309,309,main,①②④⑥
c149,BBOB_F49,8,ok,309,309,main,①②④⑥
c149,BBOB_F49,21,ok,309,309,main,①②④⑥
c149,BBOB_F49,24,ok,309,309,main,①②④⑥
c149,BBOB_F49,23,ok,309,309,main,①②④⑥
c149,BBOB_F49,4,ok,309,309,main,①②④⑥
c149,BBOB_F49,15,ok,309,309,main,①②④⑥
c149,BBOB_F49,3,ok,309,309,main,①②④⑥
c149,BBOB_F49,12,ok,309,309,main,①②④⑥
c149,BBOB_F49,2,ok,309,309,main,①②④⑥
c149,BBOB_F49,13,ok,309,309,main,①②④⑥
c149,BBOB_F49,5,ok,309,309,main,①②④⑥
c149,BBOB_F49,14,ok,309,309,main,①②④⑥
c149,BBOB_F49,22,ok,309,309,main,①②④⑥
c149,BBOB_F49,25,ok,309,309,main,①②④⑥
c149,BBOB_F22,20,ok,309,309,main,①②④⑥
c149,BBOB_F22,18,ok,309,309,main,①②④⑥
c149,BBOB_F22,27,ok,309,309,main,①②④⑥
c149,BBOB_F22,9,ok,309,309,main,①②④⑥
c149,BBOB_F22,0,ok,309,309,main,①②④⑥
c149,BBOB_F22,11,ok,309,309,main,①②④⑥
c149,BBOB_F22,7,ok,309,309,main,①②③④⑥
c149,BBOB_F22,16,ok,309,309,main,①②④⑥
c149,BBOB_F22,42,ok,309,309,main,①②④⑥
c149,BBOB_F22,6,ok,309,309,main,①②④⑥
c149,BBOB_F22,28,ok,309,309,main,①②④⑥
c149,BBOB_F22,17,ok,309,309,main,①②④⑥
c149,BBOB_F22,1,ok,309,309,main,①②④⑥
c149,BBOB_F22,10,ok,309,309,main,①②④⑥
c149,BBOB_F22,19,ok,309,309,main,①②④⑥
c149,BBOB_F22,8,ok,309,309,main,①②④⑥
c149,BBOB_F22,21,ok,309,309,main,①②④⑥
c149,BBOB_F22,24,ok,309,309,main,①②④⑥
c149,BBOB_F22,23,ok,309,309,main,①②④⑥
c149,BBOB_F22,4,ok,309,309,main,①②④⑥
c149,BBOB_F22,15,ok,309,309,main,①②④⑥
c149,BBOB_F22,3,ok,309,309,main,①②④⑥
c149,BBOB_F22,12,ok,309,309,main,①②④⑥
c149,BBOB_F22,2,ok,309,309,main,①②④⑥
c149,BBOB_F22,13,ok,309,309,main,①②④⑥
c149,BBOB_F22,5,ok,309,309,main,①②④⑥
c149,BBOB_F22,14,ok,309,309,main,①②④⑥
c149,BBOB_F22,22,ok,309,309,main,①②④⑥
c149,BBOB_F22,25,ok,309,309,main,①②④⑥
c149,WFG4,20,ok,681,681,main,①②④⑥
c149,WFG4,27,ok,681,681,main,①②④⑥
c149,WFG4,9,ok,681,681,main,①②④⑥
c149,WFG4,0,ok,681,681,main,①②④⑥
c149,WFG4,11,ok,681,681,main,①②④⑥
c149,WFG4,7,ok,681,681,main,①②④⑥
c149,WFG4,16,ok,681,681,main,①②④⑥
c149,WFG4,42,ok,681,681,main,①②④⑥
c149,WFG4,6,ok,681,681,main,①②④⑥
c149,WFG4,28,ok,681,681,main,①②④⑥
c149,WFG4,17,ok,681,681,main,①②④⑥
c149,WFG4,1,ok,681,681,main,①②④⑥
c149,WFG4,10,ok,681,681,main,①②④⑥
c149,WFG4,19,ok,681,681,main,①②④⑥
c149,WFG4,8,ok,681,681,main,①②④⑥
c149,WFG4,21,ok,681,681,main,①②④⑥
c149,WFG4,24,ok,681,681,main,①②④⑥
c149,WFG4,23,ok,681,681,main,①②④⑥
c149,WFG4,4,ok,681,681,main,①②④⑥
c149,WFG4,15,ok,681,681,main,①②④⑥
c149,WFG4,3,ok,681,681,main,①②④⑥
c149,WFG4,12,ok,681,681,main,①②④⑥
c149,WFG4,2,ok,681,681,main,①②④⑥
c149,WFG4,13,ok,681,681,main,①②④⑥
c149,WFG4,5,ok,681,681,main,①②④⑥
c149,WFG4,14,ok,681,681,main,①②④⑥
c149,WFG4,22,ok,681,681,main,①②④⑥
c149,WFG2,20,ok,681,681,main,①②④⑥
c149,WFG2,27,ok,681,681,main,①②④⑥
c149,WFG2,9,ok,681,681,main,①②④⑥
c149,WFG2,0,ok,681,681,main,①②④⑥
c149,WFG2,11,ok,681,681,main,①②④⑥
c149,WFG2,7,ok,681,681,main,①②④⑥
c149,WFG2,16,ok,681,681,main,①②④⑥
c149,WFG2,42,ok,681,681,main,①②④⑥
c149,WFG2,6,ok,681,681,main,①②④⑥
c149,WFG2,28,ok,681,681,main,①②④⑥
c149,WFG2,17,ok,681,681,main,①②④⑥
c149,WFG2,1,ok,681,681,main,①②④⑥
c149,WFG2,10,ok,681,681,main,①②④⑥
c149,WFG2,19,ok,681,681,main,①②④⑥
c149,WFG2,8,ok,681,681,main,①②④⑥
c149,WFG2,21,ok,681,681,main,①②④⑥
c149,WFG2,24,ok,681,681,main,①②④⑥
c149,WFG2,23,ok,681,681,main,①②④⑥
c149,WFG2,4,ok,681,681,main,①②④⑥
c149,WFG2,15,ok,681,681,main,①②④⑥
c149,WFG2,3,ok,681,681,main,①②④⑥
c149,WFG2,12,ok,681,681,main,①②④⑥
c149,WFG2,2,ok,681,681,main,①②④⑥
c149,WFG2,13,ok,681,681,main,①②④⑥
c149,WFG2,5,ok,681,681,main,①②④⑥
c149,WFG2,14,ok,681,681,main,①②④⑥
c149,WFG2,22,ok,681,681,main,①②④⑥
c149,WFG5,20,ok,681,681,main,①②④⑥
c149,WFG5,27,ok,681,681,main,①②④⑥
c149,WFG5,9,ok,681,681,main,①②④⑥
c149,WFG5,0,ok,681,681,main,①②④⑥
c149,WFG5,11,ok,681,681,main,①②④⑥
c149,WFG5,7,ok,681,681,main,①②④⑥
c149,WFG5,16,ok,681,681,main,①②④⑥
c149,WFG5,42,ok,681,681,main,①②④⑥
c149,WFG5,6,ok,681,681,main,①②④⑥
c149,WFG5,28,ok,681,681,main,①②④⑥
c149,WFG5,17,ok,681,681,main,①②④⑥
c149,WFG5,1,ok,681,681,main,①②④⑥
c149,WFG5,10,ok,681,681,main,①②④⑥
c149,WFG5,19,ok,681,681,main,①②④⑥
c149,WFG5,8,ok,681,681,main,①②④⑥
c149,WFG5,21,ok,681,681,main,①②④⑥
c149,WFG5,24,ok,681,681,main,①②④⑥
c149,WFG5,23,ok,681,681,main,①②④⑥
c149,WFG5,4,ok,681,681,main,①②④⑥
c149,WFG5,15,ok,681,681,main,①②④⑥
c149,WFG5,3,ok,681,681,main,①②④⑥
c149,WFG5,12,ok,681,681,main,①②④⑥
c149,WFG5,2,ok,681,681,main,①②④⑥
c149,WFG5,13,ok,681,681,main,①②④⑥
c149,WFG5,5,ok,681,681,main,①②④⑥
c149,WFG5,14,ok,681,681,main,①②④⑥
c149,WFG5,22,ok,681,681,main,①②④⑥
c149,ZDT1,20,failed,857,929,main,①②④⑥
c149,ZDT1,27,failed,824,929,main,①②④⑥
c149,ZDT1,9,failed,821,929,main,①②④⑥
c149,ZDT1,0,ok,929,929,main,①②④⑥
c149,ZDT1,11,ok,929,929,main,①②④⑥
c149,ZDT1,7,failed,654,929,main,①②③④⑥
c149,ZDT1,16,ok,929,929,main,①②④⑥
c149,ZDT1,42,failed,801,929,main,①②④⑥
c149,ZDT1,6,ok,929,929,main,①②④⑥
c149,ZDT1,28,failed,815,929,main,①②④⑥
c149,ZDT1,17,ok,929,929,main,①②④⑥
c149,ZDT1,1,ok,929,929,main,①②④⑥
c149,ZDT1,10,ok,929,929,main,①②④⑥
c149,ZDT1,19,failed,876,929,main,①②④⑥
c149,ZDT1,8,failed,822,929,main,①②④⑥
c149,ZDT1,21,failed,869,929,main,①②④⑥
c149,ZDT1,24,failed,855,929,main,①②④⑥
c149,ZDT1,23,failed,842,929,main,①②④⑥
c149,ZDT1,4,ok,929,929,main,①②④⑥
c149,ZDT1,15,ok,929,929,main,①②④⑥
c149,ZDT1,3,ok,929,929,main,①②④⑥
c149,ZDT1,12,ok,929,929,main,①②④⑥
c149,ZDT1,2,ok,929,929,main,①②④⑥
c149,ZDT1,13,failed,924,929,main,①②④⑥
c149,ZDT1,5,ok,929,929,main,①②④⑥
c149,ZDT1,14,ok,929,929,main,①②④⑥
c149,ZDT1,22,failed,868,929,main,①②④⑥
c149,ZDT6,20,ok,309,309,main,①②④⑥
c149,ZDT6,18,ok,309,309,main,①②④⑥
c149,ZDT6,27,ok,309,309,main,①②④⑥
c149,ZDT6,9,ok,309,309,main,①②④⑥
c149,ZDT6,0,ok,309,309,main,①②④⑥
c149,ZDT6,11,ok,309,309,main,①②④⑥
c149,ZDT6,7,ok,309,309,main,①②③④⑥
c149,ZDT6,16,ok,309,309,main,①②④⑥
c149,ZDT6,42,ok,309,309,main,①②④⑥
c149,ZDT6,6,ok,309,309,main,①②④⑥
c149,ZDT6,28,ok,309,309,main,①②④⑥
c149,ZDT6,17,ok,309,309,main,①②④⑥
c149,ZDT6,1,ok,309,309,main,①②④⑥
c149,ZDT6,10,ok,309,309,main,①②④⑥
c149,ZDT6,19,ok,309,309,main,①②④⑥
c149,ZDT6,8,ok,309,309,main,①②④⑥
c149,ZDT6,21,ok,309,309,main,①②④⑥
c149,ZDT6,24,ok,309,309,main,①②④⑥
c149,ZDT6,23,ok,309,309,main,①②④⑥
c149,ZDT6,4,ok,309,309,main,①②④⑥
c149,ZDT6,15,ok,309,309,main,①②④⑥
c149,ZDT6,3,ok,309,309,main,①②④⑥
c149,ZDT6,12,ok,309,309,main,①②④⑥
c149,ZDT6,2,ok,309,309,main,①②④⑥
c149,ZDT6,13,ok,309,309,main,①②④⑥
c149,ZDT6,5,ok,309,309,main,①②④⑥
c149,ZDT6,14,ok,309,309,main,①②④⑥
c149,ZDT6,22,ok,309,309,main,①②④⑥
c149,ZDT6,25,ok,309,309,main,①②④⑥
c149,DTLZ7,20,ok,681,681,main,①②④⑥
c149,DTLZ7,27,ok,681,681,main,①②④⑥
c149,DTLZ7,9,ok,681,681,main,①②④⑥
c149,DTLZ7,0,ok,681,681,main,①②④⑥
c149,DTLZ7,11,ok,681,681,main,①②④⑥
c149,DTLZ7,7,ok,681,681,main,①②④⑥
c149,DTLZ7,16,ok,681,681,main,①②④⑥
c149,DTLZ7,42,ok,681,681,main,①②④⑥
c149,DTLZ7,6,ok,681,681,main,①②④⑥
c149,DTLZ7,28,ok,681,681,main,①②④⑥
c149,DTLZ7,17,ok,681,681,main,①②④⑥
c149,DTLZ7,1,ok,681,681,main,①②④⑥
c149,DTLZ7,10,ok,681,681,main,①②④⑥
c149,DTLZ7,19,ok,681,681,main,①②④⑥
c149,DTLZ7,8,ok,681,681,main,①②④⑥
c149,DTLZ7,21,ok,681,681,main,①②④⑥
c149,DTLZ7,24,ok,681,681,main,①②④⑥
c149,DTLZ7,23,ok,681,681,main,①②④⑥
c149,DTLZ7,4,ok,681,681,main,①②④⑥
c149,DTLZ7,15,ok,681,681,main,①②④⑥
c149,DTLZ7,3,ok,681,681,main,①②④⑥
c149,DTLZ7,12,ok,681,681,main,①②④⑥
c149,DTLZ7,2,ok,681,681,main,①②④⑥
c149,DTLZ7,13,ok,681,681,main,①②④⑥
c149,DTLZ7,5,ok,681,681,main,①②④⑥
c149,DTLZ7,14,ok,681,681,main,①②④⑥
c149,DTLZ7,22,ok,681,681,main,①②④⑥
c149,BBOB_F5,20,ok,309,309,main,①②④⑥
c149,BBOB_F5,18,ok,309,309,main,①②④⑥
c149,BBOB_F5,27,ok,309,309,main,①②④⑥
c149,BBOB_F5,9,ok,309,309,main,①②④⑥
c149,BBOB_F5,0,ok,309,309,main,①②④⑥
c149,BBOB_F5,11,ok,309,309,main,①②④⑥
c149,BBOB_F5,7,ok,309,309,main,①②③④⑥
c149,BBOB_F5,16,ok,309,309,main,①②④⑥
c149,BBOB_F5,42,ok,309,309,main,①②④⑥
c149,BBOB_F5,6,ok,309,309,main,①②④⑥
c149,BBOB_F5,28,ok,309,309,main,①②④⑥
c149,BBOB_F5,17,ok,309,309,main,①②④⑥
c149,BBOB_F5,1,ok,309,309,main,①②④⑥
c149,BBOB_F5,10,ok,309,309,main,①②④⑥
c149,BBOB_F5,19,ok,309,309,main,①②④⑥
c149,BBOB_F5,26,ok,309,309,main,①②④⑥
c149,BBOB_F5,8,ok,309,309,main,①②④⑥
c149,BBOB_F5,21,ok,309,309,main,①②④⑥
c149,BBOB_F5,24,ok,309,309,main,①②④⑥
c149,BBOB_F5,23,ok,309,309,main,①②④⑥
c149,BBOB_F5,4,ok,309,309,main,①②④⑥
c149,BBOB_F5,15,ok,309,309,main,①②④⑥
c149,BBOB_F5,3,ok,309,309,main,①②④⑥
c149,BBOB_F5,12,ok,309,309,main,①②④⑥
c149,BBOB_F5,2,ok,309,309,main,①②④⑥
c149,BBOB_F5,13,ok,309,309,main,①②④⑥
c149,BBOB_F5,5,ok,309,309,main,①②④⑥
c149,BBOB_F5,14,ok,309,309,main,①②④⑥
c149,BBOB_F5,22,ok,309,309,main,①②④⑥
c149,BBOB_F5,25,ok,309,309,main,①②④⑥
c149,DTLZ1,20,ok,216,216,main,①②④⑥
c149,DTLZ1,18,ok,216,216,main,①②④⑥
c149,DTLZ1,27,ok,216,216,main,①②④⑥
c149,DTLZ1,9,ok,216,216,main,①②④⑥
c149,DTLZ1,0,ok,216,216,main,①②④⑥
c149,DTLZ1,11,ok,216,216,main,①②④⑥
c149,DTLZ1,7,ok,216,216,main,①②③④⑥
c149,DTLZ1,16,ok,216,216,main,①②④⑥
c149,DTLZ1,42,ok,216,216,main,①②④⑥
c149,DTLZ1,6,ok,216,216,main,①②④⑥
c149,DTLZ1,28,ok,216,216,main,①②④⑥
c149,DTLZ1,17,ok,216,216,main,①②④⑥
c149,DTLZ1,1,ok,216,216,main,①②④⑥
c149,DTLZ1,10,ok,216,216,main,①②④⑥
c149,DTLZ1,19,ok,216,216,main,①②④⑥
c149,DTLZ1,26,ok,216,216,main,①②④⑥
c149,DTLZ1,8,ok,216,216,main,①②④⑥
c149,DTLZ1,21,ok,216,216,main,①②④⑥
c149,DTLZ1,24,ok,216,216,main,①②④⑥
c149,DTLZ1,23,ok,216,216,main,①②④⑥
c149,DTLZ1,4,ok,216,216,main,①②④⑥
c149,DTLZ1,15,ok,216,216,main,①②④⑥
c149,DTLZ1,3,ok,216,216,main,①②④⑥
c149,DTLZ1,12,ok,216,216,main,①②④⑥
c149,DTLZ1,2,ok,216,216,main,①②④⑥
c149,DTLZ1,13,ok,216,216,main,①②④⑥
c149,DTLZ1,5,ok,216,216,main,①②④⑥
c149,DTLZ1,14,ok,216,216,main,①②④⑥
c149,DTLZ1,22,ok,216,216,main,①②④⑥
c149,DTLZ1,25,ok,216,216,main,①②④⑥
c149,MMF1,20,ok,61,61,main,①②④⑥
c149,MMF1,18,ok,61,61,main,①②④⑥
