label,exp,tier,dist,problema,it,elegivel,delta_log,delta_pred,c_k,C_k,early_stop,casa
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,5,False,1.0,1.0,0.0,44.0,False,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,6,True,0.0,0.0,0.0,44.0,True,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,1,False,1.0,1.0,60.0,60.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,2,False,1.0,1.0,57.0,117.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,3,False,1.0,1.0,10.0,127.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,4,False,1.0,1.0,5.0,132.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,5,False,1.0,1.0,3.0,135.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,6,True,6.0,6.0,3.0,138.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,7,True,5.0,5.0,2.0,140.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,8,True,4.0,4.0,2.0,142.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,9,True,5.0,5.0,3.0,145.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,10,True,6.0,6.0,3.0,148.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,11,True,5.0,5.0,2.0,150.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,12,True,4.0,4.0,2.0,152.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,13,True,5.0,5.0,3.0,155.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,14,True,6.0,6.0,3.0,158.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,15,True,5.0,5.0,2.0,160.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,16,True,3.0,3.0,1.0,161.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,17,True,1.0,1.0,0.0,161.0,False,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,18,True,0.0,0.0,0.0,161.0,True,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,1,False,1.0,1.0,47.0,47.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,2,False,1.0,1.0,40.0,87.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,3,False,1.0,1.0,45.0,132.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,4,False,1.0,1.0,10.0,142.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,5,False,1.0,1.0,27.0,169.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,6,True,52.0,52.0,25.0,194.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,7,True,50.0,50.0,25.0,219.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,8,True,51.0,51.0,26.0,245.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,9,True,50.0,50.0,24.0,269.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,10,True,48.0,48.0,24.0,293.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,11,True,46.0,46.0,22.0,315.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,12,True,43.0,43.0,21.0,336.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,13,True,44.0,44.0,23.0,359.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,14,True,42.0,42.0,19.0,378.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,15,True,38.0,38.0,19.0,397.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,16,True,36.0,36.0,17.0,414.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,17,True,36.0,36.0,19.0,433.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,18,True,36.0,36.0,17.0,450.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,19,True,33.0,33.0,16.0,466.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,20,True,38.0,38.0,22.0,488.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,21,True,36.0,37.0,15.0,503.0,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,22,True,33.0,34.0,19.0,522.0,False,False
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,23,True,36.0,36.0,17.0,539.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,24,True,32.0,32.0,15.0,554.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,25,True,35.0,35.0,20.0,574.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,26,True,35.0,35.0,15.0,589.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,27,True,29.0,29.0,14.0,603.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,28,True,30.0,30.0,16.0,619.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,29,True,29.0,29.0,13.0,632.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,30,True,26.0,26.0,13.0,645.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,31,True,24.0,24.0,11.0,656.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,32,True,23.0,23.0,12.0,668.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,33,True,24.0,24.0,12.0,680.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,34,True,22.0,22.0,10.0,690.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,35,True,20.0,20.0,10.0,700.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,36,True,19.0,19.0,9.0,709.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,37,True,17.0,17.0,8.0,717.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,38,True,14.0,14.0,6.0,723.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,39,True,13.0,13.0,7.0,730.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,40,True,12.0,12.0,5.0,735.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,41,True,9.0,9.0,4.0,739.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,42,True,9.0,9.0,5.0,744.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,43,True,9.0,9.0,4.0,748.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,44,True,8.0,8.0,4.0,752.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,45,True,7.0,7.0,3.0,755.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,46,True,5.0,5.0,2.0,757.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,47,True,3.0,3.0,1.0,758.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,48,True,6.0,6.0,5.0,763.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,49,True,5.0,5.0,0.0,763.0,False,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,50,True,0.0,0.0,0.0,763.0,True,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,False,1.0,1.0,133.0,133.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,2,False,1.0,1.0,120.0,253.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,False,1.0,1.0,102.0,355.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,4,False,1.0,1.0,97.0,452.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,5,False,1.0,1.0,97.0,549.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,6,True,184.0,184.0,87.0,636.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,7,True,170.0,170.0,83.0,719.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,8,True,158.0,158.0,75.0,794.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,9,True,151.0,151.0,76.0,870.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,10,True,138.0,139.0,63.0,933.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,11,True,129.0,131.0,68.0,1001.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,12,True,125.0,127.0,59.0,1060.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,13,True,118.0,120.0,61.0,1121.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,14,True,117.0,118.0,57.0,1178.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,15,True,113.0,114.0,57.0,1235.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,16,True,109.0,111.0,54.0,1289.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,17,True,103.0,105.0,51.0,1340.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,18,True,96.0,97.0,46.0,1386.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,19,True,85.0,85.0,39.0,1425.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,20,True,77.0,77.0,38.0,1463.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,21,True,75.0,75.0,37.0,1500.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,22,True,70.0,70.0,33.0,1533.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,23,True,65.0,65.0,32.0,1565.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,24,True,63.0,63.0,31.0,1596.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,25,True,61.0,61.0,30.0,1626.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,26,True,60.0,60.0,30.0,1656.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,27,True,62.0,62.0,32.0,1688.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,28,True,58.0,58.0,26.0,1714.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,29,True,52.0,53.0,27.0,1741.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,30,True,50.0,52.0,25.0,1766.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,31,True,47.0,48.0,23.0,1789.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,32,True,46.0,46.0,23.0,1812.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,33,True,46.0,46.0,23.0,1835.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,34,True,45.0,45.0,22.0,1857.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,35,True,43.0,43.0,21.0,1878.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,36,True,38.0,38.0,17.0,1895.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,37,True,32.0,32.0,15.0,1910.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,38,True,28.0,29.0,14.0,1924.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,39,True,27.0,29.0,15.0,1939.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,40,True,29.0,31.0,16.0,1955.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,41,True,27.0,29.0,13.0,1968.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,42,True,23.0,25.0,12.0,1980.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,43,True,21.0,23.0,11.0,1991.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,44,True,18.0,20.0,9.0,2000.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,45,True,16.0,18.0,9.0,2009.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,46,True,15.0,17.0,8.0,2017.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,47,True,13.0,15.0,7.0,2024.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,48,True,11.0,13.0,6.0,2030.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,49,True,9.0,11.0,5.0,2035.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,50,True,8.0,10.0,5.0,2040.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,51,True,6.0,8.0,3.0,2043.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,52,True,3.0,5.0,2.0,2045.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,53,True,1.0,3.0,1.0,2046.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,54,True,1.0,2.0,1.0,2047.0,False,False
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,55,True,1.0,1.0,0.0,2047.0,False,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,56,True,0.0,0.0,0.0,2047.0,True,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,1,False,1.0,1.0,68.0,68.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,False,1.0,1.0,42.0,110.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,3,False,1.0,1.0,43.0,153.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,4,False,1.0,1.0,3.0,156.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,5,False,1.0,1.0,0.0,156.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,6,True,15.0,15.0,15.0,171.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,7,True,15.0,15.0,0.0,171.0,False,True
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,8,True,0.0,0.0,0.0,171.0,True,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,1,False,1.0,1.0,61.0,61.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,False,1.0,1.0,59.0,120.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,3,False,1.0,1.0,56.0,176.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,4,False,1.0,1.0,55.0,231.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,5,False,1.0,1.0,48.0,279.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,6,True,65.0,65.0,17.0,296.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,7,True,32.0,32.0,15.0,311.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,8,True,31.0,31.0,16.0,327.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,9,True,26.0,26.0,10.0,337.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,10,True,19.0,19.0,9.0,346.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,11,True,22.0,22.0,13.0,359.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,12,True,27.0,27.0,14.0,373.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,13,True,26.0,26.0,12.0,385.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,14,True,26.0,26.0,14.0,399.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,15,True,29.0,29.0,15.0,414.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,16,True,31.0,31.0,16.0,430.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,17,True,30.0,30.0,14.0,444.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,18,True,35.0,35.0,21.0,465.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,19,True,39.0,39.0,18.0,483.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,20,True,38.0,38.0,20.0,503.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,21,True,40.0,40.0,20.0,523.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,22,True,38.0,38.0,18.0,541.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,23,True,37.0,37.0,19.0,560.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,24,True,36.0,36.0,17.0,577.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,25,True,35.0,35.0,18.0,595.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,26,True,37.0,37.0,19.0,614.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,27,True,37.0,37.0,18.0,632.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,28,True,37.0,37.0,19.0,651.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,29,True,35.0,35.0,16.0,667.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,30,True,31.0,31.0,15.0,682.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,31,True,31.0,31.0,16.0,698.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,32,True,31.0,31.0,15.0,713.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,33,True,29.0,29.0,14.0,727.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,34,True,27.0,27.0,13.0,740.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,35,True,28.0,28.0,15.0,755.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,36,True,29.0,29.0,14.0,769.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,37,True,27.0,27.0,13.0,782.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,38,True,26.0,26.0,13.0,795.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,39,True,27.0,27.0,14.0,809.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,40,True,26.0,26.0,12.0,821.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,41,True,22.0,22.0,10.0,831.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,42,True,20.0,20.0,10.0,841.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,43,True,19.0,19.0,9.0,850.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,44,True,18.0,18.0,9.0,859.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,45,True,17.0,17.0,8.0,867.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,46,True,15.0,15.0,7.0,874.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,47,True,13.0,13.0,6.0,880.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,48,True,12.0,12.0,6.0,886.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,49,True,10.0,10.0,4.0,890.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,50,True,8.0,8.0,4.0,894.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,51,True,7.0,7.0,3.0,897.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,52,True,8.0,8.0,5.0,902.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,53,True,8.0,8.0,3.0,905.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,54,True,7.0,7.0,4.0,909.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,55,True,8.0,8.0,4.0,913.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,56,True,7.0,7.0,3.0,916.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,57,True,5.0,5.0,2.0,918.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,58,True,3.0,3.0,1.0,919.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,59,True,2.0,2.0,1.0,920.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,60,True,1.0,1.0,0.0,920.0,False,True
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,61,True,0.0,0.0,0.0,920.0,True,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,1,False,1.0,1.0,47.0,47.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,False,1.0,1.0,21.0,68.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,3,False,1.0,1.0,9.0,77.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,4,False,1.0,1.0,24.0,101.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,5,False,1.0,1.0,24.0,125.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,6,True,48.0,48.0,24.0,149.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,7,True,47.0,47.0,23.0,172.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,8,True,41.0,41.0,18.0,190.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,9,True,38.0,38.0,20.0,210.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,10,True,37.0,37.0,17.0,227.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,11,True,33.0,33.0,16.0,243.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,12,True,32.0,32.0,16.0,259.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,13,True,31.0,31.0,15.0,274.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,14,True,29.0,29.0,14.0,288.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,15,True,27.0,27.0,13.0,301.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,16,True,24.0,24.0,11.0,312.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,17,True,21.0,21.0,10.0,322.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,18,True,19.0,19.0,9.0,331.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,19,True,17.0,17.0,8.0,339.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,20,True,15.0,15.0,7.0,346.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,21,True,13.0,13.0,6.0,352.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,22,True,12.0,12.0,6.0,358.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,23,True,11.0,11.0,5.0,363.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,24,True,9.0,9.0,4.0,367.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,25,True,7.0,7.0,3.0,370.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,26,True,5.0,5.0,2.0,372.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,27,True,4.0,4.0,2.0,374.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,28,True,3.0,3.0,1.0,375.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,29,True,1.0,1.0,0.0,375.0,False,True
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,30,True,0.0,0.0,0.0,375.0,True,True
swap_medium-lhs_DTLZ2,sweep-medium-lhs,medium,lhs,DTLZ2,1,False,1.0,1.0,28.0,28.0,False,True
