label,exp,tier,dist,problema,obj,it,incremento,Nmin,na_banda
MMF16_20,off,small,lhs,MMF16_20,2,1,250.0,200,True
MMF16_20,off,small,lhs,MMF16_20,2,2,369.0,200,True
MMF4,off,small,lhs,MMF4,0,1,20.0,20,True
MMF4,off,small,lhs,MMF4,0,2,20.0,20,True
MMF4,off,small,lhs,MMF4,0,3,21.0,20,True
MMF4,off,small,lhs,MMF4,1,1,20.0,20,True
MMF4,off,small,lhs,MMF4,1,2,20.0,20,True
MMF4,off,small,lhs,MMF4,1,3,21.0,20,True
WFG1,off,small,lhs,WFG1,0,1,232.0,220,True
WFG1,off,small,lhs,WFG1,0,2,221.0,220,True
WFG1,off,small,lhs,WFG1,1,1,221.0,220,True
WFG1,off,small,lhs,WFG1,1,2,240.0,220,True
WFG2,off,small,lhs,WFG2,0,1,299.0,220,True
WFG2,off,small,lhs,WFG2,1,1,271.0,220,True
WFG4,off,small,lhs,WFG4,0,1,220.0,220,True
WFG4,off,small,lhs,WFG4,0,2,220.0,220,True
WFG4,off,small,lhs,WFG4,1,1,220.0,220,True
WFG4,off,small,lhs,WFG4,1,2,220.0,220,True
WFG5,off,small,lhs,WFG5,0,1,220.0,220,True
WFG5,off,small,lhs,WFG5,1,1,220.0,220,True
WFG9,off,small,lhs,WFG9,0,1,229.0,220,True
WFG9,off,small,lhs,WFG9,1,1,229.0,220,True
ZDT1,off,small,lhs,ZDT1,0,1,465.0,300,True
ZDT1,off,small,lhs,ZDT1,0,2,464.0,300,True
ZDT1,off,small,lhs,ZDT1,1,1,303.0,300,True
ZDT1,off,small,lhs,ZDT1,1,3,326.0,300,True
ZDT3,off,small,lhs,ZDT3,0,1,465.0,300,True
ZDT3,off,small,lhs,ZDT3,0,2,464.0,300,True
ZDT3,off,small,lhs,ZDT3,1,1,549.0,300,True
ZDT3,off,small,lhs,ZDT3,1,3,380.0,300,True
ZDT4,off,small,lhs,ZDT4,0,1,155.0,100,True
ZDT4,off,small,lhs,ZDT4,0,2,154.0,100,True
ZDT4,off,small,lhs,ZDT4,1,1,103.0,100,True
ZDT6,off,small,lhs,ZDT6,0,1,100.0,100,True
ZDT6,off,small,lhs,ZDT6,1,1,169.0,100,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,1,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,2,223.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,3,132.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,4,191.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,5,205.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,6,174.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,7,132.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,8,142.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,9,146.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,10,175.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,11,165.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,12,131.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,13,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,14,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,15,154.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,16,205.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,17,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,18,222.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,19,129.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,20,204.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,21,211.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,22,142.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,23,178.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,24,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,25,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,26,176.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,27,160.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,28,158.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,29,155.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,30,131.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,31,131.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,32,133.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,33,173.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,34,134.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,35,138.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,36,227.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,37,134.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,38,154.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,39,186.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,40,226.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,41,175.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,42,138.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,43,178.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,44,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,45,172.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,46,175.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,47,154.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,48,181.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,49,124.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,50,156.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,51,173.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,52,142.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,53,226.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,54,161.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,55,153.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,56,221.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,57,239.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,58,224.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,59,150.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,60,137.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,61,137.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,62,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,63,227.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,64,227.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,65,168.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,66,170.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,67,130.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,68,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,69,226.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,70,227.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,71,216.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,72,198.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,73,213.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,74,195.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,75,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,76,169.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,77,162.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,78,126.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,79,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,80,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,81,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,82,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,83,132.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,84,144.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,85,221.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,86,129.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,87,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,88,211.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,89,176.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,90,128.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,91,205.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,92,204.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,0,93,145.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,1,175.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,2,195.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,3,216.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,4,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,5,139.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,6,210.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,7,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,8,124.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,9,166.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,10,231.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,11,137.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,12,136.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,13,217.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,14,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,15,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,16,130.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,17,144.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,18,180.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,19,157.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,20,127.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,21,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,22,124.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,23,179.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,24,139.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,25,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,26,128.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,27,222.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,28,129.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,29,156.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,30,208.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,31,196.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,32,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,33,133.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,34,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,35,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,36,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,37,127.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,38,134.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,39,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,40,132.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,41,171.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,42,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,43,153.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,44,237.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,45,195.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,46,180.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,47,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,48,229.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,49,171.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,50,230.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,51,178.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,52,191.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,53,232.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,54,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,55,209.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,56,159.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,57,144.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,58,229.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,59,124.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,60,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,61,139.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,62,216.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,63,181.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,64,141.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,65,176.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,66,130.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,67,128.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,68,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,69,222.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,70,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,71,126.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,72,131.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,73,205.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,74,149.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,75,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,76,163.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,77,140.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,78,131.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,79,163.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,80,194.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,81,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,82,160.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,83,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,84,149.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,85,170.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,86,233.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,87,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,88,192.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,89,165.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,90,230.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,91,192.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,92,205.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,93,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,94,155.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,95,124.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,1,97,219.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,1,187.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,2,177.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,3,207.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,4,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,5,191.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,6,185.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,7,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,8,238.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,9,131.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,10,159.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,11,202.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,12,230.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,13,180.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,14,152.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,15,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,16,159.0,120,True
