label,exp,tier,dist,problema,obj,it,incremento,Nmin,na_banda
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,17,172.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,18,236.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,19,120.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,20,177.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,21,140.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,22,199.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,23,182.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,24,133.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,25,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,26,141.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,27,148.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,28,143.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,29,176.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,30,183.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,31,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,32,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,33,123.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,34,158.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,35,134.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,36,153.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,37,163.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,43,121.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,47,125.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,54,166.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,55,187.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,57,194.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,61,150.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,70,132.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,71,167.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,72,122.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,73,126.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,74,226.0,120,True
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,2,75,120.0,120,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,1,396.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,2,262.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,3,219.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,4,399.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,5,261.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,6,234.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,7,208.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,8,201.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,9,244.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,10,237.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,11,215.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,12,213.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,13,250.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,14,236.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,15,267.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,16,353.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,17,357.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,18,397.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,19,236.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,20,279.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,21,204.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,22,239.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,23,258.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,24,266.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,25,336.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,26,218.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,27,391.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,28,208.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,29,300.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,30,251.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,31,274.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,32,219.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,33,295.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,34,360.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,35,253.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,36,201.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,37,223.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,38,396.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,39,250.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,40,241.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,41,375.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,0,42,203.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,1,306.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,2,314.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,3,230.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,4,358.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,5,251.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,6,313.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,7,266.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,8,390.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,9,248.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,10,277.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,11,235.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,12,249.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,13,330.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,14,246.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,15,280.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,16,274.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,17,242.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,18,291.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,19,218.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,20,202.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,21,209.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,22,220.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,23,351.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,24,238.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,25,273.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,26,388.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,27,227.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,28,292.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,29,236.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,30,215.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,31,230.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,32,367.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,33,252.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,34,276.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,35,285.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,36,200.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,37,254.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,38,360.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,1,39,289.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,1,346.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,2,284.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,3,330.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,4,227.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,5,320.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,6,376.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,7,327.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,8,322.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,9,239.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,10,200.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,11,259.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,12,352.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,13,291.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,14,266.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,15,220.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,16,309.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,17,204.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,18,267.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,19,255.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,20,262.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,21,256.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,22,294.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,24,306.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,34,291.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,41,231.0,200,True
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,2,42,311.0,200,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,0,1,246.0,220,True
swap_big-lhs_WFG9,sweep-big-lhs,big,lhs,WFG9,1,1,233.0,220,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,1,392.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,2,392.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,3,392.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,4,392.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,5,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,6,391.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,7,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,8,391.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,9,391.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,10,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,11,391.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,12,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,13,392.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,14,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,15,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,0,16,390.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,1,1,363.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,1,2,463.0,300,True
swap_big-lhs_ZDT1,sweep-big-lhs,big,lhs,ZDT1,1,4,446.0,300,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,1,197.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,2,197.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,3,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,4,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,5,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,6,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,7,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,8,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,9,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,10,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,11,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,12,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,13,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,14,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,15,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,16,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,17,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,18,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,19,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,20,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,21,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,22,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,23,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,24,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,25,196.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,26,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,27,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,28,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,29,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,30,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,31,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,32,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,33,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,34,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,35,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,36,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,37,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,38,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,39,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,40,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,41,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,42,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,43,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,44,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,45,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,46,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,47,194.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,0,48,195.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,1,1,117.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,1,2,107.0,100,True
swap_big-lhs_ZDT4,sweep-big-lhs,big,lhs,ZDT4,1,3,119.0,100,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,1,143.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,2,222.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,3,135.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,4,179.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,5,179.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,6,128.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,7,191.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,8,220.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,9,192.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,10,134.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,11,174.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,12,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,13,135.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,14,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,15,125.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,16,204.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,17,128.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,18,184.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,19,120.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,20,180.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,21,120.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,22,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,23,227.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,24,176.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,25,219.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,26,136.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,27,189.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,28,126.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,29,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,30,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,31,157.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,32,175.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,33,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,34,120.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,35,186.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,36,120.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,37,181.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,38,182.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,39,227.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,40,188.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,41,136.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,42,203.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,43,128.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,0,45,123.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,1,181.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,2,218.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,3,176.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,4,121.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,5,146.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,6,159.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,7,214.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,8,161.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,9,207.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,10,233.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,11,177.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,12,208.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,13,137.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,14,164.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,15,135.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,16,175.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,17,163.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,18,237.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,19,239.0,120,True
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,1,20,183.0,120,True
