problema,D,M,geracao,n_treino,lote_log,nivel,ramo_QU,n_front1_log,n_front1_rec,n_front2_log,n_front2_rec,lote_rec,fit1max_log,fit1max_rec,fit1min_log,fit1min_rec,fit1med_log,fit1med_rec,fit2med_log,fit2med_rec,fit3med_log,fit3med_rec,Qmin_log,Qmin_rec,Qmax_log,Qmax_rec,Umin_log,Umin_rec,Umax_log,Umax_rec,Upool_log,Upool_rec,s0_obsmax,s0_eq,s0_corr,s0_int,s0_max_teorico,s1_relmed,s1_relmed_ddof0,dmu_max,dmu_med,dmu_med_rel,rcond,solved,n_pool,fe_treino_max,hp_n
DTLZ3,12,3,63,366,2,3,True,130,130,13,13,2,0.045747191435325386,0.04574719164764416,0.00036843069779501914,0.00036843183315649064,0.012152171948852404,0.012152172571602735,-5.2522209701115585,-5.2242102774907835,0.002333906575236428,0.0023336272113283485,17.0,17,26.0,26,4.0,4,24.0,24,374,374,374.0,0.99,0.9999971910035019,1.0,398,0.0003043497399546131,0.18339391152118123,5.286865753878374,0.21603608470468316,0.001852518325912931,7.650695195175673e-11,True,200,365,366
DTLZ3,12,3,64,368,3,3,True,135,135,12,12,3,0.04906298967033727,0.04906298667752067,1.784662523554581e-06,1.7842500039944031e-06,0.014515541299343494,0.014515539587994425,0.7483066112744492,0.7402539687172975,-0.0005466337959942071,-0.0005471990317573727,15.0,15,24.0,24,6.0,6,22.0,22,394,394,394.0,0.97,0.999990169224217,1.0,398,0.00048791873809098725,0.18344820372549647,2.7608923329389654,0.2873493121005595,0.0020763912469017832,7.500894552741042e-11,True,200,367,368
DTLZ4,12,3,1,131,5,3,True,159,159,19,42,4,0.07064904920052793,0.07064904927419734,0.0004496308369308197,0.0,0.019309195458198928,0.008998166795148449,0.7432167997869676,-0.10441138228092905,0.37530812142624426,0.3755980986576215,22.0,46,39.0,86,2.0,14,36.0,82,384,384,384.0,0.31,0.8312699961782983,1.0,398,0.707164496054326,0.637670660918318,0.02316420563910307,0.00012138659931754114,0.00023299711177556486,8.011099254448898e-05,True,200,130,131
DTLZ4,12,3,2,136,2,3,True,158,158,24,22,2,0.06409762373508288,0.06409762622081605,0.0,0.0,0.012374095589793733,0.01237410187224671,0.4796032153786882,0.8029561546567388,0.20281180510853553,0.1126205173007491,31.0,26,49.0,45,2.0,6,44.0,40,388,388,388.0,0.41,0.9831421708146477,1.0,398,1.6202091641806469,1.1393918238690406,0.056039164290550225,0.00013097714071491628,0.00010602421416536962,4.161138622354052e-06,True,200,135,136
DTLZ4,12,3,3,138,3,3,True,158,158,26,41,4,0.07115261546897411,0.07115260995418443,0.002737689249368253,0.001587985212975318,0.015309157525788843,0.013628004883736874,0.6289593436730803,-2.052540993696014,0.006809799259408382,0.06770762179648228,29.0,48,53.0,83,6.0,4,50.0,80,398,398,398.0,0.29,0.8988716754738718,1.0,398,1.697797867027361,1.2027427344620953,0.06301936294587507,0.0001736264541292165,0.0002347011469368748,4.02739399019431e-06,True,200,137,138
DTLZ4,12,3,4,141,3,3,True,177,177,11,10,3,0.050558836741709086,0.050558836293309074,0.0014916408711838625,0.005034482284881958,0.021996897281655953,0.022561059839758167,0.6191291655484452,-0.5750035027673335,0.20047213085841545,0.21330299595761665,13.0,12,23.0,20,2.0,4,20.0,18,382,382,382.0,0.295,0.9053552954153665,1.0,398,1.1564427557938264,0.8617960522161532,0.04503692016968741,0.00017486287013038226,0.0002860141299922916,3.508349996474451e-06,True,200,140,141
DTLZ4,12,3,5,144,4,3,True,166,166,22,27,4,0.04024722601567133,0.040247225414719624,0.00044408461259324433,0.00044407975407260297,0.014234708948132477,0.013532596820406917,1.3227117680724203,-3.4846826803403146,0.02224346731398163,0.012784336744139119,24.0,30,43.0,51,6.0,8,40.0,52,384,384,384.0,0.285,0.863757287057927,1.0,398,1.014992073787594,0.8814812113165362,0.08781781946600198,0.0002345351899430137,0.0003663133684441922,2.5637831957475778e-06,True,200,143,144
DTLZ4,12,3,6,148,2,3,True,175,175,12,26,4,0.058007083265996205,0.058007082134702584,0.0028321500648926267,0.0028321477120149445,0.014668071576782214,0.018184476215119996,2.439298418105154,0.4457447566730808,0.08815393990732344,0.03838088622886618,15.0,33,23.0,51,4.0,4,22.0,48,392,386,392.0,0.32,0.8254241843928172,1.0,398,1.4393938029075544,0.9917566996104399,0.03250447921355604,0.00021913436450282653,0.0002491458340068585,1.9860442085889886e-06,True,200,147,148
DTLZ4,12,3,7,150,3,3,True,167,167,19,24,4,0.04507385335909134,0.04507385297652739,0.002230894532903205,0.0022308944980755085,0.015094958129801689,0.023425439872636733,1.7514161906107377,0.775258167891478,0.024548235688750072,0.0020515811894875014,21.0,26,37.0,46,6.0,8,36.0,46,372,372,372.0,0.35,0.9339937579586511,1.0,398,0.855765593314822,0.7331453810701711,0.03695199122658211,0.00023540895296630948,0.0003175678352098203,1.811615785974591e-06,True,200,149,150
DTLZ4,12,3,8,153,2,3,True,177,177,6,9,2,0.05534581944782202,0.05534581832571432,0.00042757542064297827,0.0,0.02158377059245488,0.0026099298672192166,-1.4989108623103884,-10.761829202836848,0.178713205274164,0.16182857979102255,9.0,12,13.0,19,4.0,4,10.0,16,396,388,396.0,0.32,0.9218734126951224,1.0,398,1.2253655148939817,0.9348897800362967,0.034709395825335054,0.0003250956179650516,0.00041693076054870456,1.4984559171632002e-06,True,200,152,153
DTLZ4,12,3,9,155,4,3,True,177,177,17,7,2,0.037036303269803825,0.037036302385016595,0.000122693977945329,0.007794418878929591,0.008911871564482532,0.014330138322504831,1.509413043083092,-4.865097502099003,0.028835323977713344,0.0740956413055767,21.0,9,35.0,15,6.0,4,32.0,12,392,390,392.0,0.285,0.8038440179536778,1.0,398,1.1541017787354768,0.7939122673745023,0.05765287934759744,0.00035534816681845674,0.0003694320397612029,1.3834169274320246e-06,True,200,154,155
DTLZ4,12,3,10,159,2,3,True,168,168,11,23,5,0.05156873274128838,0.05156872475631834,0.013330815387861628,0.005596423886587654,0.028285701968085997,0.01996348331374559,2.7090751675715805,-1.3865357059551116,0.014192878741255422,0.014202000091808616,13.0,28,22.0,42,4.0,10,20.0,44,394,394,394.0,0.33,0.9023586554138309,1.0,398,1.6549191825402545,1.167732435183681,0.03242527345133217,0.0003018908121048547,0.00029719040348168065,1.328446860669117e-06,True,200,158,159
DTLZ4,12,3,11,161,5,3,True,179,179,19,30,4,0.04974131970328734,0.049741325557117674,0.00483264940114842,0.0040671419362485195,0.02065694159382335,0.021053192525362238,1.4739726476647736,-1.1351125402402586,0.024750962822198363,0.023415594764282593,22.0,34,38.0,59,4.0,8,36.0,58,368,394,368.0,0.27,0.900952796541221,1.0,398,2.1578307419998453,1.5783580039913871,0.0263621856985079,0.00040688987409086275,0.00040358963254392754,1.306842395549515e-06,True,200,160,161
DTLZ4,12,3,12,166,3,3,True,175,175,22,16,5,0.04860914828356081,0.04860914687212101,0.000858006290110902,0.006381032163706146,0.017852157673324962,0.01831511115330753,0.01944407695549666,-0.08206404640844084,0.08539995932793998,0.11120083520467869,26.0,19,44.0,33,4.0,4,42.0,30,376,376,376.0,0.3,0.9260014836003773,1.0,398,1.7000592582998637,1.204589152704166,0.04128850076396362,0.00036040772154244394,0.00034082543267774764,1.2018791238158573e-06,True,200,165,166
DTLZ4,12,3,13,169,4,3,True,167,167,19,15,3,0.06343667550963639,0.06343667234605777,0.0022816715151157685,0.0029550916425729046,0.012248792448625487,0.024159366908798392,-0.1500685517581295,-0.2567211411154368,0.07641415877623502,0.11261654246504306,22.0,17,39.0,31,8.0,4,36.0,28,372,374,372.0,0.305,0.8934530991259793,1.0,398,2.322063270648209,1.7124533021100805,0.03582853262399954,0.0004320662382438778,0.0003368936985291596,1.1802177064688158e-06,True,200,168,169
DTLZ4,12,3,14,173,3,3,True,179,179,15,20,5,0.049438174744396934,0.0494381751224649,0.0040001327435409606,0.00013078256325260718,0.016239944861113593,0.025802904114563627,0.33451656971792376,-2.169184758910623,0.07578712104469355,0.09849585357878965,17.0,25,29.0,37,4.0,6,26.0,36,358,360,358.0,0.415,0.9138362396553423,1.0,398,1.9427961302219117,1.4027829786940127,0.02349996653816744,0.00036327805433289395,0.0003841774677133488,1.1391641860538784e-06,True,200,172,173
DTLZ4,12,3,15,176,3,3,True,166,166,17,18,3,0.06369845904989292,0.06369845790390526,0.0005686670746290298,0.0,0.02099972486360309,0.02569245996997683,0.4099255862445883,-0.21861252290637798,0.13755900303419505,0.11636357997395198,19.0,21,35.0,38,12.0,8,32.0,34,392,392,392.0,0.35,0.9343322847274019,1.0,398,1.6111565755285089,1.13200041618607,0.04613163377435914,0.0004524692016051497,0.00045646202983378007,1.1134037832285766e-06,True,200,175,176
DTLZ4,12,3,16,179,6,3,True,174,174,13,17,4,0.059385468038985534,0.059385468089981075,0.0,0.0,0.016024749337739563,0.011520406960931928,0.556509457319438,-0.19283819772843402,0.0827857695795036,0.05686781167747872,16.0,20,25.0,32,6.0,2,24.0,32,386,386,386.0,0.34,0.919771623217261,1.0,398,1.4941757150234303,1.0364859435496303,0.01739470350116834,0.0002715372227339863,0.00028083312820451176,1.0948695052673493e-06,True,200,178,179
DTLZ4,12,3,17,185,2,3,True,173,173,15,14,2,0.06210188943386144,0.06210189018889656,0.0014050929174781457,0.0014050928127795625,0.029990147842621478,0.02621929562789851,0.5057074594758593,1.0906996022798474,0.10094725740766956,0.10284372487874407,18.0,17,31.0,29,10.0,10,28.0,26,392,392,392.0,0.27,0.8677950857604741,1.0,398,1.155598259646708,0.8410833171656131,0.027301981478311976,0.00044599164597365095,0.000346461082823442,1.0250225148589783e-06,True,200,184,185
DTLZ4,12,3,18,187,4,3,True,182,182,19,13,4,0.06274662740852503,0.06274662775038022,0.0002873888696673932,0.0002873888560590565,0.027495217245884846,0.02788456700444708,2.810046507423237,0.8357034347966694,0.03704798247243947,0.05628827774767408,21.0,17,38.0,27,2.0,8,36.0,24,388,386,388.0,0.33,0.9305440010028174,1.0,398,1.67151758002649,1.1812849699799841,0.02469458186073048,0.0004138313067569288,0.00030627140466379807,8.720880100782392e-07,True,200,186,187
DTLZ4,12,3,19,191,5,3,True,178,178,21,21,5,0.061756643124351036,0.0617566454466319,0.007503965418733161,0.003725423731508304,0.026123530373872043,0.018635208487222582,2.5908170760167994,0.46564764426253297,0.03222579763858676,0.037995513009542015,25.0,25,42.0,42,6.0,4,40.0,40,390,390,390.0,0.29,0.9278644617283506,1.0,398,1.7257448204553438,1.2255613263832772,0.03839527112721086,0.0005358179789174897,0.00041886733932646657,6.868698661373843e-07,True,200,190,191
DTLZ4,12,3,20,196,3,3,True,170,170,20,22,2,0.06305834247133991,0.06305833998676881,0.002413911220624232,0.002413920268946934,0.02818892558169551,0.028188923083726714,3.5089307627076045,3.3824013347654853,0.02207983256836716,0.017852281516134626,22.0,25,40.0,44,8.0,8,38.0,42,376,376,376.0,0.3,0.9431520393574893,1.0,398,1.3326206757868597,0.9224154147737007,0.011557845991916338,0.00036830372302545933,0.0002952002710690138,6.412216548226263e-07,True,200,195,196
DTLZ4,12,3,21,199,4,3,True,178,178,27,22,6,0.06643110911100415,0.0664311251164619,0.0019124497003050356,0.004828592180191067,0.02537627506407434,0.02552435144613463,1.4077571251874867,5.375223948812284,0.012378043712554776,0.04750463816573301,32.0,24,51.0,41,12.0,4,52.0,42,398,386,398.0,0.25,0.8890748090599576,1.0,398,1.8442646936553224,1.3223323976233397,0.0379150955919183,0.0005266397503607412,0.0003664230389998813,5.808684762949832e-07,True,200,198,199
DTLZ4,12,3,22,203,3,3,True,173,173,11,9,4,0.07121827192701938,0.07121826833437114,0.007878052842795746,0.007878056138470035,0.03278866143022811,0.02406574436432864,1.0370195264423527,-4.9178532571132045,0.031486266205239394,0.03692022336612531,14.0,12,22.0,19,4.0,2,20.0,16,386,396,386.0,0.32,0.9000449456968006,1.0,398,1.309816433250567,0.9094537872218055,0.018162097402099953,0.00027789627649887905,0.0002209993095279885,5.557548451280101e-07,True,200,202,203
DTLZ4,12,3,23,206,6,3,True,178,178,25,21,4,0.06800676025864678,0.06800674129161084,0.00265351722834814,0.0026535154801108907,0.022300280274256373,0.02509895869184314,2.1059318450531763,-2.029360371766998,0.020577286676200714,0.03245822590865206,29.0,24,50.0,42,2.0,0,48.0,40,388,388,388.0,0.235,0.9279918128033535,1.0,398,1.5419050818223652,1.075456808350821,0.010184053641485558,0.00025751328449283295,0.00019882167353200115,5.472257706526796e-07,True,200,205,206
DTLZ4,12,3,24,212,8,3,True,175,175,28,23,5,0.08308660986310527,0.0830866075185808,0.0,0.0,0.011516979640538643,0.012146616586827953,0.8639022562575938,-0.2347546903196751,0.0146891710918955,0.015059984985870578,34.0,29,56.0,46,6.0,6,52.0,42,392,396,392.0,0.285,0.9271008209491982,1.0,398,1.5874043753890201,1.1126068259825974,0.010012464068132942,0.00028807892574633787,0.0002539285019725169,5.259529269161244e-07,True,200,211,212
DTLZ4,12,3,25,220,5,3,True,174,174,14,12,2,0.06467163716958989,0.06467163621494208,0.015457540098090795,0.015457541404591095,0.04386755120814129,0.04072195338676884,0.7638469826285967,-3.71687254366799,0.005595351036434442,0.009673904563182947,18.0,15,28.0,25,4.0,8,26.0,22,380,382,380.0,0.235,0.8486474013580392,1.0,398,1.1887088857090695,0.8752946893497049,0.012093100933015855,0.0003374762810803428,0.0002737237066261611,4.792658986058764e-07,True,200,219,220
DTLZ4,12,3,26,225,3,3,True,175,175,12,13,4,0.0772687463036271,0.07726874766664588,0.012367329393168659,0.017106915546862726,0.03557978699610283,0.03993258184618843,1.034139608426277,7.984615729009604,0.01082741246790643,0.010069084132321977,14.0,15,24.0,26,6.0,4,20.0,24,396,370,396.0,0.28,0.826402386263632,1.0,398,1.280272925715799,0.9851926103994109,0.017903110697212732,0.0004979476328768953,0.00034332098078176807,4.662343956828086e-07,True,200,224,225
DTLZ4,12,3,27,228,4,3,True,170,170,22,14,5,0.05336182022788705,0.05336181220617575,0.0021036721519380013,0.011730113569676237,0.029975615547404064,0.038133435276120384,-0.8596842547184469,2.413986960303085,0.0030672660052262638,0.0029656412682114107,26.0,16,44.0,27,8.0,2,40.0,26,384,384,384.0,0.275,0.7394032968490252,1.0,398,1.828786660679944,1.3096946366191888,0.01318835840473831,0.0005186943686495138,0.00038158577226344605,4.5932485710105495e-07,True,200,227,228
DTLZ4,12,3,28,232,6,3,True,167,167,25,16,4,0.06467547143243615,0.0646754625371418,0.0007993332188614977,0.008588268653552389,0.024191615788962294,0.03240624443777647,0.24953910282859182,-0.7408881867096514,0.011529549058391013,0.01343012533692536,30.0,20,48.0,31,6.0,6,46.0,30,386,386,386.0,0.25,0.8652252629882585,1.0,398,2.7935608400334067,2.097429455428631,0.027883805873049283,0.0004122643575773244,0.0003268916990177921,4.4922845354567197e-07,True,200,231,232
DTLZ4,12,3,29,238,6,3,True,177,177,21,19,7,0.051901791775354034,0.051901791800460395,0.004092472595993143,0.004092475056209343,0.03082984650951823,0.03082984579289167,1.6111132438859577,4.4501423639829145,0.004649566663717434,0.008292381192988117,23.0,21,40.0,39,4.0,6,40.0,36,392,392,392.0,0.28,0.8259750655760556,1.0,398,1.9727618420988526,1.4272498799861637,0.02705086664492118,0.0005946491327277204,0.0004231275559533762,4.3164477172209994e-07,True,200,237,238
DTLZ4,12,3,30,244,2,3,True,188,188,16,14,2,0.0845877981750795,0.08458779392816723,0.0007558369540729804,0.000755835436699032,0.023640372818338237,0.026272473325376123,-0.05188286585705315,-1.0595771312431912,0.0053988490198700325,0.0064757718635414345,18.0,16,33.0,28,8.0,4,30.0,26,392,392,392.0,0.185,0.7491051743144834,1.0,398,1.3701485893731258,0.9467318133357379,0.025066904640789645,0.0006122837487721466,0.0004168665812176127,1.5119072169395208e-07,True,200,243,244
DTLZ4,12,3,31,246,3,3,True,179,179,11,14,3,0.06128817595638336,0.06128817677673459,0.004311813510609657,0.004311813606806761,0.036052011227379055,0.02762424607846791,0.3026098886483872,-2.5392981498534435,0.011552839577260405,0.014352217157151678,14.0,18,22.0,29,8.0,6,20.0,26,384,398,384.0,0.24,0.8170610696423746,1.0,398,0.8763942125723205,0.5922743924700196,0.020497579826753487,0.0004348811187628865,0.0003314179746954132,1.4964305477150177e-07,True,200,245,246
DTLZ4,12,3,32,249,4,3,True,182,182,17,18,5,0.04950988130663485,0.04950987533065517,0.0009261777786184755,0.008615406053942062,0.016231186311114212,0.026228651849401936,0.6719408512401688,3.9992844108996755,0.00418157798028594,0.0028630671488384775,20.0,23,34.0,36,6.0,6,32.0,34,390,394,390.0,0.22,0.7229684155218324,1.0,398,2.0388081210474702,1.4811764409307444,0.015042690401074532,0.0005560410583476255,0.00040443499471458176,1.473771462092973e-07,True,200,248,249
DTLZ4,12,3,33,253,5,3,True,165,165,16,17,3,0.07854339641261339,0.07854339799285834,0.003918894516757754,0.003918894388759253,0.03066601301098748,0.03478815242627442,0.6253327235837451,0.06257824027270528,0.008822860654038787,0.008349633834732554,19.0,21,32.0,32,4.0,8,30.0,30,380,380,380.0,0.335,0.8920861537281899,1.0,398,1.0596051599778176,0.7392015611131981,0.010009934724413583,0.00027156312332800303,0.00021904364358656524,1.425028254096291e-07,True,200,252,253
DTLZ4,12,3,34,258,6,3,True,184,184,25,19,4,0.06073072601366247,0.060730718816456086,0.0006878920186897023,0.0029953562027589076,0.024831325184244468,0.027171890143521175,1.4461555741947043,5.323915634084665,0.0039475426825669145,0.003362582647111896,27.0,21,49.0,37,6.0,4,46.0,34,392,394,392.0,0.29,0.877255758450494,1.0,398,1.109781499866863,0.7317814614062879,0.03503758226741294,0.0003060066020623142,0.00019367420450399524,1.3951370919401064e-07,True,200,257,258
DTLZ4,12,3,35,264,4,3,True,174,174,14,18,3,0.0637885539641661,0.06378855508228409,0.018767360687936302,0.008167285889536264,0.03618572886400319,0.030274946844731865,2.7413096403430575,3.8611077841444326,0.0011183021546000067,0.001593683089834912,16.0,21,27.0,35,6.0,6,26.0,32,374,392,374.0,0.205,0.881762668733246,1.0,398,1.553773521105998,1.0851473484468617,0.02432963586611847,0.0002670441618447539,0.00019133861531956726,7.131213439617622e-08,True,200,263,264
DTLZ4,12,3,36,268,3,3,True,178,178,18,17,2,0.086413984766995,0.08641400137180286,0.0029176462777615597,0.0029176460721423714,0.024336277749500996,0.02974338940480306,0.2432207864187501,-0.2299779017021434,0.006582412021943666,0.006317563556539107,20.0,20,33.0,34,10.0,8,34.0,32,394,394,394.0,0.27,0.8775984823250275,1.0,398,1.887465402226451,1.357605628465059,0.02309128568432417,0.00039351060468528765,0.000316965065353895,7.033076277784725e-08,True,200,267,268
DTLZ4,12,3,37,271,4,3,True,181,181,19,13,3,0.08674455916432434,0.08674455029386294,0.0032520195113486406,0.025889128807568884,0.03296343484321462,0.041237273341200656,-0.2206665919344042,4.210565164036984,0.006753309461434155,0.006753224501480645,24.0,15,38.0,26,2.0,4,36.0,24,388,384,388.0,0.18,0.8191101122597276,1.0,398,2.672592687691363,1.9986593726402078,0.01713665441740808,0.0005515917698273864,0.0003644177270886407,6.954624208486873e-08,True,200,270,271
DTLZ4,12,3,38,275,4,3,True,181,181,21,18,2,0.08303479297487792,0.08303478788673546,0.0012723546169988165,0.002721520976415648,0.017055688262321733,0.01867834902067657,0.2234815517641633,3.4903056160982566,0.012021944018671366,0.010235070671286088,24.0,21,38.0,34,10.0,10,38.0,34,366,360,366.0,0.325,0.876548784306087,1.0,398,1.2596679052369586,0.8768367280414091,0.015755150758361758,0.00037858761854819845,0.0002688681494141959,6.852120046199679e-08,True,200,274,275
DTLZ4,12,3,39,279,4,3,True,180,180,18,18,5,0.07604236202744545,0.07604236000761858,0.0016016715956781585,0.007916455047021709,0.019186310866714275,0.031102173553911382,1.3211241035408365,2.0574278849799073,0.0036251467714895577,0.003018116260237081,21.0,23,35.0,36,6.0,6,34.0,32,392,390,392.0,0.275,0.8721698316159422,1.0,398,0.8991750121744576,0.5954434283169094,0.047109333497917794,0.0004794738201774895,0.00030619126730569454,6.736289678036558e-08,True,200,278,279
DTLZ4,12,3,40,283,2,3,True,179,179,12,16,3,0.08336660294807277,0.08336660000552883,0.012366280591996792,0.012366279747606207,0.036956658469936815,0.030283257454824263,1.485825155849322,4.355755369559025,0.0009396357270421047,0.003673909882711764,14.0,19,24.0,32,2.0,2,22.0,30,396,388,396.0,0.23,0.8580252282057157,1.0,398,1.10001981026814,0.7832494319043284,0.010472801217880023,0.00030655085577971364,0.00022874016992798657,6.51543577428867e-08,True,200,282,283
DTLZ4,12,3,41,285,4,3,True,179,179,38,30,4,0.07143563961067595,0.07143565385014375,0.0008105867561875035,0.0,0.020638377113484704,0.020350120266989177,1.3921858105187361,3.3856111374344184,0.0014703345437863226,0.0029873527027552216,45.0,37,74.0,57,2.0,10,72.0,56,384,384,384.0,0.23,0.8847726418975115,1.0,398,0.9855247182738023,0.6633012045236196,0.0432219996927925,0.00031618853363499233,0.00020384790267901953,6.461189183502167e-08,True,200,284,285
DTLZ4,12,3,42,289,4,3,True,176,176,19,19,4,0.0783386954732962,0.07833869761488221,0.002158894951686848,0.0021588939494623987,0.020611719486143043,0.021730496172467428,1.2958793731951626,3.539624380904211,0.002963691476495634,0.0015586149189541097,22.0,23,37.0,39,8.0,2,36.0,36,376,386,376.0,0.25,0.8773873840015387,1.0,398,1.375149112932314,0.9445441369031915,0.02605290732517518,0.0003669816157819694,0.000247726352968608,6.379515716057369e-08,True,200,288,289
DTLZ4,12,3,43,293,4,3,True,174,174,9,13,3,0.08382875498130793,0.08382872634480672,0.01681683517588711,0.007457504971926002,0.026570105965982964,0.017061063762637076,2.0537446725470097,3.4391551325449914,0.006549692568476552,0.009707199668215255,11.0,17,19.0,27,2.0,4,16.0,24,386,386,386.0,0.34,0.9182281773930506,1.0,398,0.8440355094033756,0.5165226084200752,0.015364511634774258,0.0002686024830915734,0.0001932311527971974,6.222915435325693e-08,True,200,292,293
DTLZ4,12,3,44,297,6,3,True,180,180,17,13,5,0.05579478602116439,0.05579478508141153,0.0037267497273861944,0.003726751769867198,0.020372299184030496,0.01640064025712784,1.458189899531686,1.9399123453370208,0.0076606846148367025,0.009800503185192388,20.0,16,33.0,26,8.0,10,30.0,22,392,392,392.0,0.34,0.8924156121718644,1.0,398,0.9340063742623363,0.6217446376432932,0.02880847326547009,0.00032861546959177257,0.00020893313295212564,6.133285396762638e-08,True,200,296,297
DTLZ4,12,3,45,303,2,3,True,181,181,24,30,4,0.07712887071049583,0.07712887799554043,0.011628348818700528,0.006636993831495241,0.03569901760009597,0.035699021567860534,2.4787181723558005,7.697149526579446,0.005768300938262661,0.0030412611048595884,29.0,35,45.0,55,8.0,6,44.0,54,384,384,384.0,0.3,0.8857017600094477,1.0,398,2.5975447389239523,1.9373829790659678,0.0399005390688445,0.0005603102407162885,0.00037987336978420394,5.972074865140714e-08,True,200,302,303
DTLZ4,12,3,46,305,3,3,True,179,179,13,11,3,0.05990044306771988,0.05990044343850705,0.0026286978243980075,0.002628710828519676,0.025545786241829592,0.016578042150820205,1.7486369760475142,17.290056581171562,0.012112290316790807,0.022966958680195243,15.0,13,27.0,21,4.0,6,24.0,20,396,396,396.0,0.24,0.9019023522730016,1.0,398,1.1906435594137408,0.808154953071319,0.043568466921108495,0.0005442094785138574,0.00035064081184937233,5.9235507995040315e-08,True,200,304,305
DTLZ4,12,3,47,308,3,3,True,183,183,16,19,3,0.057021284965003784,0.0570212883854814,0.0033338300955493283,0.003333830108390945,0.018250616591292467,0.019759060527498623,0.36972629277083957,1.0893552075167037,0.007901683783235457,0.006254996253230507,18.0,21,30.0,39,6.0,4,30.0,36,384,384,384.0,0.315,0.9189304686656021,1.0,398,1.4927268005260763,1.0353029098164952,0.02180811037236685,0.0004356656722140917,0.0003168347825850641,5.8278012496362324e-08,True,200,307,308
DTLZ4,12,3,48,311,3,3,True,190,190,20,15,4,0.060972791215730224,0.06097279426244931,0.002468553592659739,0.0028491018047274593,0.020825919593392042,0.01929458373482018,1.557528762451871,2.3318444865359376,0.010059767232787136,0.011179722684765006,24.0,17,38.0,30,2.0,4,38.0,26,388,388,388.0,0.4,0.870869421111922,1.0,398,0.9940681421816283,0.6530720105164864,0.026634831914174484,0.0003510729114957478,0.00024514228440170423,5.7681325361069234e-08,True,200,310,311
DTLZ4,12,3,49,314,4,3,True,180,180,22,23,3,0.07054249563869582,0.07054246837069823,2.49020940919914e-05,0.0027545783279038644,0.01704817569121559,0.03269993775388674,0.4267387947029708,5.469960644578483,0.011466030432778586,0.01133963780099539,28.0,29,42.0,43,8.0,4,40.0,44,386,386,386.0,0.27,0.8698225647529239,1.0,398,2.017405947879867,1.4637016397149227,0.034364196281033266,0.00035236133488392163,0.0002372111678085248,5.7066267424818144e-08,True,200,313,314
DTLZ4,12,3,50,318,4,3,True,167,167,15,16,3,0.07210407277086006,0.07210407348327863,0.015599434655168526,0.015599432341601965,0.03403533719886852,0.030764498857741476,3.9198388041675214,7.602009925931932,0.000869163602645817,0.0022085169654550447,18.0,19,31.0,32,8.0,2,28.0,30,388,388,388.0,0.33,0.8662351969283204,1.0,398,1.1732792811932948,0.7817197968083626,0.030298412371431382,0.00041810231195199554,0.00025515990552656164,5.610563273955268e-08,True,200,317,318
DTLZ4,12,3,51,322,5,3,True,175,175,25,13,2,0.08854373026013974,0.08854373037949435,0.000806155976402767,0.006847960488645055,0.02488679571826875,0.028564879360801532,-0.4997108317621377,4.5094757270708214,-0.0027600077382947618,0.004624198331114826,29.0,16,48.0,27,6.0,2,48.0,24,392,392,392.0,0.29,0.8380011648296901,1.0,398,1.084329575292322,0.8237139496558793,0.05268845621867513,0.00036311558051238535,0.0003038045873885204,5.5160370954663264e-08,True,200,321,322
DTLZ4,12,3,52,327,5,3,True,181,181,16,11,5,0.09239668396146566,0.09239668278920227,0.0033094558380504235,0.003309458579084823,0.03147514161058344,0.028364796420256917,1.138328773653801,1.1081086857093396,0.003377013965074903,0.00860962932381426,20.0,14,30.0,23,8.0,4,30.0,20,392,368,392.0,0.26,0.8447766002393196,1.0,398,0.9822892763484445,0.6447947945789716,0.015384430878839339,0.00023008298546756123,0.0001904585006824136,5.418452314698379e-08,True,200,326,327
DTLZ4,12,3,53,332,2,3,True,177,177,25,14,4,0.05015978412579231,0.05015978835521913,0.0022777790439957313,0.00486356595391757,0.02187665467519989,0.021443606707560035,1.854481841726102,6.375768053873799,0.006838369181910658,0.01124455495474308,31.0,16,51.0,29,12.0,4,46.0,26,392,366,392.0,0.29,0.8012840229823706,1.0,398,1.1654535107971813,0.7680853877238685,0.01440486827505083,0.0003056666371321626,0.00023396673431936966,5.322442107548877e-08,True,200,331,332
DTLZ4,12,3,54,334,3,3,True,171,171,11,15,3,0.0963656213415272,0.09636561521962653,0.007771737070274512,0.003921527063668551,0.02729906236875157,0.024129289564399702,0.6931171081569065,4.977112444022168,0.00437109997735418,0.001115550724456682,14.0,17,22.0,31,4.0,6,20.0,28,394,394,394.0,0.29,0.8628250785744465,1.0,398,0.8635457590448201,0.5511530147907886,0.023420879906552727,0.000299056784797358,0.00024920323327370193,5.2879032570722326e-08,True,200,333,334
DTLZ4,12,3,55,337,6,3,True,176,176,27,18,4,0.05735813416123146,0.05735813532797544,0.002942155572001226,0.0029421565630092794,0.025231771339512727,0.030244329128273666,2.547229556434142,7.497539826679031,0.0043420574947076376,0.004059585007794908,29.0,21,53.0,35,8.0,4,52.0,34,392,388,392.0,0.285,0.8272195691151688,1.0,398,0.7820553030393964,0.5092710621445498,0.04620942925066629,0.0002965225411344363,0.0002197087746498904,5.219798963491294e-08,True,200,336,337
