problema,D,M,geracao,n_treino,lote_log,nivel,ramo_QU,n_front1_log,n_front1_rec,n_front2_log,n_front2_rec,lote_rec,fit1max_log,fit1max_rec,fit1min_log,fit1min_rec,fit1med_log,fit1med_rec,fit2med_log,fit2med_rec,fit3med_log,fit3med_rec,Qmin_log,Qmin_rec,Qmax_log,Qmax_rec,Umin_log,Umin_rec,Umax_log,Umax_rec,Upool_log,Upool_rec,s0_obsmax,s0_eq,s0_corr,s0_int,s0_max_teorico,s1_relmed,s1_relmed_ddof0,dmu_max,dmu_med,dmu_med_rel,rcond,solved,n_pool,fe_treino_max,hp_n,dupX,ninA,dif
DTLZ3,12,3,54,332,4,3,True,127,127,10,10,4,0.0654588186736442,0.065458797646973,6.141706434248384e-05,6.141780575941169e-05,0.0059321836866786,0.0059321837911143,-6.545580315090161,-6.557360059290659,0.0041889732589436,0.0041883607088948,12.0,12,21.0,21,2.0,2,18.0,18,372,372,372.0,0.975,0.9999921796205772,1.0,398,0.0002812293526801,0.18350175564428,4.96971344697522,0.2716021446103696,0.0021662928260507,1.7201666538777276e-10,True,200,331,332,3,0,0
DTLZ3,12,3,55,336,4,3,True,117,117,14,14,4,0.1342361710160877,0.1342361507090517,0.0020393333698546,0.0020393231493075,0.0075511816497391,0.0075511841475278,4.956535899521052,4.9561451485569705,0.0101304621075953,0.0101304074770212,17.0,17,28.0,28,6.0,6,26.0,26,396,396,396.0,0.96,0.9999910136419772,1.0,398,0.0002252306926839,0.1835337667334436,4.80452904215781,0.2404789794236421,0.0014673754370119,1.6412945248118554e-10,True,200,335,336,9,0,0
DTLZ3,12,3,56,340,5,3,True,109,109,13,13,5,0.0927553844950968,0.0927553809539698,0.0037661172130185,0.0037661190743384,0.0226500656900945,0.0226500727354889,-10.592456430438496,-10.580085978668649,0.0175500831353312,0.0175504520527169,17.0,17,26.0,26,4.0,4,24.0,24,396,396,396.0,0.96,0.9999752345477716,1.0,398,0.001140448949743,0.1838554057128369,2.9364727172942366,0.4061935446807183,0.0029747687966581,1.5748119331386522e-10,True,200,339,340,25,0,0
DTLZ3,12,3,57,345,3,3,True,130,130,17,17,3,0.0580336696200448,0.0580336643611016,0.0006999201240066,0.0006999201665893,0.0123731645888448,0.0123731674576956,6.375272922640695,6.356951467110775,0.0085440277140729,0.0085440919249322,20.0,20,33.0,33,2.0,2,32.0,32,394,394,394.0,0.99,0.9999973410694132,1.0,398,0.0002982679694558,0.1835263624166348,3.0583074931928422,0.1722037922299932,0.0012378938516225,1.548106730723265e-10,True,200,344,345,10,0,0
DTLZ3,12,3,58,348,2,3,True,77,77,9,9,2,0.061261370695739,0.0612613729018726,0.0020021499251506,0.0020021583313199,0.0192050036841592,0.0192050011104942,7.316321075524621,7.287592948152451,0.0056331947653572,0.0056336197917516,12.0,12,19.0,19,8.0,8,16.0,16,372,372,372.0,0.96,0.9999856189590912,1.0,398,0.0003567552713606,0.1834967559327898,3.3658487675129436,0.2411792756902286,0.0015019816360953,1.5325383535527923e-10,True,200,347,348,5,0,0
DTLZ3,12,3,59,350,4,3,True,123,123,11,11,4,0.2285959796800329,0.2285959820707424,0.0011266999109712,0.0011267011178958,0.035278099845684,0.0352781024301423,-5.6845122085255575,-5.65144482019241,0.0033226645627959,0.0033230460203412,14.0,14,22.0,22,4.0,4,20.0,20,388,388,388.0,0.945,0.9999814691604648,1.0,398,0.0004300453177932,0.1834866006194861,3.197354133677436,0.265553638106212,0.0023421397426437,1.379546544165735e-10,True,200,349,350,6,0,0
DTLZ3,12,3,60,354,5,3,True,131,131,18,18,5,0.053931933829013,0.0539319311684794,0.0007157779789919,0.000715777429972,0.0121657501288266,0.0121657501476296,10.229300486420728,10.23577263833431,0.0144506764663236,0.0144505025828607,22.0,22,36.0,36,2.0,2,34.0,34,394,394,394.0,0.965,0.9999904174643122,1.0,398,0.0001891929776268,0.1834535084957287,1.6618577562912833,0.1698706572060473,0.0013502445437124,1.3602515631651489e-10,True,200,353,354,6,0,0
DTLZ3,12,3,61,359,4,3,True,114,114,6,6,4,0.0281827248417269,0.0281827248256367,0.0103467863022679,0.0103467876576119,0.0222690885491096,0.0222690901944282,-7.174480005457005,-7.050993409349758,0.0214944978504078,0.0214965494938326,8.0,8,13.0,13,2.0,2,10.0,10,388,388,388.0,0.95,0.9999839125909818,1.0,398,0.0008363105299247,0.18347769138289,5.3075227813387755,0.3370486439962405,0.0021639141266114,8.337075397134322e-11,True,200,358,359,6,0,0
DTLZ3,12,3,62,363,3,3,True,118,118,8,8,3,0.0411216572267558,0.0411216573126786,0.0016772918883059,0.0016772875744723,0.0157502881761416,0.0157502900692041,-9.299660545077558,-9.308829155474086,0.0077959615300675,0.0077957909574877,10.0,10,17.0,17,2.0,2,14.0,14,394,394,394.0,0.93,0.9999838801242084,1.0,398,0.0023156788593381,0.183740738471676,4.6538172019063495,0.5335266680922359,0.0025229008811372,8.208255156606585e-11,True,200,362,363,4,0,0
DTLZ3,12,3,63,366,2,3,True,130,130,13,13,2,0.0457471914353253,0.0457471916476441,0.000368430697795,0.0003684318331564,0.0121521719488524,0.0121521725716027,-5.2522209701115585,-5.2242102774907835,0.0023339065752364,0.0023336272113283,17.0,17,26.0,26,4.0,4,24.0,24,374,374,374.0,0.99,0.999997191003502,1.0,398,0.0003043497399546,0.1833939115211812,5.286865753878374,0.2160360847046831,0.0018525183259129,7.650695195175672e-11,True,200,365,366,8,0,0
DTLZ3,12,3,64,368,3,3,True,135,135,12,12,3,0.0490629896703372,0.0490629866775206,1.784662523554581e-06,1.7842500039944031e-06,0.0145155412993434,0.0145155395879944,0.7483066112744492,0.7402539687172975,-0.0005466337959942,-0.0005471990317573,15.0,15,24.0,24,6.0,6,22.0,22,394,394,394.0,0.97,0.999990169224217,1.0,398,0.0004879187380909,0.1834482037254964,2.7608923329389654,0.2873493121005595,0.0020763912469017,7.500894552741041e-11,True,200,367,368,5,0,0
DTLZ4,12,3,1,131,5,3,True,159,159,19,42,4,0.0706490492005279,0.0706490492741973,0.0004496308369308,0.0,0.0193091954581989,0.0089981667951484,0.7432167997869676,-0.104411382280929,0.3753081214262442,0.3755980986576215,22.0,46,39.0,86,2.0,14,36.0,82,384,384,384.0,0.31,0.8312699961782983,1.0,398,0.707164496054326,0.637670660918318,0.023164205639103,0.0001213865993175,0.0002329971117755,8.011099254448898e-05,True,200,130,131,2,0,0
DTLZ4,12,3,2,136,2,3,True,158,158,24,22,2,0.0640976237350828,0.064097626220816,0.0,0.0,0.0123740955897937,0.0123741018722467,0.4796032153786882,0.8029561546567388,0.2028118051085355,0.1126205173007491,31.0,26,49.0,45,2.0,6,44.0,40,388,388,388.0,0.41,0.9831421708146476,1.0,398,1.6202091641806469,1.1393918238690406,0.0560391642905502,0.0001309771407149,0.0001060242141653,4.161138622354052e-06,True,200,135,136,3,0,0
DTLZ4,12,3,3,138,3,3,True,158,158,26,41,4,0.0711526154689741,0.0711526099541844,0.0027376892493682,0.0015879852129753,0.0153091575257888,0.0136280048837368,0.6289593436730803,-2.052540993696014,0.0068097992594083,0.0677076217964822,29.0,48,53.0,83,6.0,4,50.0,80,398,398,398.0,0.29,0.8988716754738718,1.0,398,1.697797867027361,1.2027427344620951,0.063019362945875,0.0001736264541292,0.0002347011469368,4.02739399019431e-06,True,200,137,138,3,0,0
DTLZ4,12,3,4,141,3,3,True,177,177,11,10,3,0.050558836741709,0.050558836293309,0.0014916408711838,0.0050344822848819,0.0219968972816559,0.0225610598397581,0.6191291655484452,-0.5750035027673335,0.2004721308584154,0.2133029959576166,13.0,12,23.0,20,2.0,4,20.0,18,382,382,382.0,0.295,0.9053552954153664,1.0,398,1.1564427557938264,0.8617960522161532,0.0450369201696874,0.0001748628701303,0.0002860141299922,3.508349996474451e-06,True,200,140,141,0,0,0
DTLZ4,12,3,5,144,4,3,True,166,166,22,27,4,0.0402472260156713,0.0402472254147196,0.0004440846125932,0.0004440797540726,0.0142347089481324,0.0135325968204069,1.3227117680724203,-3.4846826803403146,0.0222434673139816,0.0127843367441391,24.0,30,43.0,51,6.0,8,40.0,52,384,384,384.0,0.285,0.863757287057927,1.0,398,1.014992073787594,0.8814812113165362,0.0878178194660019,0.000234535189943,0.0003663133684441,2.5637831957475778e-06,True,200,143,144,1,0,0
DTLZ4,12,3,6,148,2,3,True,175,175,12,26,4,0.0580070832659962,0.0580070821347025,0.0028321500648926,0.0028321477120149,0.0146680715767822,0.0181844762151199,2.439298418105154,0.4457447566730808,0.0881539399073234,0.0383808862288661,15.0,33,23.0,51,4.0,4,22.0,48,392,386,392.0,0.32,0.8254241843928172,1.0,398,1.4393938029075544,0.99175669961044,0.032504479213556,0.0002191343645028,0.0002491458340068,1.986044208588989e-06,True,200,147,148,3,0,0
DTLZ4,12,3,7,150,3,3,True,167,167,19,24,4,0.0450738533590913,0.0450738529765273,0.0022308945329032,0.0022308944980755,0.0150949581298016,0.0234254398726367,1.7514161906107375,0.775258167891478,0.02454823568875,0.0020515811894875,21.0,26,37.0,46,6.0,8,36.0,46,372,372,372.0,0.35,0.9339937579586512,1.0,398,0.855765593314822,0.7331453810701711,0.0369519912265821,0.0002354089529663,0.0003175678352098,1.811615785974591e-06,True,200,149,150,2,0,0
DTLZ4,12,3,8,153,2,3,True,177,177,6,9,2,0.055345819447822,0.0553458183257143,0.0004275754206429,0.0,0.0215837705924548,0.0026099298672192,-1.4989108623103884,-10.761829202836848,0.178713205274164,0.1618285797910225,9.0,12,13.0,19,4.0,4,10.0,16,396,388,396.0,0.32,0.9218734126951224,1.0,398,1.2253655148939817,0.9348897800362967,0.034709395825335,0.000325095617965,0.0004169307605487,1.4984559171632002e-06,True,200,152,153,2,0,0
DTLZ4,12,3,9,155,4,3,True,177,177,17,7,2,0.0370363032698038,0.0370363023850165,0.0001226939779453,0.0077944188789295,0.0089118715644825,0.0143301383225048,1.509413043083092,-4.865097502099003,0.0288353239777133,0.0740956413055767,21.0,9,35.0,15,6.0,4,32.0,12,392,390,392.0,0.285,0.8038440179536778,1.0,398,1.1541017787354768,0.7939122673745023,0.0576528793475974,0.0003553481668184,0.0003694320397612,1.3834169274320246e-06,True,200,154,155,4,0,0
DTLZ4,12,3,10,159,2,3,True,168,168,11,23,5,0.0515687327412883,0.0515687247563183,0.0133308153878616,0.0055964238865876,0.0282857019680859,0.0199634833137455,2.7090751675715805,-1.3865357059551116,0.0141928787412554,0.0142020000918086,13.0,28,22.0,42,4.0,10,20.0,44,394,394,394.0,0.33,0.9023586554138308,1.0,398,1.6549191825402545,1.167732435183681,0.0324252734513321,0.0003018908121048,0.0002971904034816,1.328446860669117e-06,True,200,158,159,0,0,0
DTLZ4,12,3,11,161,5,3,True,179,179,19,30,4,0.0497413197032873,0.0497413255571176,0.0048326494011484,0.0040671419362485,0.0206569415938233,0.0210531925253622,1.4739726476647736,-1.1351125402402586,0.0247509628221983,0.0234155947642825,22.0,34,38.0,59,4.0,8,36.0,58,368,394,368.0,0.27,0.900952796541221,1.0,398,2.1578307419998453,1.5783580039913871,0.0263621856985079,0.0004068898740908,0.0004035896325439,1.306842395549515e-06,True,200,160,161,1,0,0
DTLZ4,12,3,12,166,3,3,True,175,175,22,16,5,0.0486091482835608,0.048609146872121,0.0008580062901109,0.0063810321637061,0.0178521576733249,0.0183151111533075,0.0194440769554966,-0.0820640464084408,0.0853999593279399,0.1112008352046786,26.0,19,44.0,33,4.0,4,42.0,30,376,376,376.0,0.3,0.9260014836003772,1.0,398,1.7000592582998637,1.204589152704166,0.0412885007639636,0.0003604077215424,0.0003408254326777,1.2018791238158571e-06,True,200,165,166,0,0,0
DTLZ4,12,3,13,169,4,3,True,167,167,19,15,3,0.0634366755096363,0.0634366723460577,0.0022816715151157,0.0029550916425729,0.0122487924486254,0.0241593669087983,-0.1500685517581295,-0.2567211411154368,0.076414158776235,0.112616542465043,22.0,17,39.0,31,8.0,4,36.0,28,372,374,372.0,0.305,0.8934530991259793,1.0,398,2.322063270648209,1.7124533021100805,0.0358285326239995,0.0004320662382438,0.0003368936985291,1.1802177064688158e-06,True,200,168,169,3,0,0
DTLZ4,12,3,14,173,3,3,True,179,179,15,20,5,0.0494381747443969,0.0494381751224649,0.0040001327435409,0.0001307825632526,0.0162399448611135,0.0258029041145636,0.3345165697179237,-2.169184758910623,0.0757871210446935,0.0984958535787896,17.0,25,29.0,37,4.0,6,26.0,36,358,360,358.0,0.415,0.9138362396553424,1.0,398,1.9427961302219117,1.4027829786940127,0.0234999665381674,0.0003632780543328,0.0003841774677133,1.1391641860538784e-06,True,200,172,173,2,0,0
DTLZ4,12,3,15,176,3,3,True,166,166,17,18,3,0.0636984590498929,0.0636984579039052,0.000568667074629,0.0,0.020999724863603,0.0256924599699768,0.4099255862445883,-0.2186125229063779,0.137559003034195,0.1163635799739519,19.0,21,35.0,38,12.0,8,32.0,34,392,392,392.0,0.35,0.934332284727402,1.0,398,1.6111565755285089,1.13200041618607,0.0461316337743591,0.0004524692016051,0.0004564620298337,1.1134037832285766e-06,True,200,175,176,1,0,0
DTLZ4,12,3,16,179,6,3,True,174,174,13,17,4,0.0593854680389855,0.059385468089981,0.0,0.0,0.0160247493377395,0.0115204069609319,0.556509457319438,-0.192838197728434,0.0827857695795036,0.0568678116774787,16.0,20,25.0,32,6.0,2,24.0,32,386,386,386.0,0.34,0.919771623217261,1.0,398,1.4941757150234305,1.0364859435496303,0.0173947035011683,0.0002715372227339,0.0002808331282045,1.0948695052673491e-06,True,200,178,179,2,0,0
DTLZ4,12,3,17,185,2,3,True,173,173,15,14,2,0.0621018894338614,0.0621018901888965,0.0014050929174781,0.0014050928127795,0.0299901478426214,0.0262192956278985,0.5057074594758593,1.0906996022798474,0.1009472574076695,0.102843724878744,18.0,17,31.0,29,10.0,10,28.0,26,392,392,392.0,0.27,0.8677950857604741,1.0,398,1.155598259646708,0.8410833171656131,0.0273019814783119,0.0004459916459736,0.0003464610828234,1.0250225148589783e-06,True,200,184,185,0,0,0
DTLZ4,12,3,18,187,4,3,True,182,182,19,13,4,0.062746627408525,0.0627466277503802,0.0002873888696673,0.000287388856059,0.0274952172458848,0.027884567004447,2.810046507423237,0.8357034347966694,0.0370479824724394,0.056288277747674,21.0,17,38.0,27,2.0,8,36.0,24,388,386,388.0,0.33,0.9305440010028174,1.0,398,1.67151758002649,1.181284969979984,0.0246945818607304,0.0004138313067569,0.0003062714046637,8.720880100782392e-07,True,200,186,187,2,0,0
DTLZ4,12,3,19,191,5,3,True,178,178,21,21,5,0.061756643124351,0.0617566454466319,0.0075039654187331,0.0037254237315083,0.026123530373872,0.0186352084872225,2.590817076016799,0.4656476442625329,0.0322257976385867,0.037995513009542,25.0,25,42.0,42,6.0,4,40.0,40,390,390,390.0,0.29,0.9278644617283506,1.0,398,1.7257448204553438,1.2255613263832772,0.0383952711272108,0.0005358179789174,0.0004188673393264,6.868698661373843e-07,True,200,190,191,2,0,0
DTLZ4,12,3,20,196,3,3,True,170,170,20,22,2,0.0630583424713399,0.0630583399867688,0.0024139112206242,0.0024139202689469,0.0281889255816955,0.0281889230837267,3.5089307627076045,3.3824013347654853,0.0220798325683671,0.0178522815161346,22.0,25,40.0,44,8.0,8,38.0,42,376,376,376.0,0.3,0.9431520393574891,1.0,398,1.3326206757868595,0.9224154147737008,0.0115578459919163,0.0003683037230254,0.000295200271069,6.412216548226263e-07,True,200,195,196,2,0,0
DTLZ4,12,3,21,199,4,3,True,178,178,27,22,6,0.0664311091110041,0.0664311251164619,0.001912449700305,0.004828592180191,0.0253762750640743,0.0255243514461346,1.4077571251874867,5.375223948812284,0.0123780437125547,0.047504638165733,32.0,24,51.0,41,12.0,4,52.0,42,398,386,398.0,0.25,0.8890748090599576,1.0,398,1.8442646936553224,1.3223323976233397,0.0379150955919183,0.0005266397503607,0.0003664230389998,5.808684762949832e-07,True,200,198,199,1,0,0
DTLZ4,12,3,22,203,3,3,True,173,173,11,9,4,0.0712182719270193,0.0712182683343711,0.0078780528427957,0.00787805613847,0.0327886614302281,0.0240657443643286,1.0370195264423527,-4.9178532571132045,0.0314862662052393,0.0369202233661253,14.0,12,22.0,19,4.0,2,20.0,16,386,396,386.0,0.32,0.9000449456968006,1.0,398,1.309816433250567,0.9094537872218056,0.0181620974020999,0.0002778962764988,0.0002209993095279,5.557548451280101e-07,True,200,202,203,0,0,0
DTLZ4,12,3,23,206,6,3,True,178,178,25,21,4,0.0680067602586467,0.0680067412916108,0.0026535172283481,0.0026535154801108,0.0223002802742563,0.0250989586918431,2.1059318450531763,-2.029360371766998,0.0205772866762007,0.032458225908652,29.0,24,50.0,42,2.0,0,48.0,40,388,388,388.0,0.235,0.9279918128033536,1.0,398,1.5419050818223652,1.075456808350821,0.0101840536414855,0.0002575132844928,0.000198821673532,5.472257706526796e-07,True,200,205,206,0,0,0
DTLZ4,12,3,24,212,8,3,True,175,175,28,23,5,0.0830866098631052,0.0830866075185808,0.0,0.0,0.0115169796405386,0.0121466165868279,0.8639022562575938,-0.2347546903196751,0.0146891710918955,0.0150599849858705,34.0,29,56.0,46,6.0,6,52.0,42,392,396,392.0,0.285,0.9271008209491982,1.0,398,1.58740437538902,1.1126068259825974,0.0100124640681329,0.0002880789257463,0.0002539285019725,5.259529269161244e-07,True,200,211,212,3,0,0
DTLZ4,12,3,25,220,5,3,True,174,174,14,12,2,0.0646716371695898,0.064671636214942,0.0154575400980907,0.015457541404591,0.0438675512081412,0.0407219533867688,0.7638469826285967,-3.71687254366799,0.0055953510364344,0.0096739045631829,18.0,15,28.0,25,4.0,8,26.0,22,380,382,380.0,0.235,0.8486474013580392,1.0,398,1.1887088857090695,0.8752946893497049,0.0120931009330158,0.0003374762810803,0.0002737237066261,4.792658986058764e-07,True,200,219,220,0,0,0
DTLZ4,12,3,26,225,3,3,True,175,175,12,13,4,0.0772687463036271,0.0772687476666458,0.0123673293931686,0.0171069155468627,0.0355797869961028,0.0399325818461884,1.034139608426277,7.984615729009604,0.0108274124679064,0.0100690841323219,14.0,15,24.0,26,6.0,4,20.0,24,396,370,396.0,0.28,0.826402386263632,1.0,398,1.280272925715799,0.9851926103994108,0.0179031106972127,0.0004979476328768,0.0003433209807817,4.662343956828086e-07,True,200,224,225,3,0,0
DTLZ4,12,3,27,228,4,3,True,170,170,22,14,5,0.053361820227887,0.0533618122061757,0.002103672151938,0.0117301135696762,0.029975615547404,0.0381334352761203,-0.8596842547184469,2.413986960303085,0.0030672660052262,0.0029656412682114,26.0,16,44.0,27,8.0,2,40.0,26,384,384,384.0,0.275,0.7394032968490252,1.0,398,1.828786660679944,1.3096946366191888,0.0131883584047383,0.0005186943686495,0.0003815857722634,4.59324857101055e-07,True,200,227,228,4,0,0
DTLZ4,12,3,28,232,6,3,True,167,167,25,16,4,0.0646754714324361,0.0646754625371418,0.0007993332188614,0.0085882686535523,0.0241916157889622,0.0324062444377764,0.2495391028285918,-0.7408881867096514,0.011529549058391,0.0134301253369253,30.0,20,48.0,31,6.0,6,46.0,30,386,386,386.0,0.25,0.8652252629882585,1.0,398,2.7935608400334067,2.097429455428631,0.0278838058730492,0.0004122643575773,0.0003268916990177,4.49228453545672e-07,True,200,231,232,1,0,0
DTLZ4,12,3,29,238,6,3,True,177,177,21,19,7,0.051901791775354,0.0519017918004603,0.0040924725959931,0.0040924750562093,0.0308298465095182,0.0308298457928916,1.6111132438859577,4.4501423639829145,0.0046495666637174,0.0082923811929881,23.0,21,40.0,39,4.0,6,40.0,36,392,392,392.0,0.28,0.8259750655760556,1.0,398,1.9727618420988529,1.4272498799861637,0.0270508666449211,0.0005946491327277,0.0004231275559533,4.3164477172209994e-07,True,200,237,238,2,0,0
DTLZ4,12,3,30,244,2,3,True,188,188,16,14,2,0.0845877981750795,0.0845877939281672,0.0007558369540729,0.000755835436699,0.0236403728183382,0.0262724733253761,-0.0518828658570531,-1.0595771312431912,0.00539884901987,0.0064757718635414,18.0,16,33.0,28,8.0,4,30.0,26,392,392,392.0,0.185,0.7491051743144834,1.0,398,1.3701485893731258,0.946731813335738,0.0250669046407896,0.0006122837487721,0.0004168665812176,1.5119072169395208e-07,True,200,243,244,0,0,0
DTLZ4,12,3,31,246,3,3,True,179,179,11,14,3,0.0612881759563833,0.0612881767767345,0.0043118135106096,0.0043118136068067,0.036052011227379,0.0276242460784679,0.3026098886483872,-2.5392981498534435,0.0115528395772604,0.0143522171571516,14.0,18,22.0,29,8.0,6,20.0,26,384,398,384.0,0.24,0.8170610696423746,1.0,398,0.8763942125723205,0.5922743924700196,0.0204975798267534,0.0004348811187628,0.0003314179746954,1.4964305477150177e-07,True,200,245,246,1,0,0
DTLZ4,12,3,32,249,4,3,True,182,182,17,18,5,0.0495098813066348,0.0495098753306551,0.0009261777786184,0.008615406053942,0.0162311863111142,0.0262286518494019,0.6719408512401688,3.999284410899675,0.0041815779802859,0.0028630671488384,20.0,23,34.0,36,6.0,6,32.0,34,390,394,390.0,0.22,0.7229684155218324,1.0,398,2.0388081210474702,1.4811764409307444,0.0150426904010745,0.0005560410583476,0.0004044349947145,1.473771462092973e-07,True,200,248,249,4,0,0
DTLZ4,12,3,33,253,5,3,True,165,165,16,17,3,0.0785433964126133,0.0785433979928583,0.0039188945167577,0.0039188943887592,0.0306660130109874,0.0347881524262744,0.6253327235837451,0.0625782402727052,0.0088228606540387,0.0083496338347325,19.0,21,32.0,32,4.0,8,30.0,30,380,380,380.0,0.335,0.8920861537281899,1.0,398,1.0596051599778176,0.7392015611131981,0.0100099347244135,0.000271563123328,0.0002190436435865,1.425028254096291e-07,True,200,252,253,2,0,0
DTLZ4,12,3,34,258,6,3,True,184,184,25,19,4,0.0607307260136624,0.060730718816456,0.0006878920186897,0.0029953562027589,0.0248313251842444,0.0271718901435211,1.4461555741947043,5.323915634084665,0.0039475426825669,0.0033625826471118,27.0,21,49.0,37,6.0,4,46.0,34,392,394,392.0,0.29,0.877255758450494,1.0,398,1.109781499866863,0.7317814614062879,0.0350375822674129,0.0003060066020623,0.0001936742045039,1.3951370919401066e-07,True,200,257,258,1,0,0
DTLZ4,12,3,35,264,4,3,True,174,174,14,18,3,0.0637885539641661,0.063788555082284,0.0187673606879363,0.0081672858895362,0.0361857288640031,0.0302749468447318,2.7413096403430575,3.861107784144433,0.0011183021546,0.0015936830898349,16.0,21,27.0,35,6.0,6,26.0,32,374,392,374.0,0.205,0.881762668733246,1.0,398,1.553773521105998,1.0851473484468617,0.0243296358661184,0.0002670441618447,0.0001913386153195,7.131213439617623e-08,True,200,263,264,1,0,0
DTLZ4,12,3,36,268,3,3,True,178,178,18,17,2,0.086413984766995,0.0864140013718028,0.0029176462777615,0.0029176460721423,0.0243362777495009,0.029743389404803,0.2432207864187501,-0.2299779017021434,0.0065824120219436,0.0063175635565391,20.0,20,33.0,34,10.0,8,34.0,32,394,394,394.0,0.27,0.8775984823250275,1.0,398,1.887465402226451,1.357605628465059,0.0230912856843241,0.0003935106046852,0.0003169650653538,7.033076277784725e-08,True,200,267,268,1,0,0
DTLZ4,12,3,37,271,4,3,True,181,181,19,13,3,0.0867445591643243,0.0867445502938629,0.0032520195113486,0.0258891288075688,0.0329634348432146,0.0412372733412006,-0.2206665919344042,4.210565164036984,0.0067533094614341,0.0067532245014806,24.0,15,38.0,26,2.0,4,36.0,24,388,384,388.0,0.18,0.8191101122597276,1.0,398,2.672592687691363,1.998659372640208,0.017136654417408,0.0005515917698273,0.0003644177270886,6.954624208486874e-08,True,200,270,271,0,0,0
DTLZ4,12,3,38,275,4,3,True,181,181,21,18,2,0.0830347929748779,0.0830347878867354,0.0012723546169988,0.0027215209764156,0.0170556882623217,0.0186783490206765,0.2234815517641633,3.4903056160982566,0.0120219440186713,0.010235070671286,24.0,21,38.0,34,10.0,10,38.0,34,366,360,366.0,0.325,0.876548784306087,1.0,398,1.2596679052369586,0.8768367280414091,0.0157551507583617,0.0003785876185481,0.0002688681494141,6.852120046199679e-08,True,200,274,275,1,0,0
DTLZ4,12,3,39,279,4,3,True,180,180,18,18,5,0.0760423620274454,0.0760423600076185,0.0016016715956781,0.0079164550470217,0.0191863108667142,0.0311021735539113,1.3211241035408363,2.0574278849799073,0.0036251467714895,0.003018116260237,21.0,23,35.0,36,6.0,6,34.0,32,392,390,392.0,0.275,0.8721698316159422,1.0,398,0.8991750121744576,0.5954434283169094,0.0471093334979177,0.0004794738201774,0.0003061912673056,6.736289678036559e-08,True,200,278,279,1,0,0
DTLZ4,12,3,40,283,2,3,True,179,179,12,16,3,0.0833666029480727,0.0833666000055288,0.0123662805919967,0.0123662797476062,0.0369566584699368,0.0302832574548242,1.485825155849322,4.355755369559025,0.0009396357270421,0.0036739098827117,14.0,19,24.0,32,2.0,2,22.0,30,396,388,396.0,0.23,0.8580252282057157,1.0,398,1.10001981026814,0.7832494319043284,0.01047280121788,0.0003065508557797,0.0002287401699279,6.51543577428867e-08,True,200,282,283,3,0,0
DTLZ4,12,3,41,285,4,3,True,179,179,38,30,4,0.0714356396106759,0.0714356538501437,0.0008105867561875,0.0,0.0206383771134847,0.0203501202669891,1.392185810518736,3.3856111374344184,0.0014703345437863,0.0029873527027552,45.0,37,74.0,57,2.0,10,72.0,56,384,384,384.0,0.23,0.8847726418975115,1.0,398,0.9855247182738024,0.6633012045236196,0.0432219996927925,0.0003161885336349,0.000203847902679,6.461189183502167e-08,True,200,284,285,2,0,0
DTLZ4,12,3,42,289,4,3,True,176,176,19,19,4,0.0783386954732962,0.0783386976148822,0.0021588949516868,0.0021588939494623,0.020611719486143,0.0217304961724674,1.2958793731951626,3.539624380904211,0.0029636914764956,0.0015586149189541,22.0,23,37.0,39,8.0,2,36.0,36,376,386,376.0,0.25,0.8773873840015387,1.0,398,1.375149112932314,0.9445441369031916,0.0260529073251751,0.0003669816157819,0.0002477263529686,6.37951571605737e-08,True,200,288,289,1,0,0
DTLZ4,12,3,43,293,4,3,True,174,174,9,13,3,0.0838287549813079,0.0838287263448067,0.0168168351758871,0.007457504971926,0.0265701059659829,0.017061063762637,2.0537446725470097,3.4391551325449914,0.0065496925684765,0.0097071996682152,11.0,17,19.0,27,2.0,4,16.0,24,386,386,386.0,0.34,0.9182281773930506,1.0,398,0.8440355094033756,0.5165226084200752,0.0153645116347742,0.0002686024830915,0.0001932311527971,6.222915435325694e-08,True,200,292,293,0,0,0
DTLZ4,12,3,44,297,6,3,True,180,180,17,13,5,0.0557947860211643,0.0557947850814115,0.0037267497273861,0.0037267517698671,0.0203722991840304,0.0164006402571278,1.458189899531686,1.9399123453370208,0.0076606846148367,0.0098005031851923,20.0,16,33.0,26,8.0,10,30.0,22,392,392,392.0,0.34,0.8924156121718644,1.0,398,0.9340063742623363,0.6217446376432932,0.02880847326547,0.0003286154695917,0.0002089331329521,6.133285396762638e-08,True,200,296,297,0,0,0
DTLZ4,12,3,45,303,2,3,True,181,181,24,30,4,0.0771288707104958,0.0771288779955404,0.0116283488187005,0.0066369938314952,0.0356990176000959,0.0356990215678605,2.4787181723558005,7.697149526579446,0.0057683009382626,0.0030412611048595,29.0,35,45.0,55,8.0,6,44.0,54,384,384,384.0,0.3,0.8857017600094477,1.0,398,2.5975447389239523,1.937382979065968,0.0399005390688445,0.0005603102407162,0.0003798733697842,5.972074865140715e-08,True,200,302,303,2,0,0
DTLZ4,12,3,46,305,3,3,True,179,179,13,11,3,0.0599004430677198,0.059900443438507,0.002628697824398,0.0026287108285196,0.0255457862418295,0.0165780421508202,1.7486369760475142,17.290056581171562,0.0121122903167908,0.0229669586801952,15.0,13,27.0,21,4.0,6,24.0,20,396,396,396.0,0.24,0.9019023522730016,1.0,398,1.1906435594137408,0.808154953071319,0.0435684669211084,0.0005442094785138,0.0003506408118493,5.9235507995040315e-08,True,200,304,305,1,0,0
