problema,geracao,n,escala,MQ_c1_max,MQ_c1_med,MQ_c0.5_max,MQ_c0.5_med,MQ_c2_max,MQ_c2_med,IMQ_c1_max,IMQ_c1_med,gauss_max,gauss_med,cubic_max,cubic_med,linear_max,linear_med,TPS_max,TPS_med,MQ_c1_poly1_max,MQ_c1_poly1_med
DTLZ2,1,131,0.4333336502313614,0.009483427631045316,0.0031718870888212264,0.1449209512907515,0.024950519979716784,0.19459975723312217,0.026668260557452944,0.2332661702882015,0.06752369263692354,0.8402919525732395,0.18249391420774352,0.2218543920960946,0.06773926339987896,0.31516714913758115,0.06421485450297149,0.3335389472066293,0.08832899169335379,0.11702985054638432,0.031788438554097964
DTLZ2,20,201,0.43737126886844635,0.0048516288971118815,0.00023660988071155797,0.1085795202656335,0.004443122505307179,0.09989679629875892,0.004238433471412617,0.16334141788298107,0.00579499515647261,0.5202301161675258,0.01389374502967447,0.14931340221514144,0.007659443320168019,0.26456876282657515,0.018408137075681653,0.22072972375363142,0.011761074271510925,0.06564843909135831,0.0015897695178441196
DTLZ2,40,278,0.44414907693862915,0.016282962305461446,0.00015483575566155837,0.14107492481358583,0.0035624285190483003,0.3233829662472413,0.0031576570429420678,0.4175974096123589,0.00440132297961842,1.1968547160218181,0.00948744303004087,0.3489011855398019,0.004932873876827525,0.2635496616966251,0.01631689673078705,0.37547897972771616,0.008311010925675854,0.13121179481562106,0.0009355671948339389
ZDT1,1,329,0.9318942427635193,0.2838519954063088,0.016216463202281095,0.41684815064708847,0.036946612278922764,0.10449153278677947,0.016886302146330356,0.6231193213078154,0.10068693237488957,5.803194367802032,0.521189275054454,2.4109807401670613,0.14104751737450016,0.5646047019764975,0.06469759728176097,2.3510313574683908,0.1476915421461903,0.6491891856786846,0.05075907707219257
ZDT1,50,498,0.455139696598053,0.01946049411566264,0.0001605048533832587,1.092857934747192,0.012722885185752375,3.591918402946021,0.016134668709478106,0.9716218637385197,0.03613628116716444,2.0948647735187156,0.20844281743577162,1.410793540490726,0.06125364629598462,1.5577747842444492,0.03851578190315608,1.4262321572836676,0.05492500908542253,0.2587671602102519,0.0020199340193265483
ZDT1,150,839,0.07127537205815315,0.009858421224635094,9.010913554696742e-05,2.271862520625291,0.00905454038073561,5.801654605194926,0.007126899306243217,1.2225051940431513,0.025876474075066103,2.464620084666313,0.08412922900758285,2.869751038809902,0.012566422469508787,2.835692247713796,0.02248782339015476,2.862086398813222,0.019051437833588092,1.4241143189654277,0.006582979578516026
MMF1,1,21,0.649023711681366,0.003012320827252557,0.0003228468784135935,5.153307678991263,0.06630071102995799,10.516835507120405,0.2229615770729913,2.931241504780015,0.03175183695445082,5.565534928277868,0.15722390486208732,3.6863230407623195,0.11014342916661782,9.774595262844915,0.2009044952469854,6.852606492912206,0.1034923201064329,0.10845691259213908,0.0058810123638874945
MMF1,6,36,0.4985807090997696,0.003901650109099819,0.000681788426429214,14.759919419889316,0.4270262255882567,91.70643653298576,1.9423845533671504,7.511393252356674,0.1937798292312011,104.975753834802,2.530551347735636,15.744268736509193,0.5398796495926924,18.13474312330242,0.5496689535878465,16.60772209767105,0.45969804051712104,0.684899506066877,0.007799494722353639
WFG4,1,241,1.9202026724815369,0.05674862734829755,0.01538762781408276,0.06103850242930209,0.01820465506022273,0.08043215035011109,0.023048512705164725,1.2294751815416305,0.40703980549619856,4.228652643428219,1.854778656426212,0.9219299918537964,0.1009736696636605,0.07275489611946617,0.028796778894526143,1.455336618958277,0.11083212257779229,0.3257649850426896,0.06139987754508858
WFG4,40,365,1.7371402382850647,0.00712254688903613,0.000489846305163022,0.5746414523851153,0.02846775988448158,1.7486862510123302,0.06944959786264349,1.4389606068525453,0.13398523015351427,3.95529899158736,1.5707824321664643,9.249169226694221,0.2737903976313021,0.8929019021672167,0.04510817838336312,2.078813731103253,0.12075228855096043,0.6782699224056863,0.0845041673204987
